"city","state"
"Champaigne-Urbana","Illinois, IL"
"Chandlur","Arizona, AZ"
"Charleton","South Carolina, SC"
"Cherryfeild","Maine, ME"
"Cheyene","Wyoming, WY"
"Chicargo","Illinois, IL"
"Chiko","California, CA"
"Chewla Vista","California, CA"
"Chola Vista","California, CA"
"Chuula Vista","California, CA"
"Churubesco","Indiana, IN"
"Cincinati","Ohio, OH"
"Cinsinati","Ohio, OH"
"Sincinati","Ohio, OH"
"Sincinnati","Ohio, OH"
"Circlevile","Ohio, OH"
"Clerk","South Dakota, SD"
"Clevland","Ohio, OH"
"Clefton","Texas, TX"
"Cliftin","Texas, TX"
"Cloves","California, CA"
"Kloves","California, CA"
"Klovis","California, CA"
"Coahcella","California, CA"
"Cochela","California, CA"
"Cochella","California, CA"
"Cocanut","Florida, FL"
"Culquitt","Georgia, GA"
"Clumbia","Maryland, MD"
"Colubia","Maryland, MD"
"Columbas","Indiana, IN"
"Compten","California, CA"
"Concerd","New Hampshire, NH"
"Conaway","Arkansas, AR"
"Connway","Arkansas, AR"
"Cooperston","New York, NY"
"Coperstown","New York, NY"
"Cornning","New York, NY"
"Carona","California, CA"
"Cozzad","Nebraska, NE"
"Crested Butt","Colorado, CO"
"Crsytal Lake","Illinois, IL"
"Ceuro","Texas, TX"
"Dawlten","Georgia, GA"
"Dawlton","Georgia, GA"
"Dally City","California, CA"
"Danebrog","Nebraska, NE"
"Dannesborg","Nebraska, NE"
"Danvile","Kentucky, KY"
"Dayvis","California, CA"
"Decalb","Illinois, IL"
"Decater","Alabama, AL"
"Dear Trail","Colorado, CO"
"Demopalis","Alabama, AL"
"Dery","New Hampshire, NH"
"Dinuuba","California, CA"
"Dogde City","Kansas, KS"
"Doglas","Wyoming, WY"
"Duoglas","Alabama, AL"
"Drumrite","Oklahoma, OK"
"Debach","Louisiana, LA"
"Deluth","Minnesota, MN"
"Domas","Arkansas, AR"
"Dummas","Arkansas, AR"
"Duncanvile","Texas, TX"
"Derango","Colorado, CO"
"Dyerville","Iowa, IA"
"Eeton","Colorado, CO"
"Eil Paso","Texas, TX"
"Il Pase","Texas, TX"
"L'Paso","Texas, TX"
"L Rino","Oklahoma, OK"
"Elberten","Georgia, GA"
"Elgen","South Carolina, SC"
"Elgen","Texas, TX"
"Lgin","South Carolina, SC"
"Elisabethton","Tennessee, TN"
"Elkheart","Indiana, IN"
"Emmerson","Arkansas, AR"
"Emetsburg","Iowa, IA"
"Imunclaw","Washington, WA"
"Eerie","Pennsylvania, PA"
"Irwin","North Carolina, NC"
"Eugean","Oregon, OR"
"Fairfeild","Iowa, IA"
"Fallbroock","California, CA"
"Farmingten","Maine, ME"
"Faeteville","Arkansas, AR"
"Fayeteville","North Carolina, NC"
"Fayettevile","North Carolina, NC"
"Fayettville","Arkansas, AR"
"Fernadina Beach","Florida, FL"
"Fernandena Beach","Florida, FL"
"Flagstaf","Arizona, AZ"
"Fort Miers","Florida, FL"
"Fort Pane","Alabama, AL"
"Fort Waine","Indiana, IN"
"Fort Wayn","Indiana, IN"
"Fort Wort","Texas, TX"
"Fullton","New York, NY"
"Gainsvile","Florida, FL"
"Galverten","Texas, TX"
"Galvestin","Texas, TX"
"Garry","Indiana, IN"
"Gillroy","California, CA"
"Girad","Kansas, KS"
"Glendele","California, CA"
"Glendeve","Montana, MT"
"Goeleta","California, CA"
"Golleta","California, CA"
"Greely","Colorado, CO"
"Greley","Colorado, CO"
"Green Forrest","Arkansas, AR"
"Greenvile","Alabama, AL"
"Greenvile","South Carolina, SC"
"Grigsville","Illinois, IL"
"Grinnel","Iowa, IA"
"Groten","Connecticut, CT"
"Hasenda Heights","California, CA"
"Hadly","Massachusetts, MA"
"Hagerton","Maryland, MD"
"Hains","Alaska, AK"
"Haynes","Alaska, AK"
"Hanies City","Florida, FL"
"Haleyvile","Alabama, AL"
"Hanibal","Missouri, MO"
"Hartferd","Connecticut, CT"
"Hasting","Nebraska, NE"
"Haysvile","Kansas, KS"
"Heracles","California, CA"
"Hercales","California, CA"
"Hialaeh","Florida, FL"
"Hileah","Florida, FL"
"Holtvile","California, CA"
"Hollyoak","Massachusetts, MA"
"Honerker","Virginia, VA"
"Honololu","Hawaii, HI"
"Honoluluu","Hawaii, HI"
"Huoston","Texas, TX"
"Huntingdon Beach","California, CA"
"Huntly","Illinois, IL"
"Huntsvile","Alabama, AL"
"Huntsvile","Texas, TX"
"Llwaco","Washington, WA"
"Indianaopolis","Indiana, IN"
"Indeo","California, CA"
"Enola","Oklahoma, OK"
"Isletun","California, CA"
"Istelon","California, CA"
"Jakson","Michigan, MI"
"Jacksonvile","Florida, FL"
"Jameston","North Dakota, ND"
"Japser","Arkansas, AR"
"Jenings","Louisiana, LA"
"Jersy City","New Jersey, NJ"
"Johnston","Pennsylvania, PA"
"Jonesborough","Arkansas, AR"
"Jonesboro","Tennessee, TN"
"Jeenay","Alaska, AK"
"Kalisspell","Montana, MT"
"Kanapolis","North Carolina, NC"
"Kansus City","Kansas, KS"
"Kufman","Texas, TX"
"Kene","New Hampshire, NH"
"Kenne","New Hampshire, NH"
"Kaizer","Oregon, OR"
"Kenei","Alaska, AK"
"Kenesaw","Georgia, GA"
"Kenten","Tennessee, TN"
"Keokuck","Iowa, IA"
"Kiokuck","Iowa, IA"
"Kiokuk","Iowa, IA"
"Kechikan","Alaska, AK"
"Ketchekan","Alaska, AK"
"Kewane","Illinois, IL"
"Kircwood","Missouri, MO"
"Kirwen","Kansas, KS"
"Kunik","Alaska, AK"
"Kodiac","Alaska, AK"
"La Crose","Kansas, KS"
"Lafayatt","Louisiana, LA"
"Lake Benten","Minnesota, MN"
"Laramy","Wyoming, WY"
"Lathrup","Missouri, MO"
"Lecompt","Louisiana, LA"
"Loela","South Dakota, SD"
"Lexingtown","Kentucky, KY"
"Linclon","Alabama, AL"
"Linculn","Alabama, AL"
"Lindin","California, CA"
"Lindborg","Kansas, KS"
"Lethonia","Georgia, GA"
"Littel Rock","Arkansas, AR"
"Lokport","New York, NY"
"Lordy","California, CA"
"Long Beech","California, CA"
"Los Angleles","California, CA"
"Los Angles","California, CA"
"Louisvile","Kentucky, KY"
"Lowel","Massachusetts, MA"
"Lenchburg","Virginia, VA"
"Madisen","Wisconsin, WI"
"Magie Valley","North Carolina, NC"
"Mallvern","Arkansas, AR"
"Mancester","New Hampshire, NH"
"Manhatan","Kansas, KS"
"Manferd","Oklahoma, OK"
"Mannferd","Oklahoma, OK"
"Merselles","Illinois, IL"
"Marrysvile","California, CA"
"Marrysville","California, CA"
"Marysvile","California, CA"
"Maton","Illinois, IL"
"Matton","Illinois, IL"
"MCloud","California, CA"
"MacCloud","California, CA"
"McMinnvile","Tennessee, TN"
"McMinvile","Tennessee, TN"
"Medfeild","Massachusetts, MA"
"Melborne","Florida, FL"
"Melburne","Florida, FL"
"Memfis","Tennessee, TN"
"Murced","California, CA"
"Mariden","Connecticut, CT"
"Meryden","Connecticut, CT"
"Maimi","Florida, FL"
"Myame","Florida, FL"
"Myami","Florida, FL"
"Midletown","Connecticut, CT"
"Midlothien","Texas, TX"
"Mildthoian","Texas, TX"
"Milinocket","Maine, ME"
"Millinoket","Maine, ME"
"Milepeters","California, CA"
"Milepitas","California, CA"
"Milipiters","California, CA"
"Millipeters","California, CA"
"Millipitas","California, CA"
"Milwake","Wisconsin, WI"
"Mineapolis","Minnesota, MN"
"Minneaoplis","Minnesota, MN"
"Misoula","Montana, MT"
"Missula","Montana, MT"
"Montery","California, CA"
"Monticelo","Minnesota, MN"
"Morten","Illinois, IL"
"Mount Idah","Arkansas, AR"
"Mount Pleasant","Texas, TX"
"Napervile","Illinois, IL"
"Nashvile","Georgia, GA"
"Nashvile","Tennessee, TN"
"Nagutuck","Connecticut, CT"
"Naugatauk","Connecticut, CT"
"Nedarland","Colorado, CO"
"New Britin","Connecticut, CT"
"Brunswik","New Jersey, NJ"
"New Castel","Pennsylvania, PA"
"New Roshele","New York, NY"
"nyc","New York, NY"
"Newbury","Michigan, MI"
"Nuberry","Michigan, MI"
"Newberyport","Massachusetts, MA"
"Newman","Georgia, GA"
"Nuuman","Georgia, GA"
"Normann","Oklahoma, OK"
"North Plate","Nebraska, NE"
"Northhamptown","Massachusetts, MA"
"Northfeild","Minnesota, MN"
"O'Neil","Nebraska, NE"
"Oneil","Nebraska, NE"
"Okeland","Nebraska, NE"
"Ocaen City","New Jersey, NJ"
"Ocoei","Florida, FL"
"Okooe","Florida, FL"
"Oceechobee","Florida, FL"
"Oklaoma City","Oklahoma, OK"
"Olath","Kansas, KS"
"Omeha","Nebraska, NE"
"Orim","Utah, UT"
"Urem","Utah, UT"
"Owray","Colorado, CO"
"Oxnerd","California, CA"
"Pacifika","California, CA"
"Pananma Beach","Florida, FL"
"Parsins","Kansas, KS"
"Pasedena","California, CA"
"Patarson","New Jersey, NJ"
"Pautucket","Rhode Island, RI"
"Peebody","Massachusetts, MA"
"Personville","California, CA"
"Pensecola","Florida, FL"
"Pensicola","Florida, FL"
"Peeoria","Illinois, IL"
"Peorhia","Illinois, IL"
"Peruu","Indiana, IN"
"Petersberg","West Virginia, WV"
"Philidelphia","Pennsylvania, PA"
"Piladelphia","Pennsylvania, PA"
"Pinhurt","North Carolina, NC"
"Pittburg","Kansas, KS"
"Pittsburgh","Kansas, KS"
"Pitsburg","Pennsylvania, PA"
"Pitsburgh","Pennsylvania, PA"
"Plaserville","California, CA"
"Planno","Texas, TX"
"Plemouth","Massachusetts, MA"
"Plymoth","Massachusetts, MA"
"Pocatelo","Idaho, ID"
"Poncatoula","Louisiana, LA"
"Ponchatula","Louisiana, LA"
"Pratvile","Alabama, AL"
"Prescot","Arizona, AZ"
"Preskie Isle","Maine, ME"
"Prestin","Minnesota, MN"
"Provvo","Utah, UT"
"Peublo","Colorado, CO"
"Punsutawney","Pennsylvania, PA"
"Punsutawny","Pennsylvania, PA"
"Punxutawney","Pennsylvania, PA"
"Puxsutawny","Pennsylvania, PA"
"Percel","Oklahoma, OK"
"Percell","Oklahoma, OK"
"Purcel","Oklahoma, OK"
"Pursel","Oklahoma, OK"
"Kwinter","Kansas, KS"
"Quietman","Texas, TX"
"Quiteman","Texas, TX"
"Redford","Virginia, VA"
"Ralley","North Carolina, NC"
"Randolf","Nebraska, NE"
"Rae","North Dakota, ND"
"Rain","Louisiana, LA"
"Raine","Louisiana, LA"
"Rayn","Louisiana, LA"
"Redwould","California, CA"
"Reehaboth Beach","Delaware, DE"
"Reehoboth Beach","Delaware, DE"
"Rino","Nevada, NV"
"Rhineback","New York, NY"
"Richmend","Virginia, VA"
"Rocester","New York, NY"
"Rochesster","New Hampshire, NH"
"Rokland","Maine, ME"
"Roswel","New Mexico, NM"
"Rumknee","New Hampshire, NH"
"Rumnee","New Hampshire, NH"
"Rumny","New Hampshire, NH"
"Russel Springs","Kansas, KS"
"Rutlend","Vermont, VT"
"Sacremento","California, CA"
"Salam","Massachusetts, MA"
"Salam","Missouri, MO"
"Salam","New Hampshire, NH"
"Selem","Massachusetts, MA"
"San Deago","California, CA"
"San Francesco","California, CA"
"San Hosey","California, CA"
"Sandersvile","Georgia, GA"
"Sangar","California, CA"
"Santa Cruise","California, CA"
"Santa Fae","New Mexico, NM"
"Santa Fay","New Mexico, NM"
"Santa Monika","California, CA"
"Santa Rosea","New Mexico, NM"
"Sarastoa","Florida, FL"
"Sarahtoga Springs","New York, NY"
"Schnectady","New York, NY"
"Scotdale","Arizona, AZ"
"Scotsdale","Arizona, AZ"
"Seaside Hieghts","New Jersey, NJ"
"Sadalia","Missouri, MO"
"Cedona","Arizona, AZ"
"Sedonna","Arizona, AZ"
"Sentaobia","Mississippi, MS"
"Sentobia","Mississippi, MS"
"Shelbyvile","Tennessee, TN"
"Shellbyvile","Tennessee, TN"
"Seerra Vista","Arizona, AZ"
"Siera Vista","Arizona, AZ"
"Seloam Springs","Arkansas, AR"
"Siou City","Iowa, IA"
"Sious City","Iowa, IA"
"Soux City","Iowa, IA"
"Slokomb","Alabama, AL"
"Soildiers Grove","Wisconsin, WI"
"Somervile","Massachusetts, MA"
"South Heven","Michigan, MI"
"Spartanberg","South Carolina, SC"
"Spenser","Idaho, ID"
"Springfeild","Missouri, MO"
"Spingvile","Utah, UT"
"St. Martinvile","Louisiana, LA"
"Stamferd","Connecticut, CT"
"Stillwell","Oklahoma, OK"
"Stilwel","Oklahoma, OK"
"Stocton","California, CA"
"Stokton","California, CA"
"Strongsvile","Ohio, OH"
"Stutgart","Arkansas, AR"
"Stutgartt","Arkansas, AR"
"Seger Land","Texas, TX"
"Shuger Land","Texas, TX"
"Sugercreek","Ohio, OH"
"Sumer","Missouri, MO"
"Sun Prarie","Wisconsin, WI"
"Takoma","Washington, WA"
"Takomma Park","Maryland, MD"
"Takuma Park","Maryland, MD"
"Talahassee","Florida, FL"
"Tallahasse","Florida, FL"
"Terpon Springs","Florida, FL"
"Terpun Springs","Florida, FL"
"Taryall","Colorado, CO"
"Taton","Massachusetts, MA"
"Teringau","Texas, TX"
"Tiringua","Texas, TX"
"Tere Haute","Indiana, IN"
"Texerkana","Arkansas, AR"
"Texsas City","Texas, TX"
"The Colonny","Texas, TX"
"Tolido","Ohio, OH"
"Toambstone","Arizona, AZ"
"Toamstone","Arizona, AZ"
"Taverse City","Michigan, MI"
"Troie","New York, NY"
"Tuellake","California, CA"
"Tuscalosa","Alabama, AL"
"Tiler","Texas, TX"
"Valey City","Ohio, OH"
"Vicksberg","Mississippi, MS"
"Vicoria","Texas, TX"
"Vidallia","Georgia, GA"
"Wako","Texas, TX"
"Walawala","Washington, WA"
"Wallawalla","Washington, WA"
"Wallis","Idaho, ID"
"Warensburg","Missouri, MO"
"Waroad","Minnesota, MN"
"War Trace","Tennessee, TN"
"Warwic","Georgia, GA"
"Wosco","California, CA"
"Wosko","California, CA"
"Washingtown","Missouri, MO"
"Waterbery","Connecticut, CT"
"Watervile","Maine, ME"
"Wayneboro","Georgia, GA"
"Waynesborough","Georgia, GA"
"Waynesboru","Georgia, GA"
"Waynesvile","Ohio, OH"
"Wayneville","Ohio, OH"
"West Havan","Connecticut, CT"
"Westfeild","New York, NY"
"Wichta","Kansas, KS"
"Wikenburg","Arizona, AZ"
"Wilits","California, CA"
"Willets","California, CA"
"Willmingten","Delaware, DE"
"Willmington","Illinois, IL"
"Wilmingtown","North Carolina, NC"
"Winemucca","Nevada, NV"
"Winoski","Vermont, VT"
"Winstconstin Dells","Wisconsin, WI"
"Uma","Arizona, AZ"
"Abbeville","Georgia, GA"
"Abilene","Texas, TX"
"Adamsville","Tennessee, TN"
"Akron","Ohio, OH"
"Alameda","California, CA"
"Albany","Oregon, OR"
"Albuquerque","New Mexico, NM"
"Algona","Washington, WA"
"Algona","Iowa, IA"
"Algonquin","Illinois, IL"
"Alma","Arkansas, AR"
"Anderson","South Carolina, SC"
"Annapolis","Maryland, MD"
"Anoka","Minnesota, MN"
"Apache Junction","Arizona, AZ"
"Arvada","Colorado, CO"
"Aspen","Colorado, CO"
"Athol","Massachusetts, MA"
"Ault","Colorado, CO"
"Aurora","Illinois, IL"
"Barre","Vermont, VT"
"Batavia","Illinois, IL"
"Bayou La Batre","Alabama, AL"
"Beardstown","Illinois, IL"
"Beattie","Kansas, KS"
"Beaver","Oklahoma, OK"
"Bellevue","Washington, WA"
"Bellingham","Washington, WA"
"Belzoni","Mississippi, MS"
"Bemidji","Minnesota, MN"
"Berkeley","California, CA"
"Berlin","New Hampshire, NH"
"Berryville","Arkansas, AR"
"Berthoud","Colorado, CO"
"Bessemer","Alabama, AL"
"Bethlehem","Pennsylvania, PA"
"Biloxi","Mississippi, MS"
"Binghamton","New York, NY"
"Birmingham","Alabama, AL"
"Bloomington","Illinois, IL"
"Bluefield","West Virginia, WV"
"Bozeman","Montana, MT"
"Breaux Bridge","Louisiana, LA"
"Breckenridge","Colorado, CO"
"Brevard","North Carolina, NC"
"Bridgeport","Connecticut, CT"
"Brinkley","Arkansas, AR"
"Bristol","Connecticut, CT"
"Brockton","Massachusetts, MA"
"Brooklyn","New York, NY"
"Brunswick","Missouri, MO"
"Buena Park","California, CA"
"Buhl","Idaho, ID"
"Burlington","Vermont, VT"
"Byram Township","New Jersey, NJ"
"Calabash","North Carolina, NC"
"Campbell","California, CA"
"Castroville","California, CA"
"Chadbourn","North Carolina, NC"
"Champaign-Urbana","Illinois, IL"
"Charlotte","North Carolina, NC"
"Chatsworth","California, CA"
"Chattanooga","Tennessee, TN"
"Cheshire","Connecticut, CT"
"Chico","California, CA"
"Churubusco","Indiana, IN"
"Cincinnati","Ohio, OH"
"Clarksville","Tennessee, TN"
"Claxton","Georgia, GA"
"Clifton","Texas, TX"
"Coachella","California, CA"
"Cody","Wyoming, WY"
"Collinsville","Illinois, IL"
"Colonial Beach","Virginia, VA"
"Colquitt","Georgia, GA"
"Columbia","South Carolina, SC"
"Columbus","Indiana, IN"
"Columbus","Ohio, OH"
"Colville","Washington, WA"
"Compton","California, CA"
"Coral Springs","Florida, FL"
"Cordele","Georgia, GA"
"Corning","California, CA"
"Corsicana","Texas, TX"
"Cottonwood Heights","Utah, UT"
"Cozad","Nebraska, NE"
"Cranford","New Jersey, NJ"
"Crawford","Nebraska, NE"
"Creede","Colorado, CO"
"Crested Butte","Colorado, CO"
"Crisfield","Maryland, MD"
"Cuero","Texas, TX"
"Danbury","Connecticut, CT"
"Davis","California, CA"
"Davison","Michigan, MI"
"Dawson","Georgia, GA"
"Dayton","Ohio, OH"
"DeKalb","Illinois, IL"
"Decatur","Alabama, AL"
"Deland","Florida, FL"
"Delphos","Ohio, OH"
"Denver","Colorado, CO"
"Denville","New Jersey, NJ"
"Derby","Connecticut, CT"
"Des Allemands","Louisiana, LA"
"Des Moines","Iowa, IA"
"Detroit","Michigan, MI"
"Dickinson","North Dakota, ND"
"Dove Creek","Colorado, CO"
"Dover","Delaware, DE"
"Drayton","North Dakota, ND"
"Dyersville","Iowa, IA"
"Eagle Lake","Texas, TX"
"Eau Claire","Michigan, MI"
"Edgewater","Colorado, CO"
"El Reno","Oklahoma, OK"
"Elberton","Georgia, GA"
"Elgin","South Carolina, SC"
"Elizabethton","Tennessee, TN"
"Elkhart","Indiana, IN"
"Emmetsburg","Iowa, IA"
"Erie","Pennsylvania, PA"
"Eufaula","Alabama, AL"
"Eugene","Oregon, OR"
"Eustis","Florida, FL"
"Fallon","Nevada, NV"
"Fayetteville","Arkansas, AR"
"Fayetteville","North Carolina, NC"
"Forestville","California, CA"
"Fort Collins","Colorado, CO"
"Fort Dodge","Iowa, IA"
"Fort Lauderdale","Florida, FL"
"Fort Lee","New Jersey, NJ"
"Fort Thompson","South Dakota, SD"
"Fortescue","New Jersey, NJ"
"Fruita","Colorado, CO"
"Gainesville","Georgia, GA"
"Galilee","Rhode Island, RI"
"Gallup","New Mexico, NM"
"Gaylord","Michigan, MI"
"Genoa","Nevada, NV"
"Gloucester","Massachusetts, MA"
"Gonzales","Louisiana, LA"
"Granville","New York, NY"
"Greenfield","California, CA"
"Greenwood","South Carolina, SC"
"Gridley","California, CA"
"Griffin","Georgia, GA"
"Griggsville","Illinois, IL"
"Grinnell","Iowa, IA"
"Groton","Connecticut, CT"
"Gueydan","Louisiana, LA"
"Gulfport","Mississippi, MS"
"Hacienda Heights","California, CA"
"Hagerstown","Maryland, MD"
"Haines","Alaska, AK"
"Haines City","Florida, FL"
"Hamden","Connecticut, CT"
"Hamilton","Texas, TX"
"Hammondsport","New York, NY"
"Hartselle","Alabama, AL"
"Hattiesburg","Mississippi, MS"
"Haverstraw","New York, NY"
"Hershey","Pennsylvania, PA"
"Hialeah","Florida, FL"
"Holyoke","Massachusetts, MA"
"Honaker","Virginia, VA"
"Honolulu","Hawaii, HI"
"Hot Springs","Arkansas, AR"
"Houston","Texas, TX"
"Hueytown","Alabama, AL"
"Independence","Missouri, MO"
"Indiana","Pennsylvania, PA"
"Indianapolis","Indiana, IN"
"Inola","Oklahoma, OK"
"Isleton","California, CA"
"Jackson","Mississippi, MS"
"Jacksonville","Alabama, AL"
"Jennings","Kansas, KS"
"Jerome","Arizona, AZ"
"Johnson City","Tennessee, TN"
"Joliet","Illinois, IL"
"Jonesboro","Arkansas, AR"
"Juneau","Alaska, AK"
"Kalamazoo","Michigan, MI"
"Kalispell","Montana, MT"
"Kansas City","Missouri, MO"
"Kaufman","Texas, TX"
"Keansburg","New Jersey, NJ"
"Keizer","Oregon, OR"
"Kelso","Washington, WA"
"Kenai","Alaska, AK"
"Kennesaw","Georgia, GA"
"Ketchikan","Alaska, AK"
"Kewanee","Illinois, IL"
"Kingsville","Texas, TX"
"Kirkland","Washington, WA"
"Kirwin","Kansas, KS"
"Knik","Alaska, AK"
"Knoxville","Tennessee, TN"
"Kodiak","Alaska, AK"
"Kokomo","Indiana, IN"
"Lafayette","Louisiana, LA"
"Lake Benton","Minnesota, MN"
"Lake Oswego","Oregon, OR"
"Las Vegas","Nevada, NV"
"Lebanon","Tennessee, TN"
"Lenexa","Kansas, KS"
"Lenoir City","Tennessee, TN"
"Leola","South Dakota, SD"
"Leoti","Kansas, KS"
"Lewes","Delaware, DE"
"Lexington","Massachusetts, MA"
"Limon","Colorado, CO"
"Lincoln","Nebraska, NE"
"Lodi","California, CA"
"Lombard","Illinois, IL"
"Lompoc","California, CA"
"Long Beach","California, CA"
"Los Angeles","California, CA"
"Loup City","Nebraska, NE"
"Lowell","Arkansas, AR"
"Lynchburg","Virginia, VA"
"Malvern","Arkansas, AR"
"Manchester","New Hampshire, NH"
"Manchester","Connecticut, CT"
"Manhattan","New York, NY"
"Mannford","Oklahoma, OK"
"Marion","Indiana, IN"
"Marionville","Missouri, MO"
"Marseilles","Illinois, IL"
"Marysville","Kansas, KS"
"McAllen","Texas, TX"
"McMinnville","Tennessee, TN"
"Melbourne","Florida, FL"
"Merced","California, CA"
"Meredith","New Hampshire, NH"
"Meriden","Connecticut, CT"
"Mesick","Michigan, MI"
"Metropolis","Illinois, IL"
"Miami","Florida, FL"
"Milpitas","California, CA"
"Milwaukee","Wisconsin, WI"
"Minneapolis","Minnesota, MN"
"Mishawaka","Indiana, IN"
"Missoula","Montana, MT"
"Modesto","California, CA"
"Montgomery","Minnesota, MN"
"Montgomery","Alabama, AL"
"Mountain View","Arkansas, AR"
"Muskegon","Michigan, MI"
"Myrtle Beach","South Carolina, SC"
"Nashua","New Hampshire, NH"
"Nashville","Arkansas, AR"
"Naugatuck","Connecticut, CT"
"Neosho","Missouri, MO"
"New Brunswick","New Jersey, NJ"
"New Haven","Connecticut, CT"
"New Orleans","Louisiana, LA"
"New Rochelle","New York, NY"
"New Ulm","Minnesota, MN"
"New York","New York, NY"
"Newark","New Jersey, NJ"
"Newport","Rhode Island, RI"
"Niagara Falls","New York, NY"
"Norco","California, CA"
"North Adams","Massachusetts, MA"
"North Loup","Nebraska, NE"
"North Tonawanda","New York, NY"
"Northampton","Massachusetts, MA"
"Norwich","Connecticut, CT"
"O'Fallon","Missouri, MO"
"Oak Ridge","Tennessee, TN"
"Ocoee","Florida, FL"
"Ogdensburg","New York, NY"
"Okeechobee","Florida, FL"
"Oklahoma City","Oklahoma, OK"
"Olney","Illinois, IL"
"Onaway","Michigan, MI"
"Ormond Beach","Florida, FL"
"Oroville","California, CA"
"Ouray","Colorado, CO"
"Owensboro","Kentucky, KY"
"Ozark","Alabama, AL"
"Pacifica","California, CA"
"Paducah","Kentucky, KY"
"Palisade","Colorado, CO"
"Palm Springs","California, CA"
"Panama City Beach","Florida, FL"
"Pasadena","California, CA"
"Pearsonville","California, CA"
"Perth Amboy","New Jersey, NJ"
"Phelps","New York, NY"
"Philadelphia","Pennsylvania, PA"
"Phoenix","Arizona, AZ"
"Pikeville","Kentucky, KY"
"Pittsburg","Kansas, KS"
"Pittsburgh","Pennsylvania, PA"
"Placerville","California, CA"
"Plainfield","New Jersey, NJ"
"Plymouth","Massachusetts, MA"
"Ponchatoula","Louisiana, LA"
"Portland","Oregon, OR"
"Prattville","Alabama, AL"
"Presque Isle","Maine, ME"
"Provincetown","Massachusetts, MA"
"Purcell","Oklahoma, OK"
"Quincy","Illinois, IL"
"Radford","Virginia, VA"
"Raleigh","North Carolina, NC"
"Reading","Pennsylvania, PA"
"Redmond","Washington, WA"
"Redwood City","California, CA"
"Reedley","California, CA"
"Rehoboth Beach","Delaware, DE"
"Renfro Valley","Kentucky, KY"
"Rhinebeck","New York, NY"
"Rio Rancho","New Mexico, NM"
"Roanoke","Virginia, VA"
"Roscoe","New York, NY"
"Sacramento","California, CA"
"Saint Paul","Minnesota, MN"
"Salem","Oregon, OR"
"Salina","Kansas, KS"
"San Angelo","Texas, TX"
"San Diego","California, CA"
"San Francisco","California, CA"
"San Jose","California, CA"
"Sansom Park","Texas, TX"
"Sarasota","Florida, FL"
"Saratoga","Wyoming, WY"
"Savannah","Georgia, GA"
"Schenectady","New York, NY"
"Scranton","Pennsylvania, PA"
"Seaford","Delaware, DE"
"Selma","California, CA"
"Severance","Colorado, CO"
"Shelbyville","Tennessee, TN"
"Siloam Springs","Arkansas, AR"
"Sioux Falls","South Dakota, SD"
"Sitka","Alaska, AK"
"Slocomb","Alabama, AL"
"Soldiers Grove","Wisconsin, WI"
"Solvang","California, CA"
"Spokane","Washington, WA"
"Springfield","Illinois, IL"
"Springfield","Massachusetts, MA"
