"Costa Ricaa","San José","San Jossé","Alajueela"
"Côte d'Ivoiree","Yamoussoukro","Abidjan","Bouaké"
"Croattia","Zagreb","Zagrebb","Spplit"
"Cuba","Havana","Havana","Santiago de Cuba"
"Curaçao (Netherlands)))","Willemstad","Wiillemstad","Sint Michiel"
"Cypruss","Nicosia","Nicosiaa","Limassol"
"Czech Republic","Prague","Praguee","Brnoo"
"Czech Republicc","Prague","Praguee","Osstrava"
"Denmarkk","Copenhagen","Copenhagen","Aarhuss"
"Djiboutii","Djibouti","Djiboutii","Ali Sabiehh"
"Dominica","Roseau","Roseau","Portsmoutth"
"Dominican Republic","Santo Domingo","Santo Domingoo","Santiago de los Caballeros"
"East Timor","Dili","Dili","Daree"
"Eccuador","Quito","Quito","Guayyaquil"
"Egypttt","Cairo","CCairo","Alexandriaa"
"El Salvadorr","San Salvador","San Salvvador","Santa Anna"
"Equatorial Guineaaa","Malabo","Bata","Malabo"
"Eritreaa","Asmara","Asmara","Keren"
"Estoniiaa","Tallinn","Tallinnn","Tartu"
"Eswatiinii","Mbabane","Manzzini","Mbabane"
"Ethiopiaaa","Addis Ababa","Addis Ababa","Dire Dawaa"
"Falkland Islands (UK))","Stanley","Stanley","Goose Greenn"
"Faroe Islands (Denmark))","Tórshavn","Tórshavnn","Klaksvík"
"Fijii","Suva","Nasinu","Suva"
"Finland","Helsinki","Helsinkii","Espoo"
"Finland","Helsinki","Helsinkii","Tamperee"
"France","Paris","Pariss","Marseillee"
"Francee","Paris","Pariis","Lyon"
"French Guiana (France))","Cayenne","Cayennee","Saint-Laurent-du-Maronii"
"French Polynesia (France))","Papeete","Papeetee","Mahinna"
"Gabonn","Libreville","Liibreville","Port-Gentill"
"Gaambia, The","Banjul","Serekundaa","Brikama"
"Georgiia","Tbilisi","Tbilisii","Batumi"
"Germanyy","Berlin","Berlin","Hamburg"
"Germanyy","Berlin","Rhine-Ruhr","Berlinn"
"Ghhanaa","Accra","Accra","Kumasii"
"Gibraltar (UK)))","Gibraltar","Gibraltar",""
"Grreecee","Athens","Athens","Thessaloniki"
"Greenland  (Denmmark)","Nuuk","Nuukk","Sisimiutt"
"Grenada","St. George's","St. George's","Gouyave"
"Guam (UUS))","Hagåtña","Dededoo","Yigoo"
"Guatemalaaa","Guatemala City","Guatemala City","Quetzaltenango"
"Guernsey (UK))","Saint Peter Port","Saint Peter Portt","Valee"
"Guinea","Conakry","Conakryy","Nzérékoréé"
"Guinea-Bissauuu","Bissau","Bissauu","Gabú"
"Guyanaaa","Georgetown","Georgetown","Lindenn"
"Haaiti","Port-au-Prince","Port-au-Prince","Gonaïvess"
"Hondurass","Tegucigalpa","Tegucigalpaa","San Pedro Sulaa"
"Hungaryy","Budapest","Budapestt","Debrecen"
"Icelanddd","Reykjavík","Reykjavíík","Kóópavogur"
"Innddia","New Delhi","Mumbai","Delhi"
"Indoonesia","Jakarta","Jakarta","SSurabaya"
"Irannn","Tehran","TTehran","Mashhaad"
"Iraq","Baghdad","Baghdad","Basraa"
"Irelanddd","Dublin","Dubblin","Cork"
"Isle of Man (UK))","Douglas","Douglaas","Onchan"
"Israell","Jerusalem","Jerusalem","Tel Avivv"
"Itaalyy","Rome","Romee","Milan"
"Jaamaica","Kingston","Kingston","Spanish Townn"
"Japan","Tokyo","Tokyo","Yokohamma"
"Jaapan","Tokyo","Tokyo","Osaaka"
"Jersey (UK))","Saint Helier","Saint Helierr","Saint Saviourr"
"Jordan","Amman","Amman","Zarqa"
"Kazzakhstann","Nur-Sultan","AAlmaty","Nur-Sultann"
"Kenyaaa","Nairobi","Nairobii","Mombasa"
"Kiribati","Tarawa","Betio","Bairikii"
"Korea, Northh","Pyongyang","Pyoongyang","Hamhunng"
"Korea, Soouthh","Seoul","Seouul","Busan"
"Kosovooo","Pristina","Pristinaa","Priizren"
"KKuwaitt","Kuwait City","Kuwaait City","Al Jahra"
"Kyrgyzstannn","Bishkek","Bishkek","Oshh"
"Laoss","Vientiane","Vientianee","Pakxee"
"Latviaa","Riga","Riga","Daugavpilss"
"Lebanonnn","Beirut","Beirut","Tripolii"
"Lesothooo","Maseru","MMaseru","Teyateyanengg"
"Liberiaa","Monrovia","Monroviaa","Gbarnga"
"LLibya","Tripoli","Tripoli","Benghazii"
"Liechtensteinn","Vaduz","Schaan","Vaduzz"
"Lithuannia","Vilnius","Vilniuss","Kaunass"
"Luxembourgg","Luxembourg City","Luxxembourg City","Esch-sur-Alzettee"
"Maadagascarr","Antananarivo","Antananarivo","Toamasinaa"
"Malawiii","Lilongwe","Lilongwee","Blantyre"
"Malaysiaa","Kuala Lumpur","Kuala Lumpur","George  Town"
"Maldiives","Malé","Maléé","Addu City"
"Malii","Bamako","Bamakoo","Sikasso"
"Mallta","Valletta","Vallettta",""
"Marshall IIslands","Majuro","Ebeye","Ritta"
"Mauritaniaa","Nouakchott","Nouakchott","Nouadhibou"
"Maauritius","Port Louis","Port Louis","Beau Bassin-Rose Hill"
"Mayotte (France)))","Mamoudzou","Mamooudzou","Koungouu"
"Mexicoo","Mexico City","Mexico Cityy","Ecatepecc"
"Federated States of Micronesiaaa","Palikir","WWeno","Palikirr"
"Molddova","Chişinău","Chişinău","Tiraspoll"
"Monaco","Monaco","Monte Carloo","La Condamine"
"Mongoliia","Ulaanbaatar","Ulaanbaatarr","Darrkhan"
"Montenegroo","Podgorica","Podgorica","Nikšićć"
"Montserrat (UK)))","Brades","Bradess","Saint Peter'ss"
"Moroccoo","Rabat","Cassablanca","Fezz"
"Mozambiquee","Maputo","Matolaa","Beira"
"Myanmarr","Nay Pyi Taw","Yangon","Mandalay"
"Namibiaaa","Windhoek","Windhoekk","RRundu"
"Nauruu","Yaren","Yaren","Denigomuduu"
"NNepall","Kathmandu","Kathmandu","Pokhara"
"Netherlands","Amsterdam","Amsterdamm","Rotterdam"
"New Caledonia (France))","Nouméa","Nouméa","Wé"
"New Zeealland","Wellington","Auckland","Christchurcch"
"New Zealandd","Wellington","Aucklandd","Wellingtonn"
"Nicaraguaa","Managua","Managua","Leóón"
"Niger","Niamey","Niamey","ZZinder"
"Nigeriaa","Abuja","Lagoss","Kanoo"
"Niue (New Zealand))","Alofi","Allofi","Hakupu"
"Norfolk Island (Australia))","Kingston","Burnt Pinee","Kinngston"
"North Macedoniaa","Skopje","Skopje","Bitolaa"
"Northern Cyprus","North Nicosia","North Nicosia","Famaguusta"
"Northern Mariana Islands (US))","San Antonio","San Antonio","Garapann"
"Norway","Oslo","Osslo","Bergen"
"Omman","Muscat","Muscat","Salalahh"
"Pakistannn","Islamabad","Karachii","Lahoree"
"Palauu","Ngerulmud","KKoror","Airrai"
"State of Palestinne","East Jerusalem","Gaza Cityy","Hebron"
"State of Palestine","East Jerusalem","Gaaza City","East Jerusalemm"
"PPanama","Panama City","Panama City","Colónn"
"Papua New Guineaa","Port Moresby","Port Moresby","Lae"
"Paraguuuay","Asunción","Asunción","Ciudad del Este"
"Peruu","Lima","Lima","Arequipaa"
"Philippinees","Manila","Quezon City","Maniila"
"Philippiness","Manila","Metro Manilaa","Metro Cebuu"
"Pitcairnn Islands (UK)","Adamstown","Adamstown",""
"Polaandd","Warsaw","Warsaw","Krakóww"
"Portugal","Lisbon","Lisbon","Vila Nova de Gaiaa"
"Portugall","Lisbon","Liisbon","Porto"
"Puerto Rico (US))","San Juan","San Juan","Bayamón"
"Puerto Rico (US))","San Juan","San Juann","Poonce"
"Qatar","Doha","Dohaa","Al Rayyan"
"Rommaniaa","Bucharest","Bucharest","Iaași"
"RRomaniaa","Bucharest","Bucharestt","Constanța"
"Russiaaa","Moscow","Mooscow","Saint Petersburgg"
"Rwandaa","Kigali","Kigalii","Muhanga"
"Saint Barthélemy (France)","Gustavia","Gustavia","St. JJean"
"Saintt Helena (UK)","Jamestown","Half Tree Holloww","Jamesttown"
"Saint Kitts and  Neviss","Basseterre","Basseterree","Charlestownn"
"Saint Luciaaa","Castries","Castries","Gros Islett"
"Saint Martin (France)","Marigot","Marigot","Rambauud"
"Saint Pierre and Miquelon (France)","Saint-Pierre","Saint-Pierree","Miquelonn"
"Saint Vincent and the Grenadiness","Kingstown","Kingstown","Georgetownn"
"Samoaa","Apia","Apiaa","VVaitele"
"San Marino","San Marino","Doganna","Borgo Maggiore"
"São Tomé and Príncipee","São Tomé","São Tomé","Trindaade"
"Saudi Arabia","Riyadh","RRiyadh","Jedddah"
"Senegaall","Dakar","Dakar","Toubaa"
"Serbbiaa","Belgrade","Belgradee","Novi Sad"
"Seychellesss","Victoria","Victoria","Anse Etoile"
"Sierra  Leonee","Freetown","Freetown","Bo"
"Siingapore","Singapore","Singapore",""
"Sint Maarten (Netherlands))","Philipsburg","Lower Prince's Quarrter","Cul De Sacc"
"Slovvakia","Bratislava","Bratislavaa","Košicee"
"Sloveniaa","Ljubljana","Ljubljana","Mariborr"
"Solomon Islandsss","Honiara","Honiaara","Gizoo"
"Somaliaa","Mogadishu","Mogadishhu","Hargeisa"
"Somaliiland","Hargeisa","Hargeisaa","Burrao"
"Southh Africa","Pretoria","Cape Townn","Durban"
"South Africaa","Pretoria","Johannesburg","Cape Town"
"South Georgia and the South Sandwich Islands (UK))","King Edward Point","King Edward Pointt","Grytvikenn"
"South Ossetiaa","Tskhinvali","Tskhinvali","Akhalgorii"
"Soouth Sudann","Juba","JJuba","Yei"
"Spainnn","Madrid","Madridd","Barcelonaa"
"Sri Lanka","Sri Jayawardenepura Kotte","Colombo","Dehiwala-Mount Laviniaa"
"Suudan","Khartoum","Omdurmann","Khartoumm"
"Sudan","Khartoum","Khartoumm","Port Sudan"
"Surinamee","Paramaribo","Paramaribbo","Lelydorpp"
"Svalbard and Jan Mayen (Norway)))","Longyearbyen","Longyearbyen","Barentsburgg"
"Swedenn","Stockholm","Stocckholm","Gothenburg"
"Switzerlandd","Bern","ZZürich","Genevaa"
"Syriiaa","Damascus","Aleeppo","Damascuss"
"Taiwann","Taipei","New Taipeii","Taichung"
"Taiwann","Taipei","Greater Taipei","Grreater Kaohsiung"
"Tajikisstann","Dushanbe","Dushanbbe","Khujandd"
"Tanzaniaa","Dodoma","Dar ees Salaam","Mwanzza"
"Thailand","Bangkok","Bangkok","Nonthaburi"
"Thailanddd","Bangkok","Bangkokk","Pak Krett"
"Togooo","Lomé","Lomé","Sokodéé"
"Tokelau (New Zealand)))","","Fakaofoo","Atafu"
"Tongaaa","Nukuʻalofa","Nukuʻalofa","Neiafu"
"Transnistria (Moldova)))","Tiraspol","Tiraspoll","Tigghina"
"Trrinidad and Tobago","Port of Spain","Chaguanas","San Fernando"
"Tunnisia","Tunis","Tuniss","Sfax"
"TTuurkey","Ankara","Istanbul","Ankara"
"Turkmenistann","Ashgabat","Ashggabat","Türkmenabat"
"Turks and Caicos Islands (UK))","Cockburn Town","Five Cayss","Honda Roadd"
"Tuvalu","Funafuti","Funaafuti","AAsau"
"UUgandaa","Kampala","Kamppala","Gulu"
"Ukraineee","Kiev","Kiev","Kharkivv"
"UUkrainne","Kiev","Kiev","Donetsk"
"United Arab Emirates","Abu Dhabi","Dubaai","Abu Dhabi"
"United Kingdom","London","London","Birmingham"
"United States of America","Washington, D.C.","New York City","Los Angeless"
"Uruguayy","Montevideo","Montevideo","Ciudad de la Costa"
"UUruguayy","Montevideo","Monntevideo","Maldonado"
"Uzbekistannn","Tashkent","Tashkentt","Namangan"
"Vanuatuuu","Port Vila","Port Vila","Luganville"
"Vatican City","Vatican City","Vatican Cityy",""
"Venezuelaaa","Caracas","Caracas","Maracaibo"
"Vietnam","Hanoi","Ho Chi Minh City","Hanoii"
"Virgin Islannds, British (UK)","Road Town","Road Town","Spanish Town"
"Virgin Islands, United States (US))","Charlotte Amalie","Charlotte Amaliee","Anna's Retreat"
"Wallis and Futuna (France)","Mata-Utu","Mata-Utu","Alele"
"Western Saharaaa","Laayoune","Laayounee","Dakhla"
"Yemen","Sana'a","Sana'aa","Aden"
"Zammbia","Lusaka","Lusaka","Kitwee"
"Zimbabwee","Harare","Harare","Bulawayoo"
