"Myanmar","Nay Pyi Taw","Yangon","Mandalay","[149]"
"Namibia","Windhoek","Windhoek","Rundu","[150]"
"Nauru","Yaren[Note 2]","Yaren","Denigomudu",""
"Nepal","Kathmandu","Kathmandu","Pokhara","[151]"
"Netherlands","Amsterdam","Amsterdam","Rotterdam","[152][153]"
"New Caledonia (France)","Nouméa","Nouméa","Wé","[154]"
"New Zealand","Wellington","Auckland","Christchurch","[155]"
"New Zealand","Wellington","Auckland","Wellington","[155]"
"Nicaragua","Managua","Managua","León","[156]"
"Niger","Niamey","Niamey","Zinder","[157]"
"Nigeria","Abuja","Lagos","Kano","[158]"
"Niue (New Zealand)","Alofi","Alofi","Hakupu","[159]"
"Norfolk Island (Australia)","Kingston","Burnt Pine","Kingston",""
"North Macedonia","Skopje","Skopje","Bitola","[160]"
"Northern Cyprus","North Nicosia","North Nicosia","Famagusta",""
"Northern Mariana Islands (US)","San Antonio","San Antonio[Note 3]","Garapan[Note 3]","[161]"
"Norway","Oslo","Oslo","Bergen","[162]"
"Oman","Muscat","Muscat","Salalah","[163]"
"Pakistan","Islamabad","Karachi","Lahore","[164]"
"Palau","Ngerulmud","Koror","Airai","[165]"
"State of Palestine","East Jerusalem","Gaza City","Hebron","[166][167]"
"State of Palestine","East Jerusalem","Gaza City","East Jerusalem","[166][167]"
"Panama","Panama City","Panama City","Colón","[168]"
"Papua New Guinea","Port Moresby","Port Moresby","Lae","[169]"
"Paraguay","Asunción","Asunción","Ciudad del Este","[170]"
"Peru","Lima","Lima","Arequipa","[171]"
"Philippines[Note 4]","Manila","Quezon City","Manila","[172]"
"Philippines[Note 4]","Manila","Metro Manila","Metro Cebu","[172]"
"Pitcairn Islands (UK)","Adamstown","Adamstown","",""
"Poland","Warsaw","Warsaw","Kraków","[173][174]"
"Portugal","Lisbon","Lisbon","Vila Nova de Gaia","[175]"
"Portugal","Lisbon","Lisbon","Porto","[175]"
"Puerto Rico (US)","San Juan","San Juan","Bayamón","[176][177]"
"Puerto Rico (US)","San Juan","San Juan","Ponce","[176][177]"
"Qatar","Doha","Doha","Al Rayyan","[178]"
"Romania","Bucharest","Bucharest","Iași",""
"Romania","Bucharest","Bucharest","Constanța","[179]"
"Russia","Moscow","Moscow","Saint Petersburg","[180]"
"Rwanda","Kigali","Kigali","Muhanga","[181]"
"Saint Barthélemy (France)","Gustavia","Gustavia","St. Jean",""
"Saint Helena (UK)","Jamestown","Half Tree Hollow","Jamestown","[182]"
"Saint Kitts and Nevis","Basseterre","Basseterre","Charlestown","[183]"
"Saint Lucia","Castries","Castries","Gros Islet","[184]"
"Saint Martin (France)","Marigot","Marigot","Rambaud",""
"Saint Pierre and Miquelon (France)","Saint-Pierre","Saint-Pierre","Miquelon","[185]"
"Saint Vincent and the Grenadines","Kingstown","Kingstown","Georgetown","[186]"
"Samoa","Apia","Apia","Vaitele","[187]"
"San Marino","San Marino","Dogana","Borgo Maggiore","[188]"
"São Tomé and Príncipe","São Tomé","São Tomé","Trindade","[189]"
"Saudi Arabia","Riyadh","Riyadh","Jeddah","[190]"
"Senegal","Dakar","Dakar","Touba","[191]"
"Serbia","Belgrade","Belgrade","Novi Sad","[192]"
"Seychelles","Victoria","Victoria","Anse Etoile",""
"Sierra Leone","Freetown","Freetown","Bo","[193]"
"Singapore","Singapore","Singapore","","[136]"
"Sint Maarten (Netherlands)","Philipsburg","Lower Prince's Quarter","Cul De Sac","[194]"
"Slovakia","Bratislava","Bratislava","Košice","[195]"
"Slovenia","Ljubljana","Ljubljana","Maribor","[196]"
"Solomon Islands","Honiara","Honiara","Gizo","[197]"
"Somalia","Mogadishu","Mogadishu","Hargeisa",""
"Somaliland","Hargeisa","Hargeisa","Burao",""
"South Africa","Pretoria","Cape Town[Note 5]","Durban","[198][199]"
"South Africa","Pretoria","Johannesburg","Cape Town[Note 5]","[198][199]"
"South Georgia and the South Sandwich Islands (UK)","King Edward Point","King Edward Point","Grytviken","[200]"
"South Ossetia","Tskhinvali","Tskhinvali","Akhalgori",""
"South Sudan","Juba","Juba","Yei",""
"Spain","Madrid","Madrid","Barcelona","[201]"
"Sri Lanka","Sri Jayawardenepura Kotte","Colombo","Dehiwala-Mount Lavinia","[202]"
"Sudan","Khartoum","Omdurman","Khartoum","[203][204]"
"Sudan","Khartoum","Khartoum","Port Sudan","[203][204]"
"Suriname","Paramaribo","Paramaribo","Lelydorp","[205]"
"Svalbard and Jan Mayen (Norway)","Longyearbyen","Longyearbyen","Barentsburg","[206]"
"Sweden","Stockholm","Stockholm","Gothenburg","[207]"
"Switzerland","Bern","Zürich","Geneva","[208]"
"Syria","Damascus","Aleppo","Damascus","[209][210]"
"Taiwan","Taipei","New Taipei","Taichung","[211][212]"
"Taiwan","Taipei","Greater Taipei","Greater Kaohsiung",""
"Tajikistan","Dushanbe","Dushanbe","Khujand","[213]"
"Tanzania","Dodoma","Dar es Salaam","Mwanza","[214]"
"Thailand","Bangkok","Bangkok","Nonthaburi","[215][216]"
"Thailand","Bangkok","Bangkok","Pak Kret","[215][216]"
"Togo","Lomé","Lomé","Sokodé","[217]"
"Tokelau (New Zealand)","","Fakaofo","Atafu","[218]"
"Tonga","Nukuʻalofa","Nukuʻalofa","Neiafu","[219]"
"Transnistria (Moldova)","Tiraspol","Tiraspol","Tighina",""
"Trinidad and Tobago","Port of Spain","Chaguanas","San Fernando","[220]"
"Tunisia","Tunis","Tunis","Sfax","[221]"
"Turkey","Ankara","Istanbul","Ankara","[222]"
"Turkmenistan","Ashgabat","Ashgabat","Türkmenabat","[223]"
"Turks and Caicos Islands (UK)","Cockburn Town","Five Cays","Honda Road","[224]"
"Tuvalu","Funafuti[Note 6]","Funafuti","Asau","[225]"
"Uganda","Kampala","Kampala","Gulu","[226]"
"Ukraine","Kiev","Kiev","Kharkiv","[227][228]"
"Ukraine","Kiev","Kiev","Donetsk","[227][228]"
"United Arab Emirates","Abu Dhabi","Dubai","Abu Dhabi","[229][230]"
"United Kingdom","London","London","Birmingham","[231][232][233][234][235]"
"United States of America","Washington, D.C.","New York City","Los Angeles","[236]"
"Uruguay","Montevideo","Montevideo","Ciudad de la Costa","[237]"
"Uruguay","Montevideo","Montevideo","Maldonado","[237]"
"Uzbekistan","Tashkent","Tashkent","Namangan","[238]"
"Vanuatu","Port Vila","Port Vila","Luganville","[239]"
"Vatican City","Vatican City","Vatican City","","[240]"
"Venezuela","Caracas","Caracas","Maracaibo","[241]"
"Vietnam","Hanoi","Ho Chi Minh City","Hanoi","[242]"
"Virgin Islands, British (UK)","Road Town","Road Town","Spanish Town",""
"Virgin Islands, United States (US)","Charlotte Amalie","Charlotte Amalie","Anna's Retreat",""
"Wallis and Futuna (France)","Mata-Utu","Mata-Utu","Alele","[243]"
"Western Sahara","Laayoune","Laayoune","Dakhla","[244]"
"Yemen","Sana'a","Sana'a","Aden","[245]"
"Zambia","Lusaka","Lusaka","Kitwe","[246]"
"Zimbabwe","Harare","Harare","Bulawayo","[247]"
