"city","state"
"Manford","Oklahoma, OK"
"Maryon","Indiana, IN"
"Merseiles","Illinois, IL"
"Merselles","Illinois, IL"
"Marrysville","California, CA"
"Maton","Illinois, IL"
"McAlen","Texas, TX"
"MCloud","California, CA"
"MacCloud","California, CA"
"Melburne","Florida, FL"
"Memfis","Tennessee, TN"
"Meridith","New Hampshire, NH"
"Meryden","Connecticut, CT"
"Maimi","Florida, FL"
"Miame","Florida, FL"
"Myame","Florida, FL"
"Mildthoian","Texas, TX"
"Milinocket","Maine, ME"
"Milepeters","California, CA"
"Milipitas","California, CA"
"Millipeters","California, CA"
"Milwakee","Wisconsin, WI"
"Minnapolis","Minnesota, MN"
"Meshawaka","Indiana, IN"
"Mishawacka","Indiana, IN"
"Missola","Montana, MT"
"Missula","Montana, MT"
"Modisto","California, CA"
"Muntgomery","Alabama, AL"
"Muntgomery","Minnesota, MN"
"Monticelo","Minnesota, MN"
"Morten","Illinois, IL"
"Mount Pleasant","Texas, TX"
"Mertle Beach","South Carolina, SC"
"Napervile","Illinois, IL"
"Nagutuck","Connecticut, CT"
"Nedarland","Colorado, CO"
"Brunswik","New Jersey, NJ"
"New Castel","Pennsylvania, PA"
"New Havan","Connecticut, CT"
"New Orlaens","Louisiana, LA"
"New Rochele","New York, NY"
"New Roshelle","New York, NY"
"New Elm","Minnesota, MN"
"New York City","New York, NY"
"nyc","New York, NY"
"Neuark","New Jersey, NJ"
"Newman","Georgia, GA"
"Nuuman","Georgia, GA"
"Norko","California, CA"
"North Tonwanda","New York, NY"
"Northhamptown","Massachusetts, MA"
"Northfeild","Minnesota, MN"
"Oneil","Nebraska, NE"
"Oak Rigde","Tennessee, TN"
"Ocoei","Florida, FL"
"Odgensburg","New York, NY"
"Okechobee","Florida, FL"
"Oaklohoma City","Oklahoma, OK"
"Olath","Kansas, KS"
"Olnee","Illinois, IL"
"Omeha","Nebraska, NE"
"Onrway","Michigan, MI"
"Orim","Utah, UT"
"Urem","Utah, UT"
"Orovile","California, CA"
"Owensborough","Kentucky, KY"
"Oxnerd","California, CA"
"Pacifika","California, CA"
"Paecifica","California, CA"
"Parsins","Kansas, KS"
"Paesadena","California, CA"
"Pasedena","California, CA"
"Patarson","New Jersey, NJ"
"Pautucket","Rhode Island, RI"
"Pearsonvile","California, CA"
"Felps","New York, NY"
"Philidelphia","Pennsylvania, PA"
"Phenix","Arizona, AZ"
"Pinhurt","North Carolina, NC"
"Pitsburg","Kansas, KS"
"Pitsberg","Pennsylvania, PA"
"Pitsburg","Pennsylvania, PA"
"Pittsberg","Pennsylvania, PA"
"Placervile","California, CA"
"Plaserville","California, CA"
"Planno","Texas, TX"
"Ponchatola","Louisiana, LA"
"Port Land","Oregon, OR"
"Prescot","Arizona, AZ"
"Presqu Isle","Maine, ME"
"Prestin","Minnesota, MN"
"Peublo","Colorado, CO"
"Percel","Oklahoma, OK"
"Kwincy","Illinois, IL"
"Kwinter","Kansas, KS"
"Quiteman","Texas, TX"
"Radferd","Virginia, VA"
"Rae","North Dakota, ND"
"Rain","Louisiana, LA"
"Rayn","Louisiana, LA"
"Reeding","Pennsylvania, PA"
"Redwod","California, CA"
"Redwould","California, CA"
"Reedly","California, CA"
"Reehaboth Beach","Delaware, DE"
"Reehoboth Beach","Delaware, DE"
"Rinfro","Kentucky, KY"
"Rineback","New York, NY"
"Roanoak","Virginia, VA"
"Ronoke","Virginia, VA"
"Rochesster","New Hampshire, NH"
"Rosco","New York, NY"
"Rumny","New Hampshire, NH"
"Sackramento","California, CA"
"Sacremento","California, CA"
"Salam","Massachusetts, MA"
"Salam","Missouri, MO"
"Salam","New Hampshire, NH"
"Selem","Massachusetts, MA"
"Salena","Kansas, KS"
"San Agilo","Texas, TX"
"San Angilo","Texas, TX"
"San Diago","California, CA"
"San Francesco","California, CA"
"San Josay","California, CA"
"Sangar","California, CA"
"Santa Cruise","California, CA"
"Santa Fae","New Mexico, NM"
"Santa Fay","New Mexico, NM"
"Santa Monika","California, CA"
"Schnectady","New York, NY"
"Scotdale","Arizona, AZ"
"Scotsdale","Arizona, AZ"
"Sadalia","Missouri, MO"
"Cedona","Arizona, AZ"
"Sedonna","Arizona, AZ"
"Sentobia","Mississippi, MS"
"Saverance","Colorado, CO"
"Shellbyvile","Tennessee, TN"
"Shellbyville","Tennessee, TN"
"Siera Vista","Arizona, AZ"
"Silaom Springs","Arkansas, AR"
"Soux City","Iowa, IA"
"Soux Falls","South Dakota, SD"
"Slokomb","Alabama, AL"
"Sulvang","California, CA"
"Somervile","Massachusetts, MA"
"South Heven","Michigan, MI"
"Spenser","Idaho, ID"
"Spokan","Washington, WA"
"Springfeild","Illinois, IL"
"Spingvile","Utah, UT"
"Saint Albans","Vermont, VT"
"St. Cluod","Minnesota, MN"
"St Louis","Missouri, MO"
"St. Martinvile","Louisiana, LA"
"Statan Island","New York, NY"
"Stillwell","Oklahoma, OK"
"Stokton","California, CA"
"Stutgartt","Arkansas, AR"
"Sumer","Missouri, MO"
"Summer","Missouri, MO"
"Sumneer","Washington, WA"
"Sun Prarie","Wisconsin, WI"
"Tacomah","Washington, WA"
"Talint","Oregon, OR"
"Tarpun Springs","Florida, FL"
"Terpon Springs","Florida, FL"
"Terpun Springs","Florida, FL"
"Taryall","Colorado, CO"
"Telleride","Colorado, CO"
"Teringua","Texas, TX"
"Tiringua","Texas, TX"
"Texerkana","Arkansas, AR"
"Thomasvile","North Carolina, NC"
"Toamstone","Arizona, AZ"
"Toner","North Dakota, ND"
"Taverse City","Michigan, MI"
"Travese City","Michigan, MI"
"Tuscon","Arizona, AZ"
"Tuellake","California, CA"
"Tuscalosa","Alabama, AL"
"Tiler","Texas, TX"
"Unadila","Nebraska, NE"
"Faldosta","Georgia, GA"
"Valdusta","Georgia, GA"
"Valapariso","Indiana, IN"
"Victorhia","Texas, TX"
"Wacco","Texas, TX"
"Wako","Texas, TX"
"Walla","Washington, WA"
"Wallawalla","Washington, WA"
"Walthum","Massachusetts, MA"
"Warensburg","Missouri, MO"
"Warrensberg","Missouri, MO"
"Wartrase","Tennessee, TN"
"Warwic","Georgia, GA"
"Warwik","Rhode Island, RI"
"Wosco","California, CA"
"Watervile","Maine, ME"
"Watsonvile","California, CA"
"Waynesborough","Georgia, GA"
"Wayneville","Ohio, OH"
"Weatherferd","Texas, TX"
"Wetherford","Texas, TX"
"Wetempka","Alabama, AL"
"Wikenburg","Arizona, AZ"
"Wils Point","Texas, TX"
"Wilmingtown","North Carolina, NC"
"Wilmingtown","Ohio, OH"
"Wilminton","Illinois, IL"
"Winemuca","Nevada, NV"
"Winemucca","Nevada, NV"
"Winnemuca","Nevada, NV"
"Winston Salam","North Carolina, NC"
"Wochester","Massachusetts, MA"
"Worchester","Massachusetts, MA"
"Worthingtown","Minnesota, MN"
"Xenea","Ohio, OH"
"Yunkers","New York, NY"
"Uma","Arizona, AZ"
"Abbeville","Georgia, GA"
"Abilene","Texas, TX"
"Adamsville","Tennessee, TN"
"Akron","Ohio, OH"
"Alabaster","Alabama, AL"
"Alamosa","Colorado, CO"
"Albany","Oregon, OR"
"Albuquerque","New Mexico, NM"
"Algona","Washington, WA"
"Algonquin","Illinois, IL"
"Alma","Arkansas, AR"
"Anderson","South Carolina, SC"
"Annapolis","Maryland, MD"
"Anthony","New Mexico, NM"
"Apache Junction","Arizona, AZ"
"Apex","North Carolina, NC"
"Arvada","Colorado, CO"
"Ashton","Idaho, ID"
"Aspen","Colorado, CO"
"Athens","Georgia, GA"
"Auburn","Alabama, AL"
"Auburn","Washington, WA"
"Ault","Colorado, CO"
"Austin","Texas, TX"
"Baltimore","Maryland, MD"
"Bandera","Texas, TX"
"Bangor","Maine, ME"
"Batavia","Illinois, IL"
"Bayou La Batre","Alabama, AL"
"Beardstown","Illinois, IL"
"Beattie","Kansas, KS"
"Bellevue","Washington, WA"
"Bellingham","Washington, WA"
"Belzoni","Mississippi, MS"
"Bemidji","Minnesota, MN"
"Berkeley","California, CA"
"Berlin","New Hampshire, NH"
"Berrien Springs","Michigan, MI"
"Berryville","Arkansas, AR"
"Berthoud","Colorado, CO"
"Bessemer","Alabama, AL"
"Bethany Beach","Delaware, DE"
"Bethlehem","Connecticut, CT"
"Bethlehem","Pennsylvania, PA"
"Biloxi","Mississippi, MS"
"Binghamton","New York, NY"
"Birmingham","Alabama, AL"
"Bishop","California, CA"
"Bloomington","Illinois, IL"
"Bluefield","West Virginia, WV"
"Boone","North Carolina, NC"
"Boston","Massachusetts, MA"
"Bothell","Washington, WA"
"Bozeman","Montana, MT"
"Breaux Bridge","Louisiana, LA"
"Bridgeport","Connecticut, CT"
"Brinkley","Arkansas, AR"
"Bristol","Connecticut, CT"
"Bristol","Tennessee, TN"
"Bristol","Virginia, VA"
"Brockton","Massachusetts, MA"
"Brooklyn","New York, NY"
"Buena Park","California, CA"
"Buhl","Idaho, ID"
"Burlington","Vermont, VT"
"Butte","Montana, MT"
"Calabash","North Carolina, NC"
"Caldwell","Texas, TX"
"Campbell","California, CA"
"Canon","Georgia, GA"
"Carbondale","Colorado, CO"
"Carrboro","North Carolina, NC"
"Cedaredge","Colorado, CO"
"Champaign-Urbana","Illinois, IL"
"Chandler","Arizona, AZ"
"Charlotte","North Carolina, NC"
"Chatsworth","California, CA"
"Chattanooga","Tennessee, TN"
"Cherryfield","Maine, ME"
"Cheshire","Connecticut, CT"
"Chico","California, CA"
"Chula Vista","California, CA"
"Churubusco","Indiana, IN"
"Cincinnati","Ohio, OH"
"Circleville","Ohio, OH"
"Clark","South Dakota, SD"
"Clarksville","Tennessee, TN"
"Claxton","Georgia, GA"
"Cleveland","Ohio, OH"
"Clifton","Texas, TX"
"Clovis","California, CA"
"Coachella","California, CA"
"Coconut Creek","Florida, FL"
"Colonial Beach","Virginia, VA"
"Colquitt","Georgia, GA"
"Columbia","Maryland, MD"
"Columbia","South Carolina, SC"
"Columbus","Indiana, IN"
"Compton","California, CA"
"Concord","New Hampshire, NH"
"Conway","Arkansas, AR"
"Cooperstown","New York, NY"
"Coral Springs","Florida, FL"
"Cordele","Georgia, GA"
"Corona","California, CA"
"Corsicana","Texas, TX"
"Cottonwood Heights","Utah, UT"
"Cozad","Nebraska, NE"
"Cranford","New Jersey, NJ"
"Creede","Colorado, CO"
"Crested Butte","Colorado, CO"
"Crystal Lake","Illinois, IL"
"Danbury","Connecticut, CT"
"Dannebrog","Nebraska, NE"
"Davis","California, CA"
"Dawson","Georgia, GA"
"Dayton","Ohio, OH"
"DeKalb","Illinois, IL"
"Decatur","Alabama, AL"
"Delphos","Ohio, OH"
"Demopolis","Alabama, AL"
"Denver","Colorado, CO"
"Derby","Connecticut, CT"
"Derry","New Hampshire, NH"
"Des Allemands","Louisiana, LA"
"Detroit","Michigan, MI"
"Dickinson","North Dakota, ND"
"Dinuba","California, CA"
"Douglas","Alabama, AL"
"Dove Creek","Colorado, CO"
"Drayton","North Dakota, ND"
"Dubach","Louisiana, LA"
"Duluth","Minnesota, MN"
"Dumas","Arkansas, AR"
"Duncanville","Texas, TX"
"Durango","Colorado, CO"
"Dyersville","Iowa, IA"
"Eau Claire","Michigan, MI"
"Edgewater","Colorado, CO"
"El Paso","Texas, TX"
"El Reno","Oklahoma, OK"
"Elberton","Georgia, GA"
"Elgin","South Carolina, SC"
"Elgin","Texas, TX"
"Elizabethton","Tennessee, TN"
"Elkhart","Indiana, IN"
"Emmetsburg","Iowa, IA"
"Enumclaw","Washington, WA"
"Erie","Pennsylvania, PA"
"Erwin","North Carolina, NC"
"Eufaula","Alabama, AL"
"Eugene","Oregon, OR"
"Fairfield","Iowa, IA"
"Fallon","Nevada, NV"
"Fayetteville","Arkansas, AR"
"Fayetteville","North Carolina, NC"
"Fernandina Beach","Florida, FL"
"Fort Collins","Colorado, CO"
"Fort Lauderdale","Florida, FL"
"Fort Myers","Florida, FL"
"Fort Payne","Alabama, AL"
"Fort Thompson","South Dakota, SD"
"Fort Wayne","Indiana, IN"
"Fortescue","New Jersey, NJ"
"Fruita","Colorado, CO"
"Galilee","Rhode Island, RI"
"Gallup","New Mexico, NM"
"Girard","Kansas, KS"
"Glendive","Montana, MT"
"Gloucester","Massachusetts, MA"
"Gonzales","Louisiana, LA"
"Greeley","Colorado, CO"
"Green Forest","Arkansas, AR"
"Gridley","California, CA"
"Griffin","Georgia, GA"
"Griggsville","Illinois, IL"
"Grinnell","Iowa, IA"
"Groton","Connecticut, CT"
"Gueydan","Louisiana, LA"
"Gulfport","Mississippi, MS"
"Hacienda Heights","California, CA"
"Hagerstown","Maryland, MD"
"Haines","Alaska, AK"
"Haleyville","Alabama, AL"
"Hamden","Connecticut, CT"
"Hamilton","Texas, TX"
"Hastings","Nebraska, NE"
"Hattiesburg","Mississippi, MS"
"Haysville","Kansas, KS"
"Hercules","California, CA"
"Hershey","Pennsylvania, PA"
"Hialeah","Florida, FL"
"Holyoke","Massachusetts, MA"
"Honaker","Virginia, VA"
"Honolulu","Hawaii, HI"
"Hot Springs","Arkansas, AR"
"Houston","Texas, TX"
"Hueytown","Alabama, AL"
"Huntley","Illinois, IL"
"Huntsville","Texas, TX"
"Indiana","Pennsylvania, PA"
"Indio","California, CA"
"Inola","Oklahoma, OK"
"Isleton","California, CA"
"Jacksonville","Alabama, AL"
"Jacksonville","Florida, FL"
"Jamestown","North Dakota, ND"
"Jasper","Arkansas, AR"
"Jennings","Kansas, KS"
"Johnson City","Tennessee, TN"
"Joliet","Illinois, IL"
"Jonesboro","Arkansas, AR"
"Jonesborough","Tennessee, TN"
"Kalamazoo","Michigan, MI"
"Kalispell","Montana, MT"
"Kannapolis","North Carolina, NC"
"Kansas City","Missouri, MO"
"Kansas City","Kansas, KS"
"Keansburg","New Jersey, NJ"
"Keizer","Oregon, OR"
"Kelso","Washington, WA"
"Kenai","Alaska, AK"
"Kennesaw","Georgia, GA"
"Keokuk","Iowa, IA"
"Ketchikan","Alaska, AK"
"Kewanee","Illinois, IL"
"Kingsville","Texas, TX"
"Kirwin","Kansas, KS"
"Kodiak","Alaska, AK"
"Kokomo","Indiana, IN"
"La Crosse","Kansas, KS"
"Lafayette","Louisiana, LA"
"Lake Benton","Minnesota, MN"
"Laramie","Wyoming, WY"
"Las Vegas","Nevada, NV"
"Lathrop","Missouri, MO"
"Lebanon","Tennessee, TN"
"Lecompte","Louisiana, LA"
"Lenexa","Kansas, KS"
"Leola","South Dakota, SD"
"Leoti","Kansas, KS"
"Lewes","Delaware, DE"
"Lexington","Kentucky, KY"
"Limon","Colorado, CO"
"Lincoln","Nebraska, NE"
"Linden","California, CA"
"Lindsborg","Kansas, KS"
"Lithonia","Georgia, GA"
"Little Rock","Arkansas, AR"
"Lockport","New York, NY"
"Lodi","California, CA"
"Lombard","Illinois, IL"
"Lompoc","California, CA"
"Long Beach","California, CA"
"Los Angeles","California, CA"
"Louisville","Kentucky, KY"
"Loup City","Nebraska, NE"
"Lowell","Arkansas, AR"
"Lowell","Massachusetts, MA"
"Lynchburg","Virginia, VA"
"Madison","Wisconsin, WI"
"Malvern","Arkansas, AR"
"Manchester","New Hampshire, NH"
"Manchester","Connecticut, CT"
"Manhattan","New York, NY"
"Mannford","Oklahoma, OK"
"Marionville","Missouri, MO"
"Marseilles","Illinois, IL"
"Marysville","California, CA"
"Marysville","Kansas, KS"
"Mattoon","Illinois, IL"
"McAllen","Texas, TX"
"McMinnville","Tennessee, TN"
"Medfield","Massachusetts, MA"
"Melbourne","Florida, FL"
"Merced","California, CA"
"Meriden","Connecticut, CT"
"Mesick","Michigan, MI"
"Metropolis","Illinois, IL"
"Miami","Florida, FL"
"Middletown","Connecticut, CT"
"Midlothian","Texas, TX"
"Millinocket","Maine, ME"
"Milpitas","California, CA"
"Milwaukee","Wisconsin, WI"
"Minneapolis","Minnesota, MN"
"Missoula","Montana, MT"
"Monterey","California, CA"
"Montgomery","Minnesota, MN"
"Mount Ida","Arkansas, AR"
"Mountain View","Arkansas, AR"
"Muskegon","Michigan, MI"
"Nashua","New Hampshire, NH"
"Nashville","Arkansas, AR"
"Nashville","Georgia, GA"
"Nashville","Tennessee, TN"
"Naugatuck","Connecticut, CT"
"Neosho","Missouri, MO"
"New Britain","Connecticut, CT"
"New Brunswick","New Jersey, NJ"
"New Haven","Connecticut, CT"
"New Rochelle","New York, NY"
"New York","New York, NY"
"Newberry","Michigan, MI"
"Newburyport","Massachusetts, MA"
"Newport","Rhode Island, RI"
"Niagara Falls","New York, NY"
"Norman","Oklahoma, OK"
"North Adams","Massachusetts, MA"
"North Loup","Nebraska, NE"
"North Platte","Nebraska, NE"
"Northampton","Massachusetts, MA"
"Norwich","Connecticut, CT"
"O'Fallon","Missouri, MO"
"O'Neill","Nebraska, NE"
"Oakland","Nebraska, NE"
"Ocean City","New Jersey, NJ"
"Ocoee","Florida, FL"
"Ogdensburg","New York, NY"
"Okeechobee","Florida, FL"
"Oklahoma City","Oklahoma, OK"
"Olney","Illinois, IL"
"Onaway","Michigan, MI"
"Ormond Beach","Florida, FL"
"Ouray","Colorado, CO"
"Ozark","Alabama, AL"
"Paducah","Kentucky, KY"
"Palisade","Colorado, CO"
"Palm Springs","California, CA"
"Panama City Beach","Florida, FL"
"Peabody","Massachusetts, MA"
"Pearsonville","California, CA"
"Pensacola","Florida, FL"
"Peoria","Illinois, IL"
"Perth Amboy","New Jersey, NJ"
"Peru","Indiana, IN"
"Petersburg","West Virginia, WV"
"Philadelphia","Pennsylvania, PA"
"Phoenix","Arizona, AZ"
"Pikeville","Kentucky, KY"
"Pittsburg","Kansas, KS"
"Pittsburgh","Pennsylvania, PA"
"Plainfield","New Jersey, NJ"
"Plymouth","Massachusetts, MA"
"Pocatello","Idaho, ID"
"Ponchatoula","Louisiana, LA"
"Prattville","Alabama, AL"
"Presque Isle","Maine, ME"
"Provincetown","Massachusetts, MA"
"Provo","Utah, UT"
"Punxsutawney","Pennsylvania, PA"
"Purcell","Oklahoma, OK"
"Quitman","Texas, TX"
"Radford","Virginia, VA"
"Raleigh","North Carolina, NC"
"Randolph","Nebraska, NE"
"Rayne","Louisiana, LA"
"Redmond","Washington, WA"
"Reedley","California, CA"
"Rehoboth Beach","Delaware, DE"
"Reno","Nevada, NV"
"Rhinebeck","New York, NY"
"Richmond","Virginia, VA"
"Rio Rancho","New Mexico, NM"
"Rochester","New York, NY"
"Rockland","Maine, ME"
"Roscoe","New York, NY"
"Roswell","New Mexico, NM"
"Rumney","New Hampshire, NH"
"Russell Springs","Kansas, KS"
"Rutland","Vermont, VT"
"Sacramento","California, CA"
"Saint Paul","Minnesota, MN"
"Salem","Oregon, OR"
"San Diego","California, CA"
"San Francisco","California, CA"
"San Jose","California, CA"
"Sandersville","Georgia, GA"
"Sansom Park","Texas, TX"
"Santa Rosa","New Mexico, NM"
"Sarasota","Florida, FL"
"Saratoga","Wyoming, WY"
"Saratoga Springs","New York, NY"
"Savannah","Georgia, GA"
"Schenectady","New York, NY"
"Scranton","Pennsylvania, PA"
"Seaford","Delaware, DE"
"Seaside Heights","New Jersey, NJ"
"Selma","California, CA"
"Senatobia","Mississippi, MS"
"Severance","Colorado, CO"
"Shelbyville","Tennessee, TN"
"Sierra Vista","Arizona, AZ"
"Siloam Springs","Arkansas, AR"
"Sioux City","Iowa, IA"
"Sitka","Alaska, AK"
"Slocomb","Alabama, AL"
"Soldiers Grove","Wisconsin, WI"
"Spartanburg","South Carolina, SC"
"Springfield","Massachusetts, MA"
"Springfield","Missouri, MO"
"St. Albans","Vermont, VT"
"St. Petersburg","Florida, FL"
"Stamford","Connecticut, CT"
"Staten Island","New York, NY"
"Stilwell","Oklahoma, OK"
"Stockton","California, CA"
"Strongsville","Ohio, OH"
"Stuttgart","Arkansas, AR"
"Sugar Land","Texas, TX"
"Sugarcreek","Ohio, OH"
"Sunnyvale","California, CA"
"Sylacauga","Alabama, AL"
"Tacoma","Washington, WA"
"Takoma Park","Maryland, MD"
"Talent","Oregon, OR"
"Tallahassee","Florida, FL"
"Taos","New Mexico, NM"
"Taunton","Massachusetts, MA"
"Telluride","Colorado, CO"
"Terlingua","Texas, TX"
"Terre Haute","Indiana, IN"
"Texarkana","Arkansas, AR"
"Texas City","Texas, TX"
"The Colony","Texas, TX"
"Toledo","Ohio, OH"
"Tombstone","Arizona, AZ"
"Troy","New York, NY"
"Tulsa","Oklahoma, OK"
"Tuscaloosa","Alabama, AL"
"Tuskegee","Alabama, AL"
"Tyler","Texas, TX"
"Valley City","Ohio, OH"
"Valparaiso","Indiana, IN"
"Vicksburg","Mississippi, MS"
"Victoria","Texas, TX"
"Vidalia","Georgia, GA"
"Walla Walla","Washington, WA"
"Wallace","Idaho, ID"
"Warrensburg","Missouri, MO"
"Warroad","Minnesota, MN"
"Wartrace","Tennessee, TN"
"Warwick","Georgia, GA"
"Wasco","California, CA"
"Washington","Missouri, MO"
