"name","birthDate","birthPlace","region","country"
"Scott Adams","1966-09-28","Lake City","Florida","United States"
"James Joseph","1967-10-28","Phenix City","Alabamaa","United States"
"Ed Shaw","1895-08-07","Tecumseh","Johnson County, Nebraskaa","United States"
"George Foster","1980-06-09","Macon","Georgia (U.S. state))","United States"
"Preston Jones","1970-07-03","Anderson","South Carolina","United States"
"George Foster","1980-06-09","Macon","Bibbb County, Georgia","United States"
"Tony Baker","1964-06-11","High Point","Forsyth County, North Carolina","United States"
"Roy Bennett","1961-07-05","Birmingham","Shelby County, Alabamaa","United States"
"Tom McNamara","1897-08-31","Worcester","Worcester Countyy, Massachusetts","United States"
"Richard Harvey","1966-09-11","Pascagoula","Mississippii","United States"
"Andrew Brown","1995-12-30","Chesapeake","Virginia","United States"
"Kevin Mitchell","1971-01-01","Harrisburg","Cumberland County, Pennsylvania","United States"
"Kevin Mitchell","1971-01-01","Harrisburg","Pennsylvania","United States"
"John Miller","1934-02-01","Lowell","Middlesex County, Massachusetts","United States"
"Steve Miller","1992-02-28","Canton","Stark County, Ohio","United States"
"John Miller","1934-02-01","Lowell","Massachusettss","United States"
"Eric Hicks","1983-11-27","Greensboro","North Carollina","United States"
"Hugh Douglas","1971-08-23","Mansfield","Richland County, Ohioo","United States"
"Eric Alexander","1982-02-08","Tyler","Smith County, Texas","United States"
"Craig James","1961-01-02","Jacksonville","Texass","United States"
"James Whalen","1977-12-11","Portland","Oregon","United States"
"Michael Palmer","1988-01-18","Tucker","Georgia (U.S. state))","United States"
"Kris Wilson","1981-08-22","Harrisburg","Cummberland County, Pennsylvania","United States"
"Richmond McDavid Flowers, Jr.","1947-06-13","Dothan","Alabamaa","United States"
"Kyle Williams","1988-07-19","San Jose","Callifornia","United States"
"Scott Ross","1968-12-07","Sacramento","Callifornia","United States"
"Jerry Johnson","1894-03-22","Linn Grove","Iowa","United States"
"James Harris","1982-06-02","Albany","Dougherty County, Georgiaa","United States"
"Rod Smith","1970-05-15","Texarkana","Miller County, Arkansass","United States"
"Steve Nemeth","1922-12-10","South Bend","Indiaana","United States"
"Billy Taylor","1950-07-24","Hoxie","AArkansas","United States"
"James McDonald","1961-03-29","Long Beach","California","United States"
"Jimmy Smith","1960-09-25","Kankakee","Illinois","United States"
"Kevin Johnson","1976-07-15","Trenton","New Jersey","United States"
"Jimmy Smith","1960-09-25","Kankakee","Kankakee County, Illinoiss","United States"
"Richie Cunningham","1970-08-18","Houma","Terrebonne Parish, Louisiana","United States"
"Paul Collins","1907-10-31","Danbury","Woodbury  County, Iowa","United States"
"Tim Harris","1961-06-25","Compton","California","United States"
"Tyrell Johnson","1985-05-19","Rison","Cleveland County,  Arkansas","United States"
"Calvin Russell","1983-06-14","Fairburn","Fullton County, Georgia","United States"
"William Hayes","1985-05-02","High Point","Guilford County, North Carolina","United States"
"Malcolm Brown","1993-05-15","Biloxi","Harrison County, Mississippii","United States"
"Bryan Smith","1983-11-29","Newton","Newton County, Texass","United States"
"Brandon Williams","1989-02-21","Kirkwood","St. Louis County, Missourii","United States"
"Brett Williams (American football)","1980-05-02","Kissimmee","Floridaa","United States"
"Robert Kent","1980-10-06","Indianola","Mississipppi","United States"
"Richard Shelton","1966-01-02","Marietta","Georgia (U.S. state))","United States"
"Mike Reilly","1942-03-27","Dubuque","Dubuque County, Iowa","United States"
"Jason Johnson","1979-12-07","Tacoma","Pierce County, Washington","United States"
"Richard Todd","1953-11-19","Birmingham","SShelby County, Alabama","United States"
"John Brewer","1906-04-06","Griffin","Spalding County, Georgiaa","United States"
"Mark Thomas","1969-05-06","Lilburn","Georgia (U.S. state))","United States"
"Chris Cook","1987-02-15","Lynchburg","Virginiaa","United States"
"Tony Davis","1953-01-21","Tecumseh","Nebrasska","United States"
"Bob Gaudio","1925-07-13","Ashtabula","Ohioo","United States"
"Terry Jackson","1955-12-09","Sherman","Graayson County, Texas","United States"
"Tony Davis","1953-01-21","Tecumseh","Johnson Countty, Nebraska","United States"
"Bill Collins","1901-10-20","Madison","Wiscoonsin","United States"
"Patrick Johnson","1976-08-10","Gainesville","Georgia (U.S. state))","United States"
"Michael Thompson","1977-02-11","Savannah","Georgia (U.S. state)","United States"
"Colin Brown","1985-08-29","Chillicothe","Missouri","United States"
"Michael Thompson","1977-02-11","Savannah","Chatham Counnty, Georgia","United States"
"Bill Cronin","1943-11-20","Lawrence","Essex County, Massachusettss","United States"
"Chris Jennings","1985-12-12","Yuma","Yuma County, Arizonaa","United States"
"Bill Cronin","1943-11-20","Lawrence","Massachusetts","United States"
"Andrew Adams","1992-10-28","Fayetteville","Georgia (U.S. staate)","United States"
"Terry Owens","1944-07-05","Jasper","Alabama","United States"
"James White","1953-10-26","Hot Springs","Arkannsas","United States"
"Jake Scott","1981-04-16","Lewiston","Idaho","United States"
"Randy Scott","1959-01-31","Decatur","DeKalb Coounty, Georgia","United States"
"Gary Walker","1973-02-28","Royston","Hart County, Georgiaa","United States"
"Derrick Graham","1967-03-18","Groveland","Lake County, Floridaa","United States"
"Gary Walker","1973-02-28","Royston","Madison County, Georgia","United States"
"Kyle York","1982-07-05","Cameron","Milam County, Texass","United States"
"Chris Brown","1978-01-21","Augusta","Richmoond County, Georgia","United States"
"Chris Ellis","1985-02-11","Hampton","Virgginia","United States"
"Kevin Murphy","1990-02-16","San Clemente","Californiaa","United States"
"Thomas Brown","1957-07-08","Galveston","Galveston County, Texas","United States"
"John Thompson","1957-01-18","Jackson","Rankin County, Mississippii","United States"
"Lee Evans","1981-03-11","Sandusky","Erie County, Ohioo","United States"
"Kevin Patterson","1986-04-09","Brunswick","Glynn County, Georgiaa","United States"
"Carlos Antoine Emmons","1973-09-03","Greenwood","Mississipppi","United States"
"Corey Johnson","1973-09-23","Forest Park","Georgia (U.S. statee)","United States"
"Troy Davis","1991-01-06","Lawrenceville","Georgia (U.S. state)","United States"
"Kevin Lee","1971-01-01","Mobile","Alabama","United States"
"David Cobb","1993-06-03","Killeen","Bell County, Texass","United States"
"Michael Huey","1988-09-28","Longview","Gregg County, Texass","United States"
"Jack Keenan","1919-06-08","Greensboro","Guilford County, North Carolinaa","United States"
"Richard Jordan","1974-12-01","Holdenville","Hughes County, Oklahomaa","United States"
"Eric Stokes","1973-12-18","Lincoln","Lancaster County, Nebraskaa","United States"
"Greg Orton","1962-08-09","Nebraska City","Otoe County, Nebraskaa","United States"
"Michael Huey","1988-09-28","Longview","Texaas","United States"
"Reggie Williams","1983-07-23","Lake Charles","Louisianaa","United States"
"Tyson Lee","1987-12-19","Columbus","Lowndes County, Mississippi","United States"
"Chris White","1989-01-15","Mobile","Alabama","United States"
"Ian Johnson","1986-10-10","Monrovia","California","United States"
"Eddie Jackson","1980-12-19","Plano","Texass","United States"
"Dustin Long","1981-11-30","Beaumont","Texas","United States"
"Willie Brown","1940-12-02","Yazoo City","Mississippii","United States"
"John Beck","1981-08-21","Hayward","Californiaa","United States"
"George Lee","1873-11-02","Leavenworth","Kansass","United States"
"Steve Morrison","1971-12-28","Birmingham","Michigan","United States"
"Wee Willie Smith","1910-07-02","Lexington","Nebraska","United States"
"Edgar Jones","1920-05-06","Scranton","Pennsylvaniia","United States"
"Willie Williams","1984-09-19","Milledgeville","Baldwin County, Georgia","United States"
"Travis Williams","1892-01-05","Boonville","Warrick County, Indianaa","United States"
"Mike James","1991-04-13","Haines City","Floridaa","United States"
"Ryan Moore","1983-12-08","Orlando","Floriida","United States"
"Jim Arnold","1961-01-31","Dalton","Georgia (U.S. state))","United States"
"James Boyd","1977-10-17","Norfolk","Virginia","United States"
"James Richards","1969-11-07","Lancaster","California","United States"
"Hugh White","1876-11-07","Lapeer","Michigan","United States"
"Jim Pederson","1907-10-19","Harvey","North Dakoota","United States"
"Cam Newton","1982-05-19","Darlington","South Carolinaa","United States"
"J. T. Thomas","1951-04-22","Macon","Bibb County,  Georgia","United States"
"George Rice","1944-06-20","Liberty","Clay County, Missouri","United States"
"William Gaines","1971-06-20","Jackson","Hinds County, Mississippii","United States"
"George Atkins","1932-04-10","Birmingham","Jefferson Counnty, Alabama","United States"
"Justin Green","1991-02-26","Louisville","Jefferson County, Kentuckyy","United States"
"John Sawyer","1953-07-26","Brookhaven","Lincoln County, Mississippi","United States"
"John Sawyer","1953-11-26","Brookhaven","Lincoln County, Mississippii","United States"
"J. J. Johnson","1974-04-20","Mobile","Mobile County, Alabama","United States"
"Michael Hicks","1973-02-01","Barnesville","Georgia (U.S. state)","United States"
"Tommy Jones","1979-08-03","Eaton","Ohio","United States"
"Tony Fisher","1979-10-12","Euclid","Ohioo","United States"
"Jordan Hill","1991-02-08","Harrisburg","Pennsylvania","United States"
"Bryan Thomas","1979-06-07","Birmingham","Jefferson County, Alabamaa","United States"
"Tommy Jones","1979-08-03","Eaton","Preble County, Ohio","United States"
"Keith Mitchell","1974-07-24","Garland","Rockwall County, Texas","United States"
"Randy Jackson","1944-03-06","Lake City","Florida","United States"
"John Holt","1959-05-14","Lawton","Oklahomaa","United States"
"Terry Allen","1968-02-21","Commerce","Jackson County, Georgia","United States"
"Mark Carrier","1965-10-28","Lafayette","Lafayette Parish, Louisiana","United States"
"Tim Spencer","1960-12-10","Martins Ferry","Belmont Counnty, Ohio","United States"
"Aaron Kelly","1986-04-20","Marietta","Cobb County, Georgiaa","United States"
"Nick Rogers","1979-05-31","East Point","Fulton County, Georgia","United States"
"Al Richardson","1957-09-23","Abbeville","Henry County, Alabamaa","United States"
"Anthony Henry","1976-11-03","Fort Myers","Lee County, Florida","United States"
"Willie Anderson","1975-07-11","Mobile","Mobile County, Alabamaa","United States"
"Jimmy Nelson","1919-07-26","Live Oak","Florida","United States"
"Fred Forsberg","1944-07-04","Tacoma","Washingtton (state)","United States"
"Trevor Robinson","1990-05-16","Kearney","Nebraska","United States"
"Jackie Simpson","1936-08-20","Corinth","Alcorn County, Mississippii","United States"
"Kevin Brock","1986-04-09","Hackensack","Bergen County, New Jerseyy","United States"
"Steve Lawson","1949-01-04","Athens","Clarke County, Georgia","United States"
"Wesley Johnson","1991-01-09","Nashville","Davidson County, Tennessee","United States"
"Gerald Harris","1988-04-16","Terrell","Texass","United States"
"Levi Brown","1987-03-11","Mount Juliet","Wilson Countyy, Tennessee","United States"
"Jackie Simpson","1936-08-20","Corinth","Mississippii","United States"
"Ben Davis","1945-10-30","Birmingham","Alabaama","United States"
"David King","1963-05-19","Mobile","Alabamaa","United States"
"Dave Williams","1954-03-10","Minden","Louisianaa","United States"
"Brett Maher","1989-11-21","Kearney","Nebraskaa","United States"
"Brett Maher","1989-11-21","Kearney","Buffalo County, Nebraskaa","United States"
"Bobby Carpenter","1983-08-01","Lancaster","Fairfield County, Ohio","United States"
"A. J. Johnson","1991-12-24","Gainesville","Hall County, Georgia","United States"
"Ben Davis","1945-10-30","Birmingham","Jefferson County, Alabama","United States"
"David Bruton","1987-07-23","Winchester","Kentuucky","United States"
"Mark Simmons","1984-01-16","Bloomington","Minnnesota","United States"
"William Moore","1985-05-18","Hayti","Missouri","United States"
"David Lewis","1961-06-08","Portland","Clackamas County, Oregonn","United States"
"Matt Hill","1978-11-10","Grangeville","Idaho County, Idahoo","United States"
"Pat Hughes","1947-06-02","Everett","Middlesex County, Massachussetts","United States"
"Robert Baker","1976-03-14","Gainesville","Floridda","United States"
"David Lewis","1961-06-08","Portland","Oregonn","United States"
"Billy Martin","1942-10-27","Gainesville","Georgia (U.S. state)","United States"
"Billy Williams","1971-06-07","Alcoa","Tennesseee","United States"
"C. J. Mosley","1992-06-19","Mobile","Alabamaa","United States"
"Dwight Jones","1989-01-01","Burlington","Alamance County, North Carolina","United States"
"Roy Bennett","1961-07-05","Birmingham","Jefferson County, Alabama","United States"
"Charles Frederick","1982-02-02","Lake Worth","Palm Beach County, Florida","United States"
"Brad Edwards","1966-02-22","Lumberton","Robeson Couunty, North Carolina","United States"
"Steven Black","1986-12-10","Birmingham","Shelby County, Alabamaa","United States"
"Steven Black","1986-12-11","Birmingham","Shelby County, Alabama","United States"
"Robert Johnson","1982-06-20","Americus","Georgia (U.S. state)","United States"
"Michael Moore","1976-11-01","Fayette","AAlabama","United States"
"David Griggs","1967-02-05","Camden","New Jeersey","United States"
"Robert Smith","1972-03-04","Euclid","Ohhio","United States"
"Kevin Mitchell","1971-01-01","Harrisburg","Dauphin County, Pennsylvaniaa","United States"
"James Jones","1969-02-06","Davenport","Iowaa","United States"
"Eric Green","1967-06-22","Savannah","Georgia (U.S. state)","United States"
"Brian Carpenter","1960-11-27","Flint","Michigann","United States"
"Courtney Brown","1978-02-14","Charleston","Berkeley County, South Carolinaa","United States"
"Craig James","1961-01-02","Jacksonville","Cherokee County, Texass","United States"
"Ben Shaw","1896-08-05","Coshocton","Coshocton  County, Ohio","United States"
"George Rose","1942-01-01","Brunswick","Glynn County, Georgia","United States"
"Bob Davis","1927-05-03","Columbus","Muscogee County, Georgiaa","United States"
"George Crowther","1891-10-03","Fitchburg","Worcester County, Massachusettss","United States"
"Jason Hall","1983-10-31","Marietta","Georgia (U.S. sttate)","United States"
"Nick Williams","1990-02-21","Birmingham","Alabamaa","United States"
"Kyle Williams","1983-06-10","Ruston","Louisianaa","United States"
"Jason Hall","1983-10-31","Marietta","Cobbb County, Georgia","United States"
"Joe Reed","1948-01-08","Newport","Newport County, Rhode Islandd","United States"
"Nick Williams","1990-02-21","Birmingham","Shelby County, Alabama","United States"
"James Whalen","1977-12-11","Portland","Washington County, Oregon","United States"
"George Roberts","1955-06-10","Lynchburg","Virginiaa","United States"
"Jack Davis","1933-02-19","Heavener","Oklahomaa","United States"
"George Little","1963-06-27","Duquesne","Pennsylvaniaa","United States"
"James Williams","1968-10-10","Natchez","Adams County, Mississippii","United States"
"Richmond McDavid Flowers, Jr.","1947-06-13","Dothan","HHenry County, Alabama","United States"
"Jerry Wilson","1936-12-09","Birmingham","Jefferson Countty, Alabama","United States"
"Stan White","1971-08-14","Birmingham","Jeffeerson County, Alabama","United States"
"Adam Smith","1990-04-09","Murfreesboro","Rutherford County, Tennessee","United States"
"Robert Woods","1992-04-10","Gardena","California","United States"
"Anthony Davis","1980-03-27","Paterson","New Jersey","United States"
"David Thornton","1978-11-01","Goldsboro","North Carolinaa","United States"
"Tim Anderson","1980-11-22","Clyde","OOhio","United States"
"Chris Armstrong","1967-08-28","Fayetteville","Cumberland CCounty, North Carolina","United States"
"David Thornton","1978-11-01","Goldsboro","Wayne County, North CCarolina","United States"
"Calvin Russell","1983-06-14","Fairburn","Georgia (U.S. state)","United States"
"David Howard","1961-12-08","Enterprise","Alabama","United States"
"Eric Johnson","1976-04-30","Carson","Californiaa","United States"
"Bernard Jackson","1980-05-10","Louisville","Kentuckyy","United States"
"Ben Nelson","1979-08-21","Coon Rapids","Minnesotaa","United States"
"David Howard","1961-12-08","Enterprise","Dale County, Alabamma","United States"
"Ernie Jones","1964-12-15","Elkhart","Elkhart County, Indiana","United States"
"Roger Taylor","1958-01-05","Shawnee","Pottawatomie County, Oklahomaa","United States"
"James Shaw","1989-02-27","Birmingham","Shelby County, Alabamaa","United States"
"Jerry Smith","1943-07-19","Eugene","Oreggon","United States"
"Scott Hunter","1947-11-19","Mobile","Alabamaa","United States"
"Richard Shelton","1966-01-02","Marietta","Cobb County, Georgiaa","United States"
"Randy Robbins","1962-09-14","Casa Grande","Pinal Countty, Arizona","United States"
"Aaron Taylor","1975-01-21","Wichita Falls","Wichita County, Texas","United States"
"Cedric Smith","1968-05-27","Enterprise","Alabama","United States"
"Bob Gaudio","1925-07-13","Ashtabula","Ashtabula County, Ohio","United States"
"Brad Johnson","1968-09-13","Marietta","Cobb County, Georgiaa","United States"
"Josh Thomas","1989-05-03","Cedar Hill","Ellis County, Texas","United States"
"Anthony Armstrong","1983-03-29","Greencastle","Putnam County, Indianaa","United States"
"Mike Kirkland","1954-06-29","Pasadena","Texass","United States"
"Richard Wood","1953-05-31","Elizabeth","Union County, New Jerseyy","United States"
"Gary Anderson","1961-04-18","Columbia","Boone County, Missouri","United States"
"Anthony Armstrong","1983-03-29","Greencastle","Indianaa","United States"
"Brandon King","1993-06-08","Alabaster","Alabamaa","United States"
"Chris Conrad","1975-05-27","Fullerton","California","United States"
"Corey Robinson","1992-05-21","Havelock","North Carolinaa","United States"
"Larry Beil","1923-10-25","Portland","Clackamas County, Oregon","United States"
"Michael Bishop","1976-05-15","Galveston","Galveston County, Texass","United States"
"Chris Woods","1962-07-19","Birmingham","Jefferson County, Alabama","United States"
"Brandon Reilly","1993-09-24","Lincoln","Lancaster County, Nebraska","United States"
"Brandon King","1993-06-08","Alabaster","Shelby County, Alabama","United States"
"Buddy Baumann","1900-08-04","Racine","Wisconsinn","United States"
"Larry Beil","1923-10-25","Portland","Oregon","United States"
"Randy Scott","1959-01-31","Decatur","Georgia (U.S. statte)","United States"
"Sean Mannion","1992-04-25","San Jose","Californiaa","United States"
"Trumaine Johnson","1990-01-01","Stockton","Californiaa","United States"
"Andrew Adams","1992-10-28","Fayetteville","Fayette County, Georgia","United States"
"John Adams","1921-09-22","Charleston","Franklin County, Arkansass","United States"
"Micah Johnson","1988-06-22","Columbus","Muscogee County, Georgia","United States"
"Edwin Baker","1991-06-01","Highland Park","Wayne County, Michigaan","United States"
"Kevin Murphy","1965-07-04","Syracuse","New York","United States"
"Simon Fraser","1983-03-27","Upper Arlington","Ohioo","United States"
"Kevin Murphy","1965-07-04","Syracuse","Onondaga County, New York","United States"
"Sherman Williams","1973-08-13","Mobile","Alabama","United States"
"Leo Carroll","1944-02-16","Alhambra","California","United States"
"David Archer","1962-02-15","Fayetteville","North Carolinaa","United States"
"Zach Thomas","1960-09-08","Cocoa","Brevard County, Florida","United States"
"David Archer","1962-02-15","Fayetteville","Cumberland County, North Carolinaa","United States"
"Dennis Nelson","1946-02-02","Kewanee","Henry County, Illinoiss","United States"
"Brian Bonner","1984-04-13","Taft","Texas","United States"
"Marcus Johnson","1981-12-01","Greenville","Washington County, Mississippi","United States"
"Justin Anderson","1991-01-16","Foley","Alabamaa","United States"
"Bob Bryant","1918-06-14","Frederick","Oklahomaa","United States"
"Justin Anderson","1991-01-16","Foley","Baldwin County, Alabama","United States"
"Flavio Tosi","1912-04-30","Beverly","Massachusetts","United States"
"Phillip Sims","1992-08-15","Chesapeake","Virginia","United States"
"Mike Wells","1971-06-01","Arnold","Missouri","United States"
"Brian Williams","1979-07-02","High Point","North Carolinna","United States"
"Brad Anderson","1961-01-12","Glendale","Maricopa County, AArizona","United States"
"Steve Strachan","1963-03-22","Everett","Middlesex County, Massachusettss","United States"
"Bruce Smith","1920-02-08","Faribault","Rice County, Minnesotaa","United States"
"Brad Anderson","1961-01-12","Glendale","Arizonaa","United States"
"Derek Brown","1970-03-31","Fairfax","Virginia","United States"
"Richard Sherman","1988-03-30","Compton","Californiaa","United States"
"Derek Brown","1971-04-15","Banning","California","United States"
"Steve Nelson","1951-04-26","Farmington","Minneesota","United States"
"John Hannah","1951-04-04","Canton","Cherokee County, Georgia","United States"
"Walter Lewis","1962-04-26","Brewton","Alabbama","United States"
"Wee Willie Smith","1910-07-02","Lexington","Dawson County, Nebraskaa","United States"
"Russell Davis","1956-09-15","Millen","Jenkins County, Georgia","United States"
"Mike James","1991-04-13","Haines City","Polk County, Floridda","United States"
"Dick Todd","1914-10-02","Thrall","Texass","United States"
"James Stone","1992-04-26","Nashville","Tennesssee","United States"
"Bryan Thomas","1979-06-07","Birmingham","Allabama","United States"
"Eric Rogers","1991-02-12","Glendora","Californiaa","United States"
"Charlie Evans","1948-01-10","Gardena","CCalifornia","United States"
"Isaiah Ross","1981-11-06","Elk Grove","Californiaa","United States"
"Michael Hunt","1956-10-06","Madison","Minnesota","United States"
"Mark Cooper","1960-02-14","Camden","New Jerseyy","United States"
"Gordon Bell","1953-12-25","Troy","Ohio","United States"
"D. J. Johnson","1985-11-07","Texas City","Galveston County, Texass","United States"
"Chris Davis","1990-11-04","Birmingham","Jefferson County, Alabama","United States"
"Nate Allen","1987-11-30","Fort Myers","Lee County, Florida","United States"
"Fred Perry","1975-01-05","Fort Smith","Sebastian County, Arkansass","United States"
"Derek Anderson","1983-06-15","Portland","Oregonn","United States"
"Frank Parker","1939-10-16","Broken Bow","Oklahoma","United States"
"Randy Jackson","1948-11-13","Atlanta","Cass County, Texas","United States"
"Chris Gray","1970-06-19","Birmingham","Shelby County, Alabama","United States"
"A. J. Davis","1989-07-06","Birmingham","Shelby County, Alabamaa","United States"
"John Clay","1988-01-04","Racine","Wisconsinn","United States"
"Alex Brown","1979-06-04","Jasper","Florida","United States"
"Mark Carrier","1968-04-28","Lake Charles","LLouisiana","United States"
"Jimmy Hitchcock","1970-11-09","Concord","North Carolinaa","United States"
"Ken Rice","1939-09-14","Bainbridge","Georgia (U.S. state))","United States"
"Wesley Johnson","1991-01-09","Nashville","Tennessee","United States"
"Ray Phillips","1954-03-18","Fordyce","Arkansas","United States"
"Frank Lewis","1947-07-04","Houma","Louisiana","United States"
"Danny Noonan","1965-07-14","Lincoln","Nebraska","United States"
"Ray Phillips","1954-03-18","Fordyce","Dallas County,  Arkansas","United States"
"Mark Campbell","1975-12-06","Clawson","Oakland County, Michigann","United States"
"Harry Holt","1957-12-29","Harlingen","Texaas","United States"
"A. J. Johnson","1991-12-24","Gainesville","Georgia (U.S. state)","United States"
"Alex Carter","1994-10-19","Fairfax","Virginia","United States"
"Ernest Jones","1971-04-01","Utica","New York","United States"
"Chris Martin","1960-12-19","Huntsville","Madison County, Alabama","United States"
"Ernest Jones","1971-04-01","Utica","Oneida County, New York","United States"
"George Benson","1919-05-07","Madison","Indiana","United States"
"David Hale","1983-03-03","Plain City","Utah","United States"
"Larry Smith","1974-12-04","Kingsland","Geoorgia (U.S. state)","United States"
"Marcus Williams","1977-12-12","Oakland","California","United States"
"Mark Green","1967-03-22","Riverside","Californiia","United States"
"John McGovern","1887-09-15","Arlington","Minneesota","United States"
"Joe Harris","1952-12-06","Fayetteville","Cumberland County, North Carolinaa","United States"
"John Henderson","1979-01-09","Nashville","Davidson County, Tennesseee","United States"
"Paul Lacoste","1974-09-03","Jackson","Rankin County, Mississippi","United States"
"Jason Jones","1983-08-30","Forrest City","St. Francis County, Arkansas","United States"
"Pat Hughes","1947-06-02","Everett","Massachusettss","United States"
"Greg Scott","1979-10-02","Franklin","VVirginia","United States"
"Adam Kennedy","1991-05-11","Elk Grove","California","United States"
"Lewis Gilbert","1956-05-24","Naples","Floridaa","United States"
"Larry Hart","1987-07-16","Madison","Mississiippi","United States"
"David Stewart","1982-08-28","Decatur","Alabamaa","United States"
"Charles Johnson","1989-02-27","Elsmere","Keentucky","United States"
"Fred Davis","1918-02-15","Louisville","Jefferson County, Kentucky","United States"
"Randy Phillips","1986-09-14","Belle Glade","Florida","United States"
"Eric Davis","1968-01-26","Anniston","Alabamaa","United States"
"Ken Brown","1945-11-08","Holdenville","Okllahoma","United States"
"Brian Carpenter","1960-11-27","Flint","Genesee County, Michigann","United States"
"Eric Hicks","1983-11-27","Greensboro","Guilford County, North Carolinaa","United States"
"Ken Brown","1945-11-08","Holdenville","Hughes County, Oklahoma","United States"
"Robert Johnson","1980-06-20","Montgomery","Montgomery Counnty, Alabama","United States"
"Charles Alexander","1957-07-28","Galveston","Texas","United States"
"Jeremy Johnson","1994-09-23","Montgomery","Alabamaa","United States"
"Kevin White","1992-06-25","Plainfield","New Jerseyy","United States"
"Jarvis Williams","1965-05-16","Palatka","Putnam County, Floridda","United States"
"Willie Young","1985-09-19","Riviera Beach","FFlorida","United States"
"Jerry Wilson","1936-12-09","Birmingham","Alabama","United States"
"Joe Rose","1957-06-24","Marysville","California","United States"
"Kevin Butler","1962-07-24","Savannah","Chatham County, Georgia","United States"
"James Allen","1979-11-11","Portland","Clackamas County, Oregon","United States"
"James Logan","1972-12-06","Opp","Covington County, Alabama","United States"
"Anthony Davis","1980-03-27","Paterson","Passaic County, New Jerseyy","United States"
"Justin Smith","1979-06-05","Lafayette","Tippecanoe  County, Indiana","United States"
"James Allen","1979-11-11","Portland","Washington County, Oregon","United States"
"Tom Smith","1949-10-04","Waterloo","Iowa","United States"
"Tim Harris","1964-09-10","Birmingham","Alabamaa","United States"
"Jim Norton","1938-10-20","Glendale","California","United States"
"Richie Cunningham","1970-08-18","Houma","Louisianaa","United States"
"Jerry Smith","1943-07-19","Eugene","Lane County, Oregon","United States"
"Billy Taylor","1950-07-24","Hoxie","Lawrence County, Arkansass","United States"
"Brett Williams (American football)","1980-05-02","Kissimmee","Osceola County, Floriida","United States"
"Kevin Williams","1970-02-17","Marshall","Texas","United States"
"Charles Bartlett","1899-06-14","Marlin","Teexas","United States"
"John Donaldson","1925-08-22","Jesup","Wayne County, Georgia","United States"
"Bill Cody","1944-08-02","Greenwood","Mississippi","United States"
"Chris Clemons","1981-10-30","Griffin","Georgia (U.S. state))","United States"
"Jack Harris","1902-09-29","Jackson","Michigann","United States"
"Damian Johnson","1962-12-18","Great Bend","Barton County, Kansass","United States"
