"Cuba","Havana","Havana","Santiago de Cuba"
"Curaçao (Netherlands)","Willemstad","Willemstad","Sint Michiel"
"Cyprus","Nicosia","Nicosia","Limassol"
"Czech Republic","Prague","Prague","Brno"
"Czech Republic","Prague","Prague","Ostrava"
"Denmark","Copenhagen","Copenhagen","Aarhus"
"Djibouti","Djibouti","Djibouti","Ali Sabieh"
"Dominica","Roseau","Roseau","Portsmouth"
"Dominican Republic","Santo Domingo","Santo Domingo","Santiago de los Caballeros"
"East Timor","Dili","Dili","Dare"
"Ecuador","Quito","Quito","Guayaquil"
"Egypt","Cairo","Cairo","Alexandria"
"El Salvador","San Salvador","San Salvador","Santa Ana"
"Equatorial Guinea","Malabo","Bata","Malabo"
"Eritrea","Asmara","Asmara","Keren"
"Estonia","Tallinn","Tallinn","Tartu"
"Eswatini","Mbabane","Manzini","Mbabane"
"Ethiopia","Addis Ababa","Addis Ababa","Dire Dawa"
"Falkland Islands (UK)","Stanley","Stanley","Goose Green"
"Faroe Islands (Denmark)","Tórshavn","Tórshavn","Klaksvík"
"Fiji","Suva","Nasinu","Suva"
"Finland","Helsinki","Helsinki","Espoo"
"Finland","Helsinki","Helsinki","Tampere"
"France","Paris","Paris","Marseille"
"France","Paris","Paris","Lyon"
"French Guiana (France)","Cayenne","Cayenne","Saint-Laurent-du-Maroni"
"French Polynesia (France)","Papeete","Papeete","Mahina"
"Gabon","Libreville","Libreville","Port-Gentil"
"Gambia, The","Banjul","Serekunda","Brikama"
"Georgia","Tbilisi","Tbilisi","Batumi"
"Germany","Berlin","Berlin","Hamburg"
"Germany","Berlin","Rhine-Ruhr","Berlin"
"Ghana","Accra","Accra","Kumasi"
"Gibraltar (UK)","Gibraltar","Gibraltar",""
"Greece","Athens","Athens","Thessaloniki"
"Greenland (Denmark)","Nuuk","Nuuk","Sisimiut"
"Grenada","St. George's","St. George's","Gouyave"
"Guam (US)","Hagåtña","Dededo","Yigo"
"Guatemala","Guatemala City","Guatemala City","Quetzaltenango"
"Guernsey (UK)","Saint Peter Port","Saint Peter Port","Vale"
"Guinea","Conakry","Conakry","Nzérékoré"
"Guinea-Bissau","Bissau","Bissau","Gabú"
"Guyana","Georgetown","Georgetown","Linden"
"Haiti","Port-au-Prince","Port-au-Prince","Gonaïves"
"Honduras","Tegucigalpa","Tegucigalpa","San Pedro Sula"
"Hungary","Budapest","Budapest","Debrecen"
"Iceland","Reykjavík","Reykjavík","Kópavogur"
"India","New Delhi","Mumbai","Delhi"
"Indonesia","Jakarta","Jakarta","Surabaya"
"Iran","Tehran","Tehran","Mashhad"
"Iraq","Baghdad","Baghdad","Basra"
"Ireland","Dublin","Dublin","Cork"
"Isle of Man (UK)","Douglas","Douglas","Onchan"
"Israel","Jerusalem","Jerusalem","Tel Aviv"
"Italy","Rome","Rome","Milan"
"Jamaica","Kingston","Kingston","Spanish Town"
"Japan","Tokyo","Tokyo","Yokohama"
"Japan","Tokyo","Tokyo","Osaka"
"Jersey (UK)","Saint Helier","Saint Helier","Saint Saviour"
"Jordan","Amman","Amman","Zarqa"
"Kazakhstan","Nur-Sultan","Almaty","Nur-Sultan"
"Kenya","Nairobi","Nairobi","Mombasa"
"Kiribati","Tarawa","Betio","Bairiki"
"Korea, North","Pyongyang","Pyongyang","Hamhung"
"Korea, South","Seoul","Seoul","Busan"
"Kosovo","Pristina","Pristina","Prizren"
"Kuwait","Kuwait City","Kuwait City","Al Jahra"
"Kyrgyzstan","Bishkek","Bishkek","Osh"
"Laos","Vientiane","Vientiane","Pakxe"
"Latvia","Riga","Riga","Daugavpils"
"Lebanon","Beirut","Beirut","Tripoli"
"Lesotho","Maseru","Maseru","Teyateyaneng"
"Liberia","Monrovia","Monrovia","Gbarnga"
"Libya","Tripoli","Tripoli","Benghazi"
"Liechtenstein","Vaduz","Schaan","Vaduz"
"Lithuania","Vilnius","Vilnius","Kaunas"
"Luxembourg","Luxembourg City","Luxembourg City","Esch-sur-Alzette"
"Madagascar","Antananarivo","Antananarivo","Toamasina"
"Malawi","Lilongwe","Lilongwe","Blantyre"
"Malaysia","Kuala Lumpur","Kuala Lumpur","George Town"
"Maldives","Malé","Malé","Addu City"
"Mali","Bamako","Bamako","Sikasso"
"Malta","Valletta","Valletta",""
"Marshall Islands","Majuro","Ebeye","Rita"
"Mauritania","Nouakchott","Nouakchott","Nouadhibou"
"Mauritius","Port Louis","Port Louis","Beau Bassin-Rose Hill"
"Mayotte (France)","Mamoudzou","Mamoudzou","Koungou"
"Mexico","Mexico City","Mexico City","Ecatepec"
"Federated States of Micronesia","Palikir","Weno","Palikir"
"Moldova","Chişinău","Chişinău","Tiraspol"
"Monaco","Monaco","Monte Carlo","La Condamine"
"Mongolia","Ulaanbaatar","Ulaanbaatar","Darkhan"
"Montenegro","Podgorica","Podgorica","Nikšić"
"Montserrat (UK)","Brades","Brades","Saint Peter's"
"Morocco","Rabat","Casablanca","Fez"
"Mozambique","Maputo","Matola","Beira"
"Myanmar","Nay Pyi Taw","Yangon","Mandalay"
"Namibia","Windhoek","Windhoek","Rundu"
"Nauru","Yaren","Yaren","Denigomudu"
"Nepal","Kathmandu","Kathmandu","Pokhara"
"Netherlands","Amsterdam","Amsterdam","Rotterdam"
"New Caledonia (France)","Nouméa","Nouméa","Wé"
"New Zealand","Wellington","Auckland","Christchurch"
"New Zealand","Wellington","Auckland","Wellington"
"Nicaragua","Managua","Managua","León"
"Niger","Niamey","Niamey","Zinder"
"Nigeria","Abuja","Lagos","Kano"
"Niue (New Zealand)","Alofi","Alofi","Hakupu"
"Norfolk Island (Australia)","Kingston","Burnt Pine","Kingston"
"North Macedonia","Skopje","Skopje","Bitola"
"Northern Cyprus","North Nicosia","North Nicosia","Famagusta"
"Northern Mariana Islands (US)","San Antonio","San Antonio","Garapan"
"Norway","Oslo","Oslo","Bergen"
"Oman","Muscat","Muscat","Salalah"
"Pakistan","Islamabad","Karachi","Lahore"
"Palau","Ngerulmud","Koror","Airai"
"State of Palestine","East Jerusalem","Gaza City","Hebron"
"State of Palestine","East Jerusalem","Gaza City","East Jerusalem"
"Panama","Panama City","Panama City","Colón"
"Papua New Guinea","Port Moresby","Port Moresby","Lae"
"Paraguay","Asunción","Asunción","Ciudad del Este"
"Peru","Lima","Lima","Arequipa"
"Philippines","Manila","Quezon City","Manila"
"Philippines","Manila","Metro Manila","Metro Cebu"
"Pitcairn Islands (UK)","Adamstown","Adamstown",""
"Poland","Warsaw","Warsaw","Kraków"
"Portugal","Lisbon","Lisbon","Vila Nova de Gaia"
"Portugal","Lisbon","Lisbon","Porto"
"Puerto Rico (US)","San Juan","San Juan","Bayamón"
"Puerto Rico (US)","San Juan","San Juan","Ponce"
"Qatar","Doha","Doha","Al Rayyan"
"Romania","Bucharest","Bucharest","Iași"
"Romania","Bucharest","Bucharest","Constanța"
"Russia","Moscow","Moscow","Saint Petersburg"
"Rwanda","Kigali","Kigali","Muhanga"
"Saint Barthélemy (France)","Gustavia","Gustavia","St. Jean"
"Saint Helena (UK)","Jamestown","Half Tree Hollow","Jamestown"
"Saint Kitts and Nevis","Basseterre","Basseterre","Charlestown"
"Saint Lucia","Castries","Castries","Gros Islet"
"Saint Martin (France)","Marigot","Marigot","Rambaud"
"Saint Pierre and Miquelon (France)","Saint-Pierre","Saint-Pierre","Miquelon"
"Saint Vincent and the Grenadines","Kingstown","Kingstown","Georgetown"
"Samoa","Apia","Apia","Vaitele"
"San Marino","San Marino","Dogana","Borgo Maggiore"
"São Tomé and Príncipe","São Tomé","São Tomé","Trindade"
"Saudi Arabia","Riyadh","Riyadh","Jeddah"
"Senegal","Dakar","Dakar","Touba"
"Serbia","Belgrade","Belgrade","Novi Sad"
"Seychelles","Victoria","Victoria","Anse Etoile"
"Sierra Leone","Freetown","Freetown","Bo"
"Singapore","Singapore","Singapore",""
"Sint Maarten (Netherlands)","Philipsburg","Lower Prince's Quarter","Cul De Sac"
"Slovakia","Bratislava","Bratislava","Košice"
"Slovenia","Ljubljana","Ljubljana","Maribor"
"Solomon Islands","Honiara","Honiara","Gizo"
"Somalia","Mogadishu","Mogadishu","Hargeisa"
"Somaliland","Hargeisa","Hargeisa","Burao"
"South Africa","Pretoria","Cape Town","Durban"
"South Africa","Pretoria","Johannesburg","Cape Town"
"South Georgia and the South Sandwich Islands (UK)","King Edward Point","King Edward Point","Grytviken"
"South Ossetia","Tskhinvali","Tskhinvali","Akhalgori"
"South Sudan","Juba","Juba","Yei"
"Spain","Madrid","Madrid","Barcelona"
"Sri Lanka","Sri Jayawardenepura Kotte","Colombo","Dehiwala-Mount Lavinia"
"Sudan","Khartoum","Omdurman","Khartoum"
"Sudan","Khartoum","Khartoum","Port Sudan"
"Suriname","Paramaribo","Paramaribo","Lelydorp"
"Svalbard and Jan Mayen (Norway)","Longyearbyen","Longyearbyen","Barentsburg"
"Sweden","Stockholm","Stockholm","Gothenburg"
"Switzerland","Bern","Zürich","Geneva"
"Syria","Damascus","Aleppo","Damascus"
"Taiwan","Taipei","New Taipei","Taichung"
"Taiwan","Taipei","Greater Taipei","Greater Kaohsiung"
"Tajikistan","Dushanbe","Dushanbe","Khujand"
"Tanzania","Dodoma","Dar es Salaam","Mwanza"
"Thailand","Bangkok","Bangkok","Nonthaburi"
"Thailand","Bangkok","Bangkok","Pak Kret"
"Togo","Lomé","Lomé","Sokodé"
"Tokelau (New Zealand)","","Fakaofo","Atafu"
"Tonga","Nukuʻalofa","Nukuʻalofa","Neiafu"
"Transnistria (Moldova)","Tiraspol","Tiraspol","Tighina"
"Trinidad and Tobago","Port of Spain","Chaguanas","San Fernando"
"Tunisia","Tunis","Tunis","Sfax"
"Turkey","Ankara","Istanbul","Ankara"
"Turkmenistan","Ashgabat","Ashgabat","Türkmenabat"
"Turks and Caicos Islands (UK)","Cockburn Town","Five Cays","Honda Road"
"Tuvalu","Funafuti","Funafuti","Asau"
"Uganda","Kampala","Kampala","Gulu"
"Ukraine","Kiev","Kiev","Kharkiv"
"Ukraine","Kiev","Kiev","Donetsk"
"United Arab Emirates","Abu Dhabi","Dubai","Abu Dhabi"
"United Kingdom","London","London","Birmingham"
"United States of America","Washington, D.C.","New York City","Los Angeles"
"Uruguay","Montevideo","Montevideo","Ciudad de la Costa"
"Uruguay","Montevideo","Montevideo","Maldonado"
"Uzbekistan","Tashkent","Tashkent","Namangan"
"Vanuatu","Port Vila","Port Vila","Luganville"
"Vatican City","Vatican City","Vatican City",""
"Venezuela","Caracas","Caracas","Maracaibo"
"Vietnam","Hanoi","Ho Chi Minh City","Hanoi"
"Virgin Islands, British (UK)","Road Town","Road Town","Spanish Town"
"Virgin Islands, United States (US)","Charlotte Amalie","Charlotte Amalie","Anna's Retreat"
"Wallis and Futuna (France)","Mata-Utu","Mata-Utu","Alele"
"Western Sahara","Laayoune","Laayoune","Dakhla"
"Yemen","Sana'a","Sana'a","Aden"
"Zambia","Lusaka","Lusaka","Kitwe"
"Zimbabwe","Harare","Harare","Bulawayo"
