"city","state"
"Marysvile","California, CA"
"MacAlen","Texas, TX"
"MacAllen","Texas, TX"
"McAlen","Texas, TX"
"MacCloud","California, CA"
"Medfeild","Massachusetts, MA"
"Merked","California, CA"
"Mariden","Connecticut, CT"
"Misick","Michigan, MI"
"Myami","Florida, FL"
"Mildthoian","Texas, TX"
"Milepitas","California, CA"
"Milipitas","California, CA"
"Millipeters","California, CA"
"Misoula","Montana, MT"
"Monticelo","Minnesota, MN"
"Mount Idah","Arkansas, AR"
"Nashuwa","New Hampshire, NH"
"Nashvile","Arkansas, AR"
"Naugatack","Connecticut, CT"
"Noesho","Missouri, MO"
"New Castel","Pennsylvania, PA"
"New Havan","Connecticut, CT"
"Neuark","New Jersey, NJ"
"Newbury","Michigan, MI"
"Newberyport","Massachusetts, MA"
"Nuuman","Georgia, GA"
"Nuuport","Rhode Island, RI"
"Normann","Oklahoma, OK"
"Northhamptown","Massachusetts, MA"
"Northfeild","Minnesota, MN"
"O'Fallen","Missouri, MO"
"Oak Rigde","Tennessee, TN"
"Ocaen City","New Jersey, NJ"
"Ocoei","Florida, FL"
"Okooe","Florida, FL"
"Oklaoma City","Oklahoma, OK"
"Olnee","Illinois, IL"
"Owensborough","Kentucky, KY"
"Osark","Alabama, AL"
"Paecifica","California, CA"
"Pamama Beach","Florida, FL"
"Pasedena","California, CA"
"Pensecola","Florida, FL"
"Peeoria","Illinois, IL"
"Phenix","Arizona, AZ"
"Pikevile","Kentucky, KY"
"Pinhurt","North Carolina, NC"
"Pitsburg","Kansas, KS"
"Pitsburg","Pennsylvania, PA"
"Planno","Texas, TX"
"Plemouth","Massachusetts, MA"
"Pocatelo","Idaho, ID"
"Ponchatula","Louisiana, LA"
"Prestin","Minnesota, MN"
"Percel","Oklahoma, OK"
"Percell","Oklahoma, OK"
"Kwinter","Kansas, KS"
"Quietman","Texas, TX"
"Quiteman","Texas, TX"
"Ralley","North Carolina, NC"
"Rae","North Dakota, ND"
"Raine","Louisiana, LA"
"Redwod","California, CA"
"Readley","California, CA"
"Rineback","New York, NY"
"Rocester","New York, NY"
"Rumnee","New Hampshire, NH"
"Sackremento","California, CA"
"Salam","New Hampshire, NH"
"Selem","Massachusetts, MA"
"San Deigo","California, CA"
"San Francesco","California, CA"
"Sansum Park","Texas, TX"
"Santa Monika","California, CA"
"Scotdale","Arizona, AZ"
"Scotsdale","Arizona, AZ"
"Seaside Hieghts","New Jersey, NJ"
"Sadalia","Missouri, MO"
"Sentaobia","Mississippi, MS"
"Sentobia","Mississippi, MS"
"Shellbyville","Tennessee, TN"
"Seerra Vista","Arizona, AZ"
"Silaom Springs","Arkansas, AR"
"Siou City","Iowa, IA"
"Soildiers Grove","Wisconsin, WI"
"Spenser","Idaho, ID"
"Spokan","Washington, WA"
"Springfeild","Illinois, IL"
"Springfeild","Missouri, MO"
"Spingvile","Utah, UT"
"St. Petersberg","Florida, FL"
"Stillwell","Oklahoma, OK"
"Stilwel","Oklahoma, OK"
"Stocton","California, CA"
"Sylacaga","Alabama, AL"
"Sylacuga","Alabama, AL"
"Takomma Park","Maryland, MD"
"Takuma Park","Maryland, MD"
"Talint","Oregon, OR"
"Talahasse","Florida, FL"
"Tallahasee","Florida, FL"
"Toas","New Mexico, NM"
"Taton","Massachusetts, MA"
"Toelleride","Colorado, CO"
"Teringau","Texas, TX"
"Terre Hate","Indiana, IN"
"Tolido","Ohio, OH"
"Toner","North Dakota, ND"
"Tuscalosa","Alabama, AL"
"Tieler","Texas, TX"
"Valpariso","Indiana, IN"
"Waroad","Minnesota, MN"
"Wosco","California, CA"
"Wosko","California, CA"
"Waterbery","Connecticut, CT"
"Watsonvile","California, CA"
"Wainesboro","Georgia, GA"
"Waynesborough","Georgia, GA"
"Wayneville","Ohio, OH"
"Weatherferd","Texas, TX"
"Weirten","West Virginia, WV"
"Werton","West Virginia, WV"
"Willamantic","Connecticut, CT"
"Willmington","Illinois, IL"
"Wilmingten","Delaware, DE"
"Wilminton","Illinois, IL"
"Winemuca","Nevada, NV"
"Winemucca","Nevada, NV"
"Winstconstin Dells","Wisconsin, WI"
"Wochester","Massachusetts, MA"
"Worchester","Massachusetts, MA"
"Worthingtown","Minnesota, MN"
"Yackima","Washington, WA"
"Yonkars","New York, NY"
"Yurba Linda","California, CA"
"Uba City","California, CA"
"Zanesvile","Ohio, OH"
"Abbeville","Georgia, GA"
"Abilene","Texas, TX"
"Adamsville","Tennessee, TN"
"Alabaster","Alabama, AL"
"Alamosa","Colorado, CO"
"Albany","Oregon, OR"
"Albany","New York, NY"
"Albuquerque","New Mexico, NM"
"Algona","Washington, WA"
"Algona","Iowa, IA"
"Algonquin","Illinois, IL"
"Ann Arbor","Michigan, MI"
"Annapolis","Maryland, MD"
"Anniston","Alabama, AL"
"Anoka","Minnesota, MN"
"Apache Junction","Arizona, AZ"
"Apex","North Carolina, NC"
"Artesia","Mississippi, MS"
"Arvada","Colorado, CO"
"Ashton","Idaho, ID"
"Aspen","Colorado, CO"
"Athens","Georgia, GA"
"Athol","Massachusetts, MA"
"Atlanta","Georgia, GA"
"Auburn","Alabama, AL"
"Auburn","Washington, WA"
"Ault","Colorado, CO"
"Aurora","Illinois, IL"
"Bakersfield","California, CA"
"Baltimore","Maryland, MD"
"Bandera","Texas, TX"
"Bangor","Maine, ME"
"Bardstown","Kentucky, KY"
"Barre","Vermont, VT"
"Batavia","Illinois, IL"
"Baxter Springs","Kansas, KS"
"Bayou La Batre","Alabama, AL"
"Beardstown","Illinois, IL"
"Beattie","Kansas, KS"
"Beaver","Oklahoma, OK"
"Bellevue","Washington, WA"
"Bellingham","Washington, WA"
"Belzoni","Mississippi, MS"
"Bemidji","Minnesota, MN"
"Berea","Kentucky, KY"
"Berkeley","California, CA"
"Berlin","New Hampshire, NH"
"Berrien Springs","Michigan, MI"
"Berryville","Arkansas, AR"
"Berthoud","Colorado, CO"
"Bertram","Texas, TX"
"Bethany Beach","Delaware, DE"
"Bethlehem","Connecticut, CT"
"Bethlehem","Pennsylvania, PA"
"Biloxi","Mississippi, MS"
"Binghamton","New York, NY"
"Birmingham","Alabama, AL"
"Bishop","California, CA"
"Bloomington","Illinois, IL"
"Boone","North Carolina, NC"
"Bothell","Washington, WA"
"Boulder","Colorado, CO"
"Bozeman","Montana, MT"
"Breckenridge","Colorado, CO"
"Brevard","North Carolina, NC"
"Brinkley","Arkansas, AR"
"Bristol","Tennessee, TN"
"Bristol","Virginia, VA"
"Brockton","Massachusetts, MA"
"Brooklyn","New York, NY"
"Buena Park","California, CA"
"Buhl","Idaho, ID"
"Burlington","Vermont, VT"
"Butte","Montana, MT"
"Byram Township","New Jersey, NJ"
"Caldwell","Texas, TX"
"Campbell","California, CA"
"Carbondale","Colorado, CO"
"Carrboro","North Carolina, NC"
"Castroville","California, CA"
"Cawker City","Kansas, KS"
"Cedaredge","Colorado, CO"
"Central City","Colorado, CO"
"Champaign-Urbana","Illinois, IL"
"Chandler","Arizona, AZ"
"Charleston","South Carolina, SC"
"Charlotte","North Carolina, NC"
"Chatsworth","California, CA"
"Chattanooga","Tennessee, TN"
"Cheshire","Connecticut, CT"
"Cheyenne","Wyoming, WY"
"Chicago","Illinois, IL"
"Chico","California, CA"
"Chula Vista","California, CA"
"Churubusco","Indiana, IN"
"Cincinnati","Ohio, OH"
"Circleville","Ohio, OH"
"Clark","South Dakota, SD"
"Clarksville","Tennessee, TN"
"Claxton","Georgia, GA"
"Cleveland","Ohio, OH"
"Clifton","Texas, TX"
"Clovis","California, CA"
"Coachella","California, CA"
"Coconut Creek","Florida, FL"
"Cody","Wyoming, WY"
"Colonial Beach","Virginia, VA"
"Colquitt","Georgia, GA"
"Columbia","South Carolina, SC"
"Columbus","Indiana, IN"
"Columbus","Ohio, OH"
"Colville","Washington, WA"
"Conway","Arkansas, AR"
"Cooperstown","New York, NY"
"Coral Springs","Florida, FL"
"Cordele","Georgia, GA"
"Corning","New York, NY"
"Corona","California, CA"
"Corsicana","Texas, TX"
"Cottonwood Heights","Utah, UT"
"Cozad","Nebraska, NE"
"Cranford","New Jersey, NJ"
"Creede","Colorado, CO"
"Crested Butte","Colorado, CO"
"Crisfield","Maryland, MD"
"Cuero","Texas, TX"
"Dalton","Georgia, GA"
"Daly City","California, CA"
"Danbury","Connecticut, CT"
"Danville","Kentucky, KY"
"Davis","California, CA"
"Davison","Michigan, MI"
"Dawson","Georgia, GA"
"Dayton","Ohio, OH"
"DeKalb","Illinois, IL"
"Decatur","Alabama, AL"
"Delphos","Ohio, OH"
"Demopolis","Alabama, AL"
"Denver","Colorado, CO"
"Denville","New Jersey, NJ"
"Derby","Connecticut, CT"
"Derry","New Hampshire, NH"
"Des Allemands","Louisiana, LA"
"Des Moines","Iowa, IA"
"Detroit","Michigan, MI"
"Dickinson","North Dakota, ND"
"Dinuba","California, CA"
"Dodge City","Kansas, KS"
"Douglas","Wyoming, WY"
"Douglas","Alabama, AL"
"Dove Creek","Colorado, CO"
"Dover","Delaware, DE"
"Drayton","North Dakota, ND"
"Drumright","Oklahoma, OK"
"Dubach","Louisiana, LA"
"Duluth","Minnesota, MN"
"Dumas","Arkansas, AR"
"Dyersville","Iowa, IA"
"Eaton","Colorado, CO"
"Eau Claire","Michigan, MI"
"Edgewater","Colorado, CO"
"El Paso","Texas, TX"
"El Reno","Oklahoma, OK"
"Elberton","Georgia, GA"
"Elgin","South Carolina, SC"
"Elgin","Texas, TX"
"Elizabethton","Tennessee, TN"
"Elkhart","Indiana, IN"
"Emerson","Arkansas, AR"
"Emmetsburg","Iowa, IA"
"Erie","Pennsylvania, PA"
"Erwin","North Carolina, NC"
"Eufaula","Alabama, AL"
"Eugene","Oregon, OR"
"Eustis","Florida, FL"
"Fallon","Nevada, NV"
"Farmington","Maine, ME"
"Fayetteville","North Carolina, NC"
"Fayetteville","Arkansas, AR"
"Fernandina Beach","Florida, FL"
"Flagstaff","Arizona, AZ"
"Forestville","California, CA"
"Fort Collins","Colorado, CO"
"Fort Dodge","Iowa, IA"
"Fort Myers","Florida, FL"
"Fort Thompson","South Dakota, SD"
"Fort Wayne","Indiana, IN"
"Fort Worth","Texas, TX"
"Fortescue","New Jersey, NJ"
"Fulton","New York, NY"
"Gainesville","Florida, FL"
"Gainesville","Georgia, GA"
"Galilee","Rhode Island, RI"
"Gallup","New Mexico, NM"
"Galveston","Texas, TX"
"Gary","Indiana, IN"
"Gaylord","Michigan, MI"
"Genoa","Nevada, NV"
"Gilroy","California, CA"
"Girard","Kansas, KS"
"Glendive","Montana, MT"
"Gloucester","Massachusetts, MA"
"Goleta","California, CA"
"Gonzales","Louisiana, LA"
"Granville","New York, NY"
"Greeley","Colorado, CO"
"Green Forest","Arkansas, AR"
"Greenville","Alabama, AL"
"Greenville","South Carolina, SC"
"Greenwood","South Carolina, SC"
"Gridley","California, CA"
"Griggsville","Illinois, IL"
"Grinnell","Iowa, IA"
"Groton","Connecticut, CT"
"Gueydan","Louisiana, LA"
"Gulfport","Mississippi, MS"
"Hacienda Heights","California, CA"
"Hadley","Massachusetts, MA"
"Hagerstown","Maryland, MD"
"Haines","Alaska, AK"
"Haines City","Florida, FL"
"Haleyville","Alabama, AL"
"Hamilton","Texas, TX"
"Hammondsport","New York, NY"
"Hannibal","Missouri, MO"
"Hartford","Connecticut, CT"
"Hartselle","Alabama, AL"
"Hastings","Nebraska, NE"
"Hattiesburg","Mississippi, MS"
"Haverstraw","New York, NY"
"Haysville","Kansas, KS"
"Hialeah","Florida, FL"
"Holtville","California, CA"
"Holyoke","Massachusetts, MA"
"Honaker","Virginia, VA"
"Honolulu","Hawaii, HI"
"Hot Springs","Arkansas, AR"
"Houston","Texas, TX"
"Hueytown","Alabama, AL"
"Huntington Beach","California, CA"
"Huntley","Illinois, IL"
"Huntsville","Alabama, AL"
"Huntsville","Texas, TX"
"Indiana","Pennsylvania, PA"
"Indianapolis","Indiana, IN"
"Indio","California, CA"
"Inola","Oklahoma, OK"
"Isleton","California, CA"
"Jackson","Michigan, MI"
"Jackson","Mississippi, MS"
"Jacksonville","Alabama, AL"
"Jacksonville","Florida, FL"
"Jamestown","North Dakota, ND"
"Jennings","Kansas, KS"
"Jennings","Louisiana, LA"
"Jerome","Arizona, AZ"
"Jersey City","New Jersey, NJ"
"Johnson City","Tennessee, TN"
"Joliet","Illinois, IL"
"Jonesboro","Arkansas, AR"
"Jonesborough","Tennessee, TN"
"Juneau","Alaska, AK"
"Kalamazoo","Michigan, MI"
"Kalispell","Montana, MT"
"Kannapolis","North Carolina, NC"
"Kansas City","Missouri, MO"
"Kaufman","Texas, TX"
"Keansburg","New Jersey, NJ"
"Keene","New Hampshire, NH"
"Keizer","Oregon, OR"
"Kelso","Washington, WA"
"Kenai","Alaska, AK"
"Kennesaw","Georgia, GA"
"Kenton","Tennessee, TN"
"Keokuk","Iowa, IA"
"Ketchikan","Alaska, AK"
"Kewanee","Illinois, IL"
"Kirkland","Washington, WA"
"Kirkwood","Missouri, MO"
"Kirwin","Kansas, KS"
"Kodiak","Alaska, AK"
"Kokomo","Indiana, IN"
"Lafayette","Louisiana, LA"
"Lake Benton","Minnesota, MN"
"Lake Oswego","Oregon, OR"
"Laramie","Wyoming, WY"
"Las Vegas","Nevada, NV"
"Lathrop","Missouri, MO"
"Lebanon","Tennessee, TN"
"Lenexa","Kansas, KS"
"Lenoir City","Tennessee, TN"
"Leola","South Dakota, SD"
"Leoti","Kansas, KS"
"Lewes","Delaware, DE"
"Lexington","Kentucky, KY"
"Lexington","Massachusetts, MA"
"Limon","Colorado, CO"
"Lincoln","Alabama, AL"
"Lindsborg","Kansas, KS"
"Lithonia","Georgia, GA"
"Lodi","California, CA"
"Lombard","Illinois, IL"
"Lompoc","California, CA"
"Long Beach","California, CA"
"Los Angeles","California, CA"
"Louisville","Kentucky, KY"
"Loup City","Nebraska, NE"
"Lowell","Arkansas, AR"
"Lowell","Massachusetts, MA"
"Lynchburg","Virginia, VA"
"Madison","Wisconsin, WI"
"Malvern","Arkansas, AR"
"Manchester","New Hampshire, NH"
"Manhattan","Kansas, KS"
"Mannford","Oklahoma, OK"
"Marion","Indiana, IN"
"Marionville","Missouri, MO"
"Marseilles","Illinois, IL"
"Marysville","California, CA"
"Marysville","Kansas, KS"
"Mattoon","Illinois, IL"
"McCloud","California, CA"
"McMinnville","Tennessee, TN"
"Melbourne","Florida, FL"
"Memphis","Tennessee, TN"
"Merced","California, CA"
"Meredith","New Hampshire, NH"
"Meriden","Connecticut, CT"
"Metropolis","Illinois, IL"
"Miami","Florida, FL"
"Middletown","Connecticut, CT"
"Midlothian","Texas, TX"
"Millinocket","Maine, ME"
"Milpitas","California, CA"
"Milwaukee","Wisconsin, WI"
"Minneapolis","Minnesota, MN"
"Mishawaka","Indiana, IN"
"Missoula","Montana, MT"
"Modesto","California, CA"
"Monterey","California, CA"
"Montgomery","Minnesota, MN"
"Montgomery","Alabama, AL"
"Morton","Illinois, IL"
"Mount Pleasant","Texas, TX"
"Mountain View","Arkansas, AR"
"Muskegon","Michigan, MI"
"Myrtle Beach","South Carolina, SC"
"Naperville","Illinois, IL"
"Nashville","Georgia, GA"
"Nashville","Tennessee, TN"
"Naugatuck","Connecticut, CT"
"Nederland","Colorado, CO"
"New Britain","Connecticut, CT"
"New Brunswick","New Jersey, NJ"
"New Haven","Connecticut, CT"
"New Orleans","Louisiana, LA"
"New Rochelle","New York, NY"
"New Ulm","Minnesota, MN"
"New York","New York, NY"
"Newberry","Michigan, MI"
"Newnan","Georgia, GA"
"Niagara Falls","New York, NY"
"Norco","California, CA"
"North Adams","Massachusetts, MA"
"North Loup","Nebraska, NE"
"North Platte","Nebraska, NE"
"North Tonawanda","New York, NY"
"Northampton","Massachusetts, MA"
"Norwich","Connecticut, CT"
"O'Fallon","Missouri, MO"
"O'Neill","Nebraska, NE"
"Oakland","Nebraska, NE"
"Ocoee","Florida, FL"
"Ogdensburg","New York, NY"
"Okeechobee","Florida, FL"
"Oklahoma City","Oklahoma, OK"
"Olathe","Kansas, KS"
"Olney","Illinois, IL"
"Omaha","Nebraska, NE"
"Onaway","Michigan, MI"
"Orem","Utah, UT"
"Ormond Beach","Florida, FL"
"Oroville","California, CA"
"Ouray","Colorado, CO"
"Oxnard","California, CA"
"Pacifica","California, CA"
"Paducah","Kentucky, KY"
"Palisade","Colorado, CO"
"Palm Springs","California, CA"
"Panama City Beach","Florida, FL"
"Parsons","Kansas, KS"
"Pasadena","California, CA"
"Paterson","New Jersey, NJ"
"Pawtucket","Rhode Island, RI"
"Peabody","Massachusetts, MA"
"Pearsonville","California, CA"
"Pensacola","Florida, FL"
"Peoria","Illinois, IL"
"Perth Amboy","New Jersey, NJ"
"Peru","Indiana, IN"
"Petersburg","West Virginia, WV"
"Phelps","New York, NY"
"Philadelphia","Pennsylvania, PA"
"Phoenix","Arizona, AZ"
"Pittsburg","Kansas, KS"
"Pittsburgh","Pennsylvania, PA"
"Placerville","California, CA"
"Plainfield","New Jersey, NJ"
"Plymouth","Massachusetts, MA"
"Ponchatoula","Louisiana, LA"
"Portland","Oregon, OR"
"Prattville","Alabama, AL"
"Prescott","Arizona, AZ"
"Presque Isle","Maine, ME"
"Provincetown","Massachusetts, MA"
"Provo","Utah, UT"
"Pueblo","Colorado, CO"
"Punxsutawney","Pennsylvania, PA"
"Purcell","Oklahoma, OK"
"Quincy","Illinois, IL"
"Radford","Virginia, VA"
"Raleigh","North Carolina, NC"
"Randolph","Nebraska, NE"
"Rayne","Louisiana, LA"
"Reading","Pennsylvania, PA"
"Redmond","Washington, WA"
"Redwood City","California, CA"
"Reedley","California, CA"
"Rehoboth Beach","Delaware, DE"
"Renfro Valley","Kentucky, KY"
"Reno","Nevada, NV"
"Rhinebeck","New York, NY"
"Richmond","Virginia, VA"
"Rio Rancho","New Mexico, NM"
"Roanoke","Virginia, VA"
"Rochester","New Hampshire, NH"
"Rockland","Maine, ME"
"Roscoe","New York, NY"
"Roswell","New Mexico, NM"
"Rumney","New Hampshire, NH"
"Russell Springs","Kansas, KS"
"Rutland","Vermont, VT"
"Sacramento","California, CA"
"Saint Paul","Minnesota, MN"
"Salem","Massachusetts, MA"
"Salem","Missouri, MO"
"Salem","Oregon, OR"
"Salina","Kansas, KS"
"San Angelo","Texas, TX"
"San Diego","California, CA"
"San Francisco","California, CA"
"San Jose","California, CA"
"Sandersville","Georgia, GA"
"Sanger","California, CA"
"Sansom Park","Texas, TX"
"Santa Cruz","California, CA"
"Santa Fe","New Mexico, NM"
"Santa Rosa","New Mexico, NM"
"Sarasota","Florida, FL"
"Saratoga","Wyoming, WY"
"Saratoga Springs","New York, NY"
"Savannah","Georgia, GA"
"Schenectady","New York, NY"
"Scranton","Pennsylvania, PA"
"Seaford","Delaware, DE"
"Sedona","Arizona, AZ"
"Selma","California, CA"
"Severance","Colorado, CO"
"Shelbyville","Tennessee, TN"
"Sierra Vista","Arizona, AZ"
"Siloam Springs","Arkansas, AR"
"Sioux City","Iowa, IA"
"Sioux Falls","South Dakota, SD"
"Sitka","Alaska, AK"
"Slocomb","Alabama, AL"
"Soldiers Grove","Wisconsin, WI"
"Solvang","California, CA"
"Somerville","Massachusetts, MA"
"South Haven","Michigan, MI"
"Spartanburg","South Carolina, SC"
"Springfield","Massachusetts, MA"
"St. Albans","Vermont, VT"
"St. Cloud","Minnesota, MN"
"St. Louis","Missouri, MO"
"St. Martinville","Louisiana, LA"
"St. Petersburg","Florida, FL"
"Stamford","Connecticut, CT"
"Staten Island","New York, NY"
"Stockton","California, CA"
"Strongsville","Ohio, OH"
"Stuttgart","Arkansas, AR"
"Sugar Land","Texas, TX"
"Sugarcreek","Ohio, OH"
"Sumner","Missouri, MO"
"Sumner","Washington, WA"
"Sun Prairie","Wisconsin, WI"
"Sunnyvale","California, CA"
"Tacoma","Washington, WA"
"Talent","Oregon, OR"
"Tallahassee","Florida, FL"
"Tarpon Springs","Florida, FL"
"Tarryall","Colorado, CO"
"Taunton","Massachusetts, MA"
"Telluride","Colorado, CO"
"Terlingua","Texas, TX"
"Terre Haute","Indiana, IN"
"Texarkana","Arkansas, AR"
"Texas City","Texas, TX"
"The Colony","Texas, TX"
"Thomasville","North Carolina, NC"
"Toledo","Ohio, OH"
"Tombstone","Arizona, AZ"
"Traverse City","Michigan, MI"
"Troy","New York, NY"
"Tucson","Arizona, AZ"
"Tulelake","California, CA"
"Tulsa","Oklahoma, OK"
"Tuscaloosa","Alabama, AL"
"Tuskegee","Alabama, AL"
"Tyler","Texas, TX"
"Unadilla","Nebraska, NE"
"Valdosta","Georgia, GA"
"Valley City","Ohio, OH"
"Valparaiso","Indiana, IN"
"Vicksburg","Mississippi, MS"
"Victoria","Texas, TX"
"Vidalia","Georgia, GA"
"Waco","Texas, TX"
"Walla Walla","Washington, WA"
"Wallace","Idaho, ID"
"Waltham","Massachusetts, MA"
"Warrensburg","Missouri, MO"
"Wartrace","Tennessee, TN"
"Warwick","Georgia, GA"
"Warwick","Rhode Island, RI"
"Wasco","California, CA"
"Washington","Missouri, MO"
"Waterville","Maine, ME"
"Waynesboro","Georgia, GA"
"Waynesville","Ohio, OH"
"Weatherford","Texas, TX"
"West Haven","Connecticut, CT"
"Westfield","Massachusetts, MA"
"Westfield","New York, NY"
"Wetumpka","Alabama, AL"
"Wichita","Kansas, KS"
"Wickenburg","Arizona, AZ"
"Willard","Ohio, OH"
"Williamsburg","Virginia, VA"
"Willimantic","Connecticut, CT"
"Willits","California, CA"
"Wills Point","Texas, TX"
"Wilmington","Delaware, DE"
"Wilmington","Illinois, IL"
"Wilmington","North Carolina, NC"
"Wilmington","Ohio, OH"
"Winfield","Alabama, AL"
"Winnemucca","Nevada, NV"
"Winooski","Vermont, VT"
"Winston-Salem","North Carolina, NC"
"Xenia","Ohio, OH"
"Yonkers","New York, NY"
"Yuma","Arizona, AZ"
