"city","state"
"Bothell","Washington, WA"
"Boulder","Colorado, CO"
"Bozeman","Montana, MT"
"Breaux Bridge","Louisiana, LA"
"Breckenridge","Colorado, CO"
"Brevard","North Carolina, NC"
"Bridgeport","Connecticut, CT"
"Brinkley","Arkansas, AR"
"Bristol","Connecticut, CT"
"Bristol","Tennessee, TN"
"Bristol","Virginia, VA"
"Brockton","Massachusetts, MA"
"Brooklyn","New York, NY"
"Brunswick","Missouri, MO"
"Buena Park","California, CA"
"Buhl","Idaho, ID"
"Burlington","Vermont, VT"
"Butte","Montana, MT"
"Byram Township","New Jersey, NJ"
"Calabash","North Carolina, NC"
"Caldwell","Texas, TX"
"Campbell","California, CA"
"Canon","Georgia, GA"
"Carbondale","Colorado, CO"
"Carrboro","North Carolina, NC"
"Castroville","California, CA"
"Cawker City","Kansas, KS"
"Cedaredge","Colorado, CO"
"Central City","Colorado, CO"
"Chadbourn","North Carolina, NC"
"Champaign-Urbana","Illinois, IL"
"Chandler","Arizona, AZ"
"Charleston","South Carolina, SC"
"Charlotte","North Carolina, NC"
"Chatsworth","California, CA"
"Chattanooga","Tennessee, TN"
"Cherryfield","Maine, ME"
"Cheshire","Connecticut, CT"
"Cheyenne","Wyoming, WY"
"Chicago","Illinois, IL"
"Chico","California, CA"
"Chula Vista","California, CA"
"Churubusco","Indiana, IN"
"Cincinnati","Ohio, OH"
"Circleville","Ohio, OH"
"Clark","South Dakota, SD"
"Clarksville","Tennessee, TN"
"Claxton","Georgia, GA"
"Cleveland","Ohio, OH"
"Clifton","Texas, TX"
"Clovis","California, CA"
"Coachella","California, CA"
"Coconut Creek","Florida, FL"
"Cody","Wyoming, WY"
"Collinsville","Illinois, IL"
"Colonial Beach","Virginia, VA"
"Colquitt","Georgia, GA"
"Columbia","Maryland, MD"
"Columbia","South Carolina, SC"
"Columbus","Indiana, IN"
"Columbus","Ohio, OH"
"Colville","Washington, WA"
"Compton","California, CA"
"Concord","New Hampshire, NH"
"Conway","Arkansas, AR"
"Cooperstown","New York, NY"
"Coral Springs","Florida, FL"
"Cordele","Georgia, GA"
"Corning","California, CA"
"Corning","New York, NY"
"Corona","California, CA"
"Corsicana","Texas, TX"
"Cottonwood Heights","Utah, UT"
"Cozad","Nebraska, NE"
"Cranford","New Jersey, NJ"
"Crawford","Nebraska, NE"
"Creede","Colorado, CO"
"Crested Butte","Colorado, CO"
"Crisfield","Maryland, MD"
"Crystal Lake","Illinois, IL"
"Cuero","Texas, TX"
"Dalton","Georgia, GA"
"Daly City","California, CA"
"Danbury","Connecticut, CT"
"Dannebrog","Nebraska, NE"
"Danville","Kentucky, KY"
"Davis","California, CA"
"Davison","Michigan, MI"
"Dawson","Georgia, GA"
"Dayton","Ohio, OH"
"DeKalb","Illinois, IL"
"Decatur","Alabama, AL"
"Deer Trail","Colorado, CO"
"Deland","Florida, FL"
"Delphos","Ohio, OH"
"Demopolis","Alabama, AL"
"Denver","Colorado, CO"
"Denville","New Jersey, NJ"
"Derby","Connecticut, CT"
"Derry","New Hampshire, NH"
"Des Allemands","Louisiana, LA"
"Des Moines","Iowa, IA"
"Detroit","Michigan, MI"
"Dickinson","North Dakota, ND"
"Dinuba","California, CA"
"Dodge City","Kansas, KS"
"Douglas","Wyoming, WY"
"Douglas","Alabama, AL"
"Dove Creek","Colorado, CO"
"Dover","Delaware, DE"
"Drayton","North Dakota, ND"
"Drumright","Oklahoma, OK"
"Dubach","Louisiana, LA"
"Duluth","Minnesota, MN"
"Dumas","Arkansas, AR"
"Duncanville","Texas, TX"
"Durango","Colorado, CO"
"Dyersville","Iowa, IA"
"Eagle Lake","Texas, TX"
"Eaton","Colorado, CO"
"Eau Claire","Michigan, MI"
"Edgewater","Colorado, CO"
"El Paso","Texas, TX"
"El Reno","Oklahoma, OK"
"Elberton","Georgia, GA"
"Elgin","South Carolina, SC"
"Elgin","Texas, TX"
"Elizabethton","Tennessee, TN"
"Elkhart","Indiana, IN"
"Emerson","Arkansas, AR"
"Emmetsburg","Iowa, IA"
"Enumclaw","Washington, WA"
"Erie","Pennsylvania, PA"
"Erwin","North Carolina, NC"
"Eufaula","Alabama, AL"
"Eugene","Oregon, OR"
"Eustis","Florida, FL"
"Fairfield","Iowa, IA"
"Fallbrook","California, CA"
"Fallon","Nevada, NV"
"Farmington","Maine, ME"
"Fayetteville","Arkansas, AR"
"Fayetteville","North Carolina, NC"
"Fernandina Beach","Florida, FL"
"Flagstaff","Arizona, AZ"
"Forestville","California, CA"
"Fort Collins","Colorado, CO"
"Fort Dodge","Iowa, IA"
"Fort Lauderdale","Florida, FL"
"Fort Lee","New Jersey, NJ"
"Fort Myers","Florida, FL"
"Fort Payne","Alabama, AL"
"Fort Thompson","South Dakota, SD"
"Fort Wayne","Indiana, IN"
"Fort Worth","Texas, TX"
"Fortescue","New Jersey, NJ"
"Fruita","Colorado, CO"
"Fulton","New York, NY"
"Gainesville","Florida, FL"
"Gainesville","Georgia, GA"
"Galilee","Rhode Island, RI"
"Gallup","New Mexico, NM"
"Galveston","Texas, TX"
"Gary","Indiana, IN"
"Gaylord","Michigan, MI"
"Genoa","Nevada, NV"
"Gilroy","California, CA"
"Girard","Kansas, KS"
"Glendale","California, CA"
"Glendive","Montana, MT"
"Gloucester","Massachusetts, MA"
"Goleta","California, CA"
"Gonzales","Louisiana, LA"
"Granville","New York, NY"
"Greeley","Colorado, CO"
"Green Forest","Arkansas, AR"
"Greenfield","California, CA"
"Greenville","Alabama, AL"
"Greenville","South Carolina, SC"
"Greenwood","South Carolina, SC"
"Gridley","California, CA"
"Griffin","Georgia, GA"
"Griggsville","Illinois, IL"
"Grinnell","Iowa, IA"
"Groton","Connecticut, CT"
"Gueydan","Louisiana, LA"
"Gulfport","Mississippi, MS"
"Hacienda Heights","California, CA"
"Hadley","Massachusetts, MA"
"Hagerstown","Maryland, MD"
"Haines","Alaska, AK"
"Haines City","Florida, FL"
"Haleyville","Alabama, AL"
"Hamden","Connecticut, CT"
"Hamilton","Texas, TX"
"Hammondsport","New York, NY"
"Hannibal","Missouri, MO"
"Hartford","Connecticut, CT"
"Hartselle","Alabama, AL"
"Hastings","Nebraska, NE"
"Hattiesburg","Mississippi, MS"
"Haverstraw","New York, NY"
"Haysville","Kansas, KS"
"Hercules","California, CA"
"Hershey","Pennsylvania, PA"
"Hialeah","Florida, FL"
"Holtville","California, CA"
"Holyoke","Massachusetts, MA"
"Honaker","Virginia, VA"
"Honolulu","Hawaii, HI"
"Hot Springs","Arkansas, AR"
"Houston","Texas, TX"
"Hueytown","Alabama, AL"
"Huntington Beach","California, CA"
"Huntley","Illinois, IL"
"Huntsville","Alabama, AL"
"Huntsville","Texas, TX"
"Ilwaco","Washington, WA"
"Independence","Missouri, MO"
"Indiana","Pennsylvania, PA"
"Indianapolis","Indiana, IN"
"Indio","California, CA"
"Inola","Oklahoma, OK"
"Isleton","California, CA"
"Jackson","Michigan, MI"
"Jackson","Mississippi, MS"
"Jacksonville","Alabama, AL"
"Jacksonville","Florida, FL"
"Jamestown","North Dakota, ND"
"Jasper","Arkansas, AR"
"Jennings","Kansas, KS"
"Jennings","Louisiana, LA"
"Jerome","Arizona, AZ"
"Jersey City","New Jersey, NJ"
"Johnson City","Tennessee, TN"
"Johnstown","Pennsylvania, PA"
"Joliet","Illinois, IL"
"Jonesboro","Arkansas, AR"
"Jonesborough","Tennessee, TN"
"Juneau","Alaska, AK"
"Kalamazoo","Michigan, MI"
"Kalispell","Montana, MT"
"Kannapolis","North Carolina, NC"
"Kansas City","Missouri, MO"
"Kansas City","Kansas, KS"
"Kaufman","Texas, TX"
"Keansburg","New Jersey, NJ"
"Keene","New Hampshire, NH"
"Keizer","Oregon, OR"
"Kelso","Washington, WA"
"Kenai","Alaska, AK"
"Kennesaw","Georgia, GA"
"Kenton","Tennessee, TN"
"Keokuk","Iowa, IA"
"Ketchikan","Alaska, AK"
"Kewanee","Illinois, IL"
"Kingsville","Texas, TX"
"Kirkland","Washington, WA"
"Kirkwood","Missouri, MO"
"Kirwin","Kansas, KS"
"Knik","Alaska, AK"
"Knoxville","Tennessee, TN"
"Kodiak","Alaska, AK"
"Kokomo","Indiana, IN"
"La Crosse","Kansas, KS"
"Lafayette","Louisiana, LA"
"Lake Benton","Minnesota, MN"
"Lake Oswego","Oregon, OR"
"Laramie","Wyoming, WY"
"Las Vegas","Nevada, NV"
"Lathrop","Missouri, MO"
"Lebanon","Tennessee, TN"
"Lecompte","Louisiana, LA"
"Lenexa","Kansas, KS"
"Lenoir City","Tennessee, TN"
"Leola","South Dakota, SD"
"Leoti","Kansas, KS"
"Lewes","Delaware, DE"
"Lexington","Kentucky, KY"
"Lexington","Massachusetts, MA"
"Limon","Colorado, CO"
"Lincoln","Alabama, AL"
"Lincoln","Nebraska, NE"
"Linden","California, CA"
"Lindsborg","Kansas, KS"
"Lithonia","Georgia, GA"
"Little Rock","Arkansas, AR"
"Lockport","New York, NY"
"Lodi","California, CA"
"Lombard","Illinois, IL"
"Lompoc","California, CA"
"Long Beach","California, CA"
"Los Angeles","California, CA"
"Louisville","Kentucky, KY"
"Loup City","Nebraska, NE"
"Lowell","Arkansas, AR"
"Lowell","Massachusetts, MA"
"Lynchburg","Virginia, VA"
"Madison","Wisconsin, WI"
"Maggie Valley","North Carolina, NC"
"Malvern","Arkansas, AR"
"Manchester","New Hampshire, NH"
"Manchester","Connecticut, CT"
"Manhattan","Kansas, KS"
"Manhattan","New York, NY"
"Mannford","Oklahoma, OK"
"Marion","Indiana, IN"
"Marionville","Missouri, MO"
"Marseilles","Illinois, IL"
"Marysville","California, CA"
"Marysville","Kansas, KS"
"Mattoon","Illinois, IL"
"McAllen","Texas, TX"
"McCloud","California, CA"
"McMinnville","Tennessee, TN"
"Medfield","Massachusetts, MA"
"Melbourne","Florida, FL"
"Memphis","Tennessee, TN"
"Merced","California, CA"
"Meredith","New Hampshire, NH"
"Meriden","Connecticut, CT"
"Mesick","Michigan, MI"
"Metropolis","Illinois, IL"
"Miami","Florida, FL"
"Middletown","Connecticut, CT"
"Midlothian","Texas, TX"
"Millinocket","Maine, ME"
"Milpitas","California, CA"
"Milwaukee","Wisconsin, WI"
"Minneapolis","Minnesota, MN"
"Mishawaka","Indiana, IN"
"Missoula","Montana, MT"
"Modesto","California, CA"
"Monterey","California, CA"
"Montgomery","Minnesota, MN"
"Montgomery","Alabama, AL"
"Monticello","Minnesota, MN"
"Morton","Illinois, IL"
"Mount Ida","Arkansas, AR"
"Mount Pleasant","Texas, TX"
"Mountain View","Arkansas, AR"
"Muskegon","Michigan, MI"
"Myrtle Beach","South Carolina, SC"
"Naperville","Illinois, IL"
"Nashua","New Hampshire, NH"
"Nashville","Arkansas, AR"
"Nashville","Georgia, GA"
"Nashville","Tennessee, TN"
"Naugatuck","Connecticut, CT"
"Nederland","Colorado, CO"
"Neosho","Missouri, MO"
"New Britain","Connecticut, CT"
"New Brunswick","New Jersey, NJ"
"New Castle","Pennsylvania, PA"
"New Haven","Connecticut, CT"
"New Orleans","Louisiana, LA"
"New Rochelle","New York, NY"
"New Ulm","Minnesota, MN"
"New York","New York, NY"
"Newark","New Jersey, NJ"
"Newberry","Michigan, MI"
"Newburyport","Massachusetts, MA"
"Newnan","Georgia, GA"
"Newport","Rhode Island, RI"
"Niagara Falls","New York, NY"
"Norco","California, CA"
"Norman","Oklahoma, OK"
"North Adams","Massachusetts, MA"
"North Loup","Nebraska, NE"
"North Platte","Nebraska, NE"
"North Tonawanda","New York, NY"
"Northampton","Massachusetts, MA"
"Northfield","Minnesota, MN"
"Norwich","Connecticut, CT"
"O'Fallon","Missouri, MO"
"O'Neill","Nebraska, NE"
"Oak Ridge","Tennessee, TN"
"Oakland","Nebraska, NE"
"Ocean City","New Jersey, NJ"
"Ocoee","Florida, FL"
"Ogdensburg","New York, NY"
"Okeechobee","Florida, FL"
"Oklahoma City","Oklahoma, OK"
"Olathe","Kansas, KS"
"Olney","Illinois, IL"
"Omaha","Nebraska, NE"
"Onaway","Michigan, MI"
"Orem","Utah, UT"
"Ormond Beach","Florida, FL"
"Oroville","California, CA"
"Ouray","Colorado, CO"
"Owensboro","Kentucky, KY"
"Oxnard","California, CA"
"Ozark","Alabama, AL"
"Pacifica","California, CA"
"Paducah","Kentucky, KY"
"Palisade","Colorado, CO"
"Palm Springs","California, CA"
"Panama City Beach","Florida, FL"
"Parsons","Kansas, KS"
"Pasadena","California, CA"
"Paterson","New Jersey, NJ"
"Pawtucket","Rhode Island, RI"
"Peabody","Massachusetts, MA"
"Pearsonville","California, CA"
"Pensacola","Florida, FL"
"Peoria","Illinois, IL"
"Perth Amboy","New Jersey, NJ"
"Peru","Indiana, IN"
"Petersburg","West Virginia, WV"
"Phelps","New York, NY"
"Philadelphia","Pennsylvania, PA"
"Phoenix","Arizona, AZ"
"Pikeville","Kentucky, KY"
"Pinehurst","North Carolina, NC"
"Pittsburg","Kansas, KS"
"Pittsburgh","Pennsylvania, PA"
"Placerville","California, CA"
"Plainfield","New Jersey, NJ"
"Plano","Texas, TX"
"Plymouth","Massachusetts, MA"
"Pocatello","Idaho, ID"
"Ponchatoula","Louisiana, LA"
"Portland","Oregon, OR"
"Prattville","Alabama, AL"
"Prescott","Arizona, AZ"
"Presque Isle","Maine, ME"
"Preston","Minnesota, MN"
"Provincetown","Massachusetts, MA"
"Provo","Utah, UT"
"Pueblo","Colorado, CO"
"Punxsutawney","Pennsylvania, PA"
"Purcell","Oklahoma, OK"
"Quincy","Illinois, IL"
"Quinter","Kansas, KS"
"Quitman","Texas, TX"
"Radford","Virginia, VA"
"Raleigh","North Carolina, NC"
"Randolph","Nebraska, NE"
"Ray","North Dakota, ND"
"Rayne","Louisiana, LA"
"Reading","Pennsylvania, PA"
"Redmond","Washington, WA"
"Redwood City","California, CA"
"Reedley","California, CA"
"Rehoboth Beach","Delaware, DE"
"Renfro Valley","Kentucky, KY"
"Reno","Nevada, NV"
"Rhinebeck","New York, NY"
"Richmond","Virginia, VA"
"Rio Rancho","New Mexico, NM"
"Roanoke","Virginia, VA"
"Rochester","New York, NY"
"Rochester","New Hampshire, NH"
"Rockland","Maine, ME"
"Roscoe","New York, NY"
"Roswell","New Mexico, NM"
"Rumney","New Hampshire, NH"
"Russell Springs","Kansas, KS"
"Rutland","Vermont, VT"
"Sacramento","California, CA"
"Saint Paul","Minnesota, MN"
"Salem","Massachusetts, MA"
"Salem","Missouri, MO"
"Salem","New Hampshire, NH"
"Salem","Oregon, OR"
"Salina","Kansas, KS"
"San Angelo","Texas, TX"
"San Diego","California, CA"
"San Francisco","California, CA"
"San Jose","California, CA"
"Sandersville","Georgia, GA"
"Sanger","California, CA"
"Sansom Park","Texas, TX"
"Santa Cruz","California, CA"
"Santa Fe","New Mexico, NM"
"Santa Monica","California, CA"
"Santa Rosa","New Mexico, NM"
"Sarasota","Florida, FL"
"Saratoga","Wyoming, WY"
"Saratoga Springs","New York, NY"
"Savannah","Georgia, GA"
"Schenectady","New York, NY"
"Scottsdale","Arizona, AZ"
"Scranton","Pennsylvania, PA"
"Seaford","Delaware, DE"
"Seaside Heights","New Jersey, NJ"
"Sedalia","Missouri, MO"
"Sedona","Arizona, AZ"
"Selma","California, CA"
"Senatobia","Mississippi, MS"
"Severance","Colorado, CO"
"Shelbyville","Tennessee, TN"
"Sierra Vista","Arizona, AZ"
"Siloam Springs","Arkansas, AR"
"Sioux City","Iowa, IA"
"Sioux Falls","South Dakota, SD"
"Sitka","Alaska, AK"
"Slocomb","Alabama, AL"
"Soldiers Grove","Wisconsin, WI"
"Solvang","California, CA"
"Somerville","Massachusetts, MA"
"South Haven","Michigan, MI"
"Spartanburg","South Carolina, SC"
"Spencer","Idaho, ID"
"Spokane","Washington, WA"
"Springfield","Illinois, IL"
"Springfield","Massachusetts, MA"
"Springfield","Missouri, MO"
"Springville","Utah, UT"
"St. Albans","Vermont, VT"
"St. Cloud","Minnesota, MN"
"St. Louis","Missouri, MO"
"St. Martinville","Louisiana, LA"
"St. Petersburg","Florida, FL"
"Stamford","Connecticut, CT"
"Staten Island","New York, NY"
"Stilwell","Oklahoma, OK"
"Stockton","California, CA"
"Strongsville","Ohio, OH"
"Stuttgart","Arkansas, AR"
"Sugar Land","Texas, TX"
"Sugarcreek","Ohio, OH"
"Sumner","Missouri, MO"
"Sumner","Washington, WA"
"Sun Prairie","Wisconsin, WI"
"Sunnyvale","California, CA"
"Sylacauga","Alabama, AL"
"Tacoma","Washington, WA"
"Takoma Park","Maryland, MD"
"Talent","Oregon, OR"
"Tallahassee","Florida, FL"
"Taos","New Mexico, NM"
"Tarpon Springs","Florida, FL"
"Tarryall","Colorado, CO"
"Taunton","Massachusetts, MA"
"Telluride","Colorado, CO"
"Terlingua","Texas, TX"
"Terre Haute","Indiana, IN"
"Texarkana","Arkansas, AR"
"Texas City","Texas, TX"
"The Colony","Texas, TX"
"Thomasville","North Carolina, NC"
"Toledo","Ohio, OH"
"Tombstone","Arizona, AZ"
"Towner","North Dakota, ND"
"Traverse City","Michigan, MI"
"Troy","New York, NY"
"Tucson","Arizona, AZ"
"Tulelake","California, CA"
"Tulsa","Oklahoma, OK"
"Tuscaloosa","Alabama, AL"
"Tuskegee","Alabama, AL"
"Tyler","Texas, TX"
"Unadilla","Nebraska, NE"
"Valdosta","Georgia, GA"
"Valley City","Ohio, OH"
"Valparaiso","Indiana, IN"
"Vicksburg","Mississippi, MS"
"Victoria","Texas, TX"
"Vidalia","Georgia, GA"
"Waco","Texas, TX"
"Walla Walla","Washington, WA"
"Wallace","Idaho, ID"
"Waltham","Massachusetts, MA"
"Warrensburg","Missouri, MO"
"Warroad","Minnesota, MN"
"Wartrace","Tennessee, TN"
"Warwick","Georgia, GA"
"Warwick","Rhode Island, RI"
"Wasco","California, CA"
"Washington","Missouri, MO"
"Waterbury","Connecticut, CT"
"Waterville","Maine, ME"
"Watsonville","California, CA"
"Waynesboro","Georgia, GA"
"Waynesville","Ohio, OH"
"Weatherford","Texas, TX"
"Weirton","West Virginia, WV"
"West Haven","Connecticut, CT"
"Westfield","Massachusetts, MA"
"Westfield","New York, NY"
"Wetumpka","Alabama, AL"
"Wichita","Kansas, KS"
"Wickenburg","Arizona, AZ"
"Willard","Ohio, OH"
"Williamsburg","Virginia, VA"
"Willimantic","Connecticut, CT"
"Willits","California, CA"
"Wills Point","Texas, TX"
"Wilmington","Delaware, DE"
"Wilmington","Illinois, IL"
"Wilmington","North Carolina, NC"
"Wilmington","Ohio, OH"
"Winfield","Alabama, AL"
"Winnemucca","Nevada, NV"
"Winooski","Vermont, VT"
"Winston-Salem","North Carolina, NC"
"Wisconsin Dells","Wisconsin, WI"
"Worcester","Massachusetts, MA"
"Worthington","Minnesota, MN"
"Xenia","Ohio, OH"
"Yakima","Washington, WA"
"Yonkers","New York, NY"
"Yorba Linda","California, CA"
"Yuba City","California, CA"
"Yuma","Arizona, AZ"
"Zanesville","Ohio, OH"
