"Country","Region","City"
"United States","Georgia","Monticello"
"United States","Illinois","Monticello"
"United States","Indiana","Monticello"
"United States","Iowa","Monticello"
"United States","Kentucky","Monticello"
"United States","Louisiana","Monticello"
"United States","Minnesota","Monticello"
"United States","Mississippi","Monticello"
"United States","Missouri","Monticello"
"United States","New York","Monticello"
"United States","Utah","Monticello"
"United States","Wisconsin","Monticello"
"United States","Florida","Naples"
"United States","New York","Naples"
"United States","Texas","Naples"
"United States","Utah","Naples"
"United States","California","Oakland"
"United States","Florida","Oakland"
"United States","Iowa","Oakland"
"United States","Maine","Oakland"
"United States","Maryland","Oakland"
"United States","Missouri","Oakland"
"United States","Nebraska","Oakland"
"United States","New Jersey","Oakland"
"United States","Oklahoma","Oakland"
"United States","Pennsylvania","Oakland"
"United States","South Carolina","Oakland"
"United States","Tennessee","Oakland"
"United States","Alabama","Oxford"
"United States","Connecticut","Oxford"
"United States","Georgia","Oxford"
"United States","Indiana","Oxford"
"United States","Kansas","Oxford"
"United States","Maine","Oxford"
"United States","Massachusetts","Oxford"
"United States","Michigan","Oxford"
"United States","Mississippi","Oxford"
"United States","New Jersey","Oxford"
"United States","New York","Oxford"
"United States","North Carolina","Oxford"
"United States","Ohio","Oxford"
"United States","Pennsylvania","Oxford"
"United States","Arkansas","Paris"
"United States","Idaho","Paris"
"United States","Illinois","Paris"
"United States","Kentucky","Paris"
"United States","Maine","Paris"
"United States","Missouri","Paris"
"United States","Tennessee","Paris"
"United States","Texas","Paris"
"United States","New Jersey","Rio Grande"
"United States","California","San Francisco"
"United States","California","San Jose"
"United States","Georgia","Sparta"
"United States","Illinois","Sparta"
"United States","Michigan","Sparta"
"United States","Missouri","Sparta"
"United States","North Carolina","Sparta"
"United States","Tennessee","Sparta"
"United States","Wisconsin","Sparta"
"United States","Colorado","Springfield"
"United States","Florida","Springfield"
"United States","Georgia","Springfield"
"United States","Illinois","Springfield"
"United States","Kentucky","Springfield"
"United States","Massachusetts","Springfield"
"United States","Michigan","Springfield"
"United States","Minnesota","Springfield"
"United States","Missouri","Springfield"
"United States","Nebraska","Springfield"
"United States","New Hampshire","Springfield"
"United States","New Jersey","Springfield"
"United States","New York","Springfield"
"United States","Ohio","Springfield"
"United States","Oregon","Springfield"
"United States","Pennsylvania","Springfield"
"United States","South Dakota","Springfield"
"United States","Tennessee","Springfield"
"United States","Vermont","Springfield"
"United States","Virginia","Springfield"
"United States","Kansas","Victoria"
"United States","Minnesota","Victoria"
"United States","Texas","Victoria"
"United States","Virginia","Victoria"
