"city","state"
"Brekenridge","Colorado, CO"
"Brigdeport","Connecticut, CT"
"Brinckley","Arkansas, AR"
"Bristal","Connecticut, CT"
"Bristel","Tennessee, TN"
"Bristel","Connecticut, CT"
"Bristil","Tennessee, TN"
"Brocton","Massachusetts, MA"
"Brokton","Massachusetts, MA"
"Brooklen","New York, NY"
"Benua","California, CA"
"Bunena","California, CA"
"Buhll","Idaho, ID"
"Bulh","Idaho, ID"
"Bull","Idaho, ID"
"Berlington","Vermont, VT"
"Bute","Montana, MT"
"Butt","Montana, MT"
"Biram Township","New Jersey, NJ"
"Kalabash","North Carolina, NC"
"Callwell","Texas, TX"
"Campbel","California, CA"
"Campbele","California, CA"
"Cannon","Georgia, GA"
"Carboro","North Carolina, NC"
"Carrborro","North Carolina, NC"
"Castro Ville","California, CA"
"Chadborn","North Carolina, NC"
"Champaign -Urbana","Illinois, IL"
"Champaign Urbana","Illinois, IL"
"Champaigne-Urbana","Illinois, IL"
"Champain -Urbana","Illinois, IL"
"Chandlur","Arizona, AZ"
"Charleton","South Carolina, SC"
"Charlote","North Carolina, NC"
"Chatswoorth","California, CA"
"Chatanoga","Tennessee, TN"
"Chatanooga","Tennessee, TN"
"Chattanoga","Tennessee, TN"
"Cherryfeild","Maine, ME"
"Cheyene","Wyoming, WY"
"Chicargo","Illinois, IL"
"Cheiko","California, CA"
"Cheko","California, CA"
"Chiko","California, CA"
"Chewla Vista","California, CA"
"Chola Vista","California, CA"
"Chuula Vista","California, CA"
"Churobusco","Indiana, IN"
"Churubesco","Indiana, IN"
"Cincinati","Ohio, OH"
"Cinsinati","Ohio, OH"
"Cinsinnati","Ohio, OH"
"Sincinati","Ohio, OH"
"Sincinnati","Ohio, OH"
"Sinsinati","Ohio, OH"
"Clerk","South Dakota, SD"
"Clarksvile","Tennessee, TN"
"Clevland","Ohio, OH"
"Clefton","Texas, TX"
"Cliften","Texas, TX"
"Cliftin","Texas, TX"
"Kloves","California, CA"
"Klovis","California, CA"
"Coachela","California, CA"
"Coahcela","California, CA"
"Coahcella","California, CA"
"Cochela","California, CA"
"Cochella","California, CA"
"Collinsvile","Illinois, IL"
"Collonial Beach","Virginia, VA"
"Colquit","Georgia, GA"
"Culquitt","Georgia, GA"
"Clumbia","Maryland, MD"
"Colubia","Maryland, MD"
"Columbea","South Carolina, SC"
"Calumbus","Indiana, IN"
"Columbas","Indiana, IN"
"Colvile","Washington, WA"
"Comptan","California, CA"
"Concerd","New Hampshire, NH"
"Conaway","Arkansas, AR"
"Connway","Arkansas, AR"
"Coperstown","New York, NY"
"Corel Springs","Florida, FL"
"Cornning","New York, NY"
"Carona","California, CA"
"Coricana","Texas, TX"
"Corsikana","Texas, TX"
"Cozzad","Nebraska, NE"
"Cranferd","New Jersey, NJ"
"Crawferd","Nebraska, NE"
"Crede","Colorado, CO"
"Crested But","Colorado, CO"
"Crested Bute","Colorado, CO"
"Crested Butt","Colorado, CO"
"Crisfeild","Maryland, MD"
"Crsytal Lake","Illinois, IL"
"Ceuro","Texas, TX"
"Cuaro","Texas, TX"
"Dawlten","Georgia, GA"
"Dally City","California, CA"
"Danbery","Connecticut, CT"
"Danebrog","Nebraska, NE"
"Danvile","Kentucky, KY"
"Daveis","California, CA"
"Dawsen","Georgia, GA"
"Dawsin","Georgia, GA"
"Daytown","Ohio, OH"
"Decalb","Illinois, IL"
"Decater","Alabama, AL"
"Dear Trail","Colorado, CO"
"Daland","Florida, FL"
"Delphus","Ohio, OH"
"Denvile","New Jersey, NJ"
"Dery","New Hampshire, NH"
"Des Alemands","Louisiana, LA"
"Des Monies","Iowa, IA"
"Dicinson","North Dakota, ND"
"Dinuuba","California, CA"
"Dogde City","Kansas, KS"
"Dove Creak","Colorado, CO"
"Dovar","Delaware, DE"
"Draytown","North Dakota, ND"
"Debach","Louisiana, LA"
"Deluth","Minnesota, MN"
"Domas","Arkansas, AR"
"Dummas","Arkansas, AR"
"Duncanvile","Texas, TX"
"Derango","Colorado, CO"
"Dyersvile","Iowa, IA"
"Eu Claire","Michigan, MI"
"Egdewater","Colorado, CO"
"Eil Paso","Texas, TX"
"L'Paso","Texas, TX"
"El Rino","Oklahoma, OK"
"L Rino","Oklahoma, OK"
"Elberten","Georgia, GA"
"Elgen","South Carolina, SC"
"Elgen","Texas, TX"
"Elisabethton","Tennessee, TN"
"Elizabetham","Tennessee, TN"
"Elkheart","Indiana, IN"
"Emmerson","Arkansas, AR"
"Emetsburg","Iowa, IA"
"Imunclaw","Washington, WA"
"Ufaula","Alabama, AL"
"Ugene","Oregon, OR"
"Eutes","Florida, FL"
"Fairfeild","Iowa, IA"
"Fallbroock","California, CA"
"Falon","Nevada, NV"
"Faeteville","Arkansas, AR"
"Faetteville","Arkansas, AR"
"Fayeteville","North Carolina, NC"
"Fayetville","Arkansas, AR"
"Fayetville","North Carolina, NC"
"Fernadina Beach","Florida, FL"
"Flagstaf","Arizona, AZ"
"Forestvile","California, CA"
"Forrestville","California, CA"
"Fort Colins","Colorado, CO"
"Fort Dogde","Iowa, IA"
"Fort Laderdale","Florida, FL"
"Fort Waine","Indiana, IN"
"Fort Wort","Texas, TX"
"Fortesceu","New Jersey, NJ"
"Fortescu","New Jersey, NJ"
"Fruta","Colorado, CO"
"Gainsvile","Georgia, GA"
"Gallilee","Rhode Island, RI"
"Gallop","New Mexico, NM"
"Galverten","Texas, TX"
"Galvestin","Texas, TX"
"Garry","Indiana, IN"
"Gaelord","Michigan, MI"
"Gillroy","California, CA"
"Girad","Kansas, KS"
"Glendeve","Montana, MT"
"Glocester","Massachusetts, MA"
"Goeleta","California, CA"
"Golleta","California, CA"
"Gonzals","Louisiana, LA"
"Greely","Colorado, CO"
"Greley","Colorado, CO"
"Green Forrest","Arkansas, AR"
"Greenfeild","California, CA"
"Greenvile","Alabama, AL"
"Greenvile","South Carolina, SC"
"Greenwod","South Carolina, SC"
"Grideley","California, CA"
"Grifin","Georgia, GA"
"Griggsvile","Illinois, IL"
"Grinell","Iowa, IA"
"Groten","Connecticut, CT"
"Growton","Connecticut, CT"
"Geuydan","Louisiana, LA"
"Hacenda Heights","California, CA"
"Haicenda Heights","California, CA"
"Hasenda Heights","California, CA"
"Hadly","Massachusetts, MA"
"Hagerton","Maryland, MD"
"Hains","Alaska, AK"
"Haynes","Alaska, AK"
"Hayns","Alaska, AK"
"Hamdin","Connecticut, CT"
"Hamelton","Texas, TX"
"Hamiltown","Texas, TX"
"Hamondsport","New York, NY"
"Hartsele","Alabama, AL"
"Hasting","Nebraska, NE"
"Hattesburg","Mississippi, MS"
"Haversstraw","New York, NY"
"Hercales","California, CA"
"Hershy","Pennsylvania, PA"
"Hurshy","Pennsylvania, PA"
"Holyoak","Massachusetts, MA"
"Honerker","Virginia, VA"
"Hunaker","Virginia, VA"
"Honnolulu","Hawaii, HI"
"Honoluluu","Hawaii, HI"
"Hot Spring","Arkansas, AR"
"Hoston","Texas, TX"
"Houstin","Texas, TX"
"Huntsvile","Texas, TX"
"Llwaco","Washington, WA"
"Indepandence","Missouri, MO"
"Independance","Missouri, MO"
"Indianna","Pennsylvania, PA"
"Indianaopolis","Indiana, IN"
"Inianapolis","Indiana, IN"
"Indeo","California, CA"
"Enola","Oklahoma, OK"
"Inolah","Oklahoma, OK"
"Iselton","California, CA"
"Isletun","California, CA"
"Istelon","California, CA"
"Jakson","Michigan, MI"
"Jakson","Mississippi, MS"
"Jacksonvile","Alabama, AL"
"Jacksonvile","Florida, FL"
"Japser","Arkansas, AR"
"Jenings","Kansas, KS"
"Jenings","Louisiana, LA"
"Jersy City","New Jersey, NJ"
"Johnston","Pennsylvania, PA"
"Joeliet","Illinois, IL"
"Jolliet","Illinois, IL"
"Jonesburo","Arkansas, AR"
"Jonesboro","Tennessee, TN"
"Calamazoo","Michigan, MI"
"Kalamazo","Michigan, MI"
"Kalisspell","Montana, MT"
"Kanapolis","North Carolina, NC"
"Kanses City","Missouri, MO"
"Kansus City","Kansas, KS"
"Caufman","Texas, TX"
"Kafman","Texas, TX"
"Kufman","Texas, TX"
"Keansberg","New Jersey, NJ"
"Kene","New Hampshire, NH"
"Kenne","New Hampshire, NH"
"Kaizer","Oregon, OR"
"Keiser","Oregon, OR"
"Keizar","Oregon, OR"
"Kanai","Alaska, AK"
"Keani","Alaska, AK"
"Kenesaw","Georgia, GA"
"Kennisaw","Georgia, GA"
"Kenten","Tennessee, TN"
"Keokuck","Iowa, IA"
"Kiokuk","Iowa, IA"
"Kechikan","Alaska, AK"
"Kewane","Illinois, IL"
"Kewanne","Illinois, IL"
"Kirikland","Washington, WA"
"Kerwin","Kansas, KS"
"Kirwen","Kansas, KS"
"Kuhnick","Alaska, AK"
"Kunik","Alaska, AK"
"Nik","Alaska, AK"
"Codiak","Alaska, AK"
"Kodiac","Alaska, AK"
"Cocomo","Indiana, IN"
"Kocomo","Indiana, IN"
"La Crose","Kansas, KS"
"Lafayate","Louisiana, LA"
"Lafayatt","Louisiana, LA"
"Lafayatte","Louisiana, LA"
"Lake Benten","Minnesota, MN"
"Lake Auswego","Oregon, OR"
"Las Vagas","Nevada, NV"
"Lebanonn","Tennessee, TN"
"Lecompt","Louisiana, LA"
"Leneksa","Kansas, KS"
"Loela","South Dakota, SD"
"Loeti","Kansas, KS"
"Leuus","Delaware, DE"
"Lemon","Colorado, CO"
"Linclon","Nebraska, NE"
"Linculn","Alabama, AL"
"Lindborg","Kansas, KS"
"Lethonia","Georgia, GA"
"Littel Rock","Arkansas, AR"
"Laudy","California, CA"
"Lody","California, CA"
"Lordy","California, CA"
"Lomberd","Illinois, IL"
"Lumpac","California, CA"
"Lumpack","California, CA"
"Long Baech","California, CA"
"Long Beech","California, CA"
"Los Angels","California, CA"
"Los Angleles","California, CA"
"Los Angles","California, CA"
"Lowel","Massachusetts, MA"
"Lenchburg","Virginia, VA"
"Lynchberg","Virginia, VA"
"Madisen","Wisconsin, WI"
"Magie Valley","North Carolina, NC"
"Manferd","Oklahoma, OK"
"Merseiles","Illinois, IL"
"Merselles","Illinois, IL"
"Mersiles","Illinois, IL"
"Marrysvile","California, CA"
"Marrysville","California, CA"
"Marysvile","California, CA"
"Maton","Illinois, IL"
"Matton","Illinois, IL"
"MacAlen","Texas, TX"
"MacAllen","Texas, TX"
"MCloud","California, CA"
"MacCloud","California, CA"
"McMinvile","Tennessee, TN"
"McMinville","Tennessee, TN"
"Medfeild","Massachusetts, MA"
"Melborn","Florida, FL"
"Melborne","Florida, FL"
"Melburne","Florida, FL"
"Memfis","Tennessee, TN"
"Murced","California, CA"
"Meridith","New Hampshire, NH"
"Mariden","Connecticut, CT"
"Merriden","Connecticut, CT"
"Meryden","Connecticut, CT"
"Misick","Michigan, MI"
"Metropalis","Illinois, IL"
"Maimi","Florida, FL"
"Myame","Florida, FL"
"Myami","Florida, FL"
"Midletown","Connecticut, CT"
"Midlothien","Texas, TX"
"Millinoket","Maine, ME"
"Milepeters","California, CA"
"Millipeters","California, CA"
"Milwakee","Wisconsin, WI"
"Mineapolis","Minnesota, MN"
"Minnapolis","Minnesota, MN"
"Minneaoplis","Minnesota, MN"
"Mishawacka","Indiana, IN"
"Misoula","Montana, MT"
"Missola","Montana, MT"
"Missula","Montana, MT"
"Modisto","California, CA"
"Mountgomery","Minnesota, MN"
"Muntgomery","Alabama, AL"
"Muntgomery","Minnesota, MN"
"Monticelo","Minnesota, MN"
"Morten","Illinois, IL"
"Mount Plaesent","Texas, TX"
"Mount Pleasant","Texas, TX"
"Mount Pleasent","Texas, TX"
"Muskigon","Michigan, MI"
"Mertle Beach","South Carolina, SC"
"Napervile","Illinois, IL"
"Nashuwa","New Hampshire, NH"
"Nashvile","Arkansas, AR"
"Nagatuck","Connecticut, CT"
"Naguatuck","Connecticut, CT"
"Naugatauk","Connecticut, CT"
"Noesho","Missouri, MO"
"New Britin","Connecticut, CT"
"Brunswik","New Jersey, NJ"
"New Havan","Connecticut, CT"
"New Heaven","Connecticut, CT"
"New Orlaens","Louisiana, LA"
"New Rochele","New York, NY"
"New Roshele","New York, NY"
"New Roshelle","New York, NY"
"New Elm","Minnesota, MN"
"New York City","New York, NY"
"nyc","New York, NY"
"Neuark","New Jersey, NJ"
"Newbury","Michigan, MI"
"Nuberry","Michigan, MI"
"Newberyport","Massachusetts, MA"
"Newman","Georgia, GA"
"Nuuman","Georgia, GA"
"Nuuport","Rhode Island, RI"
"Niagra Falls","New York, NY"
"Normann","Oklahoma, OK"
"North Adums","Massachusetts, MA"
"North Loop","Nebraska, NE"
"North Tonwanda","New York, NY"
"Northhampton","Massachusetts, MA"
"Northhamptown","Massachusetts, MA"
"Northfeild","Minnesota, MN"
"Norwhich","Connecticut, CT"
"O'Neil","Nebraska, NE"
"Oneil","Nebraska, NE"
"Okeland","Nebraska, NE"
"Ocaen City","New Jersey, NJ"
"Ocoei","Florida, FL"
"Ocooe","Florida, FL"
"Okooe","Florida, FL"
"Odgensburg","New York, NY"
"Oceechobe","Florida, FL"
"Oceechobee","Florida, FL"
"Okechobee","Florida, FL"
"Oklaoma City","Oklahoma, OK"
"Olath","Kansas, KS"
"Olnee","Illinois, IL"
"Onrway","Michigan, MI"
"Unaway","Michigan, MI"
"Orim","Utah, UT"
"Urem","Utah, UT"
"Ormend Beach","Florida, FL"
"Uray","Colorado, CO"
"Owensborough","Kentucky, KY"
"Oxnerd","California, CA"
"Osark","Alabama, AL"
"Paecifica","California, CA"
"Padukah","Kentucky, KY"
"Palicade","Colorado, CO"
"Plam Springs","California, CA"
"Pananma Beach","Florida, FL"
"Parsins","Kansas, KS"
"Paesadena","California, CA"
"Patarson","New Jersey, NJ"
"Pautucket","Rhode Island, RI"
"Peebody","Massachusetts, MA"
"Personville","California, CA"
"Pensicola","Florida, FL"
"Peeoria","Illinois, IL"
"Peorhia","Illinois, IL"
"Pert Amboy","New Jersey, NJ"
"Perth Amboi","New Jersey, NJ"
"Petersberg","West Virginia, WV"
"Felps","New York, NY"
"Philidelphia","Pennsylvania, PA"
"Piladelphia","Pennsylvania, PA"
"Pinhurt","North Carolina, NC"
"Pitsburg","Kansas, KS"
"Pitsberg","Pennsylvania, PA"
"Pitsburg","Pennsylvania, PA"
"Pittsberg","Pennsylvania, PA"
"Pittsburg","Pennsylvania, PA"
"Placervile","California, CA"
"Planfeild","New Jersey, NJ"
"Planno","Texas, TX"
"Plemouth","Massachusetts, MA"
"Plymoth","Massachusetts, MA"
"Plymuth","Massachusetts, MA"
"Poncatoula","Louisiana, LA"
"Ponchatola","Louisiana, LA"
"Port Land","Oregon, OR"
"Pratville","Alabama, AL"
"Prescot","Arizona, AZ"
"Preskie Isle","Maine, ME"
"Prestin","Minnesota, MN"
"Provvo","Utah, UT"
"Peublo","Colorado, CO"
"Punsutawney","Pennsylvania, PA"
"Punsutawny","Pennsylvania, PA"
"Punxutawney","Pennsylvania, PA"
"Puxsutawny","Pennsylvania, PA"
"Percel","Oklahoma, OK"
"Purcel","Oklahoma, OK"
"Kwincy","Illinois, IL"
"Kwinter","Kansas, KS"
"Quietman","Texas, TX"
"Quiteman","Texas, TX"
"Redford","Virginia, VA"
"Raliegh","North Carolina, NC"
"Ralley","North Carolina, NC"
"Randolf","Nebraska, NE"
"Rain","Louisiana, LA"
"Raine","Louisiana, LA"
"Rayn","Louisiana, LA"
"Reeding","Pennsylvania, PA"
"Redwod","California, CA"
"Redwould","California, CA"
"Readley","California, CA"
"Reedly","California, CA"
"Reehaboth Beach","Delaware, DE"
"Reehoboth Beach","Delaware, DE"
"Rihoboth Beach","Delaware, DE"
"Rino","Nevada, NV"
"Rhineback","New York, NY"
"Rineback","New York, NY"
"Roanoak","Virginia, VA"
"Ronoke","Virginia, VA"
"Rocester","New York, NY"
"Rokland","Maine, ME"
"Rossco","New York, NY"
"Roswel","New Mexico, NM"
"Rumknee","New Hampshire, NH"
"Rumny","New Hampshire, NH"
"Rutlend","Vermont, VT"
"Sackremento","California, CA"
"Sacremento","California, CA"
"Salam","Massachusetts, MA"
"Salam","Missouri, MO"
"Salam","New Hampshire, NH"
"Selem","Massachusetts, MA"
"Salena","Kansas, KS"
"San Agilo","Texas, TX"
"San Angilo","Texas, TX"
"San Deago","California, CA"
"San Deigo","California, CA"
"San Diago","California, CA"
"San Francesco","California, CA"
"San Fransico","California, CA"
"San Hosey","California, CA"
"Sandersvile","Georgia, GA"
"Sangar","California, CA"
"Sansum Park","Texas, TX"
"Santa Cruise","California, CA"
"Santa Fae","New Mexico, NM"
"Santa Fay","New Mexico, NM"
"Santa Monika","California, CA"
"Santa Rosea","New Mexico, NM"
"Saraota","Florida, FL"
"Sarastoa","Florida, FL"
"Sarahtoga Springs","New York, NY"
"Savanah","Georgia, GA"
"Schenactdy","New York, NY"
"Scotdale","Arizona, AZ"
"Seeford","Delaware, DE"
"Seaside Hieghts","New Jersey, NJ"
"Sadalia","Missouri, MO"
"Sedonna","Arizona, AZ"
"Sentaobia","Mississippi, MS"
"Sentobia","Mississippi, MS"
"Sevarance","Colorado, CO"
"Shelbyvile","Tennessee, TN"
"Shellbyvile","Tennessee, TN"
"Shellbyville","Tennessee, TN"
"Seerra Vista","Arizona, AZ"
"Seloam Springs","Arkansas, AR"
"Sious City","Iowa, IA"
"Soux City","Iowa, IA"
"Soux Falls","South Dakota, SD"
"Sitca","Alaska, AK"
"Slokomb","Alabama, AL"
"Slowcomb","Alabama, AL"
"Soilders Grave","Wisconsin, WI"
"Soildiers Grove","Wisconsin, WI"
"Somervile","Massachusetts, MA"
"Spartanberg","South Carolina, SC"
"Spokan","Washington, WA"
"Springfeild","Illinois, IL"
"Springfeild","Missouri, MO"
"Saint Albans","Vermont, VT"
"St Albans","Vermont, VT"
"St. Cluod","Minnesota, MN"
"St. Martinvile","Louisiana, LA"
"St Petersburg","Florida, FL"
"Statan Island","New York, NY"
"Stillwell","Oklahoma, OK"
"Stilwel","Oklahoma, OK"
"Stocton","California, CA"
"Stokton","California, CA"
"Strongsvile","Ohio, OH"
"Stutgart","Arkansas, AR"
"Stutgartt","Arkansas, AR"
"Shuger Land","Texas, TX"
"Suger Land","Texas, TX"
"Sugercreek","Ohio, OH"
"Sumer","Missouri, MO"
"Summer","Missouri, MO"
"Sumneer","Washington, WA"
"Sun Prarie","Wisconsin, WI"
"Sunyvale","California, CA"
"Sylacuga","Alabama, AL"
"Tacomah","Washington, WA"
"Takomma Park","Maryland, MD"
"Takuma Park","Maryland, MD"
"Talint","Oregon, OR"
"Telant","Oregon, OR"
"Talahasse","Florida, FL"
"Talahassee","Florida, FL"
"Tallahasee","Florida, FL"
"Tallahasse","Florida, FL"
"Toas","New Mexico, NM"
"Tarpun Springs","Florida, FL"
"Terpon Springs","Florida, FL"
"Terpun Springs","Florida, FL"
"Taton","Massachusetts, MA"
"Tauton","Massachusetts, MA"
"Toelleride","Colorado, CO"
"Terengua","Texas, TX"
"Teringau","Texas, TX"
"Teringua","Texas, TX"
"Tiringua","Texas, TX"
"Tere Haute","Indiana, IN"
"Texakana","Arkansas, AR"
"Texaz City","Texas, TX"
"Texsas City","Texas, TX"
"The Colonny","Texas, TX"
"Thomasvile","North Carolina, NC"
"Tolado","Ohio, OH"
"Toambstone","Arizona, AZ"
"Toamstone","Arizona, AZ"
"Taverse City","Michigan, MI"
"Troie","New York, NY"
"Tuscon","Arizona, AZ"
"Telsa","Oklahoma, OK"
"Toolsah","Oklahoma, OK"
"Tucksegee","Alabama, AL"
"Tuskagee","Alabama, AL"
"Tieler","Texas, TX"
"Faldosta","Georgia, GA"
"Valey City","Ohio, OH"
"Valapariso","Indiana, IN"
"Valpariso","Indiana, IN"
"Vicksberg","Mississippi, MS"
"Victorhia","Texas, TX"
"Vidallia","Georgia, GA"
"Wako","Texas, TX"
"Wala Wala","Washington, WA"
"Walawala","Washington, WA"
"Wallawalla","Washington, WA"
"Walace","Idaho, ID"
"Warensberg","Missouri, MO"
"Warensburg","Missouri, MO"
"Waroad","Minnesota, MN"
"War Trace","Tennessee, TN"
"Wartrase","Tennessee, TN"
"Warwic","Georgia, GA"
"Warwik","Georgia, GA"
"Wasko","California, CA"
"Wosco","California, CA"
"Wosko","California, CA"
"Washingtown","Missouri, MO"
"Waterbery","Connecticut, CT"
"Watsonvile","California, CA"
"Wainesboro","Georgia, GA"
"Wayneboro","Georgia, GA"
"Waynesboru","Georgia, GA"
"Wayneville","Ohio, OH"
"Wetherford","Texas, TX"
"Weirten","West Virginia, WV"
"Westfeild","Massachusetts, MA"
"Westfeild","New York, NY"
"Wetempka","Alabama, AL"
"Wichta","Kansas, KS"
"Wikenburg","Arizona, AZ"
"Wilimantic","Connecticut, CT"
"Willamantic","Connecticut, CT"
"Wilits","California, CA"
"Wils Point","Texas, TX"
"Willmingten","Delaware, DE"
"Willmington","Delaware, DE"
"Willminton","Illinois, IL"
"Wilmingten","Delaware, DE"
"Wilmingtown","Ohio, OH"
"Wilminton","Illinois, IL"
"Winemucca","Nevada, NV"
"Winnemuca","Nevada, NV"
"Winokski","Vermont, VT"
"Winoski","Vermont, VT"
"Winston Salam","North Carolina, NC"
"Worchester","Massachusetts, MA"
"Worthingtown","Minnesota, MN"
"Senia","Ohio, OH"
"Xenea","Ohio, OH"
"Yackima","Washington, WA"
"Yonkars","New York, NY"
"Yurba Linda","California, CA"
"Abbeville","Georgia, GA"
"Alamosa","Colorado, CO"
"Albany","Oregon, OR"
"Albuquerque","New Mexico, NM"
"Algona","Iowa, IA"
"Alma","Arkansas, AR"
"Ann Arbor","Michigan, MI"
"Anthony","New Mexico, NM"
"Apache Junction","Arizona, AZ"
"Apex","North Carolina, NC"
"Artesia","Mississippi, MS"
"Auburn","Washington, WA"
"Aurora","Colorado, CO"
"Bangor","Maine, ME"
"Barre","Vermont, VT"
"Bayou La Batre","Alabama, AL"
"Beardstown","Illinois, IL"
"Bellevue","Washington, WA"
"Bellingham","Washington, WA"
"Berea","Kentucky, KY"
"Berkeley","California, CA"
"Berlin","New Hampshire, NH"
"Berryville","Arkansas, AR"
"Berthoud","Colorado, CO"
"Bessemer","Alabama, AL"
"Biloxi","Mississippi, MS"
"Boulder","Colorado, CO"
"Breaux Bridge","Louisiana, LA"
"Brevard","North Carolina, NC"
"Bristol","Virginia, VA"
"Brockton","Massachusetts, MA"
"Brunswick","Missouri, MO"
"Buena Park","California, CA"
"Caldwell","Texas, TX"
"Carbondale","Colorado, CO"
"Castroville","California, CA"
"Cawker City","Kansas, KS"
"Cedaredge","Colorado, CO"
"Central City","Colorado, CO"
"Chatsworth","California, CA"
"Cheshire","Connecticut, CT"
"Chico","California, CA"
"Circleville","Ohio, OH"
"Claxton","Georgia, GA"
"Clovis","California, CA"
"Coconut Creek","Florida, FL"
"Cody","Wyoming, WY"
"Columbus","Ohio, OH"
"Compton","California, CA"
"Cooperstown","New York, NY"
"Cordele","Georgia, GA"
"Corning","California, CA"
"Cottonwood Heights","Utah, UT"
"Cozad","Nebraska, NE"
"Creede","Colorado, CO"
"Dalton","Georgia, GA"
"Dannebrog","Nebraska, NE"
"Davis","California, CA"
"Davison","Michigan, MI"
"Dayton","Ohio, OH"
"DeKalb","Illinois, IL"
"Decatur","Alabama, AL"
"Delphos","Ohio, OH"
"Demopolis","Alabama, AL"
"Denver","Colorado, CO"
"Derby","Connecticut, CT"
"Detroit","Michigan, MI"
"Douglas","Wyoming, WY"
"Douglas","Alabama, AL"
"Drumright","Oklahoma, OK"
"Dyersville","Iowa, IA"
"Eagle Lake","Texas, TX"
"Eaton","Colorado, CO"
"El Paso","Texas, TX"
"Elberton","Georgia, GA"
"Elgin","South Carolina, SC"
"Elizabethton","Tennessee, TN"
"Elkhart","Indiana, IN"
"Emmetsburg","Iowa, IA"
"Erie","Pennsylvania, PA"
"Erwin","North Carolina, NC"
"Eugene","Oregon, OR"
"Eustis","Florida, FL"
"Farmington","Maine, ME"
"Fayetteville","North Carolina, NC"
"Fayetteville","Arkansas, AR"
"Fernandina Beach","Florida, FL"
"Fort Lee","New Jersey, NJ"
"Fort Myers","Florida, FL"
"Fort Payne","Alabama, AL"
"Fort Thompson","South Dakota, SD"
"Fort Wayne","Indiana, IN"
"Fulton","New York, NY"
"Gainesville","Florida, FL"
"Galilee","Rhode Island, RI"
"Genoa","Nevada, NV"
"Glendale","California, CA"
"Gloucester","Massachusetts, MA"
"Granville","New York, NY"
"Griggsville","Illinois, IL"
"Grinnell","Iowa, IA"
"Gulfport","Mississippi, MS"
"Hacienda Heights","California, CA"
"Hagerstown","Maryland, MD"
"Haines City","Florida, FL"
"Haleyville","Alabama, AL"
"Hannibal","Missouri, MO"
"Hartford","Connecticut, CT"
"Hattiesburg","Mississippi, MS"
"Haysville","Kansas, KS"
"Hercules","California, CA"
"Hialeah","Florida, FL"
"Holtville","California, CA"
"Holyoke","Massachusetts, MA"
"Honolulu","Hawaii, HI"
"Houston","Texas, TX"
"Hueytown","Alabama, AL"
"Huntington Beach","California, CA"
"Huntley","Illinois, IL"
"Huntsville","Alabama, AL"
"Jamestown","North Dakota, ND"
"Jerome","Arizona, AZ"
"Johnson City","Tennessee, TN"
"Jonesboro","Arkansas, AR"
"Juneau","Alaska, AK"
"Kalispell","Montana, MT"
"Keizer","Oregon, OR"
"Kelso","Washington, WA"
