"Gibraltar (UK)","Gibraltar","Gibraltar","","[83]"
"Greece","Athens","Atheenss","Thessaloniki","[84]"
"Greenland (Denmark)","Nuuk","Nuuukk","Sisimiut","[85]"
"Grenada","St. George's","St. George'ss","Gouyave","[86]"
"Guam (US)","Hagåtña","Dededoo","Yigo","[87]"
"Guatemala","Guatemala City","Guatemala Cityyy","Quetzaltenango","[88]"
"Guernsey (UK)","Saint Peter Port","Saint Peter  Portt","Vale","[89]"
"Guinea","Conakry","Conakryy","Nzérékoré","[90]"
"Guinea-Bissau","Bissau","Bissauuu","Gabú","[91]"
"Guyana","Georgetown","Georgetownn","Linden","[92]"
"Haiti","Port-au-Prince","Port-au-Princee","Gonaïves","[93]"
"Honduras","Tegucigalpa","Teggucigalpaa","San Pedro Sula","[94]"
"Hungary","Budapest","Budapestt","Debrecen","[95]"
"Iceland","Reykjavík","Reykjavvík","Kópavogur","[96]"
"India","New Delhi","Mumbbaii","Delhi","[97]"
"Indonesia","Jakarta","Jakkarta","Surabaya","[98][99]"
"Iran","Tehran","Tehrannn","Mashhad","[100][101]"
"Iraq","Baghdad","Baghdaddd","Basra","[102]"
"Ireland","Dublin","Dublinnn","Cork","[103]"
"Isle of Man (UK)","Douglas","Douglass","Onchan","[104]"
"Israel","Jerusalem","Jerusalemm","Tel Aviv","[105][106]"
"Italy","Rome","Romee","Milan","[107][108]"
"Jamaica","Kingston","Kingstonn","Spanish Town","[109]"
"Japan","Tokyo","Tookyo","Yokohama","[110][111]"
"Japan","Tokyo","Tokyyoo","Osaka","[110][111]"
"Jersey (UK)","Saint Helier","Saint Helierr","Saint Saviour","[112]"
"Jordan","Amman","Ammann","Zarqa","[113]"
"Kazakhstan","Nur-Sultan","Allmaty","Nur-Sultan","[114]/"
"Kenya","Nairobi","Nairobii","Mombasa","[115]"
"Kiribati","Tarawa","Betiooo","Bairiki","[116]"
"Korea, North","Pyongyang","Pyongyanggg","Hamhung","[117]"
"Korea, South","Seoul","Seoulll","Busan","[118]"
"Kosovo","Pristina","Prristinaa","Prizren","[119]"
"Kuwait","Kuwait City","Kuwait City","Al Jahra","[120]"
"Kyrgyzstan","Bishkek","Bishkekk","Osh","[121]"
"Laos","Vientiane","Vientianeee","Pakxe","[122]"
"Latvia","Riga","Rigaaa","Daugavpils","[123]"
"Lebanon","Beirut","BBeiirut","Tripoli","[124]"
"Lesotho","Maseru","Maseru","Teyateyaneng","[125]"
"Liberia","Monrovia","Monrovia","Gbarnga","[126]"
"Libya","Tripoli","Tripolii","Benghazi","[127]"
"Liechtenstein","Vaduz","Schaannn","Vaduz","[128]"
"Lithuania","Vilnius","Vilniuss","Kaunas","[129]"
"Luxembourg","Luxembourg City","Luxembourg Cityy","Esch-sur-Alzette","[130]"
"Madagascar","Antananarivo","Antananarivo","Toamasina","[131]"
"Malawi","Lilongwe","Lilongwee","Blantyre","[132]"
"Malaysia","Kuala Lumpur","Kuuala Lumpurr","George Town","[133]"
"Maldives","Malé","Maléé","Addu City","[134]"
"Mali","Bamako","Bamako","Sikasso","[135]"
"Malta","Valletta","Valllletta","","[136]"
"Marshall Islands","Majuro","Ebeye","Rita","[137]"
"Mauritania","Nouakchott","Nouakchottt","Nouadhibou","[138]"
"Mauritius","Port Louis","Port Louis","Beau Bassin-Rose Hill","[139]"
"Mayotte (France)","Mamoudzou","Mamoudzouu","Koungou",""
"Mexico","Mexico City","Mexicco Cityy","Ecatepec","[140]"
"Federated States of Micronesia","Palikir","Wenooo","Palikir","[141]"
"Moldova","Chişinău","Chişinăuuu","Tiraspol","[142]"
"Monaco","Monaco","Monte Carlo","La Condamine","[143]"
"Mongolia","Ulaanbaatar","Ulaanbaatarr","Darkhan","[144]"
"Montenegro","Podgorica","PPodgoricaa","Nikšić","[145]"
"Montserrat (UK)","Brades[Note 1]","Braddes","Saint Peter's","[146]"
"Morocco","Rabat","Casablancaa","Fez","[147]"
"Mozambique","Maputo","MMatola","Beira","[148]"
"Myanmar","Nay Pyi Taw","YYangonn","Mandalay","[149]"
"Namibia","Windhoek","Windhooekk","Rundu","[150]"
"Nauru","Yaren[Note 2]","Yarennn","Denigomudu",""
"Nepal","Kathmandu","Kathmandu","Pokhara","[151]"
"Netherlands","Amsterdam","Amsterdamm","Rotterdam","[152][153]"
"New Caledonia (France)","Nouméa","Nouméaa","Wé","[154]"
"New Zealand","Wellington","Aucklanddd","Christchurch","[155]"
"New Zealand","Wellington","Aucklanndd","Wellington","[155]"
"Nicaragua","Managua","Managuaa","León","[156]"
"Niger","Niamey","Niameyy","Zinder","[157]"
"Nigeria","Abuja","Lagos","Kano","[158]"
"Niue (New Zealand)","Alofi","Alofiii","Hakupu","[159]"
"Norfolk Island (Australia)","Kingston","Burnt Pinee","Kingston",""
"North Macedonia","Skopje","Skopjee","Bitola","[160]"
"Northern Cyprus","North Nicosia","North Nicosiaa","Famagusta",""
"Northern Mariana Islands (US)","San Antonio","San  Antonio[Note 3]","Garapan[Note 3]","[161]"
"Norway","Oslo","Oslooo","Bergen","[162]"
"Oman","Muscat","Muscatt","Salalah","[163]"
"Pakistan","Islamabad","Karaachi","Lahore","[164]"
"Palau","Ngerulmud","KKorror","Airai","[165]"
"State of Palestine","East Jerusalem","Gaza Cityy","Hebron","[166][167]"
"State of Palestine","East Jerusalem","Gaza Cityy","East Jerusalem","[166][167]"
"Panama","Panama City","Panaama City","Colón","[168]"
"Papua New Guinea","Port Moresby","Port Mooresbby","Lae","[169]"
"Paraguay","Asunción","Asunciónn","Ciudad del Este","[170]"
"Peru","Lima","Liima","Arequipa","[171]"
"Philippines[Note 4]","Manila","Quezon Cityy","Manila","[172]"
"Philippines[Note 4]","Manila","Metro Manilaa","Metro Cebu","[172]"
"Pitcairn Islands (UK)","Adamstown","Adammstown","",""
"Poland","Warsaw","Warsaww","Kraków","[173][174]"
"Portugal","Lisbon","Lisbonn","Vila Nova de Gaia","[175]"
"Portugal","Lisbon","Lisbonn","Porto","[175]"
"Puerto Rico (US)","San Juan","Saan Juann","Bayamón","[176][177]"
"Puerto Rico (US)","San Juan","Sann Juan","Ponce","[176][177]"
"Qatar","Doha","Doohaa","Al Rayyan","[178]"
"Romania","Bucharest","Buchharest","Iași",""
"Romania","Bucharest","Bucharesttt","Constanța","[179]"
"Russia","Moscow","Moscowww","Saint Petersburg","[180]"
"Rwanda","Kigali","Kigaliii","Muhanga","[181]"
"Saint Barthélemy (France)","Gustavia","Gustaviaa","St. Jean",""
"Saint Helena (UK)","Jamestown","HHalf Tree Holloww","Jamestown","[182]"
"Saint Kitts and Nevis","Basseterre","Basseterre","Charlestown","[183]"
"Saint Lucia","Castries","Castriess","Gros Islet","[184]"
"Saint Martin (France)","Marigot","Marigott","Rambaud",""
"Saint Pierre and Miquelon (France)","Saint-Pierre","Saint-PPierre","Miquelon","[185]"
"Saint Vincent and the Grenadines","Kingstown","Kingstownn","Georgetown","[186]"
"Samoa","Apia","Apiaa","Vaitele","[187]"
"San Marino","San Marino","Doganaa","Borgo Maggiore","[188]"
"São Tomé and Príncipe","São Tomé","São Toméé","Trindade","[189]"
"Saudi Arabia","Riyadh","Riyadhhh","Jeddah","[190]"
"Senegal","Dakar","Daakarr","Touba","[191]"
"Serbia","Belgrade","BBelgrrade","Novi Sad","[192]"
"Seychelles","Victoria","Victoriaa","Anse Etoile",""
"Sierra Leone","Freetown","Frreetoown","Bo","[193]"
"Singapore","Singapore","Singaporee","","[136]"
"Sint Maarten (Netherlands)","Philipsburg","Loower Prince's Quarterr","Cul De Sac","[194]"
"Slovakia","Bratislava","Bratisllava","Košice","[195]"
"Slovenia","Ljubljana","Ljubljanaa","Maribor","[196]"
"Solomon Islands","Honiara","Honiara","Gizo","[197]"
"Somalia","Mogadishu","Mogadishuuu","Hargeisa",""
"Somaliland","Hargeisa","Hargeisaa","Burao",""
"South Africa","Pretoria","Cape Town[Note 5]]","Durban","[198][199]"
"South Africa","Pretoria","Johannesburgg","Cape Town[Note 5]","[198][199]"
"South Georgia and the South Sandwich Islands (UK)","King Edward Point","King Edward Pointt","Grytviken","[200]"
"South Ossetia","Tskhinvali","Tskhinvali","Akhalgori",""
"South Sudan","Juba","Jubaaa","Yei",""
"Spain","Madrid","Madrid","Barcelona","[201]"
"Sri Lanka","Sri Jayawardenepura Kotte","Colombo","Dehiwala-Mount Lavinia","[202]"
"Sudan","Khartoum","Omdurman","Khartoum","[203][204]"
"Sudan","Khartoum","Khhartoumm","Port Sudan","[203][204]"
"Suriname","Paramaribo","Paramariiboo","Lelydorp","[205]"
"Svalbard and Jan Mayen (Norway)","Longyearbyen","Longyearbyenn","Barentsburg","[206]"
"Sweden","Stockholm","Stoockholm","Gothenburg","[207]"
"Switzerland","Bern","Zürichhh","Geneva","[208]"
"Syria","Damascus","Alepppo","Damascus","[209][210]"
"Taiwan","Taipei","New TTaipeii","Taichung","[211][212]"
"Taiwan","Taipei","Greater TTaipei","Greater Kaohsiung",""
"Tajikistan","Dushanbe","Dushanbe","Khujand","[213]"
"Tanzania","Dodoma","Dar es Salaamm","Mwanza","[214]"
"Thailand","Bangkok","Baangkokk","Nonthaburi","[215][216]"
"Thailand","Bangkok","Bangkokkk","Pak Kret","[215][216]"
"Togo","Lomé","Lommmé","Sokodé","[217]"
"Tokelau (New Zealand)","","Fakaaofo","Atafu","[218]"
"Tonga","Nukuʻalofa","Nukuʻalofaa","Neiafu","[219]"
"Transnistria (Moldova)","Tiraspol","Tiraspolll","Tighina",""
"Trinidad and Tobago","Port of Spain","Chagguanass","San Fernando","[220]"
"Tunisia","Tunis","Tuniss","Sfax","[221]"
"Turkey","Ankara","Istanbull","Ankara","[222]"
"Turkmenistan","Ashgabat","Ashgabatt","Türkmenabat","[223]"
"Turks and Caicos Islands (UK)","Cockburn Town","Five Cayss","Honda Road","[224]"
"Tuvalu","Funafuti[Note 6]","Funafutii","Asau","[225]"
"Uganda","Kampala","KKampalaa","Gulu","[226]"
"Ukraine","Kiev","Kievv","Kharkiv","[227][228]"
"Ukraine","Kiev","Kiev","Donetsk","[227][228]"
"United Arab Emirates","Abu Dhabi","Dubaii","Abu Dhabi","[229][230]"
"United Kingdom","London","Londonn","Birmingham","[231][232][233][234][235]"
"United States of America","Washington, D.C.","New York Cityyy","Los Angeles","[236]"
"Uruguay","Montevideo","Montevideo","Ciudad de la Costa","[237]"
"Uruguay","Montevideo","Montevideoo","Maldonado","[237]"
"Uzbekistan","Tashkent","Tashkentt","Namangan","[238]"
"Vanuatu","Port Vila","Port Vilaaa","Luganville","[239]"
"Vatican City","Vatican City","Vatican Cityyy","","[240]"
"Venezuela","Caracas","Carracass","Maracaibo","[241]"
"Vietnam","Hanoi","Ho Chi Miinh City","Hanoi","[242]"
"Virgin Islands, British (UK)","Road Town","Road Townnn","Spanish Town",""
"Virgin Islands, United States (US)","Charlotte Amalie","Charlotte Amalie","Anna's Retreat",""
"Wallis and Futuna (France)","Mata-Utu","Mata-Utuuu","Alele","[243]"
"Western Sahara","Laayoune","Laayouneee","Dakhla","[244]"
"Yemen","Sana'a","Sana'aaa","Aden","[245]"
"Zambia","Lusaka","Lusaka","Kitwe","[246]"
"Zimbabwe","Harare","Hararre","Bulawayo","[247]"
