col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
Space Vultures,,a1697ee165307792f07fdd7767122140958a4e9f,,,,,,,1982,UA,"eu,us",,,,,,,,,,
Doraemon,,a16fda96d00c8b08bb362f2573a45939aa6be051,,,,,,,1983,Bandai,jp,,,,,,,,,,
Nibblemen,,a2f3d269e422e6ee89d58f001d39438704178e17,,,,,,,1982,UA,eu,a,a ka Devilman - The Dot Muncher,,,,,,,,
Space Mission,,a46fa9cbc12cb83218d3936ec3f4d0a4aff8cd60,,,,,,,1982,UA,"eu,us",,,,,,,,,,
Turtles Turpin,,a806e3f248a962bb99e2515f489d45bb11fb0a0e,,,,,,,1982,UA,eu,,,,,,,,,,
Blackjack & Poker,,a8afadfcaea847c2e998005652ace36803d6601b,,,,,,,198x,UA,eu,,,,,,,,,,
Robot Killer,,acb45a8314fe531390d1c58be23ae860fa344c94,,,,,,,1982,UA,eu,,,,,,,,,,
Cat Trax,,b0982ed95d92a4d97a5451acbee36af10ff99a3f,,,,,,,1982,UA,"eu,us",,,,,,,,,,
Astro Invaders,,b6f693e3333607181fbe3a43dffa9f30f9656998,,,,,,,1980,UA,eu,,,,,,,,,,
Tetris,,bbffc4a6aa7b276ee10980364cc6d464be973bda,,,,,,,2003,"Trauner, Peter",,,,,,,,,,,
Pleiades,,bdb7ce3d4552c82be3cf8db43d5ad103f9d9cc91,,,,,,,1983,UA,eu,,,,,,,,,,
Super Bug,,bf22e0fae67bc3c2147a669b194752e34fe3564d,,,,,,,1983,UA,eu,,,,,,,,,1.0,
Jump Bug,,bf3ccf7a54409f22ca4295b1df1c01bfbbe9f0a2,,,,,,,1982,UA,de,,,,,,,,,,
Crazy Gobbler,,c0341a1881ad058f2c72fed07e38a3b189de1811,,,,,,,1982,UA,eu,o,o 1,,,,,,,,
Space Raiders,,c2c247b57c3d3a9321f7c16e48b1d733bd7d7dbb,,,,,,,1982,UA,"eu,us",,,,,,,,,,
Tanks a Lot,,c431d5190e86f3dfbb3e8b1a3b9bec82bb5014ae,,,,,,,1982,UA,"eu,us",,,,,,,,,,
Basketball,,c6e3f963ea9db520bcd682a3206cc291504c9e3d,,,,,,,198x,UA,eu,,,,,,,,,,
Super Gobbler,,ca2efbcb1f1f580b7995aa47ab7da09fa4a1b9e2,,,,,,,1982,UA,eu,,,,,,,,,,
Missile War,,cc3e46adc8a3ed2cbfd5f9bbbf96f61f4e2ecebe,,,,,,,1982,UA,"eu,us",,,,,,,,,,
Hobo,,cebb340cb0a50b2815dafc6df8f46d814015a49f,,,,,,,1983,UA,eu,,,,,,,,,,
Jump Bug,,d0ace24fd1f3805e46b077e8a4770f922157c8c4,,,,,,,1982,UA,eu,,,,,,,,,,
3D Soccer,,d3df9ed4e09bacacde47fa4f1128383fd62ffd6e,,,,,,,1983,UA,de,,,,,,,,,,
Dictionary,,de2c037c5ec9b31f2ae63a467dcd82647f92e908,,,,,,,198x,UA,,,[German + English],,,,,,,,
R2D Tank,,e1daef4cc1e8c51cf542d900ba7139f5f472f2c8,,,,,,,1982,UA,eu,,,,,,,,,,
Spiders,,e2fe75ec968a586a9c4885df02481b00abef2bc7,,,,,,,1982,UA,"eu,us",,,,,,,,,,
Funky Fish,,e56be2ecd8284cd43a44620d56d6615766f45451,,,,,,,1983,UA,eu,,,,,,,,,,
Space Squadron,,e76efb5f2707f67775d09d2d1547a4af0254b7b1,,,,,,,1982,UA,eu,,,,,,,,,,
Circus,,e8abeb702d9a7b7e12e1cea02946dae267b23041,,,,,,,1983,UA,eu,a,a ka Acrobat,,,,,,,,
Brain Quiz,,e9560e064043946b6bc0a88087d4164adf62e773,,,,,,,1982,UA,"eu,us",a,a ka Math Logic,,,,,,,,
3D Bowling,,edd33cabd3d600e9e3d3c22f326a065ea6ebe32c,,,,,,,1982,UA,"eu,us",,,,,,,,,,
Combat,,f130cd5e85e801519740ed8c7ac8b4444ce91201,,,,,,,198x,UA,eu,o,a ka Combat Zone; o 1,,,,,,,,
Baseball,,f4d39aaab61e6b01c673166ae54841d450860b31,,,,,,,1982,UA,"eu,us",,,,,,,,,,
Spiders,,f95b38de1e82fec8c3cf4730f11c05a7e99e5a5b,,,,,,,1982,UA,"eu,us",o,o 1,,,,,,,,
