col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
Delma impar,urn:lsid:biodiversity.org.au:afd.taxon:51c700dd-d2c3-4fb4-9d1f-2728bf2e302f,Delma impar,Pygopodidae,,Vulnerable,,ACT Nature Conservation Act 2014,Very High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Corunastylis ectopa,https://id.biodiversity.org.au/node/apni/3853155,Corunastylis ectopa,Orchidaceae,,Endangered,Brindabella Midge Orchid,ACT Nature Conservation Act 2014,High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Tympanocryptis pinguicolla,urn:lsid:biodiversity.org.au:afd.taxon:5bceebc1-06e2-43fe-bf6e-72c9b9b25c92,Tympanocryptis pinguicolla,Agamidae,,Endangered,,ACT Nature Conservation Act 2014,Very High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Caladenia actensis,https://id.biodiversity.org.au/node/apni/2920976,Caladenia actensis,Orchidaceae,,Endangered,Canberra Spider Orchid,ACT Nature Conservation Act 2014,High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Perunga ochracea,urn:lsid:biodiversity.org.au:afd.taxon:ab03e158-f57a-418d-b9cb-274063cb0573,Perunga ochracea,Acrididae,,Vulnerable,Perunga Grasshopper,ACT Nature Conservation Act 2014,High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Varanus rosenbergi,urn:lsid:biodiversity.org.au:afd.taxon:a01a6bb4-8757-4ebf-9da7-0089e657d8d1,Varanus rosenbergi,Varanidae,,Vulnerable,Rosenberg's Monitor,Threatened Species Conservation Act 1995,High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Cooraboorama canberrae,urn:lsid:biodiversity.org.au:afd.taxon:fa3dfc36-f165-4f24-b846-47c2f560b725,Cooraboorama canberrae,Gryllacrididae,,Rare,Canberra Raspy Cricket,,High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Maratus,urn:lsid:biodiversity.org.au:afd.taxon:777acdcc-d7ae-4990-8ed2-243f882cd75d,Maratus,Salticidae,,Rare,Kicking peacock spider,,High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Swainsona recta,https://id.biodiversity.org.au/node/apni/2916272,Swainsona recta,Fabaceae,,Endangered,Small Purple Pea,ACT Nature Conservation Act 2014,High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Euastacus armatus,urn:lsid:biodiversity.org.au:afd.taxon:9a77eded-90e4-464f-b3ed-da1d8fca4059,Euastacus armatus,Parastacidae,,Vulnerable,Murray Crayfish,ACT Nature Conservation Act 2014,Very High,1km,Generalise to 0.01 or 1km,Risk of illegal targeting at a pool scale is considered high
Pterostylis oreophila,https://id.biodiversity.org.au/name/apni/75185,Pterostylis oreophila,Orchidaceae,,Critically endangered,Kiandra Greenhood,Environment Protection and Biodiversity Conservation Act 1999 (EPBC Act),High,1km,Generalise to 0.01 or 1km,Disturbance and collection
Macquaria australasica,urn:lsid:biodiversity.org.au:afd.taxon:42c0f534-bbaa-46ed-90d6-4a78d69fb0e4,Macquaria australasica,Percichthyidae,,Endangered,,ACT Nature Conservation Act 2014,High,1km,Generalise to 0.01 or 1km,Disturbance and legal targeting
Gentiana baeuerlenii,https://id.biodiversity.org.au/node/apni/2892776,Gentiana baeuerlenii,Gentianaceae,,Endangered,Baeuerlen's Gentian,ACT Nature Conservation Act 2014,High,1km,Generalise to 0.01 or 1km,
Tympanocryptis lineata,urn:lsid:biodiversity.org.au:afd.taxon:49122cf6-e123-47f9-8ee4-a649373a2a47,Tympanocryptis lineata,Agamidae,,Endangered,Grassland Earless Dragon,ACT Nature Conservation Act 2014,Very High,1km,Generalise to 0.01 or 1km,Disturbance and collection
