col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
10,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,,0,,,,mean,5.0,10,0,totest_cat_10,0,"Basic call, with groupsize and groups given",New dataset with each group having approximately 5 cases (with WARNING message),S
11,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,,0,FUTDDM_CAT CUOTA_CAT,,,mean,,10,1,totest_cat_11,0,"Basic call, with DESCENDING ranks and RANK variables",New dataset with RANK variables giving variables descending order (with WARNING message),S
12,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,,0,,,,mean,,10,1,totest_cat_12,0,"Basic call, with DESCENDING ranks no RANK variables","New dataset, same output as test case 1 (with WARNING message)",S
13,totest,B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,,0,,,,mean,,10,0,,0,"Basic call, with no output dataset and ADDVARS=0","Update input dataset with new variables, sorted as before call (with WARNING message)",S
14,totest,B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,,0,,,,mean,,10,0,,1,"Basic call, with no output dataset and ADDVARS=1","Update input dataset with new variables, sorted as before call (with WARNING message)",S
15,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,,0,,,,mean,,10,0,totest_cat_15,1,"Basic call, with output dataset and ADDVARS=1",New dataset with all the variables (original + new) (with WARNING message),S
16,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,"%quote(not in (0,1))",0,,,,mean,,10,0,totest_cat_16,1,"Basic call, with complex condition and ADDVARS=1",New dataset with all the variables (original + new) and all the cases (with WARNING message),S
19,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,B_TARGET_DQ90_12M,,,0,,,,min mean max,,10,0,totest_cat_19,1,Several statistics requested,New dataset with all the variables (original + new on different statistics) and all the cases (with WARNING message),S
20,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,,,,0,,B_FUT_DDM_12M_MAX_mi B_FUT_DDM_12M_MAX_me B_FUT_DDM_12M_MAX_ma V_CR_CUOTA_mi V_CR_CUOTA_me V_CR_CUOTA_ma,_c,min mean max,,8,0,totest_cat_20,1,No BY variable + several statistics with suffix for VARCAT variables and statistic-valued variable names GIVEN,New dataset with all the variables (original + varcat + new on different statistics) and all the cases,S
21,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,,,,0,,,_c,,,8,0,totest_cat_21,1,No BY variable + only VARCAT variables,New dataset with all the variables (original + varcat + new on different statistics) and all the cases,S
22,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,,,~=0,0,,,_c,min mean max,,8,0,totest_cat_22,1,No BY variable + condition + several statistics with suffix for VARCAT variables,New dataset with all the variables (original + varcat + new on different statistics) and all the cases,S
23,totest(keep=B_TARGET_DQ90_12M B_FUT_DDM_12M_MAX V_CR_CUOTA),B_FUT_DDM_12M_MAX V_CR_CUOTA,,,~=0,0,,,_c,,,8,0,totest_cat_23,1,No BY variable + condition + only VARCAT variables,New dataset with all the variables (original + varcat + new on different statistics) and all the cases,S
24,totest(keep=B_TARGET_DQ90_12M E_CR_NR_OTORG B_FUT_MESES_HASTA_CANCELADO),E_CR_NR_OTORG B_FUT_MESES_HASTA_CANCELADO,B_TARGET_DQ90_12M,,>2,0,,,_cat,min max stddev,,5,0,totest_cat_24,1,Condition with more than one exclusion value,New dataset with all the variables (original + varcat + new on different statistics) and all the cases. Self bin for excluded values.,S
25,totest(keep=B_TARGET_DQ90_12M E_CR_NR_OTORG B_FUT_MESES_HASTA_CANCELADO),E_CR_NR_OTORG B_FUT_MESES_HASTA_CANCELADO,B_TARGET_DQ90_12M,,>2,1,,,_cat,min max stddev,,5,0,totest_cat_25,0,"Condition with more than one exclusion value, all in one bin",New dataset with all the variables (original + varcat + new on different statistics) and all the cases. One bin for all excluded values.,S
26,totest(keep=B_TARGET_DQ90_12M E_CR_NR_OTORG B_FUT_MESES_HASTA_CANCELADO),E_CR_NR_OTORG B_FUT_MESES_HASTA_CANCELADO,,,>2,1,,,_cat,min max stddev,,5,0,totest_cat_26,0,"No BY variable, condition with more than one exclusion value, all in one bin",New dataset with all the variables (original + varcat + new on different statistics) and all the cases. One bin for all excluded values.,S
