col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26
20,EU20,6.1,C3,55.4,0.36862,6.3,0,0.4209,32,0.9617,25,0.420000000000001,elong,6,1.5023,0.359848232709845,0,1,0,0,3,4,0,0,0,1
21,EU21,6.0,B9,43.1,0.37531,24.7,4,0.1986,37,1.0998,35,7.46,tabanid,19,1.4858,0.259792704267062,2,4,0,1,4,11,0,0,1,0
22,EU22,5.8,A8,29.7,0.37102,12.9,1,0.6684,8,0.9474,28,3.9,leech,32,1.4962,0.366795882903355,1,0,0,1,2,4,1,0,0,0
23,EU23,6.1,A3,56.6,0.36878,6.8,2,0.4515,10,0.9607,17,6.96,control,25,1.4997,0.359405214376209,1,7,1,1,5,15,0,0,0,0
24,EU24,6.0,C8,37.3,0.36762,3.6,4,0.5343,23,0.9946,39,,elong + leech,31,1.5111,0.341803983852823,3,3,0,1,4,11,1,0,0,1
25,EU25,6.2,D3,75.5,0.36601,-0.8,1,0.1771,24,0.9233,21,1.475,elong + tab,40,1.4896,0.380169172932331,0,9,0,0,4,13,0,0,1,1
26,EU26,6.0,A4,61.4,0.36338,-8.0,2,0.6153,15,1.0933,24,5.64,control,24,1.4895,0.265995300436388,1,10,0,1,5,17,0,0,0,0
27,EU27,6.0,C4,59.4,0.37149,14.2,4,0.3861,29,0.9175,38,1.14,elong,4,1.4952,0.386369716425896,0,7,0,1,2,10,0,0,0,1
28,EU28,5.9,A5,51.2,0.36516,-3.1,0,0.7595,9,1.0261,18,6.78,control,23,1.4767,0.305139838829823,1,0,0,1,2,4,0,0,0,0
29,EU29,5.8,D4,37.3,0.37014,10.5,1,1.5152,39,0.8971,29,1.82,elong + tab,37,1.5051,0.403959869776095,0,0,1,1,5,7,0,0,1,1
30,EU30,6.1,D5,38.6,0.36849,6.0,1,0.234,30,1.079,40,5.6,elong + tab,39,1.4951,0.278309143201124,2,1,1,0,4,8,0,0,1,1
31,EU31,6.2,A9,39.7,0.36397,-6.4,2,0.6964,5,0.0953000000000004,36,2.42,leech,12,1.4824,0.93571235833783,0,6,0,0,1,7,1,0,0,0
32,EU32,6.1,B4,33.4,0.36553,-2.1,0,0.5931,2,1.103,27,3.66,andro,4,1.5162,0.272523413797652,0,0,0,0,1,1,0,1,0,0
33,EU33,6.2,D9,58.6,0.3651,-3.3,1,0.6051,27,1.072,37,5.82,elong + andro,26,1.5026,0.286569945427925,1,0,0,0,2,3,0,1,0,1
34,EU34,5.9,C5,39.9,0.3708,12.3,1,0.4328,14,0.9883,19,3.04,elong,36,1.4999,0.341089405960397,1,0,0,1,5,7,0,0,0,1
35,EU35,5.9,C9,61.5,0.36945,8.6,5,0.4817,19,0.9941,32,6.58,elong + leech,35,1.5041,0.339073199920218,0,8,0,0,4,12,1,0,0,1
36,EU36,6.2,D10,58.0,0.36752,3.3,2,0.7524,13,1.0968,20,4.68,elong + andro,27,1.501,0.269287141905396,0,4,1,1,1,7,0,1,0,1
37,EU37,6.0,B5,67.5,0.36927,8.1,3,0.4378,17,0.8362,22,4.88,andro,3,1.5027,0.443534970386637,4,3,0,1,2,10,0,1,0,0
38,EU38,6.0,B10,58.3,0.37055,11.6,0,0.3804,36,1.1102,31,2.3,tabanid,30,1.4725,0.246044142614601,0,3,0,0,0,3,0,0,1,0
39,EU39,5.9,C10,53.3,0.36708,2.1,1,0.727,38,1.0307,26,3.92,elong + leech,22,1.4925,0.309413735343384,1,0,0,0,5,6,1,0,0,1
40,EU40,6.2,A10,25.3,0.37154,14.4,0,0.2149,20,0.9343,30,-2.0,leech,13,1.5002,0.377216371150513,0,0,0,0,4,4,1,0,0,0
