col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42
0B8B5E93-AD5F-D08C-E0F5-BD601FAEED67,101,,77E2578E-8A67-A2D7-D86E-ACD9B1988F7A,73,Y,Logical Type,,,,,DOM3000004,1,LOGDT024,63,,,,,,,,,N,,VARCHAR,,,,,,,,KARYAWAN,,,,5,13.0,,,,
6F3AC1AD-379E-DF52-A28E-1E23BAD110AA,102,,73921090-F5CA-5C97-AA52-0FE24B90CA76,75,Y,Logical Type,,,,,DOM3000004,1,LOGDT024,63,,,,,,,,,N,,VARCHAR,,,,,,,,RIWAYAT_SEWA,,,,4,10.0,,,,
E3A81BE7-563B-CB1B-BB51-256835E5F82D,103,,EE71B636-1F75-15A6-CE3F-ED58390218CC,70,Y,Logical Type,,,,,DOM3000004,1,LOGDT025,12,,,,,,,,,N,,CHAR,,,,,,,,BANGUNAN,,,,5,1.0,,,,
B14A2EDA-AC27-6CE5-E6C4-8FFFD18B39FC,104,,73921090-F5CA-5C97-AA52-0FE24B90CA76,75,Y,Logical Type,,,,,DOM3000004,1,LOGDT007,15,,,,,,,,,N,,Date,,,,,,,,RIWAYAT_SEWA,,,,3,,,,,
ACD72FDC-106F-7656-F766-DE04D1998126,105,,73921090-F5CA-5C97-AA52-0FE24B90CA76,75,Y,Logical Type,,,,,DOM3000004,1,LOGDT007,15,,,,,,,,,N,,Date,,,,,,,,RIWAYAT_SEWA,,,,2,,,,,
04F71436-E001-419C-F3C3-45BCB3D9D67E,106,,73921090-F5CA-5C97-AA52-0FE24B90CA76,75,N,Logical Type,,,,,DOM3000004,1,LOGDT007,15,,,,,,,,,N,,Date,,,,,,,,RIWAYAT_SEWA,,,,5,,,,,
0DFFE692-2D61-8094-E579-FC5C25789B88,107,,77E2578E-8A67-A2D7-D86E-ACD9B1988F7A,73,Y,Logical Type,,,,,DOM3000004,1,LOGDT007,15,,,,,,,,,N,,Date,,,,,,,,KARYAWAN,,,,4,,,,,
C24D5A58-5765-8E7C-DEFA-2C513986870A,108,,184A5B00-2C96-45D4-8968-52E147C38BDC,74,Y,Logical Type,,,,,DOM3000004,1,LOGDT007,15,,,,,,,,,N,,Date,,,,,,,,PENYEWA,,,,4,,,,,
B5D7107F-2A20-A523-C918-3C3B8BD698D8,109,,92DD10D6-EA39-ED32-AFC3-1A9826A2D92C,72,Y,Logical Type,,,,,DOM3000004,1,LOGDT024,63,,,,,,,,,N,,VARCHAR,,,,,,,,KAMAR,,,,2,10.0,,,,
3551BAFE-D0C3-6F97-1813-7654B94C23A4,110,,8EDB0D45-1E5F-130C-2D9D-F27B2D53D62F,71,Y,Logical Type,,,,,DOM3000004,1,LOGDT025,12,,,,,,,,,N,,CHAR,,,,,,,,FASILITAS_KAMAR,,,,4,1.0,,,,
2C37A1D4-921A-C82B-88B5-F07438EFBD2A,111,,EE71B636-1F75-15A6-CE3F-ED58390218CC,70,Y,Logical Type,,,,,DOM3000004,1,LOGDT025,12,,,,,,,,,N,,CHAR,,,,,,,,BANGUNAN,,,,7,1.0,,,,
E6997815-13AC-2082-0D20-EFE8459E706E,112,,EE71B636-1F75-15A6-CE3F-ED58390218CC,70,Y,Logical Type,,,,,DOM3000004,1,LOGDT025,12,,,,,,,,,N,,CHAR,,,,,,,,BANGUNAN,,,,6,1.0,,,,
35320954-E0EE-3A56-E998-5DDF0EF3ED1D,113,,EE71B636-1F75-15A6-CE3F-ED58390218CC,70,Y,Logical Type,,,,,DOM3000004,1,LOGDT024,63,,,,,,,,,N,,VARCHAR,,,,,,,,BANGUNAN,,,,4,20.0,,,,
869B44C2-67B6-34AF-16D6-D018369E6CFE,114,,92DD10D6-EA39-ED32-AFC3-1A9826A2D92C,72,Y,Logical Type,,,,,DOM3000004,1,LOGDT024,63,,,,,,,,,N,,VARCHAR,,,,,,AFA39EF7-0CD3-DBF9-AE6B-12EE9203A00A,124.0,KAMAR,,F,Relation_16,7,5.0,,,,
80C5A340-80CA-961A-A2D8-0F1F259E6C25,115,,EE71B636-1F75-15A6-CE3F-ED58390218CC,70,Y,Logical Type,,,,,DOM3000004,1,LOGDT024,63,,,,,,,,,N,,VARCHAR,,,,,,E75AFF69-B60E-F1C1-AD66-903A7DCE5DA4,125.0,BANGUNAN,,F,Relation_17,10,5.0,,,,
