col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21
36,77,64591,36,41,92,56,92,11,2006-06-07 03:43:36,2006-06-07 03:43:36,无,92,64591,64,64591,无,52612,2013-04-28 10:36:17,2013-04-28 10:36:17,2013-04-28 10:36:17,
37,71,41400,62,6,11,91,11,2,2019-05-11 00:36:32,2019-05-11 00:36:32,无,11,41400,11,41400,无,87170,2008-02-21 01:57:24,2008-02-21 01:57:24,2008-02-21 01:57:24,
38,80,44972,11,98,2,69,2,3,2018-05-02 13:52:36,2018-05-02 13:52:36,无,2,44972,2,44972,无,93833,2016-07-17 22:56:39,2016-07-17 22:56:39,2016-07-17 22:56:39,
39,24,95442,18,92,3,87,3,88,2013-12-08 02:40:15,2013-12-08 02:40:15,无,3,95442,3,95442,无,54399,2004-09-02 20:37:42,2004-09-02 20:37:42,2004-09-02 20:37:42,
40,87,67615,73,27,88,14,88,55,2007-11-21 18:14:13,2007-11-21 18:14:13,无,88,67615,88,67615,无,54874,2006-06-07 03:43:36,2006-06-07 03:43:36,2006-06-07 03:43:36,
41,63,26581,7,13,55,11,55,10,2000-07-12 00:00:43,2000-07-12 00:00:43,无,55,26581,55,26581,无,25670,2019-05-11 00:36:32,2019-05-11 00:36:32,2019-05-11 00:36:32,
42,98,97883,5,90,10,87,10,49,2014-02-10 18:40:33,2014-02-10 18:40:33,无,10,97883,10,97883,无,65066,2018-05-02 13:52:36,2018-05-02 13:52:36,2018-05-02 13:52:36,
43,6,83625,31,39,49,14,49,32,2017-12-15 19:34:12,2017-12-15 19:34:12,无,49,83625,49,83625,无,96400,2013-12-08 02:40:15,2013-12-08 02:40:15,2013-12-08 02:40:15,
44,83,84791,37,47,32,11,32,59,2001-10-27 02:37:46,2001-10-27 02:37:46,无,32,84791,32,84791,无,84609,2007-11-21 18:14:13,2007-11-21 18:14:13,2007-11-21 18:14:13,
45,77,35161,57,24,59,2,59,34,2010-07-22 12:15:44,2010-07-22 12:15:44,无,59,35161,59,35161,无,92630,2000-07-12 00:00:43,2000-07-12 00:00:43,2000-07-12 00:00:43,
46,35,51636,87,82,34,3,34,56,2002-02-28 08:33:49,2002-02-28 08:33:49,无,34,51636,34,51636,无,53944,2014-02-10 18:40:33,2014-02-10 18:40:33,2014-02-10 18:40:33,
47,87,44768,68,36,56,88,56,61,2000-04-28 03:34:41,2000-04-28 03:34:41,无,56,44768,56,44768,无,53974,2017-12-15 19:34:12,2017-12-15 19:34:12,2017-12-15 19:34:12,
48,41,60833,30,62,61,55,61,42,2014-04-22 20:52:43,2014-04-22 20:52:43,无,61,60833,61,60833,无,75576,2001-10-27 02:37:46,2001-10-27 02:37:46,2001-10-27 02:37:46,
49,46,32112,54,11,42,10,42,59,2009-05-04 18:36:52,2009-05-04 18:36:52,无,42,32112,42,32112,无,94009,2010-07-22 12:15:44,2010-07-22 12:15:44,2010-07-22 12:15:44,
50,64,50280,41,18,59,49,59,59,2008-02-07 01:46:50,2008-02-07 01:46:50,无,59,50280,59,50280,无,94637,2002-02-28 08:33:49,2002-02-28 08:33:49,2002-02-28 08:33:49,
