col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
10,Litecoin,blockchain,litecoin-project/litecoin,['PoW'],https://github.com/litecoin-project/litecoin,https://github.com/litecoin-project/litecoin,MIT,2012-06-13 04:18:26,2021-05-13 22:18:47,2020-04-29 05:57:07,2594.0,56.0,367.0,3841.0,19973.0,2020-06-11 19:52:19,0.18.1,,,12.0,Litecoin source tree.,755.0,22,False,3.0,,,,,
11,Zcash,blockchain,zcash/zcash,['PoW'],https://github.com/zcash/zcash,https://github.com/zcash/zcash,,2014-11-22 03:13:10,2021-05-20 14:04:45,2021-04-22 06:01:42,1165.0,877.0,2251.0,4404.0,14996.0,2021-04-15 08:58:19,4.4.0,222.0,4.0,47.0,Zcash - Internet Money.,575.0,21,False,3.0,,,,,
12,Polkadot,blockchain,paritytech/polkadot,['PoS'],https://github.com/paritytech/polkadot,https://github.com/paritytech/polkadot,GPL-3.0,2018-08-09 10:57:23,2021-05-20 15:27:02,2021-05-20 13:28:41,670.0,223.0,609.0,3458.0,1980.0,2021-05-12 17:23:09,0.9.1,22953.0,791.0,87.0,Polkadot Node Implementation.,119.0,21,True,3.0,,,,,
13,Cardano,blockchain,input-output-hk/cardano-node,['PoS'],https://github.com/input-output-hk/cardano-node,https://github.com/input-output-hk/cardano-node,Apache-2.0,2019-05-23 20:12:22,2021-05-20 15:10:32,2021-05-20 13:52:04,256.0,214.0,589.0,1431.0,4280.0,2021-05-13 09:11:31,1.27.0,,,30.0,The core component that is used to participate in a Cardano decentralised blockchain.,80.0,20,True,3.0,,,,,
14,Stellar,blockchain,stellar/stellar-core,['PoS'],https://github.com/stellar/stellar-core,https://github.com/stellar/stellar-core,,2014-11-24 17:11:12,2021-05-20 04:55:10,2021-05-20 01:20:21,796.0,185.0,1038.0,2714.0,6992.0,2021-04-26 21:09:03,17.0.0,,,100.0,stellar-core is the reference implementation for the peer to peer agent that manages the Stellar network.,93.0,18,False,3.0,,,,,
15,Pancake swap,smart-contract,pancakeswap/pancake-swap-core,[],https://github.com/pancakeswap/pancake-swap-core,https://github.com/pancakeswap/pancake-swap-core,GPL-3.0,2020-09-14 06:01:21,2021-05-16 09:20:23,2020-09-27 07:36:36,270.0,6.0,4.0,103.0,259.0,,,,,,Core smart contracts.,9.0,16,True,1.0,,292.0,292.0,,
16,Compound,smart-contract,compound-finance/compound-protocol,[],https://github.com/compound-finance/compound-protocol,https://github.com/compound-finance/compound-protocol,BSD-3-Clause,2019-08-02 22:37:25,2021-05-19 21:57:30,2021-04-12 17:36:46,434.0,16.0,16.0,712.0,56.0,2020-06-27 16:22:17,2.8.1,172.0,9.0,10.0,The Compound On-Chain Protocol.,14.0,15,True,2.0,,,,True,
17,Terra,blockchain,terra-project/core,['dPoS'],https://github.com/terra-project/core,https://github.com/terra-project/core,,2018-11-18 17:11:47,2021-05-20 10:31:46,2021-04-14 00:33:53,66.0,4.0,154.0,270.0,814.0,2021-04-14 00:36:09,0.4.6,2254.0,90.0,37.0,GO implementation of the Terra Protocol.,17.0,15,False,3.0,,,,,
18,USD Coin,smart-contract,centrehq/centre-tokens,[],https://github.com/centrehq/centre-tokens,https://github.com/centrehq/centre-tokens,MIT,2018-02-05 15:05:54,2021-05-10 02:57:44,2021-02-18 02:03:46,113.0,,29.0,188.0,743.0,2018-08-03 19:46:55,1.0.0,,,1.0,Source repository for fiat tokens on the CENTRE network.,13.0,14,True,2.0,,,,,
19,Suishi Swap,smart-contract,sushiswap/sushiswap-interface,[],https://github.com/sushiswap/sushiswap-interface,https://github.com/sushiswap/sushiswap-interface,GPL-3.0,2021-02-13 17:56:56,2021-05-20 14:18:38,2021-05-19 18:12:29,41.0,13.0,25.0,24.0,2568.0,,,,,,An open source interface for the SushiSwap Protocol.,77.0,12,False,3.0,,,,True,
20,Paxos,smart-contract,paxosglobal/pax-contracts,[],https://github.com/paxosglobal/pax-contracts,https://github.com/paxosglobal/pax-contracts,MIT,2018-09-07 21:36:06,2021-05-12 00:00:31,2021-02-02 19:43:59,49.0,,5.0,62.0,51.0,,,,,,Solidity smart contracts for the Paxos Standard ERC20 stablecoin PAX.,7.0,11,False,3.0,1.0,,,,
21,Binance USD,smart-contract,paxosglobal/busd-contract,[],https://github.com/paxosglobal/busd-contract,https://github.com/paxosglobal/busd-contract,MIT,2019-09-06 18:00:31,2021-05-11 20:59:33,2021-02-02 19:43:45,28.0,,,24.0,8.0,,,,,,Solidity smart contracts for the Binance USD.,4.0,10,False,3.0,,,,,
22,Tezos,blockchain,,['dPoS'],,,,,,,,,,,,,,,,,,,0,False,,,,,,tezos/tezos
