col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
IR2,10K,4R-N0603-ARV,0603-ARV,Array Chip Resistor,,,,,,unknown,unknown,,,,,,,;
IR3,1K,4R-N0603-ARV,0603-ARV,Array Chip Resistor,,,,,,unknown,unknown,,,,,,,;
IR4,1K,4R-N0603-ARV,0603-ARV,Array Chip Resistor,,,,,,unknown,unknown,,,,,,,;
MC,ATMEGA328,ATMEGA168,TQFP32-08,,,,,,,,,,,,,,,;
MR3,10K,RESISTOR0805-RES,805,Resistor,,,,,,,,,,,,,,;
NIR1,4700,RESISTOR0805-RES,805,Resistor,,,,,,,,,,,,,,;
NIR2,4700,RESISTOR0805-RES,805,Resistor,,,,,,,,,,,,,,;
NIR3,4700,RESISTOR0805-RES,805,Resistor,,,,,,,,,,,,,,;
OD1,SS54,SCHOTTKY-DIODESMD,SMB,Schottky Diode,,,,,,,,,,,,,,;
OD2,28V,ZENER-DIODESMB,SMB,Z-Diode,,,,,,,,,,,,,,;
OF1,100mA,PPTC_0.75A,1206,Resettable Fuse PPTC,,,,,,,,,,RES-11150,,,,6V/0.75A;
OF2,100mA,PPTC_0.75A,1206,Resettable Fuse PPTC,,,,,,,,,,RES-11150,,,,6V/0.75A;
OF3,100mA,PPTC_0.75A,1206,Resettable Fuse PPTC,,,,,,,,,,RES-11150,,,,6V/0.75A;
OF4,100mA,PPTC_0.75A,1206,Resettable Fuse PPTC,,,,,,,,,,RES-11150,,,,6V/0.75A;
OF5,100mA,PPTC_0.75A,1206,Resettable Fuse PPTC,,,,,,,,,,RES-11150,,,,6V/0.75A;
OF6,100mA,PPTC_0.75A,1206,Resettable Fuse PPTC,,,,,,,,,,RES-11150,,,,6V/0.75A;
OF7,100mA,PPTC_0.75A,1206,Resettable Fuse PPTC,,,,,,,,,,RES-11150,,,,6V/0.75A;
OF8,100mA,PPTC_0.75A,1206,Resettable Fuse PPTC,,,,,,,,,,RES-11150,,,,6V/0.75A;
OK1,TLP283-4,TLP283-4,MINI-FLAT-16,TOSHIBA PHOTOCOUPLER GaAs IRED & PHOTO-TRANSISTOR,,,,,,unknown,unknown,,,,,O,,;
OK2,TLP283-4,TLP283-4,MINI-FLAT-16,TOSHIBA PHOTOCOUPLER GaAs IRED & PHOTO-TRANSISTOR,,,,,,unknown,unknown,,,,,O,,;
OK3,TLP283-4,TLP283-4,MINI-FLAT-16,TOSHIBA PHOTOCOUPLER GaAs IRED & PHOTO-TRANSISTOR,,,,,,unknown,unknown,,,,,,,;
OK4,TLP283-4,TLP283-4,MINI-FLAT-16,TOSHIBA PHOTOCOUPLER GaAs IRED & PHOTO-TRANSISTOR,,,,,,unknown,unknown,,,,,,,;
OL1,BLU,LEDCHIP-LED0805,CHIP-LED0805,LED,,,,,,,,,,,,,,;
OL2,BLU,LEDCHIP-LED0805,CHIP-LED0805,LED,,,,,,,,,,,,,,;
OL3,BLU,LEDCHIP-LED0805,CHIP-LED0805,LED,,,,,,,,,,,,,,;
OL4,BLU,LEDCHIP-LED0805,CHIP-LED0805,LED,,,,,,,,,,,,,,;
OL5,BLU,LEDCHIP-LED0805,CHIP-LED0805,LED,,,,,,,,,,,,,,;
OL6,BLU,LEDCHIP-LED0805,CHIP-LED0805,LED,,,,,,,,,,,,,,;
OL7,BLU,LEDCHIP-LED0805,CHIP-LED0805,LED,,,,,,,,,,,,,,;
OL8,BLU,LEDCHIP-LED0805,CHIP-LED0805,LED,,,,,,,,,,,,,,;
OMF,750mA,PPTC_0.75A,1206,Resettable Fuse PPTC,,,,,,,,,,RES-11150,,,,6V/0.75A;
OR1,1K,4R-N0603-ARV,0603-ARV,Array Chip Resistor,,,,,,unknown,unknown,,,,,,,;
OR2,10K,4R-N0603-ARV,0603-ARV,Array Chip Resistor,,,,,,unknown,unknown,,,,,,,;
OR3,10K,4R-N0603-ARV,0603-ARV,Array Chip Resistor,,,,,,unknown,unknown,,,,,,,;
OR4,1K,4R-N0603-ARV,0603-ARV,Array Chip Resistor,,,,,,unknown,unknown,,,,,,,;
OR5,10K,4R-N0603-ARV,0603-ARV,Array Chip Resistor,,,,,,unknown,unknown,,,,,,,;
OR6,10K,4R-N0603-ARV,0603-ARV,Array Chip Resistor,,,,,,unknown,unknown,,,,,,,;
PC1,220uf 50v,CPOL-EU140CLH-1010,140CLH-1010,"POLARIZED CAPACITOR, European symbol",,,,,,,,,,,,C,,;
PC2,220uf 50v,CPOL-EU140CLH-1010,140CLH-1010,"POLARIZED CAPACITOR, European symbol",,,,,,,,,,,,C,,;
PCO,220 uh,MSS1260,MSS1260,SMT Power Inductor,,,,,,,,,,,,,,;
PD1,M7,DIODESMA,SMA-DIODE,Diode,,,,,,,,,,,,,,;
PD2,SS54,SCHOTTKY-DIODESMD,SMB,Schottky Diode,,,,,,,,,,,,,,;
PF1,1A,SIBA194600,1820,"SIBA PTC-Fuses, Series 194600, 1812 (4.5 3.2)mm",,,,,,,,,,,,,,;
PIC33,LM2596S-3.3,LM2596S,TO263-5,SIMPLE SWITCHER® Power Converter 150 kHz 3A Step-Down Voltage Regulator,,,NATIONAL SEMICONDUCTOR,,LM2596S-ADJ/NOPB,9494367,41K3842,,,,,X,,;
PJ1,POWER_JACKTOE,POWER_JACKTOE,POWER_JACK_SMD_OVERPASTE_TOE,"Power Jack Connector, SMD DC-005 DC Power Jack Socket Connector DC005 5.5*2.1mm 2.1 socket Round the needle black color",,,,,,,,,,CONN-08106,PRT-12748,,,;
PL,GRN,LEDCHIP-LED0805,CHIP-LED0805,LED,,,,,,,,,,,,,,;
PP,22-05-7048-04,22-05-7048-04,7395-04,"CONNECTOR, KF2510 KF2510-4W 2.54 mm pitch 4 pin connector,Female housing + Right angle male header ",,,MOLEX,,,unknown,unknown,,,,,,,;
PR1,1k,RESISTOR0805-RES,805,Resistor,,,,,,,,,,,,,,;
Q1,8MHz,RESONATOR1:1,RESONATOR-SMD-1:1,Resonator,,,,,,,,,,,,,,;
Q2,25MHz,KX-9B,5.0X3.2_2,Quartz Crystals (MHz) SMD:,,,,,,,,,,,,,,;
R1,1.5K,RESISTOR0805-RES,805,Resistor,,,,,,,,,,,,,,;
R2,10K,RESISTOR0805-RES,805,Resistor,,,,,,,,,,,,,,;
R3,1.5K,RESISTOR0805-RES,805,Resistor,,,,,,,,,,,,,,;
R6,1k,RESISTOR0805-RES,805,Resistor,,,,,,,,,,,,,,;
SR,gnd,31-XX,B3F-31XX,OMRON SWITCH,,,,,B3F-3100,959704,36M3582,,,,,,,;
SV1,3.3V,S03P,S03P,"AMP MT CONNECTOR, XH2.54-3P Right Angle Pin Header",,,,,,,,,,,,,,;
SV2,3.3V,S03P,S03P,"AMP MT CONNECTOR, XH2.54-3P Right Angle Pin Header",,,,,,,,,,,,,,;
SV3,3.3V,S03P,S03P,"AMP MT CONNECTOR, XH2.54-3P Right Angle Pin Header",,,,,,,,,,,,,,;
U$2,HR911105A,HR911105A,RJ45,,,,,,,,,,,,,,,;
U1,ULN2803ADW,ULN2803ADW,SOIC127P1030X265-18N,Darlington transistor array,,,,,ULN2803ADW,1652419,69K0711,SOIC-18,,,,,TEXAS INSTRUMENTS,;
WIFI,ESP01,ESP01,ESP01,2x4 Pin 2.54mm Double Row Female Pin Header 8P PCB Socket Connector (For ESP8266 Wifi module 01) ,,,,,,,,,,,,,,;
XI1,MC5,MC5,MC5,Mini-Combicon 3.81mm horizontal 5-polig,,,,,,,,,,,,,,;
XI2,MC5,MC5,MC5,Mini-Combicon 3.81mm horizontal 5-polig,,,,,,,,,,,,,,;
XO,MC10,MC10,MC10,Mini-Combicon 3.81mm horizontal 10-polig,,,,,,,,,,,,,,;
XV,MC2,MC2,MC2,Mini-Combicon 3.81mm horizontal 2-polig,,,,,,,,,,,,,,;
