col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43
"http://opendatacommunities.org/id/geography/lsoa/E01025301,Preston","003E,,7.6,7.4,7.82,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025302,Preston","003F,,7.53,7.4,7.8,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025253,Preston","004A,,7.61,7.41,7.84,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025254,Preston","004B,,7.65,7.46,7.9,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025255,Preston","004C,,7.64,7.43,7.87,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025300,Preston","004D,,7.4,7.29,7.61,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025303,Preston","004E,,7.61,7.41,7.83,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025260,Preston","005A,,7.05,6.96,7.35,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025262,Preston","005B,,7.24,7.14,7.53,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025263,Preston","005C,,7.13,7.01,7.45,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025264,Preston","005D,,7.19,7.05,7.52,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025239,Preston","006A,,7.43,7.28,7.67,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025241,Preston","006B,,7.6,7.44,7.83,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025242,Preston","006C,,7.76,7.64,7.97,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025243,Preston","006D,,7.61,7.46,7.82,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025251,Preston","006E,,7.44,7.37,7.68,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025234,Preston","007A,,7.32,7.21,7.63,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025235,Preston","007B,,7.5,7.38,7.76,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025237,Preston","007C,,7.21,7.07,7.55,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025238,Preston","007D,,7.09,6.96,7.45,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025245,Preston","007E,,7.09,7.04,7.45,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025252,Preston","007F,,7.37,7.24,7.62,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025233,Preston","008A,,7.57,7.41,7.82,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025240,Preston","008B,,7.59,7.41,7.84,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025261,Preston","008C,,7.59,7.44,7.83,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025266,Preston","008D,,7.54,7.38,7.8,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025309,Preston","008E,,7.43,7.28,7.73,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025236,Preston","009A,,7.16,7.05,7.49,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025283,Preston","009B,,6.98,6.89,7.37,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025284,Preston","009C,,7.45,7.31,7.74,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025285,Preston","009D,,7.29,7.18,7.62,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025286,Preston","009E,,7.03,6.92,7.38,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025287,Preston","009F,,7.03,6.97,7.36,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025270,Preston","010A,,7.56,7.41,7.82,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025272,Preston","010B,,7.67,7.49,7.89,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025273,Preston","010C,,7.64,7.42,7.88,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025288,Preston","010D,,7.28,7.16,7.48,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025246,Preston","011A,,7.12,7.11,7.38,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025274,Preston","011B,,7.24,7.19,7.5,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025275,Preston","011C,,7.15,7.09,7.4,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025294,Preston","011D,,7.15,7.13,7.41,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025276,Preston","012A,,7.36,7.27,7.65,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025308,Preston","012B,,7.32,7.22,7.59,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025310,Preston","012C,,7.23,7.18,7.49,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025311,Preston","012D,,7.18,7.13,7.46,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025312,Preston","012E,,7.29,7.22,7.55,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025313,Preston","012F,,7.01,6.97,7.28,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025314,Preston","012G,,7.35,7.24,7.58,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025231,Preston","013A,,7.6,7.45,7.82,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025232,Preston","013B,,7.29,7.22,7.57,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025265,Preston","013C,,7.56,7.39,7.78,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025267,Preston","013D,,7.3,7.17,7.6,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025268,Preston","013E,,7.18,7.08,7.46,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025269,Preston","013F,,7.23,7.09,7.56,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025271,Preston","013G,,7.42,7.28,7.7,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025295,Preston","014A,,7.05,6.99,7.31,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025296,Preston","014B,,7.1,7.07,7.42,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025297,Preston","014C,,7.15,7.09,7.44,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025298,Preston","014D,,7.21,7.13,7.49,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025244,Preston","015A,,7.18,7.17,7.45,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025292,Preston","015B,,7.03,6.95,7.26,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025293,Preston","015C,,7,6.97,7.26,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025247,Preston","016A,,7.14,7.12,7.4,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025248,Preston","016B,,7.01,6.92,7.37,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025249,Preston","016C,,7.4,7.28,7.67,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025250,Preston","016D,,7.11,7.07,7.4,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025304,Preston","016E,,7.29,7.25,7.58,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025305,Preston","016F,,7.11,7.09,7.37,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025289,Preston","017A,,7.18,7.11,7.45,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025290,Preston","017B,,7.18,7.13,7.42,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025291,Preston","017C,,7.31,7.23,7.59,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025306,Preston","017D,,7.25,7.18,7.49,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"http://opendatacommunities.org/id/geography/lsoa/E01025307,Preston","017E,,6.97,6.93,7.2,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
