col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33
,Cn,DO (Concentration),5/20/2019 8:32:02,,1.0,m,VERTICAL_PROFILE,3.65,mg/l,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,DO (Saturation),5/20/2019 8:32:02,,1.0,m,VERTICAL_PROFILE,46.2,%,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,pH,5/20/2019 8:32:02,,1.0,m,VERTICAL_PROFILE,6.83,s.u.,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,Specific Conductivity,5/20/2019 8:32:02,,1.0,m,VERTICAL_PROFILE,124.0,uS/cm,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,Water Temperature_C,5/20/2019 8:32:02,,1.0,m,VERTICAL_PROFILE,27.46,degC,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,Barometric Pressure,5/20/2019 8:33:03,,2.005,m,VERTICAL_PROFILE,760.4,mmHg,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,DO (Concentration),5/20/2019 8:33:03,,2.005,m,VERTICAL_PROFILE,0.34,mg/l,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,DO (Saturation),5/20/2019 8:33:03,,2.005,m,VERTICAL_PROFILE,4.2,%,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,pH,5/20/2019 8:33:03,,2.005,m,VERTICAL_PROFILE,6.52,s.u.,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,Specific Conductivity,5/20/2019 8:33:03,,2.005,m,VERTICAL_PROFILE,122.0,uS/cm,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,Water Temperature_C,5/20/2019 8:33:03,,2.005,m,VERTICAL_PROFILE,25.96,degC,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,Barometric Pressure,5/20/2019 8:33:51,,3.0,m,VERTICAL_PROFILE,760.4,mmHg,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,DO (Concentration),5/20/2019 8:33:51,,3.0,m,VERTICAL_PROFILE,0.32,mg/l,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,DO (Saturation),5/20/2019 8:33:51,,3.0,m,VERTICAL_PROFILE,3.7,%,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,pH,5/20/2019 8:33:51,,3.0,m,VERTICAL_PROFILE,6.35,s.u.,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,Specific Conductivity,5/20/2019 8:33:51,,3.0,m,VERTICAL_PROFILE,128.0,uS/cm,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,Water Temperature_C,5/20/2019 8:33:51,,3.0,m,VERTICAL_PROFILE,21.49,degC,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,Barometric Pressure,5/20/2019 8:34:44,,4.002,m,VERTICAL_PROFILE,760.3,mmHg,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,DO (Concentration),5/20/2019 8:34:44,,4.002,m,VERTICAL_PROFILE,0.31,mg/l,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,DO (Saturation),5/20/2019 8:34:44,,4.002,m,VERTICAL_PROFILE,3.3,%,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,pH,5/20/2019 8:34:44,,4.002,m,VERTICAL_PROFILE,6.23,s.u.,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,Specific Conductivity,5/20/2019 8:34:44,,4.002,m,VERTICAL_PROFILE,146.0,uS/cm,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,Water Temperature_C,5/20/2019 8:34:44,,4.002,m,VERTICAL_PROFILE,18.61,degC,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,Barometric Pressure,5/20/2019 8:35:30,,5.006,m,VERTICAL_PROFILE,760.4,mmHg,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,DO (Concentration),5/20/2019 8:35:30,,5.006,m,VERTICAL_PROFILE,0.3,mg/l,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,DO (Saturation),5/20/2019 8:35:30,,5.006,m,VERTICAL_PROFILE,3.2,%,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,pH,5/20/2019 8:35:30,,5.006,m,VERTICAL_PROFILE,6.19,s.u.,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,Specific Conductivity,5/20/2019 8:35:30,,5.006,m,VERTICAL_PROFILE,151.0,uS/cm,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,Water Temperature_C,5/20/2019 8:35:30,,5.006,m,VERTICAL_PROFILE,17.66,degC,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,Barometric Pressure,5/20/2019 8:36:44,,5.996,m,VERTICAL_PROFILE,760.4,mmHg,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,DO (Concentration),5/20/2019 8:36:44,,5.996,m,VERTICAL_PROFILE,0.28,mg/l,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,DO (Saturation),5/20/2019 8:36:44,,5.996,m,VERTICAL_PROFILE,3.0,%,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,pH,5/20/2019 8:36:44,,5.996,m,VERTICAL_PROFILE,6.07,s.u.,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,Specific Conductivity,5/20/2019 8:36:44,,5.996,m,VERTICAL_PROFILE,216.0,uS/cm,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
,Cn,Water Temperature_C,5/20/2019 8:36:44,,5.996,m,VERTICAL_PROFILE,17.54,degC,Preliminary,OK,WATER,Cn20190520,GRAB,,My_DeviceType,,,,,,,,,,,,,,,,,
