col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27
4IAE2R6Y,CA:JJ,1431698477,CA4663913073,Jackpot Digital Inc.,0,Online Gaming Business,PENDING,N,CASH,0,03/26/2021,,,,https://www.accesswire.com/637558/Jackpot-Announces-Update-on-Proposed-Spin-Out-for-Online-Gaming-Business,03/26/2021 11:43:37 AM,03/26/2021 11:43:37 AM,05/03/2021 08:43:57 PM,,,,,04/30/2021,,,,
4ICL15HQ,HCANF,1431698514,CA40638K1012,Halo Collective Inc,0,Halo Tek Inc.,PENDING,N,CASH,0,04/01/2021,,,,https://www.newswire.ca/news-releases/-r-e-p-e-a-t-halo-collective-announces-proposed-spin-off-of-assets-to-create-halo-tek--826622802.html,,,,,,,,,,,,
4ICO1KRP,COMM,1431686534,US20337X1090,"CommScope Holding Company, Inc.",0,Home Networks business,PENDING,N,CASH,0,04/08/2021,,,,https://www.businesswire.com/news/home/20210408005156/en/,04/08/2021 07:37:18 AM,04/08/2021 07:37:18 AM,05/03/2021 08:43:57 PM,,,,,,,,,
4ICV2ZR7,DELL,1431695203,US24703L2025,Dell Technologies Inc. CL C,1431684585,"VMware, Inc.",PENDING,N,CASH,0,04/14/2021,,,,http://www.prnewswire.com/news-releases/dell-technologies-announces-planned-vmware-spin-off-301269141.html,04/15/2021 12:10:22 PM,04/15/2021 12:10:22 PM,05/03/2021 08:43:57 PM,VMW,US9285634021,,,,,,,
4ICZ1KBT,CNHI,1431686969,NL0010545661,CNH Industrial N.V.,0,On-Highway Business,PENDING,N,CASH,0,04/19/2021,,,,https://ml-eu.globenewswire.com/Resource/Download/befc13a4-cd0e-4011-ac67-c76641e50ad3,04/19/2021 09:35:39 AM,04/19/2021 09:35:39 AM,05/03/2021 08:43:57 PM,,,,,,,,,
4ICZ1KBX,ADHC,1431691503,US02541R3003,American Diversified Holding Corporation,0,Universal Crypto Holding,PENDING,N,CASH,0,04/19/2021,,,,https://www.newsfilecorp.com/redirect/0r5BUrZ0e,04/19/2021 09:55:23 AM,04/19/2021 09:55:23 AM,05/03/2021 08:43:57 PM,,,,,,,,,
4ID02KZJ,JCOM,1431663010,US48123V1026,J2 Global Inc.,0,Consensus,PENDING,N,CASH,0,04/19/2021,,,,https://www.businesswire.com/news/home/20210419005841/en/,04/20/2021 10:20:06 AM,04/20/2021 10:20:06 AM,05/03/2021 08:43:57 PM,,,,,,,,,
4ID22S6E,JETMF,1431698607,CA37960G1046,Global Crossing Airlines Group Inc,0,Canada Jetlines Operations Ltd,PENDING,N,CASH,0,04/20/2021,,,,https://www.newsfilecorp.com/redirect/n0yDt7mVj,04/22/2021 11:22:06 AM,04/23/2021 05:45:04 AM,05/03/2021 08:43:57 PM,,,2.0,1.0,,,,,
4ID92V7Y,O,1431683737,US7561091049,Realty Income Corp.,0,office properties,PENDING,N,CASH,0,04/29/2021,,,,http://www.prnewswire.com/news-releases/realty-income-to-merge-with-vereit-in-all-stock-transaction-301280015.html,04/29/2021 11:55:40 AM,04/29/2021 11:55:40 AM,05/03/2021 08:43:57 PM,,,,,,,,,
4IFB27GD,GTN,10220,US3893751061,"Gray Television, Inc.",0,National Media Group operating division,PENDING,N,CASH,0,05/03/2021,,,,https://ml.globenewswire.com/Resource/Download/30601bcb-057d-439a-958b-d082de6fdf52,05/03/2021 10:35:54 AM,05/03/2021 10:35:54 AM,05/03/2021 08:43:57 PM,,,,,,,,,
