col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35
1876,coonwi01,William Coon,21,ATH,NL,0,0,,5.14,2,0,2,0,0,0,7.0,9,8,4,0,0,,0,,0,0,35,50.0,2.23,1.286,11.6,0.0,0.0,0.0,
1876,cummica01,Candy Cummings,27,HAR,NL,16,8,0.667,1.67,24,24,0,24,5,0,216.0,215,97,40,0,14,,26,,0,7,913,144.0,2.19,1.06,9.0,0.0,0.6,1.1,1.86
1876,deando01,Dory Dean,23,CIN,NL,4,26,0.133,3.73,30,30,1,26,0,0,262.2,397,268,109,1,24,,22,,0,17,1257,58.0,2.39,1.603,13.6,0.0,0.8,0.8,0.92
1876,devliji01,Jim Devlin,27,LOU,NL,30,35,0.462,1.56,68,68,0,66,5,0,622.0,566,309,108,3,37,,122,,0,14,2568,168.0,2.08,0.969,8.2,0.0,0.5,1.8,3.3
1876,fishech01,Cherokee Fisher,31,CIN,NL,4,20,0.167,3.02,28,24,4,22,0,0,229.1,294,206,77,6,6,,29,,0,6,1039,71.0,2.4,1.308,11.5,0.2,0.2,1.1,4.83
1876,gouldch01,Charlie Gould,28,CIN,NL,0,0,,0.0,2,0,1,0,0,0,4.1,10,9,0,0,0,,0,,0,0,25,,2.23,2.308,20.8,0.0,0.0,0.0,
1876,knighlo01,Lon Knight,23,ATH,NL,10,22,0.313,2.62,34,32,1,27,0,0,282.0,383,288,82,0,34,,12,,0,23,1324,90.0,2.51,1.479,12.2,0.0,1.1,0.4,0.35
1876,laffefl01,Flip Lafferty,22,ATH,NL,0,1,0.0,0.0,1,1,0,1,0,0,9.0,5,3,0,0,0,,0,,0,0,33,,2.23,0.556,5.0,0.0,0.0,0.0,
1876,larkite01,Terry Larkin,20,NYU,NL,0,1,0.0,3.0,1,1,0,1,0,0,9.0,9,7,3,0,0,,0,,0,0,39,81.0,2.23,1.0,9.0,0.0,0.0,0.0,
1876,mannija01,Jack Manning,22,BSN,NL,18,5,0.783,2.14,34,20,13,13,0,5,197.1,213,139,47,1,32,,24,,0,16,878,104.0,2.54,1.242,9.7,0.0,1.5,1.1,0.75
1876,mathebo01,Bobby Mathews,24,NYU,NL,21,34,0.382,2.86,56,56,0,55,2,0,516.0,693,395,164,8,24,,37,,0,3,2327,79.0,2.43,1.39,12.1,0.1,0.4,0.6,1.54
1876,mcbridi01,Dick McBride,29,BSN,NL,0,4,0.0,2.73,4,4,0,3,0,0,33.0,53,35,10,1,5,,2,,0,1,155,83.0,2.96,1.758,14.5,0.3,1.4,0.5,0.4
1876,mcveyca01,Cal McVey,26,CHC,NL,5,2,0.714,1.52,11,6,4,5,0,2,59.1,57,22,10,0,2,,9,,0,2,245,160.0,2.03,0.994,8.6,0.0,0.3,1.4,4.5
1876,meyerle01,Levi Meyerle,26,ATH,NL,0,2,0.0,5.0,2,2,0,2,0,0,18.0,28,23,10,0,1,,0,,0,6,84,49.0,2.4,1.611,14.0,0.0,0.5,0.0,0.0
1876,nichotr01,Tricky Nichols,25,BSN,NL,1,0,1.0,1.0,1,1,0,1,0,0,9.0,7,5,1,0,0,,0,,0,0,35,239.0,2.23,0.778,7.0,0.0,0.0,0.0,
1876,pearcfr01,Frank Pearce,16,LOU,NL,0,0,,4.5,1,0,1,0,0,0,4.0,5,4,2,0,1,,1,,0,2,20,67.0,2.48,1.5,11.3,0.0,2.3,2.3,1.0
1876,peterjo01,John Peters,26,CHC,NL,0,0,,0.0,1,0,1,0,0,1,1.0,1,1,0,0,1,,0,,0,0,5,,5.23,2.0,9.0,0.0,9.0,0.0,0.0
1876,piersda01,Dave Pierson,20,CIN,NL,0,1,0.0,inf,1,1,0,0,0,0,0.0,2,2,2,1,0,,0,,0,0,2,9.0,,,,,,,
1876,ryanjo01,Johnny Ryan,22,LOU,NL,0,0,,5.63,1,0,1,0,0,0,8.0,22,20,5,0,0,,1,,0,7,49,50.0,1.98,2.75,24.8,0.0,0.0,1.1,
1876,spaldal01,Al Spalding,25,CHC,NL,47,12,0.797,1.75,61,60,2,53,8,0,528.2,542,226,103,6,26,,39,,0,1,2219,137.0,2.38,1.074,9.2,0.1,0.4,0.7,1.5
1876,whitede01,Deacon White,28,CHC,NL,0,0,,0.0,1,0,1,0,0,1,2.0,1,0,0,0,0,,3,,0,0,7,,-0.77,0.5,4.5,0.0,0.0,13.5,
1876,willida01,Dale Williams,20,CIN,NL,1,8,0.111,4.23,9,9,0,9,0,0,83.0,123,75,39,1,4,,9,,0,5,367,51.0,2.32,1.53,13.3,0.1,0.4,1.0,2.25
1876,wrighge01,George Wright,29,BSN,NL,0,0,,0.0,1,0,1,0,0,0,1.0,1,0,0,0,0,,1,,0,1,4,,0.23,1.0,9.0,0.0,0.0,9.0,
1876,zettlge01,George Zettlein,31,ATH,NL,4,20,0.167,3.88,28,25,4,23,1,2,234.0,358,212,101,2,6,,10,,0,4,1089,61.0,2.34,1.556,13.8,0.1,0.2,0.4,1.67
