col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24
13,15,1,none,gaussian,0.005,euclidean,5,25,4,10,gaussian,0.005,euclidean,3,6,4,7,gaussian,0.005,euclidean,2,6,3,6
14,16,3,professional,gaussian,0.005,euclidean,10,16,15,25,gaussian,0.005,euclidean,16,22,22,25,gaussian,0.005,euclidean,11,28,6,10
15,17,1,none,gaussian,0.0075,manhattan,9,21,6,13,linear,0.005,manhattan,5,15,5,9,tophat,0.01,manhattan,4,10,6,11
16,18,1,none,gaussian,0.005,euclidean,3,9,3,12,gaussian,0.005,euclidean,2,6,4,8,gaussian,0.005,euclidean,2,5,2,6
17,19,1,none,gaussian,0.005,euclidean,3,27,4,10,gaussian,0.005,euclidean,3,47,2,15,gaussian,0.005,euclidean,14,50,25,50
18,20,1,none,epanechnikov,0.005,euclidean,130,165,25,40,epanechnikov,0.005,euclidean,250,290,40,50,epacnechnikov,0.005,euclidean,450,600,50,60
19,22,1,none,gaussian,0.005,euclidean,3,9,20,50,gaussian,0.005,euclidean,4,8,28,35,gaussian,0.005,euclidean,3,7,25,50
20,23,1,none,gaussian,0.005,euclidean,3,10,5,12,gaussian,0.005,euclidean,5,12,7,15,gaussian,0.005,euclidean,7,15,10,18
21,24,1,none,gaussian,0.005,euclidean,6,8,10,16,gaussian,0.005,euclidean,4,5,4,5,gaussian,0.005,euclidean,3,5,6,8
22,25,1,none,gaussian,0.005,euclidean,5,16,9,17,gaussian,0.005,euclidean,7,14,9,15,gaussian,0.005,euclidean,4,13,5,18
23,26,1,none,linear,0.005,euclidean,50,70,40,60,linear,0.005,euclidean,60,75,25,35,linear,0.005,euclidean,75,95,45,55
24,27,1,none,gaussian,0.005,euclidean,10,20,20,30,linear,0.005,euclidean,15,25,10,20,tophat,0.005,euclidean,5,10,5,10
25,28,1,none,gaussian,0.005,euclidean,9,13,3,5,tophat,0.005,euclidean,6,10,4,5,epacnechnikov,0.0075,euclidean,4,6,4,5
26,29,1,none,gaussian,0.005,euclidean,50,80,12,23,gaussian,0.005,euclidean,50,70,8,15,gaussian,0.005,euclidean,80,120,12,30
27,30,1,none,gaussian,0.005,euclidean,5,8,23,40,gaussian,0.005,euclidean,7,10,13,19,gaussian,0.005,euclidean,8,15,9,18
28,31,1,none,gaussian,0.005,euclidean,10,15,10,15,gaussian,0.005,euclidean,8,15,10,15,gaussian,0.005,euclidean,10,20,15,30
29,32,2,tech,gaussian,0.005,euclidean,11,17,49,57,gaussian,0.005,euclidean,8,17,53,60,gaussian,0.005,euclidean,11,14,36,49
30,34,2,tech,gaussian,0.005,euclidean,12,15,60,80,gaussian,0.005,euclidean,10,15,20,25,gaussian,0.005,euclidean,7,10,15,25
31,37,1,none,gaussian,0.005,euclidean,30,45,45,55,gaussian,0.005,euclidean,20,30,8,12,gaussian,0.005,euclidean,35,50,15,25
32,38,1,none,gaussian,0.005,euclidean,15,25,10,20,gaussian,0.005,euclidean,8,25,10,15,gaussian,0.005,euclidean,10,17,5,13
33,40,1,none,tophat,0.005,manhattan,70,80,30,35,tophat,0.005,manhattan,90,110,40,45,linear,0.01,euclidean,75,85,40,50
34,41,1,none,gaussian,0.005,euclidean,9,11,4,5,gaussian,0.005,euclidean,8,10,4,5,gaussian,0.005,euclidean,5,7,3,4
35,42,2,tech,gaussian,0.005,euclidean,6,9,80,105,gaussian,0.005,euclidean,4,6,80,105,gaussian,0.005,euclidean,2,5,80,105
36,43,2,tech,gaussian,0.005,euclidean,6,9,9,14,gaussian,0.005,euclidean,5,11,6,10,gaussian,0.005,euclidean,5,9,5,10
37,44,1,none,gaussian,0.005,euclidean,4,13,5,8,gaussian,0.005,euclidean,5,7,5,7,gaussian,0.005,euclidean,5,7,5,7
38,47,2,tech,gaussian,0.005,euclidean,6,10,14,20,gaussian,0.005,euclidean,4,7,5,9,gaussian,0.005,euclidean,3,6,4,10
39,48,2,tech,gaussian,0.005,euclidean,15,19,8,13,gaussian,0.005,euclidean,10,13,7,9,gaussian,0.005,euclidean,16,20,6,9
40,50,3,professional,gaussian,0.005,euclidean,10,15,18,25,gaussian,0.005,euclidean,6,10,6,12,gaussian,0.005,euclidean,5,7,8,12
41,51,1,none,gaussian,0.005,euclidean,36,56,15,25,gaussian,0.005,euclidean,25,40,12,20,gaussian,0.005,euclidean,35,50,30,45
42,52,1,none,gaussian,0.005,euclidean,11,23,13,16,gaussian,0.005,euclidean,6,10,6,9,gaussian,0.005,euclidean,7,11,6,10
43,53,3,professional,gaussian,0.005,euclidean,8,22,18,23,gaussian,0.005,euclidean,10,23,11,25,gaussian,0.005,euclidean,20,40,18,32
44,54,1,none,gaussian,0.005,euclidean,10,30,10,30,gaussian,0.005,euclidean,4,9,4,9,gaussian,0.005,euclidean,3,15,3,15
45,55,1,none,gaussian,0.005,euclidean,6,12,3,5,gaussian,0.005,euclidean,0,0,2,6,gaussian,0.005,euclidean,0,0,2,6
46,56,1,none,gaussian,0.005,euclidean,25,30,25,30,gaussian,0.005,euclidean,15,20,15,20,gaussian,0.005,euclidean,27,30,27,30
47,57,1,none,gaussian,0.005,euclidean,12,12,3,5,gaussian,0.005,euclidean,5,6,3,4,gaussian,0.005,euclidean,3,5,3,4
48,58,1,none,gaussian,0.005,euclidean,20,50,50,100,gaussian,0.005,euclidean,20,55,20,30,gaussian,0.005,euclidean,20,45,20,35
49,59,3,professional,gaussian,0.005,euclidean,10,20,50,60,gaussian,0.005,euclidean,10,20,50,60,gaussian,0.005,euclidean,8,15,50,60
50,60,3,professional,gaussian,0.005,euclidean,4,6,18,24,gaussian,0.005,euclidean,4,6,14,26,gaussian,0.005,euclidean,6,8,30,38
51,61,3,professional,gaussian,0.005,euclidean,10,18,20,40,gaussian,0.005,euclidean,10,16,16,22,gaussian,0.005,euclidean,18,33,19,36
52,62,3,professional,gaussian,0.005,euclidean,10,15,15,25,gaussian,0.005,euclidean,5,10,10,15,gaussian,0.005,euclidean,10,15,15,20
53,64,2,tech,gaussian,0.005,euclidean,18,25,15,20,gaussian,0.005,manhattan,12,20,10,18,gaussian,0.0075,manhattan,15,22,8,12
54,65,2,tech,epanechnikov,0.0075,manhattan,20,40,15,25,gaussian,0.0025,euclidean,20,30,10,20,gaussian,0.0025,euclidean,5,30,5,15
55,63,1,none,gaussian,0.005,euclidean,50,85,50,70,gaussian,0.005,euclidean,50,85,45,70,gaussian,0.005,manhattan,90,120,80,100
56,66,2,tech,gaussian,0.005,euclidean,20,50,15,30,gaussian,0.005,euclidean,15,30,15,20,gaussian,0.005,euclidean,35,50,25,40
57,67,1,none,gaussian,0.005,euclidean,5,11,20,45,gaussian,0.005,euclidean,8,10,10,20,gaussian,0.005,euclidean,7,12,15,25
58,68,2,tech,linear,0.005,euclidean,15,50,25,28,linear,0.0025,euclidean,45,80,45,55,tophat,0.01,chebyshev,70,100,60,115
59,69,2,tech,gaussian,0.005,euclidean,5,8,12,16,gaussian,0.005,euclidean,4,7,5,8,gaussian,0.005,euclidean,3,6,8,13
60,70,2,tech,gaussian,0.005,euclidean,6,12,11,15,tophat,0.005,manhattan,12,19,6,15,gaussian,0.005,euclidean,5,8,5,13
