col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20
16,2006-03-08,1,506,Teleseker,Maariv,17,9,9.0,0.0,38,0,5.0,9.0,19.0,5,3,3,3,http://imra.org.il/story.php3?id=28733,
17,2006-03-08,1,500,Dahaf,Yediot,14,8,10.0,0.0,37,0,6.0,11.0,20.0,6,4,2,2,http://imra.org.il/story.php3?id=28733,DATE UNCERTAIN
18,2006-03-08,1,578,Maagar,Reshet B,15,9,10.0,0.0,35,2,6.0,8.0,19.0,5,4,2,2,http://imra.org.il/story.php3?id=28733,
19,2006-03-09,1,501,Smith,Globes,18,10,10.0,0.0,34,0,6.0,10.0,18.0,5,3,3,3,http://imra.org.il/story.php3?id=28733,
20,2006-03-08,1,500,Dialog,Haaretz,17,10,8.0,0.0,37,2,5.0,10.0,19.0,4,4,2,2,http://imra.org.il/story.php3?id=28733,
21,2006-03-06,1,511,Maagar,Mishal Ham,18,11,8.0,1.0,36,1,6.0,9.0,18.0,5,3,2,2,http://imra.org.il/story.php3?id=28710,ARABS UNKNOWN
22,2006-03-03,1,500,Dahaf,Yediot,15,9,9.0,0.0,38,0,6.0,10.0,20.0,5,4,2,2,http://imra.org.il/story.php3?id=28668,DATE UNKNOWN
23,2006-03-02,1,500,Maagar,Makor Rishon,18,11,8.0,0.0,36,0,6.0,9.0,18.0,6,4,2,2,http://imra.org.il/story.php3?id=28668,SIZE UNKNOWN
24,2006-03-01,1,502,Teleseker,Maariv,18,9,7.0,0.0,39,0,5.0,9.0,21.0,5,3,2,2,http://imra.org.il/story.php3?id=28668,
25,2006-03-01,1,503,Maagar,Reshet B,16,11,8.0,0.0,36,1,6.0,9.0,19.0,6,4,2,2,http://imra.org.il/story.php3?id=28668,
26,2006-03-01,1,500,Smith,Globes/JPost,17,10,9.0,0.0,37,0,6.0,10.0,17.0,5,3,3,3,http://imra.org.il/story.php3?id=28668,SIZE UNKNOWN
27,2006-03-01,1,500,Dialog,Haaretz,15,11,7.0,0.0,37,0,6.0,10.0,19.0,6,3,3,3,http://imra.org.il/story.php3?id=28668,SIZE UNKNOWN
28,2006-02-22,1,500,Dahaf,Yediot,16,8,9.0,0.0,39,0,5.0,10.0,19.0,5,3,3,3,http://imra.org.il/story.php3?id=28603,DATE UNCERTAIN
29,2006-02-24,1,500,Maagar,Makor Rishon,17,11,7.0,0.0,38,0,6.0,9.0,19.0,5,4,2,2,,
30,2006-02-22,1,500,Teleseker,Maariv,15,10,8.0,0.0,40,0,5.0,9.0,20.0,5,4,2,2,http://imra.org.il/story.php3?id=28603,
31,2006-02-23,1,500,Maagar,Reshet B,14,9,10.0,0.0,36,2,6.0,8.0,19.0,5,3,3,3,,
32,2006-02-23,1,500,Smith,Globes/Jpost,17,9,8.0,0.0,39,0,6.0,10.0,18.0,4,3,3,3,http://imra.org.il/story.php3?id=28603,SIZE UNKNOWN
33,2006-02-22,1,500,Dialog,Haaretz,14,11,7.0,0.0,39,0,7.0,9.0,19.0,5,3,3,3,,
