col0,col1,col2,col3,col4,col5,col6,col7,col8
hsa-miR-520a-3p,HOXD8,ENSG00000175879,homeobox D8 [Source:HGNC Symbol;Acc:HGNC:5139],324028.211242612,0.0920642189244599,MIRT086295,Immunofluorescence//qRT-PCR//Western blot,27748920
hsa-miR-520a-3p,MAP3K2,ENSG00000169967,mitogen-activated protein kinase kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6854],324028.211242612,9.55738542887023,MIRT733668,Luciferase reporter assay//qRT-PCR//Western blot,25973317
hsa-miR-520g-3p,MMP2,ENSG00000087245,matrix metallopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:7166],68499.94112405,9.26954325296037,MIRT732848,In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot,28292471
hsa-miR-520a-3p,PFKP,ENSG00000067057,"phosphofructokinase, platelet [Source:HGNC Symbol;Acc:HGNC:8878]",324028.211242612,1.11898110720077,MIRT007336,Luciferase reporter assay//qRT-PCR//Western blot,23389994
hsa-miR-519d-3p,PPARA,ENSG00000186951,peroxisome proliferator activated receptor alpha [Source:HGNC Symbol;Acc:HGNC:9232],136568.833128259,1.56396466460274,MIRT000630,Luciferase reporter assay//qRT-PCR//Western blot,20057369
hsa-miR-520d-5p,PPIB,ENSG00000166794,peptidylprolyl isomerase B [Source:HGNC Symbol;Acc:HGNC:9255],28243.9388922488,156.205144948383,MIRT733731,ChIP-seq//Immunoprecipitaion//In situ hybridization//Luciferase reporter assay//Western blot,28011625
hsa-miR-518c-3p,PTEN,ENSG00000171862,phosphatase and tensin homolog [Source:HGNC Symbol;Acc:HGNC:9588],47359.6010361687,23.7752465442597,MIRT734278,Luciferase reporter assay//qRT-PCR//Western blot,25088422
hsa-miR-519a-3p,PTEN,ENSG00000171862,phosphatase and tensin homolog [Source:HGNC Symbol;Acc:HGNC:9588],47109.810315939,23.7752465442597,MIRT006233,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,26708293
hsa-miR-517a-3p,PTK2B,ENSG00000120899,protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612],1526682.45872355,0.909333548488333,MIRT438433,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,23142219
hsa-miR-517c-3p,PTK2B,ENSG00000120899,protein tyrosine kinase 2 beta [Source:HGNC Symbol;Acc:HGNC:9612],77308.0084759341,0.909333548488333,MIRT438432,Luciferase reporter assay//Microarray//qRT-PCR//Western blot,23142219
hsa-miR-519a-3p,RB1,ENSG00000139687,RB transcriptional corepressor 1 [Source:HGNC Symbol;Acc:HGNC:9884],47109.810315939,5.46766664878919,MIRT068755,qRT-PCR//Luciferase reporter assay//Western blot,24752803
hsa-miR-519d-3p,SMAD7,ENSG00000101665,SMAD family member 7 [Source:HGNC Symbol;Acc:HGNC:6773],136568.833128259,13.6614206835964,MIRT734469,Luciferase reporter assay//qRT-PCR//Western blot,27006642
hsa-miR-520g-3p,SMAD7,ENSG00000101665,SMAD family member 7 [Source:HGNC Symbol;Acc:HGNC:6773],68499.94112405,13.6614206835964,MIRT437832,Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot,25436421
hsa-miR-519d-3p,STAT3,ENSG00000168610,signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364],136568.833128259,12.3945921386418,MIRT726433,Luciferase reporter assay//qRT-PCR//Western blot,26238950
hsa-miR-519a-3p,STAT3,ENSG00000168610,signal transducer and activator of transcription 3 [Source:HGNC Symbol;Acc:HGNC:11364],47109.810315939,12.3945921386418,MIRT732189,Luciferase reporter assay//qRT-PCR//Western blot,26970980
hsa-miR-520a-3p,TGFBR2,ENSG00000163513,transforming growth factor beta receptor 2 [Source:HGNC Symbol;Acc:HGNC:11773],324028.211242612,23.4604824405572,MIRT735049,Immunoblot//Luciferase reporter assay//qRT-PCR,28184932
hsa-miR-519a-3p,TIMP1,ENSG00000102265,TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:11820],47109.810315939,30.5350490495127,MIRT006638,Luciferase reporter assay//qRT-PCR//Western blot,22262409
hsa-miR-518c-3p,TP53,ENSG00000141510,tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998],47359.6010361687,6.18560134846313,MIRT734280,Luciferase reporter assay//qRT-PCR//Western blot,25088422
hsa-miR-526b-5p,XRCC5,ENSG00000079246,X-ray repair cross complementing 5 [Source:HGNC Symbol;Acc:HGNC:12833],130143.377315755,40.2580529177293,MIRT733638,Luciferase reporter assay//qRT-PCR//Western blot,25596743
hsa-miR-519a-3p,YES1,ENSG00000176105,"YES proto-oncogene 1, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12841]",47109.810315939,29.8920417742969,MIRT005569,Immunoblot//Luciferase reporter assay//qRT-PCR,21274007
