col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34
67.0,0.4860648272,0.167770031,0.004808592,23280.9532800485,1.8167402212,1.0,1.8167402525,1.0,0.0,0.4860648272,0.5036941215,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,157.822377419
72.0,0.4546295316,0.1064594236,0.0010003709,22014.3600497271,1.7980933543,1.0,1.7981005902,1.0,0.0,0.4546295316,0.4711186856,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,39.6847058297
78.0,0.4556034999,0.0931882668,0.0014957628,94279.7752418527,2.4623888707,1.0,2.4508657222,0.529159729,0.0,0.4556034999,0.4721279791,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0027694933
84.0,0.446024725,0.099883781,0.0006432514,22377.7338688646,1.8035505113,1.0,1.8035221905,0.9999999995,0.0,0.446024725,0.4622017876,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0057099251
90.0,0.4553916155,0.0931882668,0.001916393,76666.3433947361,2.4196897014,1.0,2.4111409174,0.4837030066,0.0,0.4553916155,0.4719084098,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.005123089
96.0,0.5037121868,0.1064594236,0.0013315092,21989.6742471427,1.7977193613,1.0,1.797657346,0.9999999843,0.0,0.5037121868,0.5219815407,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0030856516
102.0,0.5381055985,0.1251590505,0.0012659339,121515.6994042579,2.3676273759,1.0,2.3646541463,0.9957476042,0.0,0.5381055985,0.5576223819,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0026384571
108.0,0.456004492,0.1064594236,0.0018404079,162079.6802804619,2.6591310703,1.0,2.652776546,0.5023262922,0.0,0.456004492,0.4725435151,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0044920441
114.0,0.4635370801,0.099883781,0.0008974039,339319.5554421146,2.7417185085,1.0,2.7311106362,0.8852783183,0.0,0.4635370801,0.4803493058,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0035256016
120.0,0.453807111,0.1468521437,0.0040742703,24898.3165190009,1.8391284282,1.0,1.8391282486,1.0,0.0,0.453807111,0.4702664362,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0027728198
126.0,0.4872195151,0.1309653296,0.0011524884,24238.3676596259,1.8301739704,1.0,1.8301737435,1.0,0.0,0.4872195151,0.5048906892,0.3,0.0,5.5e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0031578452
