col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35
Hystrichopsyllidae,Catallagia unidentified,yes,FMNH,168,,,,,,,,,,,,,,,,,,,Catallagia,,unidentified,,,,,,,,,,specificEpithet flagged
Hystrichopsyllidae,Corypsylla unidentified,yes,FMNH,179,,,,,,,,,,,,,,,,,,,Corypsylla,,unidentified,,,,,,,,,,specificEpithet flagged
Hystrichopsyllidae,Hystrichopsylla unidentified,yes,FMNH,192,,,,,,,,,,,,,,,,,,,Hystrichopsylla,,unidentified,,,,,,,,,,specificEpithet flagged
Hystrichopsyllidae,Megarthroglossus unidentified,yes,FMNH,202,,,,,,,,,,,,,,,,,,,Megarthroglossus,,unidentified,,,,,,,,,,specificEpithet flagged
Hystrichopsyllidae,Meringis unidentified,yes,FMNH,221,,,,,,,,,,,,,,,,,,,Meringis,,unidentified,,,,,,,,,,specificEpithet flagged
Hystrichopsyllidae,Neopsylla unidentified,yes,FMNH,232,,,,,,,,,,,,,,,,,,,Neopsylla,,unidentified,,,,,,,,,,specificEpithet flagged
Hystrichopsyllidae,Phalacropsylla unidentified,yes,FMNH,236,,,,,,,,,,,,,,,,,,,Phalacropsylla,,unidentified,,,,,,,,,,specificEpithet flagged
Hystrichopsyllidae,Rhadinopsylla unidentified,yes,FMNH,243,,,,,,,,,,,,,,,,,,,Rhadinopsylla,,unidentified,,,,,,,,,,specificEpithet flagged
Hystrichopsyllidae,Stenistomera unidentified,yes,FMNH,245,,,,,,,,,,,,,,,,,,,Stenistomera,,unidentified,,,,,,,,,,specificEpithet flagged
Hystrichopsyllidae,Stenoponia unidentified,yes,FMNH,247,,,,,,,,,,,,,,,,,,,Stenoponia,,unidentified,,,,,,,,,,specificEpithet flagged
Ischnopsyllidae,Myodopsylla unidentified,yes,FMNH,255,,,,,,,,,,,,,,,,,,,Myodopsylla,,unidentified,,,,,,,,,,specificEpithet flagged
Ischnopsyllidae,Nycteridopsylla unidentified,yes,FMNH,258,,,,,,,,,,,,,,,,,,,Nycteridopsylla,,unidentified,,,,,,,,,,specificEpithet flagged
Leptopsyllidae,Dolichopsyllus unidentified,yes,FMNH,265,,,,,,,,,,,,,,,,,,,Dolichopsyllus,,unidentified,,,,,,,,,,specificEpithet flagged
Leptopsyllidae,Odontopsyllus unidentified,yes,FMNH,270,,,,,,,,,,,,,,,,,,,Odontopsyllus,,unidentified,,,,,,,,,,specificEpithet flagged
Leptopsyllidae,Peromyscopsylla unidentified,yes,FMNH,284,,,,,,,,,,,,,,,,,,,Peromyscopsylla,,unidentified,,,,,,,,,,specificEpithet flagged
Pulicidae,Ctenocephalides unidentified,,FMNH,293,,,,,,,,,,,,,,,,,,,Ctenocephalides,,unidentified,,,,,,,,,,specificEpithet flagged
Pulicidae,Euhoplopsyllus unidentified,yes,FMNH,300,,,,,,,,,,,,,,,,,,,Euhoplopsyllus,,unidentified,,,,,,,,,,specificEpithet flagged
Pulicidae,Hoplopsyllus unidentified,yes,FMNH,304,,,,,,,,,,,,,,,,,,,Hoplopsyllus,,unidentified,,,,,,,,,,specificEpithet flagged
Pulicidae,Pulex (Pulex) unidentified,yes,FMNH,307,,,,,,,,,,,,,,,,,,,Pulex,Pulex,unidentified,,,,,,,,,,specificEpithet flagged
Rhopalopsyllidae,Polygenis (Polygenis) unidentified,yes,FMNH,314,,,,,,,,,,,,,,,,,,,Polygenis,Polygenis,unidentified,,,,,,,,,,specificEpithet flagged
Rhopalopsyllidae,Rhopalopsyllus unidentified,yes,FMNH,318,,,,,,,,,,,,,,,,,,,Rhopalopsyllus,,unidentified,,,,,,,,,,specificEpithet flagged
