col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25
21,Acanthocereus subinermis,199770,-96.4186111,19.5411111,,False,2,27.29,Equisetopsida,Caryophyllales,Cactaceae,123,Terrestre,1998,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=5eebf7217412a74f0cdd11d32273e368,5eebf7217412a74f0cdd11d32273e368,No,NoDisponible,NoDisponible,,Si,,
24,Acanthocereus subinermis,194754,-97.1416667,18.1916667,,False,2,34.74,Equisetopsida,Caryophyllales,Cactaceae,900,Terrestre,2000,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=652a334d2538d69bd2010d6ff8caeff2,652a334d2538d69bd2010d6ff8caeff2,No,NoDisponible,NoDisponible,,Si,,
12,Acanthocereus subinermis,194648,-97.025,17.525,,False,2,28.97,Equisetopsida,Caryophyllales,Cactaceae,1342,Terrestre,1993,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=7c9cc4b5cf4b280526040508948b26df,7c9cc4b5cf4b280526040508948b26df,No,NoDisponible,NoDisponible,,Si,,
10,Acanthocereus subinermis,194648,-97.0306944,17.515,,False,2,28.97,Equisetopsida,Caryophyllales,Cactaceae,1378,Terrestre,2007,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=8fac4ca5ed379804de2294ee45289bcc,8fac4ca5ed379804de2294ee45289bcc,No,NoDisponible,NoDisponible,,Si,,
5,Acanthocereus subinermis,199773,-96.3916667,19.5916667,,False,2,25.23,Equisetopsida,Caryophyllales,Cactaceae,29,Terrestre,1982,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9588395a4a1c255b0a83edfd7bba18ce,9588395a4a1c255b0a83edfd7bba18ce,No,NoDisponible,NoDisponible,,Si,,
8,Acanthocereus subinermis,199764,-96.475,19.525,,False,2,33.71,Equisetopsida,Caryophyllales,Cactaceae,243,Terrestre,1987,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=9ac6b01530e60a505ec48daf9fca0765,9ac6b01530e60a505ec48daf9fca0765,No,NoDisponible,NoDisponible,,Si,,
19,Acanthocereus subinermis,213657,-94.675,17.8416666,,False,1,7.26,Equisetopsida,Caryophyllales,Cactaceae,4,Terrestre,1993,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a40050d2aef9c9fdf0487bf746283cde,a40050d2aef9c9fdf0487bf746283cde,No,NoDisponible,NoDisponible,,Si,,
6,Acanthocereus subinermis,199455,-96.3625,16.9222222,,False,2,24.4,Equisetopsida,Caryophyllales,Cactaceae,1688,Terrestre,1906,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=a648d76b0b0b1bcf2bf1b3e1492b4eb4,a648d76b0b0b1bcf2bf1b3e1492b4eb4,No,NoDisponible,NoDisponible,,Si,,
9,Acanthocereus subinermis,208792,-95.3077778,16.3811111,,False,2,19.65,Equisetopsida,Caryophyllales,Cactaceae,129,Terrestre,1987,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=ade5cc1af577859c5ae0fbab73f95aa5,ade5cc1af577859c5ae0fbab73f95aa5,No,NoDisponible,NoDisponible,,Si,,
4,Acanthocereus subinermis,199773,-96.3808333,19.59,,False,2,25.23,Equisetopsida,Caryophyllales,Cactaceae,15,Terrestre,1996,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=c783fe861f362f1cd7165604e80dca88,c783fe861f362f1cd7165604e80dca88,No,NoDisponible,NoDisponible,,Si,,
1,Acanthocereus subinermis,194925,-96.7222222,19.3333333,,False,2,32.26,Equisetopsida,Caryophyllales,Cactaceae,351,Terrestre,1979,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d5e901bd4f8418b0d647548e11362d8f,d5e901bd4f8418b0d647548e11362d8f,No,NoDisponible,NoDisponible,,Si,,
14,Acanthocereus subinermis,194755,-97.0874167,18.1361667,,False,2,37.0,Equisetopsida,Caryophyllales,Cactaceae,912,Terrestre,1990,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=d6ac733771123fe0f2e022cc3941afb4,d6ac733771123fe0f2e022cc3941afb4,No,NoDisponible,NoDisponible,,Si,,
15,Acanthocereus subinermis,194755,-97.075,18.1416667,,False,2,37.0,Equisetopsida,Caryophyllales,Cactaceae,1002,Terrestre,1990,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=e65e52f1a27af18b252b5527ae6d2597,e65e52f1a27af18b252b5527ae6d2597,No,NoDisponible,NoDisponible,,Si,,
3,Acanthocereus subinermis,199773,-96.3808333,19.59,,False,2,25.23,Equisetopsida,Caryophyllales,Cactaceae,15,Terrestre,1989,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=fb42afb443b0c3900b3352f161ad949d,fb42afb443b0c3900b3352f161ad949d,No,NoDisponible,NoDisponible,,Si,,
0,Acanthocereus subinermis,199755,-96.3016667,19.2016667,,False,2,19.65,Equisetopsida,Caryophyllales,Cactaceae,19,Terrestre,1981,,2017-12,http://www.snib.mx/snibgeoportal/Ejemplar.php?id=fd9e233bddbd41d32b0c622a00ddaacd,fd9e233bddbd41d32b0c622a00ddaacd,No,NoDisponible,NoDisponible,,Si,,
