col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26
12,402545,4,D45FA08B860E13F3E043C616A9C39699,2013-01-28 20:51:43,1,0.0,1899-12-31 00:00:00,0,64,1,120,0,85664,SAS,Target Pipeline 1.0,,198791,Target Pipeline 1.0,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,MSSS target pre-processing,Calibration Pipeline Target,10,CalibrationPipeline
13,402630,4,D5196B9BAD8A3AEFE043C616A9C31B86,2013-02-07 02:31:23,0,0.0,1899-12-31 00:00:00,0,64,1,0,0,86648,SAS,Cal. Pipeline 1,,203087,Cal. Pipeline 1,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,calibrator pipeline export,Calibrator Pipeline (export),5,CalibrationPipeline
14,402630,4,D5196B9BAECF3AEFE043C616A9C31B86,2013-02-07 02:30:52,0,0.0,1899-12-31 00:00:00,0,64,1,324,0,86649,SAS,Target Pipeline 1.0,,203088,Target Pipeline 1.0,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,MSSS target pre-processing,Calibration Pipeline Target,5,CalibrationPipeline
15,402630,4,D519E307F1B747AEE043C616A9C3734F,2013-02-07 03:04:46,0,0.0,1899-12-31 00:00:00,0,64,1,0,0,86656,SAS,Cal. Pipeline 5,,203111,Cal. Pipeline 5,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,calibrator pipeline export,Calibrator Pipeline (export),5,CalibrationPipeline
16,402630,4,D519E307F2FC47AEE043C616A9C3734F,2013-02-07 03:03:53,0,0.0,1899-12-31 00:00:00,0,64,1,324,0,86657,SAS,Target Pipeline 5.0,,203112,Target Pipeline 5.0,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,MSSS target pre-processing,Calibration Pipeline Target,5,CalibrationPipeline
17,402630,4,D51D0EC1F69107A1E043C616A9C3E1B5,2013-02-07 06:51:17,0,0.0,1899-12-31 00:00:00,0,64,1,324,0,86659,SAS,Target Pipeline 6.0,,203118,Target Pipeline 6.0,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,MSSS target pre-processing,Calibration Pipeline Target,5,CalibrationPipeline
18,402630,4,D51DBD9C66521B23E043C616A9C369AF,2013-02-07 07:40:40,0,0.0,1899-12-31 00:00:00,0,64,1,324,0,86661,SAS,Target Pipeline 7.0,,203124,Target Pipeline 7.0,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,MSSS target pre-processing,Calibration Pipeline Target,5,CalibrationPipeline
19,402630,4,D51FB4CAB9B060E8E043C616A9C39085,2013-02-07 10:00:48,0,0.0,1899-12-31 00:00:00,0,64,1,0,0,86662,SAS,Cal. Pipeline 8,,203129,Cal. Pipeline 8,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,calibrator pipeline export,Calibrator Pipeline (export),5,CalibrationPipeline
20,402630,4,D51FB4CABAF560E8E043C616A9C39085,2013-02-07 09:59:48,0,0.0,1899-12-31 00:00:00,0,64,1,324,0,86663,SAS,Target Pipeline 8.0,,203130,Target Pipeline 8.0,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,MSSS target pre-processing,Calibration Pipeline Target,5,CalibrationPipeline
21,402630,4,D522ECD60AF7238EE043C616A9C38CB7,2013-02-07 13:51:12,0,0.0,1899-12-31 00:00:00,0,64,1,0,0,86664,SAS,Cal. Pipeline 9,,203135,Cal. Pipeline 9,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,calibrator pipeline export,Calibrator Pipeline (export),5,CalibrationPipeline
22,402630,4,D522ECD60C3C238EE043C616A9C38CB7,2013-02-07 13:50:08,0,0.0,1899-12-31 00:00:00,0,64,1,324,0,86665,SAS,Target Pipeline 9.0,,203136,Target Pipeline 9.0,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,MSSS target pre-processing,Calibration Pipeline Target,5,CalibrationPipeline
23,402630,4,D52664E65B406A11E043C616A9C3044C,2013-02-07 17:59:27,0,0.0,1899-12-31 00:00:00,0,64,1,0,0,86666,SAS,Cal. Pipeline 10,,203141,Cal. Pipeline 10,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,calibrator pipeline export,Calibrator Pipeline (export),5,CalibrationPipeline
24,402630,4,D52664E65C856A11E043C616A9C3044C,2013-02-07 17:58:23,0,0.0,1899-12-31 00:00:00,0,64,1,324,0,86667,SAS,Target Pipeline 10.0,,203142,Target Pipeline 10.0,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,MSSS target pre-processing,Calibration Pipeline Target,5,CalibrationPipeline
25,402630,4,D5299B4F3BE32D00E043C616A9C3EB0F,2013-02-07 21:49:28,0,0.0,1899-12-31 00:00:00,0,64,1,0,0,86668,SAS,Cal. Pipeline 11,,203147,Cal. Pipeline 11,MoM,2015-03-01 00:00:00,mySkyModel,1899-12-31 00:00:00,calibrator pipeline export,Calibrator Pipeline (export),5,CalibrationPipeline
