col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19
Journal Article,Sharma S,,Exit and the Extensions of Man,Transmediale Online Journal,,2017,,,,Theory and History of Media Technology,,,,8/5/2017,,,https://transmediale.de/content/exit-and-the-extensions-of-man,,
Journal Article,Siegert B,,The map is the territory,Radical Philosophy,,2011,,169,13-16,Theory and History of Media Technology,,,,September/October 2011,,,https://www.radicalphilosophy.com/article/the-map-is-the-territory,,
Book Chapter,,Berland J,Space at the Margins: Colonial Spatiality and Critical Theory after Innis,,,2009,7.0,,65-97,Theory and History of Media Technology,,Duke University Press,North of Empire,2009,9780000000000.0,,http://dx.doi.org/10.1215/9780822388661-003,10.1215/9780822388661-003,
Book,Innis HA,,The Bias of Communication,,,2008,,,,Theory and History of Media Technology,,University of Toronto Press,,1/1/2008,9780000000000.0,,https://play.google.com/store/books/details?id=egwZyS26booC,,226
Book,Williams R,,Television: Technology and Cultural Form,,,2003,,,,Theory and History of Media Technology,,Psychology Press,,2003,9780000000000.0,,https://play.google.com/store/books/details?id=52rC7cqfPPEC,,172
Book,"McLuhan M,Mcluhan MA",,Understanding Media: The Extensions of Man,,,1994,,,,Theory and History of Media Technology,,"Cambridge, Mass.",,1994,9780000000000.0,,https://play.google.com/store/books/details?id=8qwsXkmjEWUC,,
Book,Hicks M,,Programmed Inequality: How Britain Discarded Women Technologists and Lost Its Edge in Computing,,,2017,,,,Theory and History of Media Technology,,MIT Press,,1/27/2017,9780000000000.0,,https://play.google.com/store/books/details?id=_igTDgAAQBAJ,,342
Book,Carey JW,,"Communication as Culture, Revised Edition: Essays on Media and Society",,,2008,,,,Theory and History of Media Technology,,Taylor & Francis,,9/19/2008,9780000000000.0,,https://paperpile.com/shared/IyqQ1U,,205
Book,Zelizer B,Zelizer B,Explorations in Communication and History,,,2008,,,,Theory and History of Media Technology,,Routledge,,10/27/2008,9780000000000.0,,https://doi-org.myaccess.library.utoronto.ca/10.4324/9780203888605,,240
Book,Hu TH,,A Prehistory of the Cloud,,,2016,,,,Theory and History of Media Technology,Digital Media Studies;Big Data;Information Studies,MIT Press,,1/8/2016,9780000000000.0,,https://market.android.com/details?id=book-BA3HjwEACAAJ,,
Journal Article,"Maddalena K,Packer J",,The Digital Body: Telegraphy as Discourse Network,"Theory, Culture & Society","Theory, Culture & Society",2015,32.0,1,93-117,Theory and History of Media Technology,,SAGE Publications Ltd,,1/1/2015,,0263-2764,http://dx.doi.org/10.1177/0263276413520620,10.1177/0263276413520620,
Book,"Packer J,Crofts Wiley SB",,"Communication Matters: Materialist Approaches to Media, Mobility and Networks",,,2013,,,,Theory and History of Media Technology,Communication Studies;Social Media,Routledge,,6/17/2013,9780000000000.0,,https://market.android.com/details?id=book-flmBKnX4u9MC,, Professor
Book,Sharma S,,In the Meantime: Temporality and Cultural Politics,,,2014,,,,Theory and History of Media Technology,,Duke University Press,,2/7/2014,9780000000000.0,,https://market.android.com/details?id=book-rOvmmwEACAAJ,,en
Book,Kittler FA,,"Gramophone, Film, Typewriter",,,1999,,,,Theory and History of Media Technology,,Stanford University Press,,1999,9780000000000.0,,,,315
