col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18
"OSCAR (AIM, ICQ)",AOL,1997,Proprietary (Discontinued 15-Dec-2017)[4],"Username, Email Address or UIN e.g. 12345678",Yes,"Yes (Aim Pro, Aim Lite)",No,No,No,Centralistic,client-based,"Yes (Multiple, simultaneous)",Yes,Yes,Yes,No,No,"OSCAR (AIM, ICQ)"
"RVP (Windows Messenger, etc.)",Microsoft,1997 Mar,Proprietary (Discontinued),Windows Active Directory Login,No,No,No,?,No,Centralistic,None,No,?,?,No,No,No,"RVP (Windows Messenger, etc.)"
Ricochet,Invisible.im,2014 Mar,Open standard,Tor onion address,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Ricochet
Jami (based on DHT and SIP),Savoir-faire Linux Inc.,2015 May,Open standard,40-digit address,Yes,Yes,Yes,Yes,No,Yes,Medium,Yes,Yes,Yes,Yes,No,Yes,Jami (based on DHT and SIP)
Signal Protocol,Signal Messenger,2014 Feb[5],Open standard,Phone number (e.g. +1234567890),Yes,Yes,Yes,Yes,?,Yes,"Yes, contact blocking",Yes,Yes,Yes,Yes,Yes,No,Signal Protocol
SIP/SIMPLE,IETF,1996,Open standard,user@hostname,Yes,Yes,Optional,Yes,Yes,No,Medium,?,Yes,Yes,Yes,No,Depends on implemenation,SIP/SIMPLE
Skype,Skype,2003 Aug,Proprietary,Username,Yes,Proprietary,No,No,No,Centralistic,client-based,Yes,Yes,Yes,Yes,No,No,Skype
Steam Friends,Valve,2003 Sep 12,Proprietary,SteamID/Username or Unique Number,Yes,Proprietary,?,"No, although rising",Yes,?,No,Yes,Yes,No,No,No,No,Steam Friends
TOC2,AOL,2005 Sep,Proprietary (Discontinued),Username or UIN e.g. 12345678,Yes,No,No,No,No,Centralistic,No,paying members only,?,?,Partial,?,No,TOC2
TOX (based on DHT),irungentoo (github user),2013 June,Open standard,Public & Private key,Yes,Yes,Yes,Yes,Yes,?,Yes,Yes,Yes,Yes,Yes,?,Yes,TOX (based on DHT)
Tuenti,Tuenti,2006,Proprietary,Username,Yes,Yes,No,Yes,?,Yes,Yes,Yes,Yes,Yes,Yes,?,No,Tuenti
Windows Messenger service,Microsoft,1990,Proprietary (Discontinued),NetBIOS,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Windows Messenger service
XMPP,"Jeremie Miller, standardized via IETF",1999 Jan,Open standard,Jabber ID (JID) e.g. usr@a.b.c/home2,Yes,Yes,Optional[6][7][8],Yes,Yes,Yes[9][10],Yes[11][12][13],Yes[9],"Yes, via Jingle","Yes, via Jingle",Yes,Yes[14],Optional[15],XMPP
YMSG (Yahoo! Messenger),Yahoo!,"1998, March 9",Proprietary,Username,Yes,No[needs update?],No,No,Yes,Centralistic,Yes,Yes,Yes,Yes,Yes,No,No,YMSG (Yahoo! Messenger)
Zephyr Notification Service,MIT,1987,Open standard,Kerberos principal e.g. user@ATHENA.MIT.EDU,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Zephyr Notification Service
SMS/MMS/EMS/Call,Friedhelm Hillebrand,1985,Proprietary,Phone number (e.g. +1234567890),Yes,No,No,"About 250 contacts in SIM, unlimited from phone.",No,serial messages,Medium,No,Yes,No,No,No,?,SMS
Protocol,Creator,First public release date,License,Identity (not inc. alias),Asynchronous message relaying,Transport Layer Security,End-to-end encryption,Unlimited number of contacts,Bulletins to all contacts,One-to-many routing 4,Spam protection,"Group, channel or conference support",Audio/VoIP support,Webcam/Video,Batch file sharing,Media synchronisation,Serverless 6 (decentralized),Protocol
