col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34
67.0,0.48606,0.16777,0.00481,23280.95328,1.81674,1.0,1.81674,1.0,0.0,0.48606,0.50369,0.3,0.0,6e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,22.57949
72.0,0.45463,0.10646,0.001,22014.36005,1.79809,1.0,1.7981,1.0,0.0,0.45463,0.47112,0.3,0.0,6e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,20.8545
78.0,0.4556,0.09319,0.0015,94279.77524,2.46239,1.0,2.45087,0.52916,0.0,0.4556,0.47213,0.3,0.0,6e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,32.35382
84.0,0.44602,0.09988,0.00064,22377.73387,1.80355,1.0,1.80352,1.0,0.0,0.44602,0.4622,0.3,0.0,6e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,42.57253
90.0,0.45539,0.09319,0.00192,76666.34339,2.41969,1.0,2.41114,0.4837,0.0,0.45539,0.47191,0.3,0.0,6e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,38.75568
96.0,0.50371,0.10646,0.00133,21989.67425,1.79772,1.0,1.79766,1.0,0.0,0.50371,0.52198,0.3,0.0,6e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.00459
102.0,0.53811,0.12516,0.00127,121515.6994,2.36763,1.0,2.36465,0.99575,0.0,0.53811,0.55762,0.3,0.0,6e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.00432
108.0,0.456,0.10646,0.00184,162079.68028,2.65913,1.0,2.65278,0.50233,0.0,0.456,0.47254,0.3,0.0,6e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.00523
114.0,0.46354,0.09988,0.0009,339319.55544,2.74172,1.0,2.73111,0.88528,0.0,0.46354,0.48035,0.3,0.0,6e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.00509
120.0,0.45381,0.14685,0.00407,24898.31652,1.83913,1.0,1.83913,1.0,0.0,0.45381,0.47027,0.3,0.0,6e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,0.00543
126.0,0.48722,0.13097,0.00115,24238.36766,1.83017,1.0,1.83017,1.0,0.0,0.48722,0.50489,0.3,0.0,6e-05,100.0,0.75,0.75,0.2,1.0,0.0,0.0,0.0,0.6,0.2,0.08,100000000000000.0,4.0,1.0,2.0,100.0,0.0,0.0,0.0,31.90875
