col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
11,402545,4,D585A33EE0576A9FE043C616A9C3F043,,2013-02-12 11:37:28,1,0.0,1899-12-31 00:00:00,1,0.0,,1,0,0,1,12,85689,SAS,Imaging Pipeline 0,,198819,Imaging Pipeline 0,MoM,2015-03-01 00:00:00,,1899-12-31 00:00:00,imaging pipeline LBA,Imaging Pipeline LBA,0,ImagingPipeline
12,402635,4,E1C0E1A5AAAE3E45E043C616A9C39DA1,,2013-07-18 04:21:43,-1,0.0,2013-07-16 20:35:04,0,0.0,,1,0,0,0,17,158501,SAS,''/BL_Lac/IM,,285583,''/BL_Lac/IM,MoM,2015-05-02 00:00:00,,2013-07-16 20:35:04,MSSS imaging pipeline,Imaging Pipeline,0,ImagingPipeline
13,402635,4,E1C1122349A84CCBE043C616A9C3E239,,2013-07-18 04:35:22,-1,0.0,2013-07-10 18:55:04,0,0.0,,1,0,0,0,17,158504,SAS,''/Mrk501/IM,,285592,''/Mrk501/IM,MoM,2015-05-02 00:00:00,,2013-07-10 18:55:04,MSSS imaging pipeline,Imaging Pipeline,0,ImagingPipeline
14,402635,4,E1C094FB818C2619E043C616A9C3254A,,2013-07-18 04:00:15,-1,0.0,2013-07-10 18:55:04,0,0.0,,1,0,0,0,17,158495,SAS,''/3C454.3/IM,,285563,''/3C454.3/IM,MoM,2015-05-02 00:00:00,,2013-07-10 18:55:04,MSSS imaging pipeline,Imaging Pipeline,0,ImagingPipeline
15,402635,4,E2E098135E275314E043C616A9C3F614,,2013-08-01 11:37:49,-1,0.0,2013-07-28 01:01:04,0,0.0,,1,0,0,0,17,166039,SAS,''/3C454.3/IM,,294406,''/3C454.3/IM,MoM,2015-05-02 00:00:00,,2013-07-28 01:01:04,MSSS imaging pipeline,Imaging Pipeline,0,ImagingPipeline
16,402635,4,E36F97A31CB85E90E043C616A9C3DC5B,,2013-08-08 14:13:48,-1,0.0,2013-08-07 20:00:04,0,0.0,,1,0,0,0,17,167104,SAS,''/3C454.3/IM,,295270,''/3C454.3/IM,MoM,2015-05-02 00:00:00,,2013-08-07 20:00:04,MSSS imaging pipeline,Imaging Pipeline,0,ImagingPipeline
17,403081,4,F3F1FA147E2879DFE043C416A9C32BC2,,2014-03-06 15:30:35,-1,9406.0,2014-03-05 15:21:49,0,0.0,,1,0,0,0,36,206010,SAS,AD-Leo/IM,,364115,AD-Leo/IM,MoM,2015-03-06 00:00:00,,2014-03-05 12:45:03,imaging pipeline LBA,imaging pipeline LBA,0,ImagingPipeline
18,403081,4,F3F26164CFC109E9E043C416A9C37A9F,,2014-03-06 15:59:27,-1,10557.0,2014-03-06 11:01:36,0,0.0,,1,0,0,0,36,206067,SAS,AD-Leo/IM,,364122,AD-Leo/IM,MoM,2015-03-06 00:00:00,,2014-03-06 08:05:39,imaging pipeline LBA,imaging pipeline LBA,0,ImagingPipeline
19,404031,4,156D75D0385D3A54E053C416A9C3BA26,,2015-05-06 18:44:00,-1,22304.0,2015-05-04 19:45:06,0,52222.4926758,,1,0,0,1,18,340334,SAS,Ganymede/IM,,514851,Ganymede/IM,MoM,2016-05-15 00:00:00,,2015-05-04 13:33:22,imaging pipeline LBA,imaging pipeline LBA,0,ImagingPipeline
20,404031,4,15B1ADF220CD0BD3E053C416A9C33A58,,2015-05-10 04:07:23,-1,20923.0,2015-05-05 20:52:08,0,54024.994812,,1,0,0,1,18,340594,SAS,Europa/IM,,514859,Europa/IM,MoM,2016-05-15 00:00:00,,2015-05-05 15:03:25,imaging pipeline LBA,imaging pipeline LBA,0,ImagingPipeline
21,404031,4,15CFC36609F04174E053C416A9C370EB,,2015-05-11 16:00:54,-1,18511.0,2015-05-07 16:53:26,0,42008.3138561,,1,0,0,1,18,342042,SAS,Ganymede/IM,,514875,Ganymede/IM,MoM,2016-05-15 00:00:00,,2015-05-07 11:44:55,imaging pipeline LBA,imaging pipeline LBA,0,ImagingPipeline
22,404031,4,15FAAB320F430A82E053C016A9C35130,,2015-05-13 19:12:12,-1,20043.0,2015-05-07 15:29:35,0,46214.1521931,,1,0,0,1,18,341136,SAS,Ganymede/IM,,514867,Ganymede/IM,MoM,2016-05-15 00:00:00,,2015-05-07 09:55:32,imaging pipeline LBA,imaging pipeline LBA,0,ImagingPipeline
23,402635,4,E71FFD4EC91C7E0DE043C416A9C378E6,,2013-09-24 12:56:20,-1,880.0,2013-09-20 22:56:43,0,0.0,,1,0,0,0,17,175346,SAS,Mrk501/IM,,303253,Mrk501/IM,MoM,2015-05-02 00:00:00,,2013-09-20 22:42:03,MSSS imaging pipeline,Imaging Pipeline,0,ImagingPipeline
24,402635,4,E7964EB463607FE3E043C016A9C3E3AC,,2013-09-30 10:05:54,-1,791.0,2013-09-28 19:41:14,0,0.0,,1,0,0,0,17,178916,SAS,Mrk501/IM,,310461,Mrk501/IM,MoM,2015-05-02 00:00:00,,2013-09-28 19:28:03,MSSS imaging pipeline,Imaging Pipeline,0,ImagingPipeline
25,403075,4,FD6470754B346A78E043C016A9C3C776,,2014-07-04 21:50:59,-1,16709.0,2014-07-01 14:13:32,0,0.0,,1,0,0,0,24,233342,SAS,HAT-P-14/IM,,403436,HAT-P-14/IM,MoM,2015-07-04 00:00:00,,2014-07-01 09:35:03,imaging pipeline LBA,imaging pipeline LBA,0,ImagingPipeline
