col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46
2012,53,2012-06-02.ANA201206020,TEX,@,LAA,-1,51.0,3.997,5,6.1,6,3,2,3,7,0,0,3.21,30,111,71,19,16,10,11,4,2,0,55,,,3,0,0,27,1,0,0,0,0,2,1.56,-0.145,-0.27,3,40
2012,58,2012-06-07.OAK201206070,TEX,@,OAK,-6,44.4,3.996,4,5.1,6,6,6,6,4,1,1,3.72,29,110,61,23,6,3,15,4,2,0,30,,,1,0,0,21,1,1,0,0,1,0,0.74,-0.338,-4.05,3,34
2012,65,2012-06-15.TEX201206150,TEX,,HOU,4,59.5,9.992,7,8.0,7,2,2,2,11,1,0,3.57,31,110,76,22,12,13,5,1,1,0,69,,,2,0,0,29,1,0,0,2,0,0,0.82,0.236,2.32,0,45
2012,70,2012-06-20.SDN201206200,TEX,@,SDP,2,59.8,9.991,4,8.0,5,2,2,3,8,0,0,3.45,30,122,81,20,14,12,6,4,0,1,69,,,2,1,0,27,1,0,0,1,0,1,0.97,0.192,1.46,3,48
2012,75,2012-06-26.TEX201206260,TEX,,DET,2,52.9,9.99,5,7.0,4,4,4,1,10,1,1,3.57,27,113,72,21,20,7,8,2,0,0,62,,,0,0,0,25,2,0,0,0,0,0,0.96,-0.003,-0.22,0,39
2012,80,2012-07-01.TEX201207010,TEX,,OAK,-2,52.9,3.995,4,7.0,5,3,3,3,11,1,1,3.59,29,105,69,24,18,7,7,2,1,0,63,,,0,0,0,24,2,0,0,1,0,0,1.28,-0.023,0.78,0,39
2012,88,2012-07-14.SEA201207140,TEX,@,SEA,-7,51.0,3.994,12,6.1,8,7,7,4,4,1,1,3.96,33,106,65,19,9,9,15,7,6,0,29,,,0,0,0,28,2,0,0,0,0,1,0.5,-0.32,-5.33,3,40
2012,93,2012-07-21.ANA201207210,TEX,@,LAA,7,53.2,9.989,6,7.0,3,2,2,4,11,0,1,3.88,28,117,75,19,16,5,7,3,0,0,70,,,2,0,0,23,0,0,0,0,0,0,0.43,0.118,1.26,3,42
2012,98,2012-07-27.TEX201207270,TEX,,CHW,-4,50.7,3.993,5,6.1,8,6,5,3,6,1,0,4.05,30,118,73,19,11,11,10,3,1,0,38,,,0,0,0,26,1,0,0,0,1,0,1.13,-0.18,-1.78,0,37
2012,103,2012-08-01.TEX201208010,TEX,,LAA,1,39.7,,4,5.0,4,7,7,6,7,1,0,4.38,26,108,59,16,13,6,7,1,1,0,32,,,1,0,0,20,2,0,0,0,0,0,0.61,-0.334,-4.3,0,27
2012,108,2012-08-06.BOS201208060,TEX,@,BOS,-7,52.1,3.992,4,6.2,11,6,6,4,9,0,0,4.57,34,123,75,24,13,6,15,6,1,0,33,,,2,1,0,29,7,0,0,0,1,0,0.8,-0.284,-2.84,3,41
2012,113,2012-08-12.TEX201208120,TEX,,DET,5,51.8,9.988,5,6.2,6,3,3,5,8,0,0,4.54,30,120,68,20,11,9,8,6,1,0,53,,,0,0,0,25,3,0,1,1,0,0,0.86,0.159,0.32,0,38
2012,118,2012-08-17.TOR201208170,TEX,@,TOR,-1,53.2,3.991,4,7.0,3,3,3,1,10,1,1,4.51,26,114,71,23,17,7,7,2,2,0,68,,,3,0,0,24,0,1,0,0,0,0,0.65,-0.046,0.54,3,42
2012,129,2012-08-28.TEX201208280,TEX,,TBR,1,52.9,9.987,10,7.0,6,0,0,2,10,0,0,4.31,28,110,70,16,21,10,6,3,1,0,73,,,0,0,0,25,1,0,0,1,0,0,1.29,0.473,3.78,0,39
2012,134,2012-09-03.KCA201209030,TEX,@,KCR,4,53.2,9.986,5,7.0,3,3,3,1,6,0,0,4.29,25,87,60,18,13,8,10,1,2,0,64,,,1,0,0,24,1,1,0,0,0,0,0.56,0.195,0.54,3,42
2012,139,2012-09-08.TBA201209080,TEX,@,TBR,2,59.8,,4,8.0,2,2,1,2,8,0,0,4.14,28,96,64,17,14,7,11,6,1,0,78,,,1,1,0,26,0,0,0,0,0,1,1.52,0.117,1.77,3,48
2012,144,2012-09-14.TEX201209140,TEX,,SEA,6,52.9,9.985,5,7.0,2,1,1,2,9,0,0,4.02,25,110,79,17,15,8,6,0,1,0,76,,,0,0,0,22,1,0,0,0,1,0,1.23,0.374,2.78,0,39
2012,149,2012-09-20.ANA201209200,TEX,@,LAA,2,59.8,9.984,5,8.0,4,1,1,1,9,0,0,3.9,27,108,70,16,18,8,9,4,3,0,78,,,0,1,0,26,0,0,0,1,0,0,1.33,0.349,2.72,3,48
2012,158,2012-09-30.TEX201209301,TEX,,LAA,-1,51.8,,9,6.2,9,3,3,1,7,1,0,3.9,29,117,77,22,16,9,12,6,0,0,50,,,1,0,0,27,2,0,0,0,1,0,1.08,0.057,0.44,0,38
