col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30
Belize,1.0,4.0,23.0,0.38,1.0,1,0,2,8,1,1,1,1,1,1,1,blue,1,0,0,0,0,0,0,1,1,1,red,red,DK.svg
Cayman-Islands,1.0,4.0,0.0,0.0,1.0,1,0,0,6,1,1,1,1,1,0,1,blue,1,1,1,1,4,0,0,1,1,1,white,blue,EC.svg
Falklands Malvinas,2.0,3.0,12.0,0.0,1.0,1,0,0,6,1,1,1,1,1,0,0,blue,1,1,1,1,0,0,0,1,1,1,white,blue,GQ.svg
Fiji,6.0,2.0,18.0,1.0,1.0,1,0,0,7,1,1,1,1,1,0,1,blue,0,2,1,1,0,0,0,1,1,0,white,blue,ER.svg
Gibraltar,3.0,4.0,0.0,0.0,1.0,1,0,1,3,1,0,0,1,1,0,0,white,0,0,0,0,0,0,0,1,0,0,white,red,EE.svg
New Zealand,6.0,2.0,268.0,2.0,1.0,1,0,0,3,1,0,1,0,1,0,0,blue,0,1,1,1,4,0,0,0,0,0,white,blue,FR.svg
St-Kitts-Nevis,1.0,4.0,0.0,0.0,1.0,1,0,0,5,1,1,0,1,1,1,0,green,0,0,0,0,2,0,1,0,0,0,green,red,DE.svg
Turks and Caicos Islands,1.0,4.0,0.0,0.0,1.0,1,0,0,6,1,1,1,1,1,0,1,blue,0,1,1,1,0,0,0,1,1,0,white,blue,GR.svg
United States Virgin Islands,1.0,4.0,0.0,0.0,1.0,1,0,0,6,1,1,1,1,1,0,0,white,0,0,0,0,0,0,0,1,1,1,white,white,GD.svg
Western-Samoa,6.0,3.0,3.0,0.0,1.0,1,0,0,3,1,0,1,0,1,0,0,red,0,0,0,1,5,0,0,0,0,0,blue,red,GT.svg
Cyprus,3.0,1.0,9.0,1.0,6.0,1,0,0,3,0,1,0,1,1,0,0,white,0,0,0,0,0,0,0,1,1,0,white,white,GW.svg
South Africa,4.0,2.0,1221.0,29.0,6.0,1,0,3,5,1,1,1,0,1,0,1,orange,0,1,1,0,0,0,0,0,0,0,orange,blue,ID.svg
Armenia,,,,2.96,,1,0,3,3,1,0,1,0,0,0,1,red,0,0,0,0,0,0,0,0,0,0,red,yellow,KZ.svg
Belarus,,,,9.47,,1,1,2,4,1,1,0,0,1,0,0,red,0,0,0,0,0,0,0,0,0,0,red,green,KE.svg
Faroe Islands (Associate Member),,,,0.05,,1,0,0,3,1,0,1,0,1,0,0,white,0,2,0,0,0,0,0,0,0,0,white,white,KI.svg
Latvia,,,,2.0,,1,0,3,2,1,0,0,0,1,0,0,red,0,0,0,0,0,0,0,0,0,0,red,red,LV.svg
Madagascar,,,,26.26,,1,1,2,3,1,1,0,0,1,0,0,white,0,0,0,0,0,0,0,0,0,0,white,green,LS.svg
Republic of Moldova,,,,3.55,,1,3,0,4,1,0,1,1,0,0,1,gold,0,0,0,0,1,0,0,1,2,0,blue,red,LU.svg
Réunion,,,,0.86,,1,0,0,3,1,0,1,1,0,0,0,blue,0,0,0,0,0,0,1,0,0,0,gold,red,MO.svg
Serbia,,,,6.96,,1,0,3,4,1,0,1,1,1,0,0,red,0,0,0,0,0,0,0,1,1,0,red,white,MW.svg
The former Yugoslav Republic of Macedonia,,,,2.07,,1,0,0,2,1,0,0,1,0,0,0,gold,0,0,0,0,1,0,0,0,0,0,red,red,MY.svg
Tokelau (Associate Member),,,,0.001,,1,0,0,3,0,0,1,1,1,0,0,blue,0,0,0,0,4,0,0,1,0,0,blue,blue,MV.svg
Ukraine,,,,41.98,,1,0,2,2,0,0,1,1,0,0,0,blue,0,0,0,0,0,0,0,0,0,0,blue,gold,ML.svg
Guam,6.0,1.0,0.0,0.0,1.0,1,0,0,7,1,1,1,1,1,0,1,blue,0,0,0,0,0,0,0,1,1,1,red,red,FK.svg
United States of America,1.0,4.0,9363.0,231.0,1.0,1,0,13,3,1,0,1,0,1,0,0,white,0,0,0,1,50,0,0,0,0,0,blue,red,GU.svg
Kiribati,6.0,1.0,0.0,0.0,1.0,1,0,0,4,1,0,1,1,1,0,0,red,0,0,0,0,1,0,0,1,1,0,red,blue,FJ.svg
Finland,3.0,1.0,337.0,5.0,9.0,1,0,0,2,0,0,1,0,1,0,0,white,0,1,0,0,0,0,0,0,0,0,white,white,IM.svg
Guinea,4.0,4.0,246.0,6.0,3.0,2,3,0,3,1,1,0,1,0,0,0,gold,0,0,0,0,0,0,0,0,0,0,red,green,MR.svg
Niger,4.0,1.0,1267.0,5.0,3.0,2,0,3,3,0,1,0,0,1,0,1,orange,1,0,0,0,0,0,0,0,0,0,orange,green,MX.svg
Pakistan,5.0,1.0,804.0,84.0,6.0,2,1,0,2,0,1,0,0,1,0,0,green,0,0,0,0,1,1,0,0,0,0,white,green,MN.svg
Kuwait,5.0,1.0,18.0,2.0,8.0,2,0,3,4,1,1,0,0,1,1,0,green,0,0,0,0,0,0,0,0,0,0,green,red,NA.svg
Tunisia,4.0,1.0,164.0,7.0,8.0,2,0,0,2,1,0,0,0,1,0,0,red,1,0,0,0,1,1,0,0,0,0,red,red,NG.svg
UAE,5.0,1.0,84.0,1.0,8.0,2,1,3,4,1,1,0,0,1,1,0,green,0,0,0,0,0,0,0,0,0,0,red,black,NU.svg
Indonesia,6.0,2.0,1904.0,157.0,10.0,2,0,2,2,1,0,0,0,1,0,0,red,0,0,0,0,0,0,0,0,0,0,red,white,NO.svg
Nigeria,4.0,1.0,925.0,56.0,10.0,2,3,0,2,0,1,0,0,1,0,0,green,0,0,0,0,0,0,0,0,0,0,green,green,PW.svg
Azerbaijan,,,,9.98,,2,0,3,4,1,1,1,0,1,0,0,blue,0,0,0,0,1,1,0,0,0,0,blue,green,PA.svg
Kazakhstan,,,,18.28,,2,0,0,2,0,0,1,1,0,0,0,blue,0,0,0,0,1,0,0,0,1,0,blue,blue,PH.svg
Kyrgyzstan,,,,6.32,,2,0,0,2,1,0,0,1,0,0,0,red,0,0,0,0,1,0,0,0,0,0,red,red,PN.svg
Palestine,,,,4.57,,2,0,3,4,1,1,0,0,1,1,0,black,0,0,0,0,0,0,1,0,0,0,red,green,PL.svg
Western Sahara,,,,0.597,,2,0,3,4,1,1,0,0,1,1,0,black,0,0,0,0,1,1,1,0,0,0,black,green,RE.svg
Egypt,4.0,1.0,1001.0,47.0,8.0,2,0,3,4,1,0,0,1,1,1,0,black,0,0,0,0,0,0,0,0,1,1,red,black,MA.svg
Bhutan,5.0,1.0,47.0,0.75,10.0,3,0,0,4,1,0,0,0,1,1,1,orange,4,0,0,0,0,0,0,0,1,0,orange,red,VC.svg
Sierra Leone,4.0,4.0,72.0,3.0,1.0,5,0,3,3,0,1,1,0,1,0,0,green,0,0,0,0,0,0,0,0,0,0,green,blue,SS.svg
Burundi,4.0,2.0,28.0,4.0,10.0,5,0,0,3,1,1,0,0,1,0,0,red,1,0,1,0,3,0,0,0,0,0,white,white,SD.svg
Gabon,4.0,2.0,268.0,1.0,10.0,5,0,3,3,0,1,1,1,0,0,0,green,0,0,0,0,0,0,0,0,0,0,green,blue,CH.svg
Lesotho,4.0,2.0,30.0,1.0,10.0,5,2,0,4,1,1,1,0,1,0,0,blue,0,0,0,0,0,0,0,1,0,0,green,blue,TW.svg
Uganda,4.0,1.0,236.0,13.0,10.0,5,0,6,5,1,0,0,1,1,1,0,gold,1,0,0,0,0,0,0,0,1,0,black,red,TG.svg
Zambia,4.0,2.0,753.0,6.0,10.0,5,3,0,4,1,1,0,0,0,1,1,green,0,0,0,0,0,0,0,0,1,0,green,brown,TO.svg
Zimbabwe,4.0,2.0,391.0,8.0,10.0,5,0,7,5,1,1,0,1,1,1,0,green,0,0,0,0,1,0,1,1,1,0,green,green,TT.svg
USSR,5.0,1.0,22402.0,274.0,5.0,6,0,0,2,1,0,0,1,0,0,0,red,0,0,0,0,1,0,0,1,0,0,red,red,TV.svg
Hungary,3.0,1.0,93.0,11.0,9.0,6,0,3,3,1,1,0,0,1,0,0,red,0,0,0,0,0,0,0,0,0,0,red,green,TZ.svg
Japan,5.0,1.0,372.0,118.0,9.0,7,0,0,2,1,0,0,0,1,0,0,white,1,0,0,0,1,0,0,0,0,0,white,white,VU.svg
Estonia,,,,1.33,,7,0,3,3,0,0,1,0,1,1,0,blue,0,0,0,0,0,0,0,0,0,0,blue,white,YE.svg
