col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23
K_20,K,,20.0,2016-07-17,,,2016-07-27,1912.663,,2016-07-30,,,2016-08-02,2449.145,0.0,2016-08-04,2460.179,,,240.0,72.0,72.0,48.0
G_20,G,July 28th - Georgia couldn`t find the Daphnia. Found 2 adults in 12 V2 N and based on size concluded that one was the 20 V2 G./ Dead Aug 8th,20.0,2016-07-17,,,2016-07-27,2394.311,2.0,2016-08-02,,0.0,2016-08-05,2492.483,10.0,,,,,240.0,144.0,72.0,
2N1.5_24,2N1.5,,24.0,2016-07-04,,753.032,2016-07-17,2390.092,9.0,2016-07-18,2415.681,18.0,2016-07-20,2550.536,,2016-07-22,2723.807,,,312.0,24.0,48.0,48.0
A_24,A,,24.0,2016-07-05,,695.291,2016-07-13,1854.054,1.0,2016-07-16,,5.0,2016-07-18,2124.901,8.0,2016-07-19,2330.235,,,192.0,72.0,48.0,24.0
B_24,B,,24.0,2016-07-06,,784.35,2016-07-13,2041.427,0.0,2016-07-15,2175.511,12.0,2016-07-16,,9.0,2016-07-18,2452.862,17.0,,168.0,48.0,24.0,48.0
E_24,E,,24.0,2016-07-06,,660.422,2016-07-12,1899.974,0.0,2016-07-14,1988.416,18.0,,,,,,,,144.0,48.0,,
F_24,F,,24.0,2016-07-06,,836.942,2016-07-11,1982.991,7.0,2016-07-15,2270.188,22.0,2016-07-17,2393.659,16.0,2016-07-19,,,,120.0,96.0,48.0,48.0
L_24,L,,24.0,2016-07-05,,732.192,2016-07-13,1744.941,,2016-07-16,,3.0,2016-07-18,2172.003,4.0,2016-07-20,2267.649,,,192.0,72.0,48.0,48.0
K_24,K,Dead?,24.0,2016-07-17,,,,,,,,,,,,,,,,,,,
G_24,G,Dead?,24.0,2016-07-17,,,,,,,,,,,,,,,,,,,
2N1.1_8,2N1.1,,8.0,2016-07-04,,760.996,,,,,,,,,,,,,,,,,
A_8,A,Dead July 8th,8.0,2016-07-05,,664.756,,,,,,,,,,,,,,,,,
B_8,B,Dead July 14th,8.0,2016-07-06,,820.717,,,,,,,,,,,,,,,,,
E_8,E,,8.0,2016-07-06,,615.529,2016-08-04,1839.887,7.0,2016-08-13,2048.905,,2016-08-23,2256.24,,2016-09-02,2380.458,,,696.0,216.0,240.0,240.0
F_8,F,,8.0,2016-07-06,,1042.315,2016-07-28,2048.017,,2016-08-08,2185.218,,2016-08-25,2341.339,,2016-09-04,2498.741,,,528.0,264.0,408.0,240.0
L_8,L,Dead,8.0,2016-07-05,,684.449,,,,,,,,,,,,,,,,,
