col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34
11,30.504633,69.0,1,affected,0.440327073,80300,27033,61393,8792,22711,31501,7004,3134,10126,6449,16049,22497,3533,2320,934,6784,80010,290,0.003625,0.440327,0.279102,0.720961,0.691685,0.3095,0.28666,0.713384,0.520784,0.341981,0.137677
12,50.175224,70.0,1,affected,0.442217462,79575,26013,58824,8067,19336,27416,6487,1995,8492,5203,12789,18007,2967,1441,815,5248,80010,-435,-0.005437,0.442217,0.294244,0.705282,0.763895,0.234927,0.288943,0.710224,0.565358,0.274581,0.155297
13,16.516867,71.0,1,affected,0.561535987,79257,36661,65287,3740,34052,37785,8361,6105,14462,3125,23463,26590,5694,3429,1247,10377,80010,-753,-0.009411,0.561536,0.098981,0.901204,0.578136,0.422141,0.117525,0.882399,0.548714,0.330442,0.12017
16,348.434937,74.0,1,affected,0.430736293,79221,25752,59786,17400,21541,38950,8252,2351,10610,12441,16571,29017,4272,1870,999,7150,80010,-789,-0.009861,0.430736,0.446727,0.553042,0.777757,0.221583,0.428749,0.571079,0.597483,0.261538,0.13972
19,17.212244,77.0,1,affected,0.420813864,79211,27828,66129,4862,18494,23270,5437,2414,7828,3811,12454,16235,3020,1721,624,5334,80010,-799,-0.009986,0.420814,0.208939,0.794757,0.694558,0.30838,0.23474,0.767108,0.566179,0.322647,0.116985
22,29.662796,80.0,1,affected,0.409646648,79546,24392,59544,12381,18502,30887,6568,2011,8594,8424,13893,22340,3298,1455,717,5522,80010,-464,-0.005799,0.409647,0.400848,0.599022,0.764254,0.234,0.377081,0.621889,0.597247,0.263491,0.129844
18,103.570053,89.0,1,affected,0.45632115,79478,26656,58415,11799,18105,29942,7684,1976,9671,8664,14075,22752,3399,1450,745,5605,80010,-532,-0.006649,0.456321,0.394062,0.604669,0.79454,0.204322,0.380802,0.618627,0.606423,0.258698,0.132917
1320,24.525686,90.0,1,affected,0.458890787,79439,27131,59123,11706,18683,30356,5876,2123,7964,8062,12936,20962,3065,1473,718,5169,80010,-571,-0.007137,0.458891,0.385624,0.615463,0.73782,0.266575,0.384601,0.617117,0.592958,0.284968,0.138905
29,107.222565,92.0,1,affected,0.478653741,80795,29823,62306,10119,20923,31035,7614,2216,9813,7029,15725,22745,4657,1483,778,6907,80010,785,0.009811,0.478654,0.326051,0.674174,0.77591,0.225823,0.309035,0.691361,0.674244,0.21471,0.112639
32,56.978302,95.0,1,affected,0.433582269,80588,26997,62265,11599,22280,33840,6106,2076,8177,7862,14376,22230,3183,1756,785,5723,80010,578,0.007224,0.433582,0.34276,0.658392,0.746729,0.253883,0.353666,0.646694,0.556177,0.306832,0.137166
1,30941.26563,,1,,0.11626967,5368343,479263,4121995,187643,137247,324860,36310,18955,55236,131804,97397,229161,17820,14303,4735,36841,80010,5288333,66.095901,0.11627,0.577612,0.42248,0.657361,0.343164,0.575159,0.425016,0.4837,0.388236,0.128525
