6,Auroraria,0.00,597.80,
6,Drknauz,0.00,582.20,
4,Styrja,0.00,660.80,18166.0
2,Tiwaz,0.00,618.53,
6,CalistГ®,0.00,631.40,
4,Zedmelody,0.00,617.69,
4,Samsoc,0.00,639.07,
1,Kad,0.00,690.25,
6,Hunts,0.00,641.73,
4,PГЁГ©x,0.00,658.00,23244.1
4,Nuadine,0.00,662.00,27470.6
4,Bunduru,0.00,616.67,
4,Xaiydee,0.00,657.88,35790.1
4,Zukizuk,0.00,662.80,
6,Zappendudi,0.00,637.33,
4,Nexxy,0.00,668.19,28967.2
6,CroГї,0.00,649.00,
6,Simaru,0.00,641.60,22107.2
3,Mindqlzr,0.00,693.20,43362.0
6,Gelbrin,0.00,642.63,17861.9
4,BrГ®ngo,0.00,674.13,28018.1
4,Ironfangs,0.00,649.81,15456.0
4,Belahuahe,0.00,664.47,16916.9
4,Gundroil,0.00,620.60,13433.0
4,DГЄf,0.00,679.88,30312.0
3,Ironmantis,0.00,681.13,
4,Thoii,0.00,587.38,15217.2
2,CГ¬neska,0.00,688.25,39573.8
4,Minchia (#),0.00,635.00,
6,GrГ¤sslich,0.00,609.20,16281.7
4,Gabrim,0.00,628.00,18118.9
6,Shyrane,0.00,624.07,13443.8
4,VinnГ®,0.00,658.47,
4,Dynamaid,0.00,653.13,
4,DГўrkswГЄГЄt,0.00,651.75,21434.2
6,SГЎmmael,0.00,682.20,34143.9
4,Kappus,0.00,675.53,
4,Madfu,0.00,636.87,
4,LuГ®sa,0.00,689.47,30510.6
6,Kedar,0.00,633.13,13138.7
6,KragГґth,0.00,670.75,27927.1
4,Niusha,0.00,660.80,
4,ElysГ®a,0.00,638.53,19519.5
4,HГЎss,0.00,657.19,14766.7
6,Blackodem,0.00,630.80,
4,Floushy,0.00,628.33,
4,FripГґn,0.00,629.44,
4,AramilГё,0.00,628.67,13736.9
4,Frios,0.00,652.50,
4,Takuba,0.00,608.63,
4,HatschГ­,0.00,656.06,23438.3
6,AlenniГЎ,0.00,637.94,17972.0
6,Schildie,0.00,640.94,
4,Tibana,0.00,694.13,30910.0
6,Tamsyn,0.00,631.67,15664.2
2,Thanalie,0.00,665.44,22960.8
6,Fatuu,0.00,671.47,29765.0
6,Taliis,0.00,643.75,
6,Fhan,0.00,604.07,
4,Kerenya,0.00,633.13,
4,Vorlan,0.00,633.13,14843.6
4,VГ®na,0.00,667.20,
4,Mondaria (#),0.00,672.00,26565.8
4,Erilyn,0.00,678.87,24007.8
4,Tirralda,0.00,678.75,18879.2
4,Lighttank,0.00,646.00,
4,SpГЄcialflo (u),0.00,683.13,17560.1
4,Ivellia,0.00,632.13,18209.6
4,Firuna,0.00,602.60,14723.4
4,NessГ®e,0.00,621.56,14844.4
3,Dimble,0.00,677.33,
1,Cleota,0.00,690.75,39954.2
4,Nuaome,0.00,562.07,11918.5
4,Filisa,0.00,660.00,17415.3
4,EzГў,0.00,680.00,26963.2
4,Sady,0.00,660.67,
4,Lysion,0.00,666.73,
3,RГіxxy (u),0.00,692.80,39365.2
2,Sanitas,0.00,691.75,18883.5
4,Apfeltasche,0.00,620.75,
4,Joha,0.00,483.13,
4,Madrox,0.00,627.38,
4,Deze,0.00,654.67,
3,DГЎria,0.00,690.44,36526.7
4,Meleth,0.00,647.53,15947.6
4,Minai (u),0.00,693.40,29253.4
4,CГ®ara,0.00,640.44,18566.1
4,Laurana,0.00,657.00,
4,Shaleen,0.00,636.80,
1,Pinaa (u),0.00,691.75,48011.0
4,Madrona,0.00,583.73,11657.3
4,KГўdlin,0.00,666.19,20826.2
4,Kerastral,0.00,673.25,22551.4
4,Eugenia,0.00,667.20,23602.6
6,Galbatorix,0.00,643.25,
4,VelГўska,0.00,581.69,11568.8
6,CrytГ®cal,0.00,625.00,14911.3
2,Polley,0.00,626.53,19875.1
4,GrГЄx (u),0.00,645.20,15016.3
4,Balinwordoka,0.00,684.63,13322.1
4,Glim,0.00,671.00,36133.5
4,Nahly,0.00,661.25,
2,Vahan,0.00,666.81,26984.9
6,Daphne,0.00,600.20,
4,Vale,0.00,639.19,20955.4
4,Johnnybravo,0.00,681.53,15947.9
4,Mengbillar (u),0.00,631.67,
4,Belfegor,0.00,600.60,
6,Suze,0.00,621.25,
4,Gladracon,0.00,646.44,
4,Andune,0.00,647.47,12695.9
2,Tok,0.00,598.00,
4,MГ¶lnjir,0.00,631.20,
4,Sleipnjir,0.00,632.40,
4,Kian,0.00,617.07,15842.7
2,Cineska,0.00,623.20,20619.2
2,Daycrailor,0.00,657.50,
2,ElysГ¬a,0.00,645.07,22296.9
2,Lunz,0.00,617.40,13608.9
4,Durothar,0.00,622.00,14810.3
2,Ker,0.00,673.67,25729.5
1,Lurion,0.00,687.25,41755.0
4,Hilde,0.00,644.40,
4,Luron,0.00,628.80,
2,Arell,0.00,632.88,
