Pat,12/18/08,3:39pm,"Wallander, that's sad you had to go through that. Some women and men can hide their feelings when going through a bad marriage or at the end of a marriage that has started going bad. I was relieved and hurt at the same time when we split, h*ll, I went through many different emotions for a while, until I dug deeper into spiritualism and mysticism. The only thing good that come from our marriage are ""my"" two kids. Wallander, it is not good for a person's mind, body and soul to have to carry the other one in a marriage. Walking hand in hand through life with some light arguments and disagreements and lots of talking and loyalty and romance is a marriage. Even in rough patches, healthy arguing and forgiving is normal. The making up should be soooooo wonderful. I know there are still marriages out there like that, but they are few and far between these days. It's especially bad when kids are involved. You didn't really sell yourself short and don't look at the battles being in vain. Take it as a life lesson learned and someday you will meet the true love of your life and the past experience will be used to help each other through hard times that will appear from time to time. Talking and listening are very important in a marriage. You are right about my ex as far as feelings go. He really didn't have them, it was just lust. If I hadn't been so young and inexperienced I wouldn't have gotten with him. I knew him from high school and I was scared of him because he was wild. He was so smart, but he quit and around 2 yrs. later we met again, started dating and 5 mos. later, we married. Before we married I met his family and that's when I should have seen the red light. That's why I said one time, that in my next life I am going for the geek, not the bad boy. As far as my ""dad"" goes...he is 86 and my brother in the other state we came from, said he is as mean and evil as he always was. Maybe he will change on his death bed, but I won't be there. I don't hate him or love him anymore, I don't feel anything. Love ya. Ed, we are all wondering about the pollster. Maybe the person is giving us a reprieve until after the holidays. To me, for some reason, it doesn't feel like Christmas this year. From your description of what your ex looked like the last time you saw her, she may be on hard drugs. If she is not careful with drugs and these men, she might catch something that could kill her. But if she wasn't a faithful wife, I'm sure you could care less. The sanctity of marriage is getting lost in the shuffle just like morals. How is she with the kids? I think you said you had a daughter and a son. I can't remember. There are good men that marry the wrong person and there are good women that marry the wrong person. Like I told Wallander, maybe someday a good woman will enter your life, also. Just be careful that you don't judge her by what your ex was like. I know I missed my soul mate, but I'm okay with that. I've been single for so long, I don't think I would be happy being married anymore. I can understand the tripping, but tsk, tsk, tsk. I'm feeling okay, except I have no energy at all. Thank you for the prayers. I still believe in miracles. I enjoy talking to you, too. Remember when we were snapping at each other? I laugh at it, because it was so silly. You have a Merry Christmas and a Happy New Year. I will miss you, but enjoy your time in the woods. I envy you going to your cabin in the woods, that is heaven. Just kidding about the envy(wellll, a little bit). Relax. Love ya. I'm heading home."
Ed,12/18/08,8:48am,"Hi Everyone, I'm still around. I am waiting for a new poll. What happened to the poll master---was he or she fired or on vacation. Please for Christmas can we have a new poll.........Hi Pat and Wallander hope things are ok for you both. With the Christmas season I have been trying to get in the spirit and I do fine during the day, but when evening comes I find myself starting to get upset. So to try and get through it. I am remodeling my basement. It keeps my mind on other things. Talking about X'es (I hope that is correct) I saw mine the other day. She looks like a ****. I was hoping she did not see be but she did and came over to my table in the restaurant and just sat her self down. She changed alot in the looks department. She dresses like a ****, but her big mouth has not changed. Bragging about all the men she is dating. I looked up at her and corrected her by saying ""you mean all the men your sleeping with."" I also told her how bad she looked and asked if she was on drugs. She naturally got upset and tried to hit me, big mistake. Lets just say she picked herself off the floor and left. Please don't get me wrong. I do not hit women, never have and never will. she just tripped over my outstreched big foot. :) I respect women and I love all women. I just was not expecting to ever see her again...I am glad we are divorced. Well enough of my screwed up life. How is everyone else. Pat how are you feeling? I pray to God that you will be ok. You are a very special person and I enjoy talking with you. Wallander how is it going my friend. I just want to say thanks for your support. I pray and wish you both the very best especially now at Christmas. This time of year is special and magical so please enjoy it. Take care! I am going to be out of town for two weeks. I am going to my cabin in the woods to get away for a while. So I will talk to you next year. :)"
Wallander,12/18/08,7:05am,"Looking back now, i think i was ""trying hard to wear a smile"" because i felt i had to do it in order to give my ex a feeling of satisfaction about her own decision to end our relationship. I was just trying to spare her from my own feelings of hurt ego. That's about the best way i can put it. I was basically hurt that she wasn't willing to save our relationship, the way i was willing to do(despite the fact that i was in serious doubt, myself). I wanted so badly to remind her how in numerous occasions i was hurt & disappointed by her, but in the end i always fought to save our relationship from falling apart...how so many times, i put my own ego aside just to pick her up from her own slumps(is that the right word btw?). The long & the short of it is, that in the end i felt as though i had sold myself short all that time, and all my battles had been in vain. Anyways i'm pretty sure my story is NOT in any way unique, seen in a larger perspective...but it still doesn't change the fact that it hurt like hell. With regards to your ex, i believe everything you're saying. Apparently he had a strange idea of ""unconditional love""....or maybe he didn't have/feel any AT ALL. I mean, is it just me, or isn't the whole idea of a marriage supposed to be, to be able to merge or ""melt together"" & become ONE?? I don't know, maybe i'm being naive or ""immature"" in my way of looking at a relationship. The story of your father made me rather sad...but he had around 40 yrs. to try to improve his way of doing things, and he failed to do so. But i appreciate the fact that you've brought it up in here, because there is a moral lesson to be learnt from this tragic story, and that is to STOP CLINGING ONTO YOUR OWN EMOTIONS, AS IF IT IS MEANT TO BE SOMETHING CONSTANT, UNCHANGEABLE & INFLEXIBLE......and STOP CONFUSING PRINCIPLES WITH EMOTIONS...& VICE VERSA."
Pat,12/18/08,3:17am,"Good morning, everyone. Well, I had hoped for a new poll this morning. Oh well. Tis the season to be jolly!"
Pat,12/17/08,4:00pm,"First...I'd like to say that I wouldn't mind helping the pollster, also. Since some of us vote and give as many comments that we can, then are finished, then go on to converse about other things. Considering the fact, s/he is very, very nice to let us do that. The pollster might want to know based on how the voting is going and comparing it to how much the economy effects donations. Milkshake, maybe by Friday there will be a new poll(I truly HOPE.) Second, this is going to be long. Wallander, if you don't mind me asking, why did you feel you had to try hard to smile? Were you unhappy or did she expect you to smile all the time for her to feel everything was okay? Even the very best of marriages have their ups and downs. The ""downside of her personality"" might have been, maybe, just a tiny bit far to go...but then again, maybe you were trying to open up a conversation with her about the resentment and hate she was dealing with? I'm not meaning it as criticism, just wondering further about it. Something in her life from childhood into adulthood somewhere made her have those emotions. Astrological signs and genetics and our surroundings all play a part in each individual personality of each person. Some people say it takes two to make a marriage...that's true, as long as both really want it to work. Some people say it takes two to break a marriage..that is not always true, because most people are dysfunctional in one way or another. A truly good-hearted person can marry a bad person and not know it. I'm not talking about your ex, just in general. For an example: my mom married my ""dad"" when she was 16 and he was 32. He was very, very abusive with her (and us kids) and nearly killed her 3 different times that I can remember. This was during the times when the law did not interfere in ""domestic problems"", as they called it. After 28 yrs. she found a vicious, mean woman lawyer that chewed my ""dad"" up in court and spit him out. My mom got everything and he couldn't come around, because she could put him in jail and he loved his money too much to lose anymore of it(which was very little by then). Like you, Wallander, I used to put guilt on myself, also, for my part in our marriage breaking up, but through the years when I look back on it, he started torturing me after one week of marriage. Not beatings, but mental abuse and actual physical torture. Not counting being a manwh*re. Here is just one tiny example: When I was 7 mos. pregnant with our daughter, he went down to the basement and turned off the cold water while I was showering and burned me. I screamed and cried. He was never mean to our daughter, but when I was pregnant with our son, he was just mentally abusive with me. BUT when he started on our son, when he was a toddler, that was when he went too far. Shortly after that we split. I thought all of the things I went through was normal, because of my childhood. I didn't do anything to him in our marriage for him to be the way he was. If you think back on your marriage, maybe you really didn't do anything, either. If your ex-wife has the problems you say she has, and I do believe you, then she will never be happy even in another marriage. Someday, if she can face her demons and work on herself, then she can be truly happy, because carrying around resentment and hate is a truly heavy burden to carry. About my health, it is not anything you are saying. I have known for awhile that something was wrong with me, but like most people, I got tired of going to the doctor all the time for different things, that I should have pursued more. I pursued and didn't give up in the early 90s when I had cancer and found a doctor to listen to me. I could have pursued about my health more this time and didn't. I'll keep you up on it. Ed and Bam Bam, if you're still around, hope things are cool. Well, I'm going to head home. Love ya."
Milkshake,12/17/08,1:35pm,"Then poll master, for a nice Christmas present to all of us; can we please have an interesting, new poll?"
Wallander,12/17/08,12:15pm,"Pat, you hit the nail on the head. I had a VERY tough time when my ex & I got seperated in 2006, and while i was slowly trying to pick up the pieces after a brutal breakup(emotionally) i was constantly reminded by all kinds of WEIRD incidents, how bitter & brutal the whole breakup was....obviously my ex couldn't stand me TRYING HARD to wear a smile on my face. But in one of our last meetings, i was talking about something related to astrology[""what day of the month were you born?""], and i told her rather nonchalantly that ""the downside of her day of the month, was that she had to struggle with a resentful personality""....& suddenly i realized i'd said a few words too many to her. Anyways i still take most of the blame for the way our relationship turned out in the end, BUT in the bigger picture of things, i was actually quite innocent. It was just me who was so ""blissfully ignorant"" to the fact that she had A LOT of hate issues....maybe if i KNEW it earlier, i would have treated her differently, and made her feel somehow less guilty for having such a passionate hate for so many things[it's that ""jealousy & rage"" thingy that keeps following me] but in defense of myself, i need to say that i said/did many things from a VERY PURE heart, & i NEVER IN MY LIFE meant to make her feel bad about herself. Anyways i'm quite sure if she were here, you would have heard a COMPLETELY DIFFERENT account of what really took place....which ultimately leads me to the CORE of my problem right now: i'm trying VERY HARD to get over the very fact that she has a different opinion of me now. But with regards to your new diagnosis Pat, i honestly don't know what to say! I somehow feel the less i say, the better the outcome of your results.....yes i'm being superstitious right now. I won't even say i'm going to pray for you. The only thing i'll say is, please bring us some good news, the next time you get the results of your tests....and i do NOT mean that you should stay silent just because you don't have any ""good news"". I hope you're appreciating what i'm trying to say. And with regards to this poll.....i have a feeling our admin is trying to make a point! Maybe s/he would like to ask us to pay for the site.....if that is the case, i am game?! I don't mind sending a small contribution to the admin(s) of the mysticgames.com! Cheers for now..."
Pat,12/17/08,9:26am,"Oh! No, Milkshake, you're not being rude. I totally agree. How many times have we asked for a new poll? That's why I said one day that the pollster must be on vacation. To me, we see how the votes are going. Time for a change. That's why we just go on with conversations, unless we protest by not coming back on until a new poll shows up. Love ya."
Milkshake,12/17/08,8:36am,"I don't mean to be rude, but this is the longest damn poll and we are not discussing anything about this poll......Isn't it time we make a change? Can we please have a new poll?"
Pat,12/16/08,2:00pm,"Hi! Wallander, I understand a little bit more why at times you have a hard time concerning your emotions about your ex. My lord, because of your ex in-law and your ex, no wonder your emotions are up and down. You are on a wild roller coaster ride and can't get off. I wonder why she wants to even know what you are up to? Is she still interested or is she just trying to mess with your head? That is so awful!!! Okay, about me. Two neurologists saw me, did a lot of tests on me all over my body, took six vials of blood and are ordering 7 or 8 tests to be done. A couple I have heard about before, the others I don't know. The top neurologist said there is something wrong deep inside my brain. Something else to scare me. And of course I cried. I am heading home now, I'll tell you more tomorrow. Love ya. Ignore any mistakes."
Wallander,12/16/08,11:29am,"Hi there Milkshake, you can easily find a Biorhythm Calculator by googling it....make sure though you find the kinds that show you your rhythms on ANY DAY that you choose to see, and not just ""today"". Here is the address of one that does just that(http://www.freebiorhythm.net/biorhythm.html) Hi Pat....you've succeeded in making me a little nervous. I'm almost certain that you're going to hear something VERY serious from your Neurologist, but somehow i don't think it is going to be THAT serious. Maybe you'll have to make some radical changes in your life VERY SOON, but i don't believe it is going to be worse than that. Just a kind of ""warning"". Anyways, you'll be here either later on tonight or tomorrow(my time) to give us more details about how it went...i can't wait...i'm a little anxious. But regarding your question about my ex, you know, the interesting thing is that we don't live close by each other, but the SUCKY thing is that her younger brother--with whom i had a VERY TOUGH time feeling comfortable around--lives only a few blocks away from me, and we actually run into each other once in a while...much to my own dislike. I discovered that he was playing the role of ""sister's little spy"" the first year or so i had moved into my new apartment, and i found out later on that he was rather VERY UNKIND in his observations of me, which made me EVEN MORE uncomfortable being around with the guy. The last couple of times i accidentally saw him in the street, i made a VERY conscience choice to not answer back his greeting...infact i made sure it looked as 'obvious' as possible, so that he'd get the msg once & for all. Mind you, he was/is NOT necessarily a bad guy, infact if i somehow had known him before meeting his sister, i'm pretty sure we would've become much more friendly than we ultimately were....and i would've been able to tolerate his annoying habits much better, but i met him approximately 1 yr after i'd been acquainted with his sister, & therefore in my mind he became nothing more than an in-law to me...and i mean that in the most negative sense of the word. If it were up to me, i would have tried to establish a more EQUAL relationship with the guy, but he wanted it differently....he just wanted to me in the role of an ""older brother"" towards him, which is a nightmare scenario for MANY guys...because it gives the ""younger brother"" unlimited amount of privileges. Anyways sorry for the rant...talk to you soon...hugs. [ps!] Sorry for that misunderstanding btw Pat."
Pat,12/16/08,4:53am,"Thank you, Milkshake. I brought my mom in and fixing to leave. I am so nervous. I hope I have good news. I'll let you know either this evening when I pick my mom up or tomorrow. Love ya!"
Milkshake,12/15/08,2:01pm,"I wish you luck and love, Pat! Thanks for the advice. I don't know what my biorythm is Wallander. How do I find out?"
Pat,12/15/08,11:57am,"Hi everyone. I guess people will continue to vote and we will continue our conversations. Milkshake, I'm sorry your friend didn't show up for your B-day, but I'm glad you got a buzz. Hopefully, watched a good movie or something? I'm going to pretend right now to have Bahama Mama for your B-day and yummy is it ever good!!! Wallander, I didn't mean for that last comment to sound cocky. I was just letting you know I found it. You weren't being insistent, I thought you were very sweet in letting me know about it. I don't care what anyone thinks of me, either. As long as it is a truth about me. I do care if it is something false about me. I can get myself in trouble or not on my own and not care what anyone says, but not if someone lies on me. That I totally despise. Now about your ex...that takes time to get over. It doesn't happen fast and 3 yrs. is still a short time. Does she live in the same area as you? That would make it harder. Do you see her out sometime? Answer only if you want to. Milkshake, our mom is 72 yrs. old and she was feeling tired and wore out all the time(which it would help if she would at least semi-retire or retire, but she won't), but she bought some Royal Jelly capsules to take one in the morning and the Royal Jelly in the jar and takes one teaspoon every night. She said she can feel her energy building up and she doesn't feel wore out. My aunt is 69 yrs. old and she is doing the same thing and she said it is working for her. Now they are 72 and 69, just imagine what it could possibly do for you at the young age of 41. Wallander, I always try to go with the flow and try not to be a salmon, but the last 8 yrs. have made people be salmon and we know what is waiting for them swimming upstream. Some make it and some don't. That is exactly what stress does. Hey Bam Bam, how's things with you? Ed, are things a tiny bit better? Well, I will be gone all day tomorrow. I'm seeing a couple of doctors, one is a neurologist. Everyone, wish me luck. Excuse any misspelled words."
Wallander,12/15/08,10:55am,"I see, Milkshake. What does your Biorhythm say at the moment? Do you know? Mine is down to -100% on EVERY count, and they're all going to peak again(100%) around the Xmas holidays."
Milkshake,12/15/08,7:46am,"Thanks Wallander, but it's NOT depression.....I've been stressed and LOW on energy."
Wallander,12/14/08,9:57pm,"I can tell you a number of things that can help prevent winter depression Milkshake. Btw that B-50 Vitamin sounds very interesting Bam Bam. I'll have to check that one out some other time. But my personal fav. is drinking 2 glasses of Blackberry juice per day...one in the morning & one in the evening. Eating fish(Cod) helps as well as taking Fish Oil pills regularly. Personally when i'm feeling low in energy[which is sometimes an indication of depression] i try NOT to whip myself up into shape with HARD military discipline, but rather i aim solely for balance instead. The former is NOT always possible to achieve, and yet the latter is always within reach, and you actually DO feel energized after it. Fortunately life is NOT like the American Football where ""negative yardage"" is considered a NO-NO....in life you can actually USE the ""negative yardage""....infact you can pretty much use ANYTHING, once you learn the trick of appreciating whatever that life throws at you. Anyhoo sorry for getting too moralizing in the end Milky...but you know what, i consider you as a VERY intelligent girl, and i am rather confident you'll find out exactly what you need to do in order to feel good & 'bubbly' deep inside. There were a couple of other things i wanted to mention, but i've forgotten what they were....i'll post them later on, as soon as they come back to me. Hugs. :-))"
Milkshake,12/14/08,9:05am,Wow. Thanks Bam Bam. I am going to go to the vitamin store next week and I need as much advice I can get. I will try the vitamin B and YES I have been under alot of stress.
Bam Bam,12/14/08,7:29am,"Milkshake. Vitamin B honey. Take a Vitamin B-50 Complex for energy. It will say B 50 complex right on the bottle. You'll notice a BIG difference after a couple of days. It's nourishment for your bod believe me and it's just a vitamin. So no shakes or hyperactivity at all. Just pure ""I feel good"" whoo! If your anything like me though with a new vitamin it will take a day or two for your digestive tract to get used to it. Always check with your Dr too. Now, if your bogged down and tired because of stress take the vitamin B for stress it will say right on the bottle for stress. It's a different mixture of B vitamins for stress and it's litte higher dose but totally safe. When I worked in the news room I needed it Big time and it saved me. I swear by it!"
Milkshake,12/13/08,7:22pm,"To anyone (Wallander, Pat, etc.....who likes to give advice).....Is there something (a vitamin, teas, etc) that a person can take or drink during the winter months that can help a person feel more energized and lively?? Just wondering."
Wallander,12/13/08,4:56pm,"Here is something for fun, if you're bored...a place where you can make your own comics... and here is the address: http://www.wittycomics.com/make-comic.php"
Wallander,12/13/08,2:41am,"It's cool Pat. Sorry for being too insistant regarding that thingy. It didn't cross my mind that it could have seemed like a Teddy Bear for little kids...LOL...but i honestly dont care one bit what ppl think. Been there, done that, got a T-shirt with the writings ""i cared what ppl thought of my things, and now i got a bleeding as.s hole to show for it""! LoL...And you were absolutely right. During the winter we have much shorter days &very long nights. It can give winter depressions to ppl with fragile state of mind. I'm not suffering from that though. More like suffering from not having been able to get my ex 100% out of my system. Mind you, it is NOT an obsession. It is more like trying to shed one's own skin before moving on with your life. That's what long term marriages do to you. Anyways enough said. Have a nice weekend everyone. Btw the way you described your bday Milkshake, you made it sound fun without meaning to. :-D The next time i'm here, i hope the poll has changed. Bye for now..."
Milkshake,12/12/08,7:14pm,"Well Pat. To answer your question.....I had an alright birthday. I didn't get a milkshake....hee hee. My ex boyfriend and I are speaking again. He lives in another state. He sent me some cash, which I thought was very sweet!! My dad also gave me some cash and my mom sent me a gift card to a store. I ate some sandwhiches from the deli and had a health-food desert.....yum yum. I also drank a little bit of Sherry and got a little buzzed. I know a girl named Sherry and she said she may come by. I thought it would be cool to drink a sherry with Sherry....LOL. But Sherry didn't come by so I drank sherry by myself. And now I'm 41 and that was my ""alright"" birthday. Nothing excting."
Pat,12/12/08,2:45pm,"Have a very nice weekend, everyone. Heading home. Love ya."
Pat,12/12/08,10:27am,"Milkshake, Now tell me about your B-day. How was it? What did you do? What did you get? Nosey, aren't I? So.......tell me, tell me, tell me! I also wish for us to have a new poll. I still believe the pollmaster is on vacation. I know there are many people out there waiting for something else to vote on and get to comment on. It just keeps hanging on like the energizer bunny."
Pat,12/12/08,6:00am,"Milkshake, he is long gone out of my life. He left in '81' and I told him to file for the divorce if he didn't want to stay married with me. He tried one time to get back together, but once we were apart, I knew I didn't want to get in that entanglement again. We divorced in '82'. Anytime I feel pain, it is just the remembering of the pain he put me through all the years we were married and then the divorce. The mental pain and the physical torture I went through. I have to say there were some good times, but the bad outweighed the good. I made a comment somewhere in one poll that I could write a book on it and I believe it would sell off the shelves. Wallander, read my last comment. I found all the cool stuff about the pillow, thank you. Norway has those beautiful northern lights and is a beautiful country. Maybe your aggravation, irritation and depression comes from living in that sort of darkness time now? Just a guess. Ed, I have never flown. I am terrified of heights and planes are never being a part of my life...ever. I'd for sure have a heart attack on a plane in the air. There are probably a lot of misspelled words in here. It is happening more and more. I see a neurologist next week."
Wallander,12/11/08,8:55pm,"Once again happy birthday to you Milkshake. I hope you have a good 365 days ahead of you...you deserve it, because i'm assuming that if you've been generally behaving the way you've been treating me, then karmically you are supposed to have a good year. And thanks for the words of support Ed. I definitely need the change of scenery. You know, where we live, it is rather common for everyone to be going thru the winter season with a mild-to-severe ""Cabin Fever""...and i've been quite resistant all these yrs., but suddenly this yr. i feel it VERY intensely. Don't know what's happened to me?? Anyways you guys, enough about the poor old me...here is a short clip i found on Youtube about My Beating Heart, Pat...... http://www.youtube.com/watch?v=VAd_t6rugDo"
Milkshake,12/11/08,2:41pm,"Pat, you deserve way better than that piece of SH..it ass shmuck!! Sorry he hurt you. For my birthday wish............A NEW POLL! And Itailian guys are handsome and I loveee thier accent!! I want to go to Italy too!"
Ed,12/11/08,1:52pm,"Hello my dear Pat! I am doing fine, working alot of hours. I look forward to talking with everyone and Wallander, man don't be so hard on yourself about the smoking. I smoke and really enjoy it. I am not a chain smoker, but do enjoy a smoke especially when I am upset or stressed. Sometimes it calms me down. Your trip to Italy and Spain, that sounds great. Enjoy it buddy, who knows who you will meet!!! I have never been out of the states. I use to travel till 911 and now I have to think twice before I get on a plane. Italy sounds like a great place to go. You will have to let us know how your trip went. Well have to go, Take care my friends!"
Pat,12/11/08,12:44pm,"Hi Wallander. I found about the pillow early this morning. Thank you. I love it! If my cardiologist says yes, I'm going to order one. I read everything it said about them and the man. I'm so happy he had that experience while meditating, which I believe was meant to happen, so he could help many people. When I have been in deep meditation, it feels like I am floating above my body and when I come out of the meditation I have a huge natural high for quite awhile. I'll tell you more later about my marriage and the divorce. It was awful! Many friends knew things before I did(a few even enjoyed him), even though I always had suspicions about so much stuff. He would never talk. I would beg him to talk, he wouldn't. When we split, then EVERYBODY was coming and telling me all these awful things about him. That is why I have trust issues with people. I never claimed a friend after that, I always called anyone an aquaintance or aquaintance friend, not a true friend. But I did get to the point of calling some of you ""ghost friends"", which by the way was a huge step for me. I love now that I can say...FRIEND. Soooooo, I have you curious about who the pollmaster is, huh? It's been bugging me for awhile, but I know it's close. I just don't know who...yet. Milkshake, HAPPY BIRTHDAY!!! I guess I got you confused with someone on here about something on the Nov. 28th, because my sister's B-day was on Nov. 26th. ""Happy Birthday to you"" and many mooorrreee! Wallander, I love any kind of animal and have had many pets and different kinds of pets since I was a kid. Right now I have a female Pit Bull and six cats, yes, six. They age from 14 years old to 2 yrs. old. The 2 yr. old has 3 legs, someone had shot her back leg off. She was rushed to my vet and they saved her, but no one came and claimed her. When I saw her I had to have her. She has long hair and is gorgeous. She was scared and depressed when I brought her home. She was a 1 yr. then, my next young kitty 6 mos. older than her, babied her, cleaned her and made her start playing, once she wasn't sore. Now she doen't know she is one leg short. She can run fast and jump. Ed, Hi! Are YOU doing okay? I still have you in my prayers. Our conversations are pretty colorful, aren't they? Yes, my ex was a @%*#$&^^*@ and a #%%*&% and a ^$@@!!!%$^&* and even more!!! Wallander, when you take your trip in January, who knows what might happen in Italy...especially! The trip will be good for you, you might even stop smoking again. Love all of you."
Wallander,12/11/08,11:14am,"Hi Ed. Hope you're doing just fine. As for me, i've been having to deal with a lot of nervousness lately. And it isn't because i don't know why i'm nervous..i do...it is because i've started smoking cigarets again. I had quit it 8 yrs ago, and everything was just great all this time, and i was not missing it at all....but lately i've been feeling a bit restless & bored, and it eventually led me to start all over again. Mind you, i ""only"" smoke max. 10 cigarets a day, but maybe it's 10 too many for me!? I'm looking forward to a trip down to Italy & Spain towards the end of this coming January...i can't wait!! :-)))"
Wallander,12/11/08,10:54am,"Just in case my error from yesterday caused any bad feelings, i like to say that i hope you will put it on the count of an HONEST MISTAKE based on my bad English!! I used to think a ""ticking heart"" was just another term for a ""beating heart"" because obviously i associated the word ""ticking"" with a ticking clock. Thanks for your understanding. New poll please. : )"
