2,лѓҐкѕјкЅѓм€њмќґ,0.00,645.13,21952.4
2,лЌ°мћђм™Ђл°ЂнЃ¬н‹°,0.00,685.69,37997.9
2,мќґкёЂк±°л¦¬лЉ”м„¤м‹ё,0.00,692.81,23910.1
2,лЊЂмћҐлЎњм€ м‚¬,0.00,669.80,
2,Lexy,0.00,644.40,21952.2
2,Spooky,0.00,646.67,17602.1
3,лЏ„нЉёкґЂл¦¬,0.00,660.80,
2,л§€м…ёл¦°,0.00,642.56,14500.1
2,м¤лљњкё°м‚¬лѓҐ,0.00,693.00,43225.2
2,к¶Ѓкё€н–„ (#),0.00,687.81,18271.0
2,кё€к¶Ѓн•Ё (#),0.00,678.75,
2,м†ЊлЎњмќґл„Ё (#),0.00,648.73,
2,нјлЏ€мќм§Ђл°°мћђ,0.00,673.47,33905.7
2,лЊЂмћҐлЎњлѓҐкѕј,0.00,678.73,34014.0
2,лЊЂмћҐлЎњмЈЅкё°,0.00,537.80,
2,н•м•Ё,0.00,677.67,
2,кё”мљ”кё”мљ”лЇё,0.00,678.80,
2,Pomeranian,0.00,666.94,23034.6
2,нЉ¤лћЂ,0.00,691.00,39294.6
2,лќµм•ј,0.00,680.47,42975.1
2,Krag,0.00,686.33,37833.3
2,Noll,0.00,645.27,
2,Gybe,0.00,674.93,
2,мІњкё°лћ‘,0.00,693.20,40967.2
2,Levanah,0.00,657.60,19275.5
2,л¬ґлЏ„м „м„¤,0.00,674.27,24194.0
2,лЊЂмћҐлЎњм „м‚¬,0.00,683.88,24768.0
2,Blitzshooter,0.00,667.73,31478.4
2,Whatsurback,0.00,665.33,28295.9
2,н‡ґк·јн›„м№л§Ґ,0.00,585.00,
2,м€ м‚¬кЅѓм€њмќґ,0.00,689.88,21596.6
2,м€м•јм€лЏ„,0.00,668.53,20511.5
2,м†ЊмЈјн•њлі‘,0.00,593.13,14615.0
2,мќµмќјм¤м „нЉ№кё‰,0.00,578.67,12369.3
2,м€м•јм „м‚¬,0.00,658.67,14461.1
2,н• лЁёл‹€,0.00,694.75,43850.0
2,нќ‘л§€мЏмЅ©,0.00,679.13,29765.7
2,нЊЎн•њнЊЎн•њ,0.00,668.73,26084.1
2,лЇём‹њм•„,0.00,648.50,
2,нЋёкІ¬мќ„лІ„л ¤,0.00,642.33,18656.4
2,мї„лЎњкё°,0.00,642.67,17172.0
2,м¦ќм¤мќкµ°мЈј,0.00,645.56,16386.5
2,нЉёлќјмќґнЉј,0.00,649.13,18776.5
2,м•”нќ‘мќм§Ђл°°мћђ,0.00,676.44,30698.2
2,Kirkes,0.00,662.07,27687.4
2,м „м„¤мќлЇёк¶Ѓ,0.00,673.67,34616.2
2,лё”л¦¬мЈЅкё°,0.00,665.53,30291.5
2,нЊЎнћ€нЊЎнћ€,0.00,616.88,
2,м‹њкіµк°„м—¬н–‰мћђ,0.00,685.33,31073.1
2,лІ„к·ём „м‚¬,0.00,659.50,18632.2
2,лё”л¦¬л“њлЈЁ,0.00,642.33,21114.4
2,н™Ќм°Ём„њлІ€нЉё,0.00,694.94,44205.9
2,н”„л €мќґл§€мќґм–ґ,0.00,655.31,
2,мЉ¬н”€л €мќґн”јм—,0.00,686.00,20171.0
2,нћ€лЎњм„ём•„н‚¤,0.00,665.33,17405.7
2,мЈЅкё°кЅѓм€њмќґ,0.00,651.00,19558.5
2,м„±кё°м‚¬кЅѓм€њмќґ,0.00,688.13,
2,нЋ л¦¬лІ„нЃ¬,0.00,700.80,36818.9
1,мѓ¤мќё,0.00,685.07,39125.1
2,к№Ђліµкёё,0.00,420.87,
1,мЅ”л¦°,0.00,685.00,36300.3
1,мѓЁн‚¤,0.00,690.38,41034.5
1,м”ЁнЃ¬,0.00,684.69,31110.7
2,Durendal,0.00,655.88,21434.7
2,Duskbreaker,0.00,660.38,21528.8
1,м ±н‚Ё,0.00,675.13,29855.3
1,Jenkin,0.00,696.07,38573.8
1,мћ¬нЃ¬,0.00,675.31,27168.0
2,нЊЎнћ€нЊЎмќґ,0.00,648.88,
2,м€м•јнќ‘л§€,0.00,660.38,24044.8
1,м§„м–ёмќл¬ґл…Ђ,0.00,682.40,19515.7
2,л§›мћ€лЉ”мќёл””м–ёл°Ґ,0.00,680.13,32503.5
2,мѓќлЄ…мќл…ёлћ,0.00,475.07,10134.1
2,м€м•јм‚¬м њ,0.00,672.73,
2,м€м•јлІ•м‚¬,0.00,668.87,31009.5
2,м•„мќґмЉ¬л¦¬,0.00,523.33,
1,л¶€к°Ђк°•м•ј,0.00,691.00,22944.3
2,к·јм‹ќмќґ,0.00,623.40,
2,нќ‘л§€мЎ°кµђ,0.00,609.07,
2,лґ‰м№ґ,0.00,404.06,9797.7
2,лЌњл§ђл¦°л№µ,0.00,663.07,
2,л¶„л‡Ёмѓќм‚°кіµмћҐ,0.00,636.13,18927.5
2,Grafvitnir,0.00,653.94,
2,м†ЊлЎњмќґл„Ё,0.00,660.75,
2,л§€мё м•ј,0.00,325.94,
2,л¶€к°ЂлЉҐмќЂмќЊл”°,0.00,667.88,26675.6
2,м€м•јм€ м‚¬,0.00,679.88,27748.8
2,м€м•јмЈЅкё°,0.00,672.73,29986.6
2,м€м•јл“њлЈЁ,0.00,681.00,
2,л§ђл¦°л№µ,0.00,602.19,16775.9
2,Ninecircle,0.00,636.19,19410.1
