Observation Time Reverse Order,HG (AGBP4) Graph
2015-07-26 08:00,0.99
2015-07-26 08:15,0.98
2015-07-26 08:30,0.96
2015-07-26 08:45,0.94
2015-07-26 09:00,0.92
2015-07-26 09:15,0.90
2015-07-26 09:30,0.88
2015-07-26 09:45,0.86
2015-07-26 10:00,0.84
2015-07-26 10:15,0.82
2015-07-26 10:30,0.80
2015-07-26 10:45,0.78
2015-07-26 11:00,0.76
2015-07-26 11:15,0.74
2015-07-26 11:30,0.72
2015-07-26 11:45,0.70
2015-07-26 12:00,0.67
2015-07-26 12:15,0.65
2015-07-26 12:30,0.63
2015-07-26 12:45,0.61
2015-07-26 13:00,0.58
2015-07-26 13:15,0.56
2015-07-26 13:30,0.53
2015-07-26 13:45,0.50
2015-07-26 14:00,0.47
2015-07-26 14:15,0.44
2015-07-26 14:30,1.12
2015-07-26 14:45,1.26
2015-07-26 15:00,1.31
2015-07-26 15:15,1.39
2015-07-26 15:30,1.36
2015-07-26 15:45,1.36
2015-07-26 16:00,1.36
2015-07-26 16:15,1.36
2015-07-26 16:30,1.36
2015-07-26 16:45,1.36
2015-07-26 17:00,1.36
2015-07-26 17:15,1.36
2015-07-26 17:30,1.36
2015-07-26 17:45,1.36
2015-07-26 18:00,1.36
2015-07-26 18:15,1.36
2015-07-26 18:30,1.36
2015-07-26 18:45,1.36
2015-07-26 19:00,1.37
2015-07-26 19:15,1.37
2015-07-26 19:30,1.38
2015-07-26 19:45,1.38
2015-07-26 20:00,1.38
2015-07-26 20:15,1.37
2015-07-26 20:30,1.37
2015-07-26 20:45,1.37
2015-07-26 21:00,1.37
2015-07-26 21:15,1.37
2015-07-26 21:30,1.36
2015-07-26 21:45,1.36
2015-07-26 22:00,1.35
2015-07-26 22:15,1.35
2015-07-26 22:30,1.34
2015-07-26 22:45,1.33
2015-07-26 23:00,1.32
2015-07-26 23:15,1.31
2015-07-26 23:30,1.31
2015-07-26 23:45,1.30
2015-07-27 00:00,1.29
2015-07-27 00:15,1.28
2015-07-27 00:30,1.27
2015-07-27 00:45,1.26
2015-07-27 01:00,1.25
2015-07-27 01:15,1.24
2015-07-27 01:30,1.23
2015-07-27 01:45,1.22
2015-07-27 02:00,1.21
2015-07-27 02:15,1.20
2015-07-27 02:30,1.19
2015-07-27 02:45,1.18
2015-07-27 03:00,1.17
2015-07-27 03:15,1.16
2015-07-27 03:30,1.15
2015-07-27 03:45,1.14
2015-07-27 04:00,1.13
2015-07-27 04:15,1.13
2015-07-27 04:30,1.12
2015-07-27 04:45,1.11
2015-07-27 05:00,1.10
2015-07-27 05:15,1.09
2015-07-27 05:30,1.08
2015-07-27 05:45,1.07
2015-07-27 06:00,1.06
2015-07-27 06:15,1.05
2015-07-27 06:30,1.04
2015-07-27 06:45,1.04
2015-07-27 07:00,1.03
2015-07-27 07:15,1.02
2015-07-27 07:30,1.02
2015-07-27 07:45,1.01
2015-07-27 08:00,1.00
2015-07-27 08:15,0.99
2015-07-27 08:30,0.98
2015-07-27 08:45,0.96
2015-07-27 09:00,0.94
2015-07-27 09:15,0.93
2015-07-27 09:30,0.91
2015-07-27 09:45,0.89
2015-07-27 10:00,0.87
2015-07-27 10:15,0.85
2015-07-27 10:30,0.84
2015-07-27 10:45,0.82
2015-07-27 11:00,0.80
2015-07-27 11:15,0.78
2015-07-27 11:30,0.76
2015-07-27 11:45,0.74
2015-07-27 12:00,0.73
2015-07-27 12:15,0.71
2015-07-27 12:30,0.69
2015-07-27 12:45,0.66
2015-07-27 13:00,0.64
2015-07-27 13:15,0.62
2015-07-27 13:30,0.60
2015-07-27 13:45,0.58
2015-07-27 14:00,0.88
2015-07-27 14:15,1.26
2015-07-27 14:30,1.30
2015-07-27 14:45,1.32
2015-07-27 15:00,1.32
2015-07-27 15:15,1.33
2015-07-27 15:30,1.33
2015-07-27 15:45,1.33
2015-07-27 16:00,1.33
2015-07-27 16:15,1.34
2015-07-27 16:30,1.34
2015-07-27 16:45,1.34
2015-07-27 17:00,1.34
2015-07-27 17:15,1.35
2015-07-27 17:30,1.35
2015-07-27 17:45,1.35
2015-07-27 18:00,1.35
2015-07-27 18:15,1.36
2015-07-27 18:30,1.36
2015-07-27 18:45,1.35
2015-07-27 19:00,1.35
2015-07-27 19:15,1.35
2015-07-27 19:30,1.35
2015-07-27 19:45,1.35
2015-07-27 20:00,1.35
2015-07-27 20:15,1.34
2015-07-27 20:30,1.35
2015-07-27 20:45,1.34
2015-07-27 21:00,1.35
2015-07-27 21:15,1.34
2015-07-27 21:30,1.35
2015-07-27 21:45,1.34
2015-07-27 22:00,1.34
2015-07-27 22:15,1.33
2015-07-27 22:30,1.32
2015-07-27 22:45,1.32
2015-07-27 23:00,1.32
2015-07-27 23:15,1.32
2015-07-27 23:30,1.32
2015-07-27 23:45,1.31
2015-07-28 00:00,1.31
2015-07-28 00:15,1.31
2015-07-28 00:30,1.31
2015-07-28 00:45,1.31
2015-07-28 01:00,1.31
2015-07-28 01:15,1.31
2015-07-28 01:30,1.31
2015-07-28 01:45,1.32
2015-07-28 02:00,1.32
2015-07-28 02:15,1.32
2015-07-28 02:30,1.32
2015-07-28 02:45,1.32
2015-07-28 03:00,1.33
2015-07-28 03:15,1.33
2015-07-28 03:30,1.33
2015-07-28 03:45,1.33
2015-07-28 04:00,1.33
2015-07-28 04:15,1.33
2015-07-28 04:30,1.33
2015-07-28 04:45,1.33
2015-07-28 05:00,1.33
2015-07-28 05:15,1.33
2015-07-28 05:30,1.33
2015-07-28 05:45,1.33
2015-07-28 06:00,1.33
2015-07-28 06:15,1.33
2015-07-28 06:30,1.33
2015-07-28 06:45,1.32
2015-07-28 07:00,1.33
2015-07-28 07:15,1.33
2015-07-28 07:30,1.32
2015-07-28 07:45,1.32
2015-07-28 08:00,1.32
2015-07-28 08:15,1.32
2015-07-28 08:30,1.32
2015-07-28 08:45,1.32
2015-07-28 09:00,1.32
2015-07-28 09:15,1.32
2015-07-28 09:30,1.32
2015-07-28 09:45,1.32
2015-07-28 10:00,1.32
2015-07-28 10:15,1.32
2015-07-28 10:30,1.32
2015-07-28 10:45,1.32
2015-07-28 11:00,1.32
2015-07-28 11:15,1.32
2015-07-28 11:30,1.32
2015-07-28 11:45,1.32
2015-07-28 12:00,1.32
2015-07-28 12:15,1.32
2015-07-28 12:30,1.31
2015-07-28 12:45,1.30
2015-07-28 13:00,1.30
2015-07-28 13:15,1.30
2015-07-28 13:30,1.31
2015-07-28 13:45,1.31
2015-07-28 14:00,1.31
2015-07-28 14:15,1.31
2015-07-28 14:30,1.31
2015-07-28 14:45,1.31
2015-07-28 15:00,1.30
2015-07-28 15:15,1.30
2015-07-28 15:30,1.30
2015-07-28 15:45,1.31
2015-07-28 16:00,1.32
2015-07-28 16:15,1.35
2015-07-28 16:30,1.37
2015-07-28 16:45,1.38
2015-07-28 17:00,1.39
2015-07-28 17:15,1.38
2015-07-28 17:30,1.39
2015-07-28 17:45,1.39
2015-07-28 18:00,1.39
2015-07-28 18:15,1.39
2015-07-28 18:30,1.38
2015-07-28 18:45,1.38
2015-07-28 19:00,1.39
2015-07-28 19:15,1.38
2015-07-28 19:30,1.37
2015-07-28 19:45,1.37
2015-07-28 20:00,1.37
2015-07-28 20:15,1.36
2015-07-28 20:30,1.36
2015-07-28 20:45,1.36
2015-07-28 21:00,1.35
2015-07-28 21:15,1.35
2015-07-28 21:30,1.34
2015-07-28 21:45,1.34
2015-07-28 22:00,1.34
2015-07-28 22:15,1.34
2015-07-28 22:30,1.35
2015-07-28 22:45,1.35
2015-07-28 23:00,1.36
2015-07-28 23:15,1.36
2015-07-28 23:30,1.37
2015-07-28 23:45,1.38
2015-07-29 00:00,1.38
2015-07-29 00:15,1.39
2015-07-29 00:30,1.40
2015-07-29 00:45,1.40
2015-07-29 01:00,1.40
2015-07-29 01:15,1.41
2015-07-29 01:30,1.41
2015-07-29 01:45,1.41
2015-07-29 02:00,1.41
2015-07-29 02:15,1.41
2015-07-29 02:30,1.42
2015-07-29 02:45,1.42
2015-07-29 03:00,1.42
2015-07-29 03:15,1.42
2015-07-29 03:30,1.42
2015-07-29 03:45,1.43
2015-07-29 04:00,1.43
2015-07-29 04:15,1.43
2015-07-29 04:30,1.43
2015-07-29 04:45,1.43
2015-07-29 05:00,1.43
2015-07-29 05:15,1.44
2015-07-29 05:30,1.44
2015-07-29 05:45,1.44
2015-07-29 06:00,1.44
2015-07-29 06:15,1.44
2015-07-29 06:30,1.44
2015-07-29 06:45,1.44
2015-07-29 07:00,1.44
2015-07-29 07:15,1.44
2015-07-29 07:30,1.44
2015-07-29 07:45,1.44
2015-07-29 08:00,1.44
2015-07-29 08:15,1.45
2015-07-29 08:30,1.45
2015-07-29 08:45,1.45
2015-07-29 09:00,1.45
2015-07-29 09:15,1.45
2015-07-29 09:30,1.45
2015-07-29 09:45,1.45
2015-07-29 10:00,1.45
2015-07-29 10:15,1.46
2015-07-29 10:30,1.46
2015-07-29 10:45,1.46
2015-07-29 11:00,1.46
2015-07-29 11:15,1.46
2015-07-29 11:30,1.47
2015-07-29 11:45,1.46
2015-07-29 12:00,1.46
2015-07-29 12:15,1.47
2015-07-29 12:30,1.46
2015-07-29 12:45,1.47
2015-07-29 13:00,1.47
2015-07-29 13:15,1.47
2015-07-29 13:30,1.47
2015-07-29 13:45,1.46
2015-07-29 14:00,1.47
2015-07-29 14:15,1.46
2015-07-29 14:30,1.46
2015-07-29 14:45,1.45
2015-07-29 15:00,1.45
2015-07-29 15:15,1.44
2015-07-29 15:30,1.44
2015-07-29 15:45,1.45
2015-07-29 16:00,1.47
2015-07-29 16:15,1.50
2015-07-29 16:30,1.52
2015-07-29 16:45,1.53
2015-07-29 17:00,1.53
2015-07-29 17:15,1.53
2015-07-29 17:30,1.53
2015-07-29 17:45,1.53
2015-07-29 18:00,1.52
2015-07-29 18:15,1.52
2015-07-29 18:30,1.52
2015-07-29 18:45,1.52
2015-07-29 19:00,1.52
2015-07-29 19:15,1.52
2015-07-29 19:30,1.51
2015-07-29 19:45,1.51
2015-07-29 20:00,1.51
2015-07-29 20:15,1.52
2015-07-29 20:30,1.51
2015-07-29 20:45,1.52
2015-07-29 21:00,1.52
2015-07-29 21:15,1.52
2015-07-29 21:30,1.52
2015-07-29 21:45,1.52
2015-07-29 22:00,1.52
2015-07-29 22:15,1.52
2015-07-29 22:30,1.53
2015-07-29 22:45,1.53
2015-07-29 23:00,1.54
2015-07-29 23:15,1.54
2015-07-29 23:30,1.55
2015-07-29 23:45,1.56
2015-07-30 00:00,1.56
2015-07-30 00:15,1.57
2015-07-30 00:30,1.57
2015-07-30 00:45,1.57
2015-07-30 01:00,1.57
2015-07-30 01:15,1.58
2015-07-30 01:30,1.58
2015-07-30 01:45,1.58
2015-07-30 02:00,1.58
2015-07-30 02:15,1.58
2015-07-30 02:30,1.58
2015-07-30 02:45,1.58
2015-07-30 03:00,1.58
2015-07-30 03:15,1.58
2015-07-30 03:30,1.58
2015-07-30 03:45,1.58
2015-07-30 04:00,1.58
2015-07-30 04:15,1.59
2015-07-30 04:30,1.59
2015-07-30 04:45,1.59
2015-07-30 05:00,1.59
2015-07-30 05:15,1.59
2015-07-30 05:30,1.59
2015-07-30 05:45,1.59
2015-07-30 06:00,1.59
2015-07-30 06:15,1.59
2015-07-30 06:30,1.59
2015-07-30 06:45,1.59
2015-07-30 07:00,1.59
2015-07-30 07:15,1.59
2015-07-30 07:30,1.59
2015-07-30 07:45,1.59
2015-07-30 08:00,1.59
2015-07-30 08:15,1.59
2015-07-30 08:30,1.59
2015-07-30 08:45,1.59
2015-07-30 09:00,1.59
2015-07-30 09:15,1.59
2015-07-30 09:30,1.59
2015-07-30 09:45,1.59
2015-07-30 10:00,1.59
2015-07-30 10:15,1.59
2015-07-30 10:30,1.59
2015-07-30 10:45,1.59
2015-07-30 11:00,1.59
2015-07-30 11:15,1.59
2015-07-30 11:30,1.59
2015-07-30 11:45,1.59
2015-07-30 12:00,1.59
2015-07-30 12:15,1.59
2015-07-30 12:30,1.59
2015-07-30 12:45,1.59
2015-07-30 13:00,1.59
2015-07-30 13:15,1.59
2015-07-30 13:30,1.59
2015-07-30 13:45,1.59
2015-07-30 14:00,1.59
2015-07-30 14:15,1.59
2015-07-30 14:30,1.58
2015-07-30 14:45,1.58
2015-07-30 15:00,1.58
2015-07-30 15:15,1.59
2015-07-30 15:30,1.59
2015-07-30 15:45,1.59
2015-07-30 16:00,1.60
2015-07-30 16:15,1.60
2015-07-30 16:30,1.60
2015-07-30 16:45,1.60
2015-07-30 17:00,1.60
2015-07-30 17:15,1.60
2015-07-30 17:30,1.59
2015-07-30 17:45,1.59
2015-07-30 18:00,1.59
2015-07-30 18:15,1.59
2015-07-30 18:30,1.60
2015-07-30 18:45,1.61
2015-07-30 19:00,1.62
2015-07-30 19:15,1.61
2015-07-30 19:30,1.61
2015-07-30 19:45,1.62
2015-07-30 20:00,1.65
2015-07-30 20:15,1.67
2015-07-30 20:30,1.66
2015-07-30 20:45,1.65
2015-07-30 21:00,1.65
2015-07-30 21:15,1.65
2015-07-30 21:30,1.65
2015-07-30 21:45,1.65
2015-07-30 22:00,1.64
2015-07-30 22:15,1.65
2015-07-30 22:30,1.65
2015-07-30 22:45,1.65
2015-07-30 23:00,1.65
2015-07-30 23:15,1.65
2015-07-30 23:30,1.65
2015-07-30 23:45,1.65
2015-07-31 00:00,1.65
2015-07-31 00:15,1.65
2015-07-31 00:30,1.65
2015-07-31 00:45,1.65
2015-07-31 01:00,1.65
2015-07-31 01:15,1.65
2015-07-31 01:30,1.65
2015-07-31 01:45,1.65
2015-07-31 02:00,1.64
2015-07-31 02:15,1.64
2015-07-31 02:30,1.64
2015-07-31 02:45,1.63
2015-07-31 03:00,1.63
2015-07-31 03:15,1.63
2015-07-31 03:30,1.62
2015-07-31 03:45,1.62
2015-07-31 04:00,1.62
2015-07-31 04:15,1.61
2015-07-31 04:30,1.60
2015-07-31 04:45,1.59
2015-07-31 05:00,1.59
2015-07-31 05:15,1.58
2015-07-31 05:30,1.57
2015-07-31 05:45,1.56
2015-07-31 06:00,1.55
2015-07-31 06:15,1.54
2015-07-31 06:30,1.54
2015-07-31 06:45,1.53
2015-07-31 07:00,1.53
2015-07-31 07:15,1.53
2015-07-31 07:30,1.52
2015-07-31 07:45,1.52
2015-07-31 08:00,1.52
2015-07-31 08:15,1.52
2015-07-31 08:30,1.52
2015-07-31 08:45,1.52
2015-07-31 09:00,1.52
2015-07-31 09:15,1.52
2015-07-31 09:30,1.52
2015-07-31 09:45,1.52
2015-07-31 10:00,1.52
2015-07-31 10:15,1.52
2015-07-31 10:30,1.52
2015-07-31 10:45,1.52
2015-07-31 11:00,1.52
2015-07-31 11:15,1.52
2015-07-31 11:30,1.52
2015-07-31 11:45,1.52
2015-07-31 12:00,1.52
2015-07-31 12:15,1.52
2015-07-31 12:30,1.52
2015-07-31 12:45,1.52
2015-07-31 13:00,1.52
2015-07-31 13:15,1.52
2015-07-31 13:30,1.52
2015-07-31 13:45,1.52
2015-07-31 14:00,1.52
2015-07-31 14:15,1.51
2015-07-31 14:30,1.52
2015-07-31 14:45,1.51
2015-07-31 15:00,1.51
2015-07-31 15:15,1.52
2015-07-31 15:30,1.52
2015-07-31 15:45,1.52
2015-07-31 16:00,1.55
2015-07-31 16:15,1.56
2015-07-31 16:30,1.57
2015-07-31 16:45,1.57
2015-07-31 17:00,1.57
2015-07-31 17:15,1.56
2015-07-31 17:30,1.55
2015-07-31 17:45,1.55
2015-07-31 18:00,1.55
2015-07-31 18:15,1.55
2015-07-31 18:30,1.55
2015-07-31 18:45,1.54
2015-07-31 19:00,1.54
2015-07-31 19:15,1.54
2015-07-31 19:30,1.55
2015-07-31 19:45,1.56
2015-07-31 20:00,1.56
2015-07-31 20:15,1.57
2015-07-31 20:30,1.56
