1877,"- Russian-Turkish War (1877-1878) began. The first utilization of mine-torpedo weapon. There was launched the first world nautical torpedo-boat ""Explosion"" in St.Petersburg."
1878,"- The medal ""In memory of Russian-Turkish War 1877-1878"" was instituted. For other ranks there was instituted the medal ""For courage"" (since 1913 this medal was named George's). The first successful utilization of torpedo weapon from motor torpedo boat."
1883,"- The hydraulic drive of rudder was tested on the torpedo-boat ""Explosion""."
1884,- The first in the world submarine with electric engine with storage battery has been launched (S.K.Dzhevetsky was the author of the project).
1887,"- The first mine cruiser ""Lieutenant Il'in"" was built in St.Petersburg. Amur Flotilla was founded."
1897,- S.K.Dzhevetsky invented pipeless torpedo apparatus for submarines.
1900,"- Cruiser ""Aurora"" was launched (K.M.Tokarevsky was the author of the project)."
1901,"- The first battle submarine ""Dolphin"" was developed after I.G.Bubnov's project."
1903,- The first in the world diesel-electric ship was made on the Sormov plant.
1904,"- Russian-Japan War (1904-1905) began. The heroic battle cruiser ""Varyag"" and gunboat ""Korean"" with Japan squadron. The first battle submarine ""Dolphin"" was built on the Baltic Plant in St.Petersburg. Ironclad ""Potyomkin"" was put into operation. The medal ""For battle of Chemulpo for ""Varyag"" and ""Korean"" on Andreev ribbon was instituted."
1905,- Tsusim Battle during which Russia lost 12 iron-clads.
1906,- The first Russian training detachment of submarine navigation was founded in Libava (Liepaya).
1907,"- After S.K.Dzhevetsky's project there was built submarine ""Pochtovy"" with one engine for above and under water motion. Squadron iron-clads were renamed into battleships. The medal ""In memory of Russian-Japan War"" on Alexander-George ribbon was instituted."
1909,"- Battle ships as ""Sevastopol"" were laid in St.Petersburg (I.G.Bubnov, A.N.Krylov). There was built a submarine ""Minoga"" (lamprey) (I.G.Bubnov) where reversing diesel engines were used first in the world."
1910,"- N.N.Kuteinikov developed the project of diesel battle cruiser. The first anti-torpedo ship ""Minrep"" (type M) was put into operation."
1911,"- For the first time there was carried out the raid of submarine from airplane (pilot V.V.Dybovsky). There was formed the first detachment of naval pilots in Sevastopol. Battle ships (type ""Sevastopol"") were put into operation."
1912,"- Naval Aircraft was founded in Baltic Navy. The first in the world submarine mine-layer ""Crab"" was launched ( M.P.Naletov was the author of the project)."
1913,"- Destroyer ""Novik"" was put into operation. It was the first Russian turbine ship set up the world record of speed for battle ships (37,7 knots)."
1914,"- The first home dreadnouts were created. Utilization of naval aviation in Extreme North conditions began (lieutenant I.Nagursky searched disappeared G.Sedov's expedition on his airplane ""Farman""). The first bombing attack was put into practice by naval aviation under Sevastopol (against German battle ship ""Geben"")."
1915,"- The mine-layer ""Crab"" was launched. Submarines type ""Bars"" formed part of Baltic Navy. Gotland Battle (attempt of German Fleet to enter Riga's Gulf was repelled)."
1916,- Flotilla of Extreme North Ocean was founded.
1917,- Provisional Government abolished shoulder-strapsan and epolete. October Revolution in Petrograd. Andreev's Flag was substituted for International one - red cloth without emblems and inscriptions.
1918,"- V.I.Lenin signed the Decree about foundation of the Workers' and Peasants' Red Fleet. The Baltic Navy made an ice-trip from Revel to Kronschtadt. Considerable part of Black Sea Navy was scuttled (battle ship ""Free Russia"", 5 destroyers, 3 torpedo boats). Azov, Chudskaya, Volzhskaya, Onezhskaya Flotillas and Navy of Astrakhan Krai were founded."
1919,"- Mutiny in forts ""Krasnaya Gorka"" (Red Hill) and ""Seraya Loshad"" (Grey Horse). The first victory of Republic submarine forces - submarine ""Pantera"" scuttled English destroyer ""Victory"". Don and Dnestr Flotilla were founded."
1920,- The White Sea Flotilla was founded.
1921,- Kronschtadt mutiny.
1924,- The Workers' and Peasants' Red Fleet (WPRF) made their first cruise abroad.
1925,- The first Regulations of naval service WPRF were put in force.
1926,"- The first series of submarines such as ""Dekabrist"" (designer B.M. Malinin) was laid. The first Soviet motor torpedo-boat ""Pervenets"" ANT-3 (the main constructor A.N. Toupolev) was tested. The series of patrol ships such as ""Uragan"" was laid."
1928,- Serial motor torpedo-boat ANT-4 was launched.
1929,"- The first Battle Regulations of Naval Forces WPRA (BR-30) was put in force. Submarines of series ""Dekabrist"" were used instead of ""Bars""."
1932,- The Pacific Ocean Navy was founded. Ship Regulations of WPRA (SR-32) was in force.
1933,"- The North Fleet was founded. Submarine ""Schuka"" - leading middle class ""Sch"" of IIId series designed by B.M.Malinin and submarine ""Leninets"" - leading class ""L"" of IInd series mine layer were put into service."
1934,"- Submarine ""Malutka"" - leading submarine class ""M"" of VIth series was put into the service (main constructor B.M.Malinin)."
1935,"- Naval Ensign of USSR was instituted. The first in the world ship on the air-cushion was tested (main constructor V.I.Levkov). The ""Table of Ranks"" was put in force."
1936,"- The destroyer ""Gnevny"" - leading of Ist series class 7 was launched."
1938,"- The light cruiser ""Kirov"" was put into service - the first Soviet cruiser. The small submarine-chaser class ""SC-4"" was put into operation."
1939,"- The Ladoga Navy Flotilla was founded. The submarine ""K-1"" - leading cruiser class ""K"" of XIV series was put into operation.(main constructor M.A.Rudnitsky). Marines was officially registered as an arm of Navy Forces."
1941,- The Great Patriotic War began. Heroic defending of Lispai. Heroic defending of Khanko. Defending of Trans-Polar Land. The first artillery battle during the defence of Riga's Gulf. The sailors took part in Leningrad Battle. Defending of Tallinn - the main naval base of Red Banner Baltic Navy. Defending of Odessa. The ships of Red Banner Baltic Navy have broken through from Tallinn to Kronschtadt. The birth of Soviet Guard. Defending of Sevastopol - the main naval base of Black Sea Navy. Kerch-Feodosy's landing operation.
1942,"- As a part of land units sailors took part in the battle of Stalingrad. Defence of Novorossijsk. The attack of heavy cruiser ""Admiral Sheer"" on the port Dixon was repelled. The defence of Tuapse."
1943,"- The Blockade of Leningrad was broken. Shoulder-straps for personnel staff of Navy were introduced. the leading small base trawler ""T-351"" of 253-L project (""Stotonnik"") was laid. Nakhimov Naval Colleges were formed. Novorossiisk landing operation. Battle for Caucasus ended. Kerch-Feodosy landing operation."
1944,- Landing of Nikolaev troops during Odessa operation. Vyborg offensive operation. Narva offensive operation. Baltic strategic offensive operation .Moonsoond landing operation. Petsamo-Kirkeness operation.
1945,"- Liner ""Wilgelm Gustav"" and large transport ""General fon Shtoimen"" were scuttled by submarine S-13 commanded by A.I.Marinesko. Capitulation of Germany. Victory Parade in Moscow. Navy was represented by composite regiment. Manchzuria strategic offensive operation. Sungar offensive operation - a part of Manchzuria strategic operation. Sasin landing operation. Kuril landing operation (the last operation of the Great Patriotic War)"
1950,"- Light cruisers class ""Sverdlov"" were put into operation. The Navy Ministry was formed in the USSR."
1951,"- The leading cruiser ""Sverdlov"" formed a part of Naval Forces."
1953,"- Beginning of building atomic rockets and multi-purposes submarines, ships of the second post-was generation. Cruiser ""Sverdlov"" made his first post-war cruise abroad (to England)."
1955,- The first ballistic missile from Soviet submarine was started.
1959,"- First in the world atomic ice-breaker ""Lenin"" was put into service."
1962,"- The atomic submarine ""Leninsky Komsomol"" reached North Pole."
1963,- Navigating under ice and surfacing in the geographical point of North Pole by submarine.
1966,- The first group of Soviet submarines commanded by counter-admiral A.I.Sorokin made around the world cruise.
1967,"- A leading ship of new class - anti-submarine cruiser (ASC) ""Moscow"" formed part of the Navy."
1969,"- The second anti-submarine cruiser ""Leningrad"" formed part of the Navy."
1970,"- maneuvers ""Ocean"" of Soviet Navy took place on the Atlantic, Pacific, Arctic oceans and bordering seas."
1974,- Mine-sweeping Suez Bag by ships of Navy.
1975,"- Cruiser ""Dmitry Pozharsky"" was on the island Mauritius for helping people. The first Soviet aircraft cruiser ""Kirov"" was put into service."
1977,"- The atomic ice-breaker ""Arctica"" reached the North Pole."
1978,- The first group sailing under ice was made by atomic submarines in the Arctic Ocean.
1981,"- The atomic rocket cruiser ""Kirov"" formed a part of the North Fleet. Training ""West-81"" took place in the Baltic Sea."
1982,"- Antarctic Expedition on oceanographic vessels ""Admiral Vladimirsky"" and ""Faddei Bellinsgauzen repeated the route of the first Russian Antarctic Expedition made by F.F.Bellinsgauzen and M.P.Lazarev. The submarine group of the North Fleet accomplished 47-day under-ice sailing."
1983,"- Rocket cruisers of class ""Slava"" were put into service."
1985,"- Heavy aircraft carrying cruiser ""Soviet Navy Admiral Kuznetsov"" was launched."
1990,- The first visit of Soviet battle ship to Malasia was made for participating in the naval review of 60 battle ship from 20 countries.
1992,- Andreevsky Naval Ensign was re-instituted. An atomic missile carrier commanded by captain Lebedev was under ice without surfacing in the Arctic Ocean more than two months.
1993,- Russian battle ships visited USA and Canada. Russian battle ships visited ports of 11 countries.
1994,"- Joint training of Russian Navy and Naval Forces of USA, England and French ""Ganfex-22"" took place in the Persian Gulf. For the first time Russian Navy took part in NATO naval training ""Pomor-94"" in Norway. Destroyer ""Besstrashny"" (project 956) was launched in St.Petersburg. Atomic submarines K-18 and B-414 surfaced in the geographical point of the North Pole and raised the Russian Flag and Andreev Naval Ensign there."
1995,"- The main Naval Review devoted to 50-years of Great Victory took place in St.Petersburg. The jubilee Review was commanded by Commander-in-Chief of Navy Admiral F.Gromov. Battle ships from countries-victors in the II World War: mine-sweepers ""Gladiator"" and ""Defender"" (USA), frigates ""Chatem"" (Great Britain), ""Akonit"" (France), ""De-Ruister"" (Holland), mine-sweeper ""Nartsiss"" (Belgium) and 22 battle ships of all 4 Russian Naval Fleets took part in it."
,"The Andreev Ensign was hoisted on the multi aim submarine ""Dragon"" (TOF). Destroyer ""Besstrashny"" took part in the training ""Baltic Operation - 95"" for Naval Forces of Baltic countries."
