File name,Package_2_for_kb954154_bf~31bf3856ad364e35~amd64~~6.0.1.0.mum
File version,Not Applicable
File size,"1,973"
Date (UTC),26-Jun-2008
Time (UTC),21:23
Platform,Not Applicable
,
File name,Package_2_for_kb954154~31bf3856ad364e35~amd64~~6.0.1.0.mum
File version,Not Applicable
File size,"2,927"
Date (UTC),26-Jun-2008
Time (UTC),21:22
Platform,Not Applicable
,
File name,Package_3_for_kb954154_bf~31bf3856ad364e35~amd64~~6.0.1.0.mum
File version,Not Applicable
File size,"1,973"
Date (UTC),26-Jun-2008
Time (UTC),21:23
Platform,Not Applicable
,
File name,Package_3_for_kb954154~31bf3856ad364e35~amd64~~6.0.1.0.mum
File version,Not Applicable
File size,"2,927"
Date (UTC),26-Jun-2008
Time (UTC),21:22
Platform,Not Applicable
,
File name,Package_for_kb954154_client_0_bf~31bf3856ad364e35~amd64~~6.0.1.0.mum
File version,Not Applicable
File size,"1,402"
Date (UTC),26-Jun-2008
Time (UTC),21:23
Platform,Not Applicable
,
File name,Package_for_kb954154_client_0~31bf3856ad364e35~amd64~~6.0.1.0.mum
File version,Not Applicable
File size,"1,421"
Date (UTC),26-Jun-2008
Time (UTC),21:22
Platform,Not Applicable
,
File name,Package_for_kb954154_client_1_bf~31bf3856ad364e35~amd64~~6.0.1.0.mum
File version,Not Applicable
File size,"1,365"
Date (UTC),26-Jun-2008
Time (UTC),21:23
Platform,Not Applicable
,
File name,Package_for_kb954154_client_1~31bf3856ad364e35~amd64~~6.0.1.0.mum
File version,Not Applicable
File size,"1,384"
Date (UTC),26-Jun-2008
Time (UTC),21:22
Platform,Not Applicable
,
File name,Package_for_kb954154_client_bf~31bf3856ad364e35~amd64~~6.0.1.0.mum
File version,Not Applicable
File size,"1,699"
Date (UTC),26-Jun-2008
Time (UTC),21:23
Platform,Not Applicable
,
File name,Package_for_kb954154_client~31bf3856ad364e35~amd64~~6.0.1.0.mum
File version,Not Applicable
File size,"1,732"
Date (UTC),26-Jun-2008
Time (UTC),21:22
Platform,Not Applicable
,
File name,Package_for_kb954154_server_0_bf~31bf3856ad364e35~amd64~~6.0.1.0.mum
File version,Not Applicable
File size,"1,402"
Date (UTC),26-Jun-2008
Time (UTC),21:23
Platform,Not Applicable
,
File name,Package_for_kb954154_server_0~31bf3856ad364e35~amd64~~6.0.1.0.mum
File version,Not Applicable
File size,"1,421"
Date (UTC),26-Jun-2008
Time (UTC),21:22
Platform,Not Applicable
,
File name,Package_for_kb954154_server_bf~31bf3856ad364e35~amd64~~6.0.1.0.mum
File version,Not Applicable
File size,"1,428"
Date (UTC),26-Jun-2008
Time (UTC),21:23
Platform,Not Applicable
,
File name,Package_for_kb954154_server~31bf3856ad364e35~amd64~~6.0.1.0.mum
File version,Not Applicable
File size,"1,448"
Date (UTC),26-Jun-2008
Time (UTC),21:22
Platform,Not Applicable
,
File name,Update-bf.mum
File version,Not Applicable
File size,"2,026"
Date (UTC),26-Jun-2008
Time (UTC),21:23
Platform,Not Applicable
,
File name,X86_microsoft-windows-mediaplayer-wmpeffects_31bf3856ad364e35_6.0.6000.16710_none_f75cda9b92533b4f.manifest
File version,Not Applicable
File size,"10,614"
Date (UTC),26-Jun-2008
Time (UTC),03:56
Platform,Not Applicable
,
File name,X86_microsoft-windows-mediaplayer-wmpeffects_31bf3856ad364e35_6.0.6000.20867_none_f7b769d0ab93182f.manifest
File version,Not Applicable
File size,"10,304"
Date (UTC),26-Jun-2008
Time (UTC),03:46
Platform,Not Applicable
,
File name,X86_microsoft-windows-mediaplayer-wmpeffects_31bf3856ad364e35_6.0.6001.18098_none_f8f49a4b8fb37959.manifest
File version,Not Applicable
File size,"10,614"
Date (UTC),26-Jun-2008
Time (UTC),04:27
Platform,Not Applicable
,
File name,X86_microsoft-windows-mediaplayer-wmpeffects_31bf3856ad364e35_6.0.6001.22211_none_f9cdb656a8968561.manifest
File version,Not Applicable
File size,"10,304"
Date (UTC),26-Jun-2008
Time (UTC),04:04
Platform,Not Applicable
,
