LeVideoGamer,"3,014. Posted: Tue 5th Nov 2013 17:03 GMT Orngeblu wrote: DestinyMan wrote: You can see it in action during the Developer Direct from E3. I think it's a taunt that also happens to take damage if there's a fighter standing nearby and gets hit from the fallen tree. You may be right, because I'm pretty sure Down-B is bowling ball, Neutral B is the slingshot...didn't we see a pic of him riding a Gyroid once though? Maybe that's his Side-B? Neutral-B: Seems to be the tree planting move Side-B: Probably the move where he grabs a projectile Up-B: Balloon fighter hat Down-B: Possibly the bowling ball"
,"http://london.craigslist.co.uk/vgm/4237975235.html Wii U owners in London, please check it out!"
Author,Message
Orngeblu,"3,015. Posted: Tue 5th Nov 2013 18:05 GMT LeVideoGamer wrote: Orngeblu wrote: DestinyMan wrote: You can see it in action during the Developer Direct from E3. I think it's a taunt that also happens to take damage if there's a fighter standing nearby and gets hit from the fallen tree. You may be right, because I'm pretty sure Down-B is bowling ball, Neutral B is the slingshot...didn't we see a pic of him riding a Gyroid once though? Maybe that's his Side-B? Neutral-B: Seems to be the tree planting move Side-B: Probably the move where he grabs a projectile Up-B: Balloon fighter hat Down-B: Possibly the bowling ball Ok, maybe you're right about Neutral B. We haven't seen Villager use a grounded, neutral A move, maybe THAT is the slingshot. Might be right about the projectile grab too. It's actually quite confusing to think which move goes where...because Villagers moveset is pretty odd. Edited on Tue 5th November, 2013 @ 18:09 by Orngeblu"
,Brawl Friend Code: 3395-4738-9505 I also have a 3DS and Wii U. <3 Smash Bros. Nintendo Network ID: Orngeblu
Author,Message
LeVideoGamer,"3,016. Posted: Tue 5th Nov 2013 18:38 GMT Orngeblu wrote: LeVideoGamer wrote: Orngeblu wrote: DestinyMan wrote: You can see it in action during the Developer Direct from E3. I think it's a taunt that also happens to take damage if there's a fighter standing nearby and gets hit from the fallen tree. You may be right, because I'm pretty sure Down-B is bowling ball, Neutral B is the slingshot...didn't we see a pic of him riding a Gyroid once though? Maybe that's his Side-B? Neutral-B: Seems to be the tree planting move Side-B: Probably the move where he grabs a projectile Up-B: Balloon fighter hat Down-B: Possibly the bowling ball Ok, maybe you're right about Neutral B. We haven't seen Villager use a grounded, neutral A move, maybe THAT is the slingshot. Might be right about the projectile grab too. It's actually quite confusing to think which move goes where...because Villagers moveset is pretty odd. I agree, it's all quite confusing. I'm thinking the slingshot could be a back air, but it could be anything at this point."
,"http://london.craigslist.co.uk/vgm/4237975235.html Wii U owners in London, please check it out!"
Author,Message
Staff Jazzer94,"3,017. Posted: Tue 5th Nov 2013 18:43 GMT I'm starting to think AC villager could be absolutely dominant against ledge grabbers with that tree move."
,PSN: mangaJman SSBB FC: 1204-1132-2888 The Jazzloggery Once you see you can never unsee Everyone's favorite videogame character I keep getting this feeling that I should write something down here........................ Nintendo Network ID: Justinius94
Author,Message
TheGreatLord,"3,018. Posted: Tue 5th Nov 2013 18:43 GMT My hype is kind of dying down, but I still really want it, nothing will effect how much I want it."
,TheGreatLord Nintendo Network ID: BlueMario1998
Author,Message
LeVideoGamer,"3,019. Posted: Tue 5th Nov 2013 18:57 GMT TheGreatGamer wrote: My hype is kind of dying down, but I still really want it, nothing will effect how much I want it. They could try to make the images more interesting, but it's better they do this than reveal everything at once. Then we'd just be bored for a year."
,"http://london.craigslist.co.uk/vgm/4237975235.html Wii U owners in London, please check it out!"
Author,Message
TheGreatLord,"3,020. Posted: Tue 5th Nov 2013 19:00 GMT LeVideoGamer wrote: TheGreatGamer wrote: My hype is kind of dying down, but I still really want it, nothing will effect how much I want it. They could try to make the images more interesting, but it's better they do this than reveal everything at once. Then we'd just be bored for a year. When was the last time they announced a character?"
,TheGreatLord Nintendo Network ID: BlueMario1998
