Mt Little Bear,4.279,Colorado,North America
Redcloud,4.279,Colorado,North America
Mt Pyramid,4.275,Colorado,North America
Finsteraarhorn,4.274,Switzerland,Europe
Wetterhorn,4.273,Colorado,North America
Wilson Peak,4.273,Colorado,North America
North Maroon Bell,4.272,Colorado,North America
Mt San Luis,4.272,Colorado,North America
Holy Cross,4.269,Colorado,North America
Sunshine,4.268,Colorado,North America
HarzehKouh,4.265,Iran,Asia
Mt Humphreys,4.264,California,North America
Mt Stewart,4.263,Colorado,North America
Lashgarak,4.256,Iran,Asia
Kherschal,4.253,Iran,Asia
Mitionchal,4.253,Iran,Asia
Ghareh Dagh,4.250,Iran,Asia
DoBerar,4.250,Iran,Asia
Siyalan,4.250,Iran,Asia
Cofre de Perote,4.250,Mexico,North America
Mt Kennedy,4.238,Canada,North America
Kamankouh,4.234,Iran,Asia
Zard Kouh,4.221,Iran,Asia
Divchal,4.220,Iran,Asia
Tajumulco,4.220,Guatemala,North America
Chichimeco,4.220,Mexico,North America
Mt Iron Nipple,4.216,Colorado,North America
Kooloon Bastak,4.210,Iran,Asia
Siounza,4.208,Iran,Asia
Gannett Peak,4.208,Wyoming,North America
Jorasses,4.208,Italy/France,Europe
Mauna Kea,4.205,Hawaii,North America
Sarkharsang,4.203,Iran,Asia
Grand Teton,4.197,Wyoming,North America
Aletschhorn,4.195,Switzerland,Europe
Yakhchal,4.194,Iran,Asia
Mt Morgan,4.191,California,North America
Mt Hayes,4.189,Alaska,North America
Dent d'Herens,4.171,Switzerland/Italy,Europe
Mauna Loa,4.170,Hawaii,North America
Toubkal,4.165,Morocco,Africa
Mt Tom,4.162,California,North America
Breithorn,4.159,Switzerland/Italy,Europe
Tlaloc,4.158,Mexico,North America
University Peak,4.156,California,North America
Sarakchal,4.156,Iran,Asia
Oshtoran Kuh,4.150,Iran,Asia
Gelyasm (Resko),4.136,Turkey,Europe
Muhavura,4.127,Rwanda/Zaire,Africa
Kings Peak,4.124,Utah,North America
Schiwana,4.120,Ethiopia,Africa
Buzul (Suppadurek),4.116,Turkey,Europe
Naz o Kahar,4.108,Iran,Asia
Jungfrau,4.105,Switzerland,Europe
Narges,4.103,Iran,Asia
Pic Lori,4.102,France,Europe
Catedral,4.100,Chile,South America
Kal,4.100,Iran,Asia
Cerro Retumbadero,4.100,Chile,South America
Mцnch,4.099,Switzerland,Europe
Mt Gilbert,4.098,Utah,North America
Mt Emmons,4.097,Utah,North America
Cameroun,4.095,Cameroon,Africa
Kinabalu,4.094,Malaysia,Oceania
Wind River Peak,4.085,Wyoming,North America
Schreckhorn,4.078,Switzerland,Europe
Ober-Gabelhorn,4.063,Switzerland/Italy,Europe
Kahno,4.062,Iran,Asia
Gran Paradiso,4.061,Italy,Europe
Black Mt,4.051,California,North America
Diente del Diablo,4.050,Chile,South America
Pik Bernina,4.049,Switzerland/Italy,Europe
Taftan,4.042,Iran,Asia
Kharsoun,4.040,Iran,Asia
Mt Victoria,4.038,Papua New Guinea,Oceania
Mt Loveina,4.030,Utah,North America
Krestovski,4.030,Russia,Europe
Weissmies,4.023,Switzerland,Europe
Qurma,4.018,Iran,Asia
Marcus Baker,4.017,Alaska,North America
Cloud Peak,4.017,Wyoming,North America
Mt Waddington,4.017,Canada,North America
Silverthrone,4.015,Alaska,North America
Geant,4.013,Italy/France,Europe
Wheeler Peak,4.012,New Mexico,North America
Lagginhorn,4.010,Switzerland,Europe
Francs Peak,4.006,Wyoming,North America
Boundary Peak,4.006,California,North America
Ol Doinyo Lesatima,4.001,Kenya,Africa
Pasandkouh,4.000,Iran,Asia
Mt Lyell,3.998,California,North America
Fletschhorn,3.996,Switzerland,Europe
Trunchas Peak,3.995,New Mexico,North America
Mt Dana,3.995,California,North America
La Meije,3.983,France,Europe
Wheeler Peak,3.982,Nevada,North America
Tezerjan,3980,Iran,Asia
Wilson Peaks,3.979,Utah,North America
Acatenango,3.976,Guatemala,North America
Eiger,3.970,Switzerland,Europe
Grivola,3.969,Italy,Europe
Tochal,3.965,Iran,Asia
Mt Robson,3.954,Canada,North America
Yu Shan (Jade Mountain),3.952,Taiwan,Asia
Mt Owens,3.946,Wyoming,North America
Mont Pelvoux,3.946,France,Europe
Kuna,3.938,California,North America
Bietschhorn,3.934,Switzerland,Europe
Kackar Dagi,3.932,Turkey,Europe
Ushkovski,3.930,Russia,Europe
Mt Parker,3.921,California,North America
Roseg,3.920,Switzerland/Italy,Europe
Seytan Bogazi,3.917,Turkey,Europe
Palu,3.908,Switzerland,Europe
Granite Peak,3.902,Montana,North America
Ortler,3.902,Italy,Europe
Mt Gibbs,3.891,California,North America
Hsuih Shan,3.884,Taiwan,Asia
Mt Peal,3.878,Utah,North America
Blacktop,3.875,California,North America
Mont Blanc de Cheilon,3.870,Switzerland/Italy,Europe
Mt Humphreys,3.862,Arizona,North America
Konigs,3.859,Italy,Europe
Borah Peak,3.858,Idaho,North America
La Grande Casse,3.855,France,Europe
Mt Wood,3.853,California,North America
Mirador del Morado,3.850,Chile,South America
Volcan Lanin,3.845,Argentina/Chile,South America
Gerdine,3.841,Alaska,North America
Monviso,3.841,Italy,Europe
Mt Deborah,3.823,Alaska,North America
Volcan de Colima,3.820,Mexico,North America
Dolent,3.820,Italy/France,Europe
Cerro Chirripo,3.819,Costa Rica,North America
Mt Simmons,3.812,California,North America
Kerintji,3.809,Indonesia,Oceania
Carpe,3.802,Alaska,North America
Grossglockner,3.797,Austria,Europe
Mt Erebus,3.794,Antarctica,The Poles
Mt Baldy,3.792,New Mexico,North America
Mt Santa Maria,3.789,Guatemala,North America
Mont Pourri,3.779,France,Europe
Mt Hagen,3.778,Papua New Guinea,Oceania
Fuji San,3.776,Japan,Asia
Wildspitze,3.772,Austria,Europe
Peutery,3.772,Italy/France,Europe
Mt Agassiz,3.766,Arizona,North America
Zufall,3.764,Italy,Europe
Cook,3.764,New Zealand,Oceania
Fuego,3.763,Guatemala,North America
Jabal Hadur,3.760,Yemen,Asia
Mt Waas,3.759,Utah,North America
Mt Adams,3.758,Washington,North America
Demirkazik,3.756,Turkey,Europe
Charbonnel,3.752,France,Europe
Grande Sassiere,3.751,France,Europe
Mt Lewis,3.749,California,North America
Mt Colombia,3.748,Canada,North America
Alvand,3.746,Iran,Asia
Lam Whoa Shan,3.740,Taiwan,Asia
Weisskugel,3.739,Austria/Italy,Europe
Trout Peak,3.733,Wyoming,North America
Jicarita Peak,3.733,New Mexico,North America
Rinjani,3.727,Indonesia,Oceania
Diamond Peak,3.719,Idaho,North America
Teide,3.718,Canary Is,Europe
Sahand,3.712,Iran,Asia
Mt Delano,3.711,Utah,North America
Visoke,3.711,Rwanda/Zaire,Africa
Jong Yong Gien Shan,3.703,Taiwan,Asia
Wetterhorn,3.701,Switzerland,Europe
La Dent Parrachee,3.697,France,Europe
Gunnbjorn Fjeld,3.694,Denmark/Greenland,Europe
Ibapah Peak,3.684,Utah,North America
Hyndman Peak,3.682,Idaho,North America
Ostri Tolbachik,3.682,Russia,Europe
Fortress Peak,3.681,Wyoming,North America
Semeru,3.677,Indonesia,Oceania
Mt Moriah,3.674,Nevada,North America
Grossvenediger,3.674,Austria,Europe
Les Bans,3.669,France,Europe
Sabinyo,3.669,Uganda/Rwanda/Zaire,Africa
Mont Collon,3.667,Switzerland/Italy,Europe
Mt Witherspoon,3.665,Alaska,North America
Blumlisalp,3.664,Switzerland,Europe
La Grand Motte,3.653,France,Europe
Cliarforon,3.642,Italy,Europe
Vioz,3.640,Italy,Europe
Mt Nebo,3.637,Utah,North America
Albaron,3.637,France,Europe
Sabinyo,3.634,Rwanda/Zaire,Africa
Dammastock,3.630,Switzerland,Europe
Forbes Peak,3.628,Canada,North America
Hintere Schwarze,3.628,Austria/Italy,Europe
North Schell,3.623,Nevada,North America
Assiniboine,3.619,Canada,North America
T”di,3.614,Switzerland,Europe
Ronce,3.612,France,Europe
Chida Shan,3.605,Taiwan,Asia
Tsanteleina,3.605,France/Italy,Europe
Castle Peak,3.602,Idaho,North America
Mt Jefferson,3.600,Nevada,North America
Taiyabe Dome (Arc dome),3.590,Nevada,North America
South Schell,3.587,Nevada,North America
Gallenstock,3.583,Switzerland,Europe
Mt Timpanogos,3.582,Utah,North America
Taft,3.577,Nevada,North America
Grosswiesbachhorn,3.565,Austria,Europe
Peclet,3.562,France,Europe
Presanella,3.556,Italy,Europe
Tronador,3.554,Argentina/Chile,South America
Adamello Peak,3.554,Italy,Europe
Leone,3.553,Switzerland,Europe
Mt Temple,3.547,Canada,North America
Vertain Spitze,3.544,Italy,Europe
Mt Bell,3.540,Idaho,North America
Atitlan,3.537,Guatemala,North America
Polset,3.534,France,Europe
Wazespitze,3.533,Austria,Europe
Currant Peak,3.510,Nevada,North America
Hochfeiler,3.510,Austria/Italy,Europe
Les Aiguilles D'Arves,3.510,France,Europe
Zuckerhutl,3.507,Austria,Europe
Sustenhorn,3.503,Switzerland,Europe
Yasus,3.500,Ethiopia,Africa
