Red-eyed Vireo,Vireo,olivaceus,LC,
Blue Jay,Cyanocitta,cristata,LC,
Steller's Jay,Cyanocitta,stelleri,LC,
Western Scrub Jay,Aphelocoma,californica,LC,
American Crow,Corvus,brachyrhynchos,LC,
Bohemian Waxing,Bombycilla,garrulus,LC,
Cedar Waxwing,Bombycilla,cedrorum,LC,
Carolina Chickadee,Poecile,carolinensis,LC,
Black-capped Chickadee,Poecile,atricapillus,LC,
Mountain Chickadee,Poecile,gambeli,LC,
Boreal Chickadee,Poecile,hudsonica,LC,
Chestnut-backed Chickadee,Poecile,rufescens,LC,
Oak Titmouse,Baeolophus,inornatus,LC,
Tufted Titmouse,Baeolophus,bicolor,LC,
Verdin,Auriparus,flaviceps,LC,
Sand Martin,Riparia,riparia,LC,
Tree Swallow,Tachycineta,bicolor,LC,
Violet-green Swallow,Tachycineta,thalassina,LC,
Purple Martin,Progne,subis,LC,
Northern Rough-winged Swallow,Stelgidopteryx,serripennis,LC,
Barn Swallow,Hirundo,rustica,LC,
American Cliff Swallow,Petrochelidon,pyrrhonota,LC,
Cave Swallow,Petrochelidon,fulva,LC,
American Bushtit,Psaltriparus,minimus,LC,
Japanese White-eye,Zosterops,japonicus,LC,Hawaii
Golden-crowned Kinglet,Regulus,satrapa,LC,
Ruby-crowned Kinglet,Regulus,calendula,LC,
Sedge Wren,Cistothorus,platensis,LC,
Long-Billed Marsh Wren,Cistothorus,palustris,LC,
Bewick's Wren,Thryomanes,bewickii,LC,
Carolina Wren,Thryothorus,ludovicianus,LC,
Winter Wren,Troglodytes,troglodytes,LC,
House Wren,Troglodytes,aedon,LC,
Red-breasted Nuthatch,Sitta,canadensis,LC,
White-breasted Nuthatch,Sitta,carolinensis,LC,
Brown Creeper,Certhia,americana,LC,
Gray Catbird,Dumetella,carolinensis,LC,
Northern Mockingbird,Mimus,polyglottos,LC,
Brown Thrasher,Toxostoma,refum,LC,
Long-billed Thrasher,Toxostoma,longirostre,LC,
Common Myna,Acridotheres,tristis,LC,
Common Starling,Sturnus,vulgaris,LC,
Varied Thrush,Ixoreus,naevius,LC,
Eastern Bluebird,Sialia,sialis,LC,
Western Bluebird,Sialia,mexicana,LC,
Mountain Bluebird,Sialia,currucoides,LC,
Townsend's Solitaire,Myadestes,townsendi,LC,
Orange-billed Nightingale-Thrush,Catharus,aurantiirostris,LC,
Veery,Catharus,fuscescens,LC,
Grey-cheeked Thrush,Catharus,minimus,LC,
Swainson's Thrush,Catharus,ustulatus,LC,
Hermit Thrush,Catharus,guttatus,LC,
Wood Thrush,Hylocichla,mustelina,LC,
American Robin,Turdus,migratorius,LC,
House Sparrow,Passer,domesticus,LC,
Scaly-breasted Munia,Lonchura,punctulata,LC,Hawaii
Black-headed Munia,Lonchura,malacca,LC,Hawaii
Buff-bellied Pipit,Anthus,rubescens,LC,
Pine Siskin,Carduelis,pinus,LC,
American Goldfinch,Carduelis,tristis,LC,
Lesser Goldfinch,Carduelis,psaltria,LC,
Common Redpoll,Carduelis,flammea,LC,
Purple Finch,Carpodacus,purpureus,LC,
Cassin's Finch,Carpodacus,cassinii,NT,
House Finch,Carpodacus,mexicanus,LC,
Pine Grosbeak,Pinicola,enucleator,LC,
Red Crossbill,Loxia,curvirostra,LC,
Two-barred Crossbill,Loxia,leucoptera,LC,
Evening Grosbeak,Hesperiphona,vespertina,LC,
Golden-winged Warbler,Vermivora,chrysoptera,NT,
Blue-winged Warbler,Vermivora,pinus,LC,
Tennessee Warbler,Vermivora,peregrina,LC,
Orange-crowned Warbler,Vermivora,celata,LC,
Nashville Warbler,Vermivora,ruficapilla,LC,
Virginia's Warbler,Vermivora,virginiae,LC,
Northern Parula,Parula,americana,LC,
Chestnut-sided Warbler,Dendroica,pensylvanica,LC,
American Yellow Warbler,Dendroica,petechia,LC,
Blackpoll Warbler,Dendroica,striata,LC,
Bay-breasted Warbler,Dendroica,castanea,LC,
Blackburnian Warbler,Dendroica,fusca,LC,
Magnolia Warbler,Dendroica,magnolia,LC,
Cape May Warbler,Dendroica,tigrina,LC,
Black-throated Blue Warbler,Dendroica,caerulescens,LC,
Yellow-rumped Warbler,Dendroica,coronata,LC,
Black-throated Grey Warbler,Dendroica,nigrescens,LC,
Black-throated Green Warbler,Dendroica,virens,LC,
Townsend's Warbler,Dendroica,townsendi,LC,
Yellow-throated Warbler,Dendroica,dominica,LC,
Pine Warbler,Dendroica,pinus,LC,
Kirtland's Warbler,Dendroica,kirtlandii,NT,
Palm Warbler,Dendroica,palmarum,LC,
Black-and-white Warbler,Mniotilta,varia,LC,
American Redstart,Setophaga,ruticilla,LC,
Prothonotary Warbler,Protonotaria,citrea,LC,
Worm-eating Warbler,Helmitheros,vermivorus,LC,
Ovenbird,Seiurus,aurocapillia,LC,
Northern Waterthrush,Seiurus,noveboracensis,LC,
Louisiana Waterthrush,Seiurus,motacilla,LC,
Kentucky Warbler,Oporornis,formosus,LC,
Connecticut Warbler,Oporornis,agilis,LC,
Mourning Warbler,Oporornis,philadelphia,LC,
MacGillivray's Warbler,Oporornis,tolmiei,LC,
Common Yellowthroat,Geothlypis,trichas,LC,
Hooded Warbler,Wilsonia,citrina,LC,
Wilson's Warbler,Wilsonia,pusilla,LC,
Canada Warbler,Wilsonia,canadensis,LC,
Yellow-breasted Chat,Icteria,virens,LC,
Orchard Oriole,Icterus,spurius,LC,
Hooded Oriole,Icterus,cucullatus,LC,
Baltimore Oriole,Icterus,galbula,LC,
Bullock's Oriole,Icterus,bullockii,LC,
Bronzed Cowbird,Molothrus,aeneus,LC,
Brown-headed Cowbird,Molothrus,ater,LC,
Red-winged Blackbird,Agelaius,phoenicus,LC,
Rusty Blackbird,Euphagus,carolinus,VU,
Brewer's Blackbird,Euphagus,cyanocephalus,LC,
Common Grackle,Quiscalus,quiscula,LC,
Great-tailed Grackle,Quiscalus,mexicanus,LC,
Greater Antillean Grackle,Quiscalus,niger,LC,P. R.
Eastern Meadowlark,Sturnella,magna,LC,
Snow Bunting,Plectrophenax,nivalis,LC,
Fox Sparrow,Passerella,iliaca,LC,
Song Sparrow,Melospiza,melodia,LC,
Lincoln's Sparrow,Melospiza,lincolnii,LC,
Swamp Sparrow,Melospiza,georgiana,LC,
Harris's Sparrow,Zonotrichia,querula,LC,
White-crowned Sparrow,Zonotrichia,leucophrys,LC,
White-throated Sparrow,Zonotrichia,albicollis,LC,
Golden-crowned Sparrow,Zonotrichia,atricapilla,LC,
Dark-eyed Junco,Junco,hyemalis,LC,
Yellow-eyed Junco,Junco,phaeonotus,LC,
Savannah Sparrow,Passerculus,sandwichensis,LC,
Nelson's Sparrow,Ammodramus,nelsoni,LC,
LeConte's Sparrow,Ammodramus,leconteii,LC,
Grasshopper Sparrow,Ammodramus,savannarum,LC,
American Tree Sparrow,Spizella,arborea,LC,
Chipping Sparrow,Spizella,passerina,LC,
Field Sparrow,Spizella,pusilla,LC,
Black-chinned Sparrow,Spizella,atrogularis,LC,
Clay-colored Sparrow,Spizella,pallida,LC,
Brewer's Sparrow,Spizella,breweri,NT,
Lark Sparrow,Chondestes,grammacus,LC,
Black-throated Sparrow,Amphispiza,bilineata,LC,
Cassin's Sparrow,Aimophila,cassinii,LC,
Green-tailed Towhee,Pipilo,chlorurus,LC,
Spotted Towhee,Pipilo,maculatus,LC,
Eastern Towhee,Pipilo,erythrophthalmus,LC,
Canyon Towhee,Pipilo,fuscus,LC,
California Towhee,Pipilo,crissalis,LC,
Red-crested Cardinal,Paroaria,coronata,LC,Hawaii
Black-faced Grassquit,Tiaris,bicolor,LC,P. R.
Summer Tanager,Piranga,rubra,LC,
Scarlet Tanager,Piranga,olivacea,LC,
Western Tanager,Piranga,ludoviciana,LC,
Dickcissel,Spiza,americana,LC,
Rose-breasted Grosbeak,Pheucticus,ludovicianus,LC,
Black-headed Grosbeak,Pheucticus,melanocephalus,LC,
Northern Cardinal,Cardinalis,cardinalis,LC,
Pyrrhuloxia,Cardinalis,sinuatus,LC,
Blue Grosbeak,Passerina,caerulea,LC,
Indigo Bunting,Passerina,cyanea,LC,
Lazuli Bunting,Passerina,amoena,LC,
Painted Bunting,Passerina,ciris,NT,
