Svalbard (NO),Svalbard,Europe,Longyearbyen,+1
Swaziland (Souaziland),Swaziland,Afrique,Mbabane; Lobamba,+2
Syrie,Syria,Moyen-Orient,Damascus,+3
T,Nom en anglais,Endroit,Capitale,Heure
Tadjikistan,Tajikistan,Asie,Dushanbe,+6
Tahiti (FR) (voir Polynйsie Franзaise),Tahiti,Ocйanie,,
Tanzanie,Tanzania,Afrique,Dar es-Salaam,+3
Tchad,Chad,Afrique,N'Djamena,+1
Togo,Togo,Afrique,Lome,0
Trinitй et Tobago,Trinidad & Tobago,Amйrique Centrale,Port-of-Spain,-4
Tunisie,Tunisia,Afrique,Tunis,+1
Turkmйnistan,Turkmenistan,Asie,Ashgabat,+5
Turquie,Turkey,Asie,Ankara,+2
Tuvalu,Tuvalu,Ocйanie,Funafuti,+12
U,Nom en anglais,Endroit,Capitale,Heure
Ukraine,Ukraine,Europe,Kiev,+2
Uruguay,Uruguay,Amйrique du Sud,Montevideo,-3
V,Nom en anglais,Endroit,Capitale,Heure
Vanuatu,Vanuatu,Ocйanie,Port-Vila,+11
"Vatican, Йtat du",Vatican City State,Europe,Vatican City,+1
Venezuela,Venezuela,Amйrique du Sud,Caracas,-4
Viиt-nam,Vietnam,Asie,Hanoi,
W,Nom en anglais,Endroit,Capitale,Heure
Wallis & Futuna (FR),Wallis & Futuna,Ocйanie,Mata-Utu,
X-Y-Z,Nom en anglais,Endroit,Capitale,Heure
Yйmen,Yemen,Moyen-Orient,Sanaa,+3
Yougoslavie (voir Macйdoine),Yugoslavia,Europe,,
Zaпre,Zaire,Afrique,Kinshasa,+2
Zambie,Zambia,Afrique,Lusaka,+2
Zimbabwe,Zimbabwe,Afrique,Harare,+2
