location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
Andorra,2021-09-26,"Oxford/AstraZeneca, Pfizer/BioNTech",https://who.maps.arcgis.com/apps/dashboards/ead3c6475654481ca51c248d52ab9c61,102032,54312,47720,
Andorra,2021-10-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,102692,54383,48309,
Andorra,2021-10-31,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,104534,54999,49535,
Andorra,2021-12-05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,106428,56095,50333,
Andorra,2021-12-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://worldhealthorg.shinyapps.io/EURO_COVID-19_vaccine_monitor/,115709,56628,50551,8530
Andorra,2021-12-26,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://worldhealthorg.shinyapps.io/EURO_COVID-19_vaccine_monitor/,117246,57085,51392,8769
Andorra,2022-01-16,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://worldhealthorg.shinyapps.io/EURO_COVID-19_vaccine_monitor/,135421,57643,53046,24732
Andorra,2022-01-23,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,140193,57709,53104,
Andorra,2022-02-06,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,141962,57791,53208,
Andorra,2022-02-13,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,142420,57797,53250,
Andorra,2022-02-20,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,151284,57805,53301,
Andorra,2022-03-13,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,151997,57817,53367,40813
Andorra,2022-03-27,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,152187,57835,53389,40963
Andorra,2022-04-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,152301,57850,53406,41045
Andorra,2022-04-24,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,152463,57866,53414,41183
Andorra,2022-05-01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,152694,57874,53427,41393
Andorra,2022-05-22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,152991,57878,53442,41671
Andorra,2022-05-29,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,153072,57880,53450,41742
Andorra,2022-06-12,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,153177,57883,53453,41841
Andorra,2022-06-26,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,153383,57886,53456,42041
Andorra,2022-07-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,153447,57888,53459,42100
Andorra,2022-07-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,153531,57888,53460,42183
Andorra,2022-08-21,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,154077,57892,53474,42711
Andorra,2022-09-04,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,154195,57893,53478,42824
Andorra,2022-09-11,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",https://covid19.who.int/,154216,57894,53478,42844
