table_id,target_column,annotation_id
GitTables_175114,4,http://dbpedia.org/ontology/language
GitTables_121296,8,http://dbpedia.org/ontology/class
GitTables_5087,0,http://dbpedia.org/ontology/id
GitTables_187097,1,http://dbpedia.org/ontology/id
GitTables_167459,3,http://dbpedia.org/ontology/description
GitTables_89922,3,http://dbpedia.org/ontology/type
GitTables_186319,0,http://dbpedia.org/ontology/id
GitTables_15698,1,http://dbpedia.org/ontology/area
GitTables_160852,11,http://dbpedia.org/ontology/population
GitTables_15224,2,http://dbpedia.org/ontology/topic
GitTables_121137,0,http://dbpedia.org/ontology/name
GitTables_161877,3,http://dbpedia.org/ontology/treatment
GitTables_8824,8,http://dbpedia.org/ontology/description
GitTables_82245,2,http://dbpedia.org/ontology/road
GitTables_8954,0,http://dbpedia.org/ontology/id
GitTables_4968,6,http://dbpedia.org/ontology/rating
GitTables_121049,10,http://dbpedia.org/ontology/order
GitTables_2022,2,http://dbpedia.org/ontology/code
GitTables_172906,3,http://dbpedia.org/ontology/field
GitTables_31144,5,http://dbpedia.org/ontology/title
GitTables_2600,0,http://dbpedia.org/ontology/id
GitTables_16531,1,http://dbpedia.org/ontology/name
GitTables_83366,1,http://dbpedia.org/ontology/id
GitTables_136531,0,http://dbpedia.org/ontology/code
GitTables_8726,1,http://dbpedia.org/ontology/name
GitTables_125840,1,http://dbpedia.org/ontology/name
GitTables_187,13,http://dbpedia.org/ontology/position
GitTables_36659,13,http://dbpedia.org/ontology/address
GitTables_25661,17,http://dbpedia.org/ontology/height
GitTables_20561,3,http://dbpedia.org/ontology/code
GitTables_30778,3,http://dbpedia.org/ontology/location
GitTables_111899,28,http://dbpedia.org/ontology/notes
GitTables_27,3,http://dbpedia.org/ontology/parent
GitTables_11400,2,http://dbpedia.org/ontology/gender
GitTables_195140,5,http://dbpedia.org/ontology/description
GitTables_147918,11,http://dbpedia.org/ontology/status
GitTables_70691,10,http://dbpedia.org/ontology/postalCode
GitTables_147504,2,http://dbpedia.org/ontology/name
GitTables_34394,1,http://dbpedia.org/ontology/id
GitTables_188600,5,http://dbpedia.org/ontology/country
GitTables_6131,3,http://dbpedia.org/ontology/age
GitTables_1163,2,http://dbpedia.org/ontology/category
GitTables_69804,3,http://dbpedia.org/ontology/name
GitTables_651,2,http://dbpedia.org/ontology/title
GitTables_102901,16,http://dbpedia.org/ontology/status
GitTables_169556,4,http://dbpedia.org/ontology/price
GitTables_21505,0,http://dbpedia.org/ontology/field
GitTables_87261,0,http://dbpedia.org/ontology/name
GitTables_108296,1,http://dbpedia.org/ontology/author
GitTables_173683,5,http://dbpedia.org/ontology/note
GitTables_1176,1,http://dbpedia.org/ontology/name
GitTables_19515,6,http://dbpedia.org/ontology/weight
GitTables_95974,15,http://dbpedia.org/ontology/prefix
GitTables_15870,4,http://dbpedia.org/ontology/cost
GitTables_49888,1,http://dbpedia.org/ontology/name
GitTables_101748,16,http://dbpedia.org/ontology/min
GitTables_11423,45,http://dbpedia.org/ontology/id
GitTables_1434,3,http://dbpedia.org/ontology/date
GitTables_4243,6,http://dbpedia.org/ontology/description
GitTables_182734,22,http://dbpedia.org/ontology/owner
GitTables_38781,15,http://dbpedia.org/ontology/address
GitTables_2756,5,http://dbpedia.org/ontology/city
GitTables_21226,0,http://dbpedia.org/ontology/name
GitTables_87176,0,http://dbpedia.org/ontology/id
GitTables_46702,0,http://dbpedia.org/ontology/id
GitTables_168634,0,http://dbpedia.org/ontology/id
GitTables_128138,0,http://dbpedia.org/ontology/id
GitTables_181576,0,http://dbpedia.org/ontology/id
GitTables_510,1,http://dbpedia.org/ontology/title
GitTables_100638,1,http://dbpedia.org/ontology/type
GitTables_6339,8,http://dbpedia.org/ontology/city
GitTables_97221,0,http://dbpedia.org/ontology/id
GitTables_75495,2,http://dbpedia.org/ontology/description
GitTables_59327,4,http://dbpedia.org/ontology/length
GitTables_19383,8,http://dbpedia.org/ontology/district
GitTables_8532,0,http://dbpedia.org/ontology/id
GitTables_49272,3,http://dbpedia.org/ontology/category
GitTables_114293,9,http://dbpedia.org/ontology/cost
GitTables_131416,7,http://dbpedia.org/ontology/type
GitTables_188764,12,http://dbpedia.org/ontology/postalCode
GitTables_97514,5,http://dbpedia.org/ontology/duration
GitTables_20100,2,http://dbpedia.org/ontology/class
GitTables_86452,19,http://dbpedia.org/ontology/type
GitTables_14221,0,http://dbpedia.org/ontology/id
GitTables_41885,14,http://dbpedia.org/ontology/language
GitTables_66443,5,http://dbpedia.org/ontology/comment
GitTables_11423,46,http://dbpedia.org/ontology/parent
GitTables_146675,1,http://dbpedia.org/ontology/state
GitTables_2511,0,http://dbpedia.org/ontology/id
GitTables_148785,10,http://dbpedia.org/ontology/source
GitTables_819,0,http://dbpedia.org/ontology/id
GitTables_8876,6,http://dbpedia.org/ontology/project
GitTables_15768,2,http://dbpedia.org/ontology/date
GitTables_144914,1,http://dbpedia.org/ontology/type
GitTables_71407,7,http://dbpedia.org/ontology/city
GitTables_5104,4,http://dbpedia.org/ontology/id
GitTables_143582,1,http://dbpedia.org/ontology/abbreviation
GitTables_78627,1,http://dbpedia.org/ontology/state
GitTables_34264,0,http://dbpedia.org/ontology/id
GitTables_147353,2,http://dbpedia.org/ontology/field
GitTables_58325,2,http://dbpedia.org/ontology/date
GitTables_50888,30,http://dbpedia.org/ontology/title
GitTables_158665,0,http://dbpedia.org/ontology/id
GitTables_148824,3,http://dbpedia.org/ontology/field
GitTables_65058,4,http://dbpedia.org/ontology/gender
GitTables_16510,1,http://dbpedia.org/ontology/time
GitTables_103722,10,http://dbpedia.org/ontology/part
GitTables_133220,7,http://dbpedia.org/ontology/gender
GitTables_113623,3,http://dbpedia.org/ontology/alias
GitTables_202499,3,http://dbpedia.org/ontology/category
GitTables_1253,2,http://dbpedia.org/ontology/definition
GitTables_142073,4,http://dbpedia.org/ontology/description
GitTables_72362,4,http://dbpedia.org/ontology/weight
GitTables_81398,1,http://dbpedia.org/ontology/address
GitTables_105030,3,http://dbpedia.org/ontology/name
GitTables_24907,11,http://dbpedia.org/ontology/name
GitTables_43482,11,http://dbpedia.org/ontology/category
GitTables_61835,8,http://dbpedia.org/ontology/name
GitTables_193589,4,http://dbpedia.org/ontology/time
GitTables_2622,22,http://dbpedia.org/ontology/age
GitTables_150862,1,http://dbpedia.org/ontology/name
GitTables_50237,13,http://dbpedia.org/ontology/birthDate
GitTables_11848,7,http://dbpedia.org/ontology/version
GitTables_81049,2,http://dbpedia.org/ontology/sex
GitTables_135372,0,http://dbpedia.org/ontology/id
GitTables_158278,23,http://dbpedia.org/ontology/type
GitTables_90253,14,http://dbpedia.org/ontology/value
GitTables_7621,0,http://dbpedia.org/ontology/id
GitTables_71521,6,http://dbpedia.org/ontology/name
GitTables_179101,5,http://dbpedia.org/ontology/role
GitTables_13744,7,http://dbpedia.org/ontology/address
GitTables_120201,11,http://dbpedia.org/ontology/description
GitTables_2123,5,http://dbpedia.org/ontology/price
GitTables_126729,0,http://dbpedia.org/ontology/id
GitTables_84731,3,http://dbpedia.org/ontology/day
GitTables_65984,0,http://dbpedia.org/ontology/author
GitTables_48195,5,http://dbpedia.org/ontology/state
GitTables_43478,1,http://dbpedia.org/ontology/name
GitTables_51230,5,http://dbpedia.org/ontology/length
GitTables_43890,4,http://dbpedia.org/ontology/type
GitTables_158764,1,http://dbpedia.org/ontology/id
GitTables_143982,4,http://dbpedia.org/ontology/height
GitTables_86067,7,http://dbpedia.org/ontology/model
GitTables_32237,1,http://dbpedia.org/ontology/id
GitTables_19163,0,http://dbpedia.org/ontology/scientificName
GitTables_48874,4,http://dbpedia.org/ontology/number
GitTables_132882,22,http://dbpedia.org/ontology/code
GitTables_65872,7,http://dbpedia.org/ontology/weight
GitTables_147152,3,http://dbpedia.org/ontology/name
GitTables_35739,4,http://dbpedia.org/ontology/state
GitTables_188708,4,http://dbpedia.org/ontology/description
GitTables_158278,22,http://dbpedia.org/ontology/id
GitTables_38702,0,http://dbpedia.org/ontology/id
GitTables_12874,5,http://dbpedia.org/ontology/birthDate
GitTables_192557,1,http://dbpedia.org/ontology/duration
GitTables_95106,15,http://dbpedia.org/ontology/start
GitTables_59202,10,http://dbpedia.org/ontology/species
GitTables_4745,1,http://dbpedia.org/ontology/name
GitTables_202759,16,http://dbpedia.org/ontology/id
GitTables_184822,0,http://dbpedia.org/ontology/id
GitTables_65872,5,http://dbpedia.org/ontology/name
GitTables_131172,6,http://dbpedia.org/ontology/type
GitTables_4153,0,http://dbpedia.org/ontology/id
GitTables_28395,5,http://dbpedia.org/ontology/filename
GitTables_177319,10,http://dbpedia.org/ontology/state
GitTables_30754,4,http://dbpedia.org/ontology/age
GitTables_88614,7,http://dbpedia.org/ontology/year
GitTables_166601,2,http://dbpedia.org/ontology/description
GitTables_84884,0,http://dbpedia.org/ontology/id
GitTables_42715,1,http://dbpedia.org/ontology/time
GitTables_136931,2,http://dbpedia.org/ontology/name
GitTables_188764,10,http://dbpedia.org/ontology/region
GitTables_21802,19,http://dbpedia.org/ontology/position
GitTables_105304,3,http://dbpedia.org/ontology/type
GitTables_114020,4,http://dbpedia.org/ontology/description
GitTables_73466,12,http://dbpedia.org/ontology/name
GitTables_202619,2,http://dbpedia.org/ontology/name
GitTables_36940,6,http://dbpedia.org/ontology/type
GitTables_99701,0,http://dbpedia.org/ontology/id
GitTables_147591,0,http://dbpedia.org/ontology/county
GitTables_71394,2,http://dbpedia.org/ontology/comment
GitTables_64793,0,http://dbpedia.org/ontology/id
GitTables_93703,5,http://dbpedia.org/ontology/name
GitTables_414,8,http://dbpedia.org/ontology/family
GitTables_36696,3,http://dbpedia.org/ontology/description
GitTables_79032,3,http://dbpedia.org/ontology/reference
GitTables_109316,1,http://dbpedia.org/ontology/name
GitTables_188649,1,http://dbpedia.org/ontology/value
GitTables_106051,0,http://dbpedia.org/ontology/id
GitTables_3652,0,http://dbpedia.org/ontology/id
GitTables_89196,0,http://dbpedia.org/ontology/id
GitTables_80416,5,http://dbpedia.org/ontology/project
GitTables_6785,2,http://dbpedia.org/ontology/title
GitTables_79668,5,http://dbpedia.org/ontology/description
GitTables_26150,1,http://dbpedia.org/ontology/address
GitTables_50157,0,http://dbpedia.org/ontology/id
GitTables_91153,5,http://dbpedia.org/ontology/id
GitTables_149567,3,http://dbpedia.org/ontology/description
GitTables_168023,7,http://dbpedia.org/ontology/height
GitTables_51487,0,http://dbpedia.org/ontology/date
GitTables_11938,13,http://dbpedia.org/ontology/area
GitTables_101118,1,http://dbpedia.org/ontology/description
GitTables_44897,22,http://dbpedia.org/ontology/address
GitTables_5407,3,http://dbpedia.org/ontology/scientificName
GitTables_7539,0,http://dbpedia.org/ontology/id
GitTables_76175,1,http://dbpedia.org/ontology/county
GitTables_8891,11,http://dbpedia.org/ontology/weight
GitTables_127035,2,http://dbpedia.org/ontology/status
GitTables_74078,3,http://dbpedia.org/ontology/type
GitTables_17149,0,http://dbpedia.org/ontology/filename
GitTables_128083,2,http://dbpedia.org/ontology/type
GitTables_2089,1,http://dbpedia.org/ontology/date
GitTables_1171,25,http://dbpedia.org/ontology/code
GitTables_19946,1,http://dbpedia.org/ontology/type
GitTables_199955,4,http://dbpedia.org/ontology/gender
GitTables_22430,6,http://dbpedia.org/ontology/status
GitTables_125574,0,http://dbpedia.org/ontology/id
GitTables_56345,2,http://dbpedia.org/ontology/code
GitTables_103527,8,http://dbpedia.org/ontology/version
GitTables_6339,16,http://dbpedia.org/ontology/department
GitTables_27061,2,http://dbpedia.org/ontology/code
GitTables_95889,6,http://dbpedia.org/ontology/notes
GitTables_95625,0,http://dbpedia.org/ontology/id
GitTables_183224,8,http://dbpedia.org/ontology/country
GitTables_34714,1,http://dbpedia.org/ontology/name
GitTables_32392,0,http://dbpedia.org/ontology/project
GitTables_142073,0,http://dbpedia.org/ontology/domain
GitTables_195537,3,http://dbpedia.org/ontology/domain
GitTables_201971,4,http://dbpedia.org/ontology/name
GitTables_132097,2,http://dbpedia.org/ontology/gender
GitTables_158998,0,http://dbpedia.org/ontology/code
GitTables_95393,1,http://dbpedia.org/ontology/description
GitTables_27145,10,http://dbpedia.org/ontology/startDate
GitTables_99243,1,http://dbpedia.org/ontology/domain
GitTables_63829,2,http://dbpedia.org/ontology/name
GitTables_207016,1,http://dbpedia.org/ontology/author
GitTables_10985,0,http://dbpedia.org/ontology/id
GitTables_192464,0,http://dbpedia.org/ontology/id
GitTables_3553,1,http://dbpedia.org/ontology/id
GitTables_118997,24,http://dbpedia.org/ontology/family
GitTables_170857,2,http://dbpedia.org/ontology/name
GitTables_335,19,http://dbpedia.org/ontology/time
GitTables_5665,17,http://dbpedia.org/ontology/description
GitTables_60759,1,http://dbpedia.org/ontology/description
GitTables_60271,10,http://dbpedia.org/ontology/region
GitTables_94443,18,http://dbpedia.org/ontology/district
GitTables_199952,10,http://dbpedia.org/ontology/notes
GitTables_148118,1,http://dbpedia.org/ontology/status
GitTables_45287,2,http://dbpedia.org/ontology/category
GitTables_127377,2,http://dbpedia.org/ontology/value
GitTables_167160,7,http://dbpedia.org/ontology/genus
GitTables_3272,1,http://dbpedia.org/ontology/name
GitTables_138312,0,http://dbpedia.org/ontology/id
GitTables_4019,14,http://dbpedia.org/ontology/route
GitTables_122634,7,http://dbpedia.org/ontology/id
GitTables_110390,0,http://dbpedia.org/ontology/state
GitTables_5170,7,http://dbpedia.org/ontology/region
GitTables_107186,0,http://dbpedia.org/ontology/id
GitTables_38289,12,http://dbpedia.org/ontology/title
GitTables_34394,3,http://dbpedia.org/ontology/version
GitTables_85298,9,http://dbpedia.org/ontology/year
GitTables_103586,23,http://dbpedia.org/ontology/region
GitTables_82551,0,http://dbpedia.org/ontology/id
GitTables_34038,2,http://dbpedia.org/ontology/value
GitTables_135704,2,http://dbpedia.org/ontology/source
GitTables_38519,0,http://dbpedia.org/ontology/id
GitTables_4614,25,http://dbpedia.org/ontology/population
GitTables_21186,7,http://dbpedia.org/ontology/department
GitTables_171721,2,http://dbpedia.org/ontology/position
GitTables_104027,35,http://dbpedia.org/ontology/end
GitTables_21577,3,http://dbpedia.org/ontology/season
GitTables_41344,4,http://dbpedia.org/ontology/title
GitTables_127050,11,http://dbpedia.org/ontology/year
GitTables_56151,0,http://dbpedia.org/ontology/id
GitTables_176243,1,http://dbpedia.org/ontology/id
GitTables_129654,0,http://dbpedia.org/ontology/county
GitTables_11369,14,http://dbpedia.org/ontology/state
GitTables_110386,4,http://dbpedia.org/ontology/id
GitTables_136930,2,http://dbpedia.org/ontology/description
GitTables_32473,5,http://dbpedia.org/ontology/species
GitTables_22699,3,http://dbpedia.org/ontology/name
GitTables_120871,0,http://dbpedia.org/ontology/id
GitTables_111778,4,http://dbpedia.org/ontology/gender
GitTables_37487,2,http://dbpedia.org/ontology/end
GitTables_70691,20,http://dbpedia.org/ontology/created
GitTables_73485,0,http://dbpedia.org/ontology/country
GitTables_121049,3,http://dbpedia.org/ontology/time
GitTables_11427,1,http://dbpedia.org/ontology/name
GitTables_145601,3,http://dbpedia.org/ontology/position
GitTables_31440,6,http://dbpedia.org/ontology/value
GitTables_95994,22,http://dbpedia.org/ontology/birthDate
GitTables_44895,6,http://dbpedia.org/ontology/state
GitTables_54843,1,http://dbpedia.org/ontology/name
GitTables_16019,51,http://dbpedia.org/ontology/sex
GitTables_177262,5,http://dbpedia.org/ontology/language
GitTables_31072,7,http://dbpedia.org/ontology/created
GitTables_104,0,http://dbpedia.org/ontology/duration
GitTables_26056,8,http://dbpedia.org/ontology/description
GitTables_76929,0,http://dbpedia.org/ontology/id
GitTables_23456,1,http://dbpedia.org/ontology/filename
GitTables_110581,0,http://dbpedia.org/ontology/field
GitTables_26918,4,http://dbpedia.org/ontology/id
GitTables_10096,4,http://dbpedia.org/ontology/role
GitTables_200033,24,http://dbpedia.org/ontology/releaseDate
GitTables_880,3,http://dbpedia.org/ontology/status
GitTables_28728,1,http://dbpedia.org/ontology/name
GitTables_121108,5,http://dbpedia.org/ontology/author
GitTables_124950,0,http://dbpedia.org/ontology/county
GitTables_22905,0,http://dbpedia.org/ontology/id
GitTables_12426,27,http://dbpedia.org/ontology/region
GitTables_198613,0,http://dbpedia.org/ontology/id
GitTables_41630,2,http://dbpedia.org/ontology/abbreviation
GitTables_152262,1,http://dbpedia.org/ontology/name
GitTables_95875,0,http://dbpedia.org/ontology/id
GitTables_113792,5,http://dbpedia.org/ontology/description
GitTables_105933,4,http://dbpedia.org/ontology/description
GitTables_30550,24,http://dbpedia.org/ontology/countryCode
GitTables_195467,0,http://dbpedia.org/ontology/id
GitTables_124927,7,http://dbpedia.org/ontology/genus
GitTables_91990,6,http://dbpedia.org/ontology/address
GitTables_13722,5,http://dbpedia.org/ontology/species
GitTables_10724,14,http://dbpedia.org/ontology/department
GitTables_78046,7,http://dbpedia.org/ontology/state
GitTables_142929,6,http://dbpedia.org/ontology/parent
GitTables_138963,0,http://dbpedia.org/ontology/county
GitTables_141270,0,http://dbpedia.org/ontology/rank
GitTables_4002,7,http://dbpedia.org/ontology/price
GitTables_138593,3,http://dbpedia.org/ontology/month
GitTables_2046,0,http://dbpedia.org/ontology/location
GitTables_3668,45,http://dbpedia.org/ontology/description
GitTables_32019,6,http://dbpedia.org/ontology/note
GitTables_11242,3,http://dbpedia.org/ontology/country
GitTables_753,7,http://dbpedia.org/ontology/author
GitTables_4123,3,http://dbpedia.org/ontology/id
GitTables_104390,0,http://dbpedia.org/ontology/id
GitTables_126113,12,http://dbpedia.org/ontology/startDate
GitTables_74465,2,http://dbpedia.org/ontology/model
GitTables_25700,16,http://dbpedia.org/ontology/status
GitTables_71461,0,http://dbpedia.org/ontology/id
GitTables_155065,4,http://dbpedia.org/ontology/max
GitTables_175490,5,http://dbpedia.org/ontology/address
GitTables_29327,2,http://dbpedia.org/ontology/start
GitTables_59258,1,http://dbpedia.org/ontology/id
GitTables_120941,1,http://dbpedia.org/ontology/company
GitTables_88933,0,http://dbpedia.org/ontology/name
GitTables_23341,1,http://dbpedia.org/ontology/gender
GitTables_98770,7,http://dbpedia.org/ontology/startDate
GitTables_13136,8,http://dbpedia.org/ontology/date
GitTables_137544,5,http://dbpedia.org/ontology/department
GitTables_54320,0,http://dbpedia.org/ontology/county
GitTables_105030,0,http://dbpedia.org/ontology/id
GitTables_161253,0,http://dbpedia.org/ontology/county
GitTables_16171,0,http://dbpedia.org/ontology/id
GitTables_27355,0,http://dbpedia.org/ontology/id
GitTables_8929,0,http://dbpedia.org/ontology/id
GitTables_41548,0,http://dbpedia.org/ontology/id
GitTables_18748,4,http://dbpedia.org/ontology/price
GitTables_17759,0,http://dbpedia.org/ontology/id
GitTables_28619,2,http://dbpedia.org/ontology/month
GitTables_28492,1,http://dbpedia.org/ontology/type
GitTables_90524,2,http://dbpedia.org/ontology/description
GitTables_6579,2,http://dbpedia.org/ontology/road
GitTables_174445,2,http://dbpedia.org/ontology/startDate
GitTables_2141,4,http://dbpedia.org/ontology/company
GitTables_33914,1,http://dbpedia.org/ontology/part
GitTables_124614,0,http://dbpedia.org/ontology/id
GitTables_121454,5,http://dbpedia.org/ontology/name
GitTables_76483,62,http://dbpedia.org/ontology/year
GitTables_12372,2,http://dbpedia.org/ontology/parent
GitTables_1823,71,http://dbpedia.org/ontology/id
GitTables_70322,0,http://dbpedia.org/ontology/id
GitTables_119672,3,http://dbpedia.org/ontology/month
GitTables_123688,7,http://dbpedia.org/ontology/location
GitTables_50237,23,http://dbpedia.org/ontology/description
GitTables_26585,5,http://dbpedia.org/ontology/city
GitTables_177769,3,http://dbpedia.org/ontology/status
GitTables_17011,4,http://dbpedia.org/ontology/name
GitTables_46968,8,http://dbpedia.org/ontology/source
GitTables_65286,3,http://dbpedia.org/ontology/area
GitTables_120920,15,http://dbpedia.org/ontology/notes
GitTables_197392,11,http://dbpedia.org/ontology/type
GitTables_104027,18,http://dbpedia.org/ontology/start
GitTables_33903,0,http://dbpedia.org/ontology/name
GitTables_166651,1,http://dbpedia.org/ontology/name
GitTables_61226,0,http://dbpedia.org/ontology/id
GitTables_22905,21,http://dbpedia.org/ontology/description
GitTables_133627,7,http://dbpedia.org/ontology/region
GitTables_106051,1,http://dbpedia.org/ontology/name
GitTables_170969,3,http://dbpedia.org/ontology/startDate
GitTables_14422,4,http://dbpedia.org/ontology/publisher
GitTables_132116,11,http://dbpedia.org/ontology/source
GitTables_52544,1,http://dbpedia.org/ontology/field
GitTables_85186,21,http://dbpedia.org/ontology/position
GitTables_71314,6,http://dbpedia.org/ontology/population
GitTables_33219,2,http://dbpedia.org/ontology/description
GitTables_2704,71,http://dbpedia.org/ontology/sex
GitTables_25203,8,http://dbpedia.org/ontology/creator
GitTables_132116,6,http://dbpedia.org/ontology/id
