location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
Armenia,2022-01-17,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",https://www.moh.am/#1/4750,1761529,973944,784849,2736
Armenia,2022-01-23,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",https://www.moh.am/#1/4770,1825382,999891,819841,5650
Armenia,2022-01-30,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",https://www.moh.am/#1/4790,1883413,1032249,842213,8951
Armenia,2022-02-06,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",https://www.moh.am/#1/4825,1925556,1054178,858981,12397
Armenia,2022-02-13,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",https://covid19.who.int/,1971565,1080404,872336,
Armenia,2022-02-20,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",https://www.moh.am/#1/4890,1992891,,896723,18849
Armenia,2022-02-27,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",https://covid19.who.int/,2042616,1100694,919397,
Armenia,2022-03-13,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",https://covid19.who.int/,2088962,1113472,948778,31064
Armenia,2022-03-20,"Moderna, Oxford/AstraZeneca, Sinopharm/Beijing, Sinovac, Sputnik V",https://covid19.who.int/,2107032,1118674,959116,33978
Armenia,2022-04-03,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, Sputnik V",https://covid19.who.int/,2141957,1128072,980101,39849
Armenia,2022-04-10,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, Sputnik Light, Sputnik V",https://covid19.who.int/,,,984868,
Armenia,2022-04-17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, Sputnik Light, Sputnik V",https://covid19.who.int/,2149195,,,40460
Armenia,2022-05-15,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, Sputnik Light, Sputnik V",https://covid19.who.int/,2149233,1129504,985251,40567
Armenia,2022-05-22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac, Sputnik Light, Sputnik V",https://covid19.who.int/,2150112,1129669,985807,40725
