location,date,vaccine,source_url,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters
Albania,2021-03-26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-2900-te-vaksinuar-3012-testime-589-te-sheruar-449-raste-te-reja-dhe-8-humbje-jete-ne-24-oret-e-fundit/,62248,,,
Albania,2021-03-27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sputnik V",https://coronavirus.al/lajme/covid19-ministria-e-shendetesise-1827-te-vaksinuar-3070-testime-550-te-sheruar-425-raste-te-reja-dhe-12-humbje-jete-ne-24-oret-e-fundit/,64075,,,
Albania,2021-03-28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/dita-e-pare-e-vaksinimit-masiv-manastirliu-11487-vaksinime-ne-te-gjithe-vendin/,78000,,,
Albania,2021-03-30,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/dita-4-vijon-vaksinimi-masiv-manastirliu-jemi-te-pergatitur-per-te-rritur-numrin-e-vaksinimeve-javen-tjeter-nis-levrimi-i-dozave-te-pfizer/,119321,,,
Albania,2021-03-31,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/rama-manastirliu-inspektojne-procesin-ne-rrogozhine-e-kavaje-sot-arrijme-mbi-150-mije-vaksinime/,138846,,,
Albania,2021-04-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-155-463-vaksinime/,155463,,,
Albania,2021-04-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/manastirliu-inspekton-procesin-e-vaksinimit-ne-vlore-po-pergatitemi-per-uljen-e-fashes-te-moshuarit-mbi-70-vjec-me-karte-identiteti-mund-te-paraqiten-direkt-ne-qendrat-e-vaksinimit-te-perqendruar/,172486,,,
Albania,2021-04-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1378412754588073985,185496,,,
Albania,2021-04-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1378774466000527364,192882,,,
Albania,2021-04-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1379152240724877324,206708,,,
Albania,2021-04-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1379493934116790275,221588,,,
Albania,2021-04-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1379862047136083973,232379,,,
Albania,2021-04-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1380232232040808449,242542,,,
Albania,2021-04-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1380596592928026626,250676,,,
Albania,2021-04-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1380960875377537030,256810,,,
Albania,2021-04-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1381680348371767299,267531,,,
Albania,2021-04-13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1382047577839960064,281216,,,
Albania,2021-04-15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1382767411242360838,304488,,,
Albania,2021-04-16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1383134636965036040,314622,,,
Albania,2021-04-17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/GManastirliu/status/1383497090383323137,324840,,,
Albania,2021-04-18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/GManastirliu/status/1383497090383323137,332905,,,
Albania,2021-04-19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1384218432640487428,345934,,,
Albania,2021-04-20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/GManastirliu/status/1384573796401786880,350000,,,
Albania,2021-04-21,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/GManastirliu/status/1384953105406640139,372075,,,
Albania,2021-04-22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1385318471697842178,382998,,,
Albania,2021-04-23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1385695302758379534,391351,,,
Albania,2021-04-24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1386030265957588994,400064,,,
Albania,2021-04-26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/GManastirliu/status/1386762674244096001,408619,,,
Albania,2021-04-27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/GManastirliu/status/1387124466816323585,416855,,,
Albania,2021-04-28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1387479165968998402,433628,,,
Albania,2021-04-29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1387881026899386376,453248,,,
Albania,2021-04-30,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1388196292984193024,476903,,,
Albania,2021-05-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1388562805029212162,494028,,,
Albania,2021-05-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/GManastirliu/status/1389290072042790913,517501,,,
Albania,2021-05-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/GManastirliu/status/1389647344887545859,537387,,,
Albania,2021-05-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1389996840725225472,556584,,,
Albania,2021-05-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1390377610140700676,572226,,,
Albania,2021-05-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/gmanastirliu/status/1390737378789281795,585693,,,
Albania,2021-05-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/GManastirliu/status/1391104178743828484,596766,,,
Albania,2021-05-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/GManastirliu/status/1391436706474303489,600000,,,
Albania,2021-05-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://twitter.com/GManastirliu/status/1391826588669562886,612959,,,
Albania,2021-05-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-622507-vaksinime/,622507,440921,181586,
Albania,2021-05-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-632676-vaksinime/,632676,444755,187921,
Albania,2021-05-13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-638338-vaksinime/,638338,445402,192936,
Albania,2021-05-14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-653330-vaksinime/,653330,448571,204759,
Albania,2021-05-17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-680083-vaksinime/,680083,456980,223103,
Albania,2021-05-18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-688947-vaksinime/,688947,460191,228756,
Albania,2021-05-19,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-697811-vaksinime/,697811,463402,234409,
Albania,2021-05-20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-703743-vaksinime/,703743,466083,237660,
Albania,2021-05-21,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-708846-vaksinime/,708846,469169,239677,
Albania,2021-05-23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-716616-vaksinime/,716616,472840,243776,
Albania,2021-05-24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-725135-vaksinime/,725135,475237,249898,
Albania,2021-05-26,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-748986-vaksinime/,748986,479789,269197,
Albania,2021-05-27,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-759043-vaksinime/,759043,481788,277255,
Albania,2021-05-30,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-772204-vaksinime/,772204,485162,287042,
Albania,2021-05-31,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-776461-vaksinime/,776461,486128,290333,
Albania,2021-06-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-780342-vaksinime/,780342,487078,293264,
Albania,2021-06-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-787321-vaksinime/,787321,490050,297271,
Albania,2021-06-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-798624-vaksinime/,798624,492522,306102,
Albania,2021-06-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-803682-vaksinime/,803682,493346,310336,
Albania,2021-06-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-809992-vaksinime/,809992,494437,315555,
Albania,2021-06-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-816556-vaksinime/,816556,496024,320532,
Albania,2021-06-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-823053-vaksinime/,823053,498437,324616,
Albania,2021-06-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-830281-vaksinime/,830281,501735,328546,
Albania,2021-06-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-834868-vaksinime/,834868,503721,331147,
Albania,2021-06-13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-836430-vaksinime/,836430,504257,332173,
Albania,2021-06-14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-842535-vaksinime/,842535,507764,334771,
Albania,2021-06-15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-848430-vaksinime/,848430,507854,340576,
Albania,2021-06-16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-854227-vaksinime/,854227,509282,344945,
Albania,2021-06-17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-862628-vaksinime/,862628,511175,351453,
Albania,2021-06-20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-880912-vaksinime/,880912,515884,365028,
Albania,2021-06-21,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-890052-vaksinime/,890052,519674,370378,
Albania,2021-06-22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-901429-vaksinime/,901429,525800,375629,
Albania,2021-06-23,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-912874-vaksinime/,912874,532225,380649,
Albania,2021-06-24,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-922886-vaksinime/,922886,537018,385868,
Albania,2021-06-28,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-943439-vaksinime/,943439,547300,396139,
Albania,2021-06-29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-955498-vaksinime/,955498,556252,399246,
Albania,2021-06-30,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-968034-vaksinime/,968034,564530,403504,
Albania,2021-07-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-974486-vaksinime/,974486,567084,407402,
Albania,2021-07-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-981499-vaksinime/,981499,569352,412147,
Albania,2021-07-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-988550-vaksinime/,988550,571759,416791,
Albania,2021-07-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-994081-vaksinime/,994081,574187,419894,
Albania,2021-07-06,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1000063-vaksinime/,1000063,576905,423158,
Albania,2021-07-07,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1005663-vaksinime/,1005663,579552,426111,
Albania,2021-07-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1011297-vaksinime/,1011297,582106,429191,
Albania,2021-07-09,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1016554-vaksinime/,1016554,584832,431722,
Albania,2021-07-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1021408-vaksinime/,1021408,587238,434170,
Albania,2021-07-11,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1022802-vaksinime/,1022802,587876,434926,
Albania,2021-07-12,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1029234-vaksinime/,1029234,590476,438758,
Albania,2021-07-13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1035667-vaksinime/,1035667,592502,443165,
Albania,2021-07-14,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1043499-vaksinime/,1043499,594669,448830,
Albania,2021-07-15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1052108-vaksinime/,1052108,596977,455131,
Albania,2021-07-16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1060042-vaksinime/,1060042,599387,460655,
Albania,2021-07-17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1067135-vaksinime/,1067135,601701,465434,
Albania,2021-07-18,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1069365-vaksinime/,1069365,602460,466905,
Albania,2021-07-20,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1082424-vaksinime/,1082424,609538,472886,
Albania,2021-07-21,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1095453-vaksinime/,1095453,616592,478861,
Albania,2021-07-22,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1109785-vaksinime/,1109785,624490,485295,
Albania,2021-07-25,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1138771-vaksinime/,1138771,640047,498724,
Albania,2021-07-29,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1179769-vaksinime/,1179769,660756,519013,
Albania,2021-07-30,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1190847-vaksinime/,1190847,665632,525215,
Albania,2021-07-31,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1198933-vaksinime/,1198933,670215,528718,
Albania,2021-08-01,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1203087-vaksinime/,1203087,672765,530322,
Albania,2021-08-02,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1212761-vaksinime/,1212761,677938,534823,
Albania,2021-08-03,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1221640-vaksinime/,1221640,683052,538588,
Albania,2021-08-04,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1229405-vaksinime/,1229405,687768,541637,
Albania,2021-08-05,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1238036-vaksinime/,1238036,693000,545036,
Albania,2021-08-08,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1259952-vaksinime/,1259952,706470,553482,
Albania,2021-08-10,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1280239-vaksinime/,1280239,720232,560007,
Albania,2021-08-13,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1309995-vaksinime/,1309995,742540,567455,
Albania,2021-08-15,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1321198-vaksinime/,1321198,750965,570233,
Albania,2021-08-16,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1330754-vaksinime/,1330754,757938,572816,
Albania,2021-08-17,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",https://shendetesia.gov.al/vaksinimi-anticovid-kryhen-1340339-vaksinime/,1340339,764997,575342,
