course_id,course_title,url,price,num_subscribers,num_reviews,num_lectures,level,Rating,content_duration,published_timestamp,subject
768366,Photoshop Fantastic! - The Comprehensive Guide to Photoshop,https://www.udemy.com/photoshopfantastic/,20,2938,26,45,Beginner Level,0.96,6,2016-04-06T05:29:30Z,Graphic Design
494058,Expert Guide : Mastering Shapes Creation with Illustrator,https://www.udemy.com/mastering-shapes-creation-in-illustrator/,200,2911,17,35,All Levels,0.96,5,2015-05-25T19:01:26Z,Graphic Design
632136,Drawing in PowerPoint: Block diagram + Experiments + Cartoon,https://www.udemy.com/how-to-draw-in-powerpoint/,155,2911,29,37,All Levels,0.96,2,2015-11-11T23:41:48Z,Graphic Design
933888,Adobe Illustrator: How to Draw Squared Animals Icons,https://www.udemy.com/adobe-illustrator-how-to-draw-squared-animals-icons/,180,2873,38,13,All Levels,0.96,0.5333333333,2017-01-10T15:38:21Z,Graphic Design
826202,Design a unique bookstore-quality Photo Book with Blurb,https://www.udemy.com/photo-book-blurb/,180,2863,11,27,Beginner Level,0.96,2.5,2016-04-26T18:30:41Z,Graphic Design
413713,A Complete Guide to Successful Freelance Logo Design Career,https://www.udemy.com/be-a-successful-logo-designer/,145,2745,61,67,All Levels,0.63,8.5,2015-02-19T03:39:50Z,Graphic Design
1047508,Make yourself a Santa Claus: Photoshop Manipulation,https://www.udemy.com/make-your-self-a-santa-claus-merry-christmas/,0,2665,20,8,Intermediate Level,0.78,0.5666666667,2016-12-22T17:10:35Z,Graphic Design
15611,Discover the 7 Secrets to Figure Drawing: Draw Awesome ...,https://www.udemy.com/how-to-draw-the-human-figure-10-hours/,40,2634,92,25,Beginner Level,0.78,10,2012-04-04T02:24:51Z,Graphic Design
961684,Mastering Logo Design - 20 Projects step-by-step,https://www.udemy.com/mastering-logo-designing-20-projects-step-by-step/,200,2599,24,77,All Levels,0.82,7.5,2016-09-25T17:57:11Z,Graphic Design
19164,Graphic Design Secrets Revealed,https://www.udemy.com/design-like-a-pro-graphic-design-fundamentals/,95,2555,28,55,Intermediate Level,0.74,6,2012-09-04T02:21:04Z,Graphic Design
1087244,Foundation Skills on Adobe Illustrator: Learn Fast!,https://www.udemy.com/foundation_skills_illustrator/,50,2489,39,16,All Levels,0.88,2,2017-03-01T21:54:39Z,Graphic Design
1013676,Adobe Illustrator CC 2017 for beginners,https://www.udemy.com/adobe-illustrator-cc-2017/,195,2489,39,12,All Levels,0.74,1.5,2017-01-31T22:13:11Z,Graphic Design
501140,Illustrator CC para novatos: ¡desde cero hasta experto!,https://www.udemy.com/illustrator-cc-para-novatos-desde-cero-hasta-experto/,150,2476,466,96,Beginner Level,0.1,11,2015-12-29T20:10:55Z,Graphic Design
751230,Illustrator CC: Design and drawing from scratch to expert!,https://www.udemy.com/illustrator-cc-design-and-drawing-from-scratch-to-expert/,150,2427,99,97,All Levels,0.14,11,2016-12-15T15:18:47Z,Graphic Design
861444,Design your own Social Media Logo Icons in Adobe Illustrator,https://www.udemy.com/design-social-media-logo-icons-in-adobe-illustrator/,50,2424,29,15,All Levels,0.84,1.5,2016-06-05T15:11:49Z,Graphic Design
935108,Adobe - Create a professional logo step-by-step (Beauty),https://www.udemy.com/adobe-create-a-professional-logo-step-by-step-beauty/,20,2420,27,21,All Levels,0.93,1.5,2016-08-27T23:43:41Z,Graphic Design
,,,,,,,,,,,
908664,Word Swag : Create Stunning Images with the Word Swag App,https://www.udemy.com/word-swag/,100,2416,19,14,All Levels,0.96,1,2016-08-09T17:56:53Z,Graphic Design
52457,The Logo Design Process From Start To Finish,https://www.udemy.com/the-logo-design-process-from-start-to-finish/,95,2361,74,40,All Levels,0.55,5.5,2013-09-24T03:52:32Z,Graphic Design
1085646,How to Doodle: Basics and Lettering,https://www.udemy.com/how-to-doodle-basics-and-lettering/,185,2358,28,12,Beginner Level,0.18,1,2017-02-21T17:43:34Z,Graphic Design
280194,"Become a Graphic Designer, and earn a living from it",https://www.udemy.com/become-a-graphic-designer-and-earn-a-living-from-it/,35,2354,12,37,Beginner Level,0.73,3,2014-09-17T13:20:56Z,Graphic Design
20150,iPhone icons gone awesome,https://www.udemy.com/how-to-make-awesome-icons-for-your-iphone-app-in-60-seconds/,20,2346,18,55,Beginner Level,0.5,3.5,2012-06-26T14:39:05Z,Graphic Design
349586,Master Manga Studio 5: Bonus Drawing and Painting,https://www.udemy.com/master-manga-studio-5/,165,2325,155,61,All Levels,0.34,8,2015-02-06T07:44:43Z,Graphic Design
854746,Freelancing A-Z: How To Start A Successful Freelance Career,https://www.udemy.com/freelance-freelancer-freelancing-freelance-web-designer/,195,2267,28,81,All Levels,0.89,5,2016-05-24T17:13:50Z,Graphic Design
581352,Creating Icons with Adobe Illustrator,https://www.udemy.com/creating-icons-with-illustrator/,30,2266,26,10,Beginner Level,0.59,1,2015-08-13T18:54:20Z,Graphic Design
880202,Anatomy and Figure Drawing for Beginners,https://www.udemy.com/anatomy-and-figure-drawing-for-games-and-comics/,150,2252,240,111,All Levels,0.8,21,2016-06-20T15:31:48Z,Graphic Design
518870,How to create flat design icons in 15 minutes in Illustrator,https://www.udemy.com/how-to-create-flat-design-interface-icons-in-illustrator/,195,2228,96,51,All Levels,0.38,4.5,2015-06-22T23:52:21Z,Graphic Design
750934,Logo Design By Example : Design 5 Famous Logos,https://www.udemy.com/logo-design-inkscape/,50,2199,28,16,All Levels,0.21,1,2016-02-03T20:23:32Z,Graphic Design
522426,Design & Create Vector Graphics With Inkscape 2016,https://www.udemy.com/design-create-vector-graphics-with-inkscape/,200,2091,11,26,Beginner Level,0.15,2.5,2015-06-08T18:46:45Z,Graphic Design
738198,Make flat design trees in Adobe Illustrator in 30 minutes!,https://www.udemy.com/make-flat-design-trees-in-adobe-illustrator-in-30-minutes/,50,2087,95,6,All Levels,0.72,0.6333333333,2016-01-22T21:24:38Z,Graphic Design
792232,Most Wanted Flat Design Techniques,https://www.udemy.com/flat-design-flat-ui-design-flat-colors-flat-design-illustrator/,195,2081,35,61,All Levels,0.98,4.5,2016-03-17T18:21:18Z,Graphic Design
474076,Expert Retina / HiDPI Graphics in Photoshop & Illustrator,https://www.udemy.com/mastering-retina-graphics/,195,2067,8,18,All Levels,0.87,1.5,2015-04-26T19:50:34Z,Graphic Design
413180,Digital Painting for Cartoon Characters,https://www.udemy.com/digital-painting-for-cartoon-characters/,30,2044,108,25,All Levels,0.76,4,2015-02-05T18:05:18Z,Graphic Design
1196852,Photoshop: How to create stunning collages,https://www.udemy.com/photoshop-how-to-create-stunning-collages-in-5-minutes/,20,2044,17,15,Intermediate Level,0.69,1.5,2017-05-09T16:40:58Z,Graphic Design
952106,Design & Create Text Logos in Adobe Photoshop CS5,https://www.udemy.com/learn-how-to-design-create-text-logos-in-adobe-photoshop-cs5/,95,2035,19,23,All Levels,0.55,1.5,2016-10-16T17:25:29Z,Graphic Design
1151326,Triangulated Bird: Origami Styled Bird in Adobe Illustrator,https://www.udemy.com/triangulated-bird-origami-styled-bird-in-adobe-illustrator/,195,2027,11,9,All Levels,0.34,0.5,2017-04-18T19:40:57Z,Graphic Design
1029436,Learn Cinema 4D: Create an Abstract Background,https://www.udemy.com/create-an-abstract-background/,20,2004,4,9,Beginner Level,0.29,0.5666666667,2017-02-22T23:08:38Z,Graphic Design
294294,Effective iOS & Android App Icon Design,https://www.udemy.com/effective-ios-android-app-icon-design/,20,1933,25,13,All Levels,0.59,1,2014-09-09T14:36:37Z,Graphic Design
1004512,Clipping Masks & Shaped images in Adobe Photoshop CC,https://www.udemy.com/how-to-adobe-photoshop-clipping-mask-layer-tutorial-images-photoshop/,90,1905,12,14,All Levels,0.35,0.7333333333,2016-12-09T04:41:48Z,Graphic Design
77896,Typography Fundamentals - Feel confident with type!,https://www.udemy.com/typography-crash-course/,20,1873,121,14,Beginner Level,0.44,1,2013-10-20T07:39:55Z,Graphic Design
424770,Book Design With MS Word And Canva,https://www.udemy.com/boost-your-sales-with-diy-design-for-non-techy-entrepreneurs/,95,1825,24,33,Intermediate Level,0.13,2.5,2015-03-05T22:37:01Z,Graphic Design
663702,Graphic Design: Double Your Sales With Canva,https://www.udemy.com/canva-marketing/,20,1797,40,39,All Levels,0.58,2.5,2015-11-17T04:16:05Z,Graphic Design
1067516,Vector Logo Design in Affinity Designer,https://www.udemy.com/logoaffinitydesigner/,150,1789,102,57,All Levels,0.2,3,2017-02-07T18:09:03Z,Graphic Design
1169062,How To Create Amazing Cinemagraphs with Microsoft PowerPoint,https://www.udemy.com/how-to-create-amazing-cinemagraphs-with-microsoft-powerpoint/,30,1782,18,10,Beginner Level,0.32,1,2017-04-05T20:39:33Z,Graphic Design
513782,Removing Backgrounds From Images using Adobe Photoshop,https://www.udemy.com/removing-backgrounds-from-images-using-adobe-photoshop/,20,1768,20,14,All Levels,0.08,0.6833333333,2015-06-03T18:11:41Z,Graphic Design
341952,Mastering Photoshop: From Beginner to Industry Professional,https://www.udemy.com/photoshop-tricks-tips-and-techniques/,25,1754,52,79,All Levels,0.96,12.5,2014-11-25T17:47:46Z,Graphic Design
1076222,The most popular techniques in Photoshop,https://www.udemy.com/the-most-popular-techniques-in-photoshop/,20,1753,18,15,Beginner Level,0.15,1,2017-02-21T18:07:38Z,Graphic Design
506164,Mastering Photoshop Elements 13 Made Easy Training Tutorial,https://www.udemy.com/mastering-photoshop-elements-13-made-easy-training-tutorial/,20,1738,8,166,All Levels,0.28,10.5,2015-05-22T20:50:12Z,Graphic Design
1117796,Typographic Logo Design in Illustrator - Beginners & Beyond,https://www.udemy.com/typographical-logo-design/,150,1720,40,27,All Levels,0.86,1.5,2017-02-23T21:40:39Z,Graphic Design
846214,BUSINESS CARD DESIGN IN POWERPOINT,https://www.udemy.com/design-flat-business-cards-in-powerpoint/,95,1710,13,16,All Levels,0.62,1,2016-05-15T18:57:39Z,Graphic Design
559204,Photoshop Quickstart Guide to Digital Sketching,https://www.udemy.com/photoshop-quickstart-guide-to-digital-sketching/,20,1679,24,15,All Levels,0.8,1,2015-09-17T18:46:40Z,Graphic Design
1134692,Learn Inkscape : Design Logos and Game Arts,https://www.udemy.com/design-logos-and-game-arts-inkscape/,20,1675,20,12,Beginner Level,0.34,1,2017-03-15T16:46:00Z,Graphic Design
808542,Sketchbook Pro for Beginners,https://www.udemy.com/learn-sketchbook-pro-in-a-weekend/,125,1657,46,41,Beginner Level,0.76,4,2016-04-01T00:18:17Z,Graphic Design
951912,Adobe - How to create a professional Video Title/ Web Banner,https://www.udemy.com/adobe-how-to-create-a-professional-video-title-or-web-banner/,20,1606,8,9,All Levels,0.15,0.7333333333,2016-09-07T20:28:12Z,Graphic Design
1182900,How to Create awesome Cinema-graph With Adobe Photoshop?,https://www.udemy.com/how-to-create-awesome-cinema-graph-with-adobe-photoshop/,20,1602,8,16,Intermediate Level,0.58,1,2017-05-07T16:32:00Z,Graphic Design
768940,Learn Corel x7 Like a Pro,https://www.udemy.com/learn-corel-x7/,20,1586,8,5,All Levels,0.4,0.5166666667,2016-03-04T19:00:46Z,Graphic Design
93484,Drawing Cartoony Characters,https://www.udemy.com/cartoonycharacters/,20,1564,103,9,Beginner Level,0.79,2,2013-10-09T00:45:01Z,Graphic Design
300466,Turn Your Photos Into Professional And Modern Artworks,https://www.udemy.com/turn-your-photos-into-professional-and-modern-artworks/,20,1557,11,12,All Levels,0.34,1.5,2014-09-16T13:09:16Z,Graphic Design
519968,Expert Guide : Mastering Types feature in illustrator !,https://www.udemy.com/mastering-types-in-illustrator/,190,1552,11,27,All Levels,0.88,2.5,2015-11-04T18:38:17Z,Graphic Design
628786,Adobe Illustrator Advanced Vector Artwork,https://www.udemy.com/adobe-illustrator-advance-vector-artwork/,90,1538,117,74,All Levels,0.78,7.5,2017-02-06T23:07:33Z,Graphic Design
834226,FLAT ICON DESIGN IN POWERPOINT,https://www.udemy.com/flat-icon-design-powerpoint/,95,1534,24,23,All Levels,0.35,1.5,2016-05-03T00:54:17Z,Graphic Design
446936,Creative logo design with Inkscape for free,https://www.udemy.com/logo-design-with-inkscape-for-free/,40,1530,49,25,Beginner Level,0.95,4,2015-11-12T17:01:44Z,Graphic Design
978462,Blender Modelling Series - Volume Two,https://www.udemy.com/blender-modelling-series-volume-two-master-object-mode/,100,1526,3,24,All Levels,0.95,2,2016-10-12T20:22:14Z,Graphic Design
1234108,How to Draw Majestic Animals: Dogs,https://www.udemy.com/how-to-draw-dogs/,35,1524,5,11,Beginner Level,0.95,1,2017-05-30T15:30:55Z,Graphic Design
865634,Learn to Draw Pretty Faces for Comic Books,https://www.udemy.com/learn-to-draw-pretty-faces-for-comic-books/,40,1522,145,37,Beginner Level,0.95,5,2016-08-08T21:01:21Z,Graphic Design
